fileid,mic_file,method,doa_source,speaker_id,duration_sec,gt_doa,steering_doa,predicted_doa_count,predicted_doas,matched_predicted_index,steering_doa_error_deg,beamformed_file,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,reference,hypothesis,localization_sec,beamforming_sec,whisper_sec,total_sec,localization_rtf,beamforming_rtf,whisper_rtf,total_rtf,under_realtime
232,mic_fileid_232_doa59_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.903375,339,345,3,"345,70,185",0,6.0,hark_fileid_232_spk1_hark_music_doa345_gt339.wav,text_fileid_232_doa339_spk1.txt,0.4722222222222222,17,36,3.8033819931419464,3.406321044536865,-0.39706094860508134,2.1411819901101468,0.7592381993666029,-1.381943790743544,,,,BUT NOW THE ATTEMPT HAD BEEN MADE AND WORDS HAD BEEN FORCED FROM LILY'S LIPS THE SPEAKING OF WHICH WOULD NEVER BE FORGOTTEN BY HERSELF I KNEW THAT IT WOULD BE SO SAID JOHN AH YES,"But now the attempt has been made, and words have been forced from Lily's lips, the speaking of which would never be forgotten by herself. But they give him good service now. I knew that it would be so. You would consider a great job of catching. Ah, yes.",0.03297348699925351,0.4506400099999155,1.006359403996612,1.489972900995781,0.0019507043415444257,0.026659765283555237,0.05953600414098439,0.08814647376608405,1
233,mic_fileid_233_doa132_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.79575,203,270,3,"190,270,340",1,67.0,hark_fileid_233_spk1_hark_music_doa270_gt203.wav,text_fileid_233_doa203_spk1.txt,1.0754716981132075,57,53,5.382174584581896,-1.3439784167631517,-6.726153001345048,3.946004128374355,-39.12412887015261,-43.070132998526965,,,,I TOLD HER THAT AT THE FOREST INN THE LANDLORD FOUND US IN BOARD AND LODGING VERY WELL THEN SAID SHE I WILL DO THE SAME WHEN DO YOU PROPOSE TO COMMENCE TO NIGHT SAID I THEN SAID SHE I'LL TELL THE OSTLER TO LIGHT UP THE ROOM AND GET YOUR STAGE READY,"I was told that the next door was still a length of hour and it was going to be a person with a very long distance. By the next day, I would have seen 46 meters of ice hitting Torne from the side. Only 4 meters were left to be on the side of the hospital. That still had 48 hours of work.",0.03425835899906815,0.4568104719983239,1.1534936190000735,1.6445624499974656,0.0020397040322145867,0.027197979965069966,0.06867770828930375,0.0979153922865883,1
234,mic_fileid_234_doa1_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.285,89,90,3,"265,90,185",1,1.0,hark_fileid_234_spk1_hark_music_doa90_gt89.wav,text_fileid_234_doa89_spk1.txt,0.3157894736842105,18,57,6.944670105968225,1.1807493386972272,-5.763920767270998,6.561032803198913,-3.4522136657440816,-10.013246468942995,,,,AS IT WAS TO THE MEN ABOUT HIM THE GREEDY THING IN HIM WANTED TO MAKE MONEY FASTER THAN IT COULD BE MADE BY TILLING THE LAND MORE THAN ONCE HE WENT INTO WINESBURG TO TALK WITH HIS SON IN LAW JOHN HARDY ABOUT IT YOU ARE A BANKER AND YOU WILL HAVE CHANCES I NEVER HAD,"As it was to the male avatars, the greedy thing he wanted to do was be faster than he could have made by telling the land, more than once he went into Winesburg to talk with his son-in-law John Harding about it. You were a banker and you only have choices I never had.",0.03293999300149153,0.46064506599941524,1.1023418430013407,1.5959269020022475,0.0019056981776969354,0.02664998935489819,0.06377447746608855,0.09233016499868368,1
235,mic_fileid_235_doa20_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.6405,209,245,3,"180,105,245",2,36.0,hark_fileid_235_spk1_hark_music_doa245_gt209.wav,text_fileid_235_doa209_spk1.txt,0.6153846153846154,24,39,4.675573923977981,1.8213827023756375,-2.8541912216023437,3.2818851065093484,-2.438152539639175,-5.720037646148524,,,,MISTER DINSMORE PASSED OUT OF ONE DOOR WHILE ELSIE LEFT BY THE OTHER THE THREE LITTLE GIRLS LOOKED INQUIRINGLY INTO EACH OTHER'S FACES WHAT IS THE MATTER WHAT HAS ELSIE DONE ASKED CARRY IN A WHISPER I DON'T KNOW,Mr. Ginswold passed out of the window or a belt else enough by the other. The three little girls looked exactly into each other's faces. This a matter. What is the only time you have to carry an envelope consulting an item? I don't know.,0.03370138700120151,0.4515073010006745,1.113115841999388,1.598324530001264,0.0019104553159605177,0.02559492650438902,0.0631000165527841,0.09060539837313365,1
236,mic_fileid_236_doa56_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.906,189,185,3,"185,285,85",0,4.0,hark_fileid_236_spk1_hark_music_doa185_gt189.wav,text_fileid_236_doa189_spk1.txt,0.12195121951219512,5,41,5.372188979622856,1.666201105538451,-3.705987874084405,4.404367624645856,-3.104289089068166,-7.508656713714021,,,,ON THE SUMMIT OF WHICH THEY LEFT HER ALONE AND WITH SORROWFUL HEARTS RETURNED HOME WHILE PSYCHE STOOD ON THE RIDGE OF THE MOUNTAIN PANTING WITH FEAR AND WITH EYES FULL OF TEARS THE GENTLE ZEPHYR RAISED HER FROM THE EARTH,"On the summit of which they left her alone, and the starry old hearts returned home. While Psyche stood on the ridge of the mountain, dancing with fear and with eyes full of tears, the gentle zephyr raced her from the earth.",0.03702499800056103,0.41978142999869306,0.9712557279999601,1.4280621559992142,0.0023277378348145997,0.026391388784024458,0.06106222356343267,0.08978135018227172,1
237,mic_fileid_237_doa41_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.51875,41,65,3,"180,65,5",1,24.0,hark_fileid_237_spk1_hark_music_doa65_gt41.wav,text_fileid_237_doa41_spk1.txt,0.2127659574468085,10,47,6.433968735212848,-0.26409849876378144,-6.698067233976629,5.977989331755767,-10.541580397590185,-16.519569729345953,,,,COME AS OFTEN AS YOU LIKE REPLIED PEWEE THE OFTENER THE BETTER BACK IN THE OLD BRIAR PATCH PETER THOUGHT OVER ALL HE HAD LEARNED ABOUT THE FLYCATCHER FAMILY AND AS HE RECALLED HOW THEY WERE FOREVER CATCHING ALL SORTS OF FLYING INSECTS IT SUDDENLY STRUCK HIM,"Come softens, you like your flight peeing, often or the better. Back in the old Briar patch, Peter thought over all he had learned about the fly catcher family, and as he recalled how they were forever catching all sorts of flying insects, it suddenly struck him.",0.036644161998992786,0.433370296999783,0.9886503800007631,1.458664838999539,0.0022183374649409177,0.026235053923558564,0.0598501932652751,0.08830358465377458,1
238,mic_fileid_238_doa19_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.021625,155,100,3,"160,100,15",1,55.0,hark_fileid_238_spk1_hark_music_doa100_gt155.wav,text_fileid_238_doa155_spk1.txt,1.0,40,40,5.6790808936050485,-1.9152367406279809,-7.594317634233029,4.721086633141281,-23.199507081009333,-27.920593714150613,,,,THERE IS ONE OF THE FAMILY HERE TO DAY ON ON BUSINESS SHE SAID AT LAST IF YOU WILL GIVE ME YOUR NAME I WILL ASK IF THAT PERSON WOULD LIKE TO SEE YOU OH THAT IS HARDLY WORTH WHILE,"of which America is very well. The Jesuits saw their wolves struck down, and their faith, though not shaken, was morally trying. The Prophet of the sky seemed in their eyes dark and in his blink, but from the standpoint of liberty.",0.038439462001406355,0.7226613820021157,0.8670055639995553,1.6281064080030774,0.002258272168574173,0.042455487181871046,0.05093553429825621,0.09564929364870142,1
239,mic_fileid_239_doa4_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.811625,94,85,3,"85,175,10",0,9.0,hark_fileid_239_spk1_hark_music_doa85_gt94.wav,text_fileid_239_doa94_spk1.txt,0.08571428571428572,3,35,3.5155630264972944,-0.047250372897511786,-3.5628133993948063,3.383256978788816,-6.987238309054325,-10.370495287843141,,,,HE IS IN THE LINE OF ALL THOSE TRAMPS AND STAGE IRISHMEN WHO HAVE GONE THROUGH LIFE WITH SO FINE A SWAGGER OF WORDS THIS ONLY MEANS THAT IN HIS LIFE HE IS AN ARTIST,He is in the line of all those tramps and stage-hires who have gone through life with so fine a swagger of work. This only means that in his life he is an artist.,0.029226464001112618,0.47626185699846246,0.5848718609995558,1.0903601819991309,0.0017384675188218046,0.028329317183702497,0.03478972800068737,0.06485751270321168,1
240,mic_fileid_240_doa116_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.00875,116,180,3,"345,180,265",1,64.0,hark_fileid_240_spk1_hark_music_doa180_gt116.wav,text_fileid_240_doa116_spk1.txt,0.1875,9,48,7.00800355823587,5.752620108726585,-1.255383449509285,6.343017843274779,4.433147313832554,-1.909870529442225,,,,PUT HER INTO A CARRIAGE AND MINISTERED TO HER WANTS WITH THE HELP OF A TEA BASKET CONTAINING THE DELICIOUS NOVELTY OF ENGLISH BREAD AND BUTTER IN HALF AN HOUR'S TIME THEY WERE STEAMING HURRIEDLY TOWARDS LONDON SHE WAS TO LODGE AT A SMALL HOTEL IN JERMYN STREET,"Put her into a carriage and minister to have one with the help of a tea basket containing the delicious napple of English bread and butter. In half an hour's time, they were staying in Herdburg toward London. She was to lodge at a small hotel in German Street.",0.03267764200063539,0.46155954800269683,0.7530761329981033,1.2473133230014355,0.0019212253693325723,0.027136594282513228,0.04427580704038235,0.07333362669222815,1
241,mic_fileid_241_doa46_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.616625,314,325,3,"325,280,85",0,11.0,hark_fileid_241_spk1_hark_music_doa325_gt314.wav,text_fileid_241_doa314_spk1.txt,0.021739130434782608,1,46,4.013357573651493,-0.4077361346188097,-4.421093708270302,3.416721111126636,-7.85033467577851,-11.267055786905146,,,,WHAT WAS MY DUTY TO DO AND I STATED THE ARGUMENTS WITH WHICH MY BROTHER HAD PRESSED ME TO GO INTO THE COUNTRY AND I SET AGAINST THEM THE STRONG IMPRESSIONS WHICH I HAD ON MY MIND FOR STAYING THE VISIBLE CALL I SEEMED TO HAVE,What was my duty to do? And I stated the arguments with which my brother had pressed me to go into the country. And I said against them the strong impressions which I had on my mind for staying. The visible call I seemed to have.,0.030728806003025966,0.48334069100019406,0.8097116129974893,1.3237811100007093,0.001744307209980684,0.02743662256534348,0.04596292496420224,0.07514385473952641,1
242,mic_fileid_242_doa20_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.1795,182,175,3,"175,5,95",0,7.0,hark_fileid_242_spk1_hark_music_doa175_gt182.wav,text_fileid_242_doa182_spk1.txt,0.28205128205128205,11,39,4.627815189562655,2.9697217260767896,-1.6580934634858657,4.346548756584268,0.2016763092208903,-4.144872447363378,,,,AND EVERY KNIGHT SHALL HAVE A SQUIRE AND TWO YEOMAN AND ALL WELL HORSED FOR THUS IT CHANCED ONE MORN WHEN ALL THE COURT GREEN SUITED BUT WITH PLUMES THAT MOCK'D THE MAY HAD BEEN THEIR WONT A MAYING,"And every night shall have a squire and two ye olden, and all well hoots. For thus it chanced one more when all the court greets suited, But the plumes that mocked the maid had been their want, a mail.",0.03773112599810702,0.4767687810017378,0.7147232629977225,1.2292231699975673,0.0021962877847496736,0.027752191914883307,0.04160326336608879,0.07155174306572178,1
243,mic_fileid_243_doa137_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,18.450625,169,175,3,"175,275,105",0,6.0,hark_fileid_243_spk1_hark_music_doa175_gt169.wav,text_fileid_243_doa169_spk1.txt,0.05555555555555555,2,36,5.798653502338915,-0.4001094702312362,-6.198762972570151,5.667077201279285,-10.31342750358789,-15.980504704867176,,,,FIND SOMEONE IN TROUBLE AND CHEER THEM ENCOURAGE THEM HELP THEM AND YOU WILL DELIVER YOURSELF YOU WILL COMFORT YOURSELF WHEN YOU COMFORT ANOTHER YOU CANNOT LOSE A LOVED ONE THO ABSENT FROM THE EARTH PLANE,"Find someone in trouble and cheer them. Encourage them, help them, and you will deliver yourself. You will comfort yourself when you comfort another. You cannot lose a loved one, though absent from the earth playing.",0.049948003001190955,0.5027885180024896,0.7374722519998613,1.2902087730035419,0.0027071171302430652,0.02725048707035613,0.03997004177364514,0.06992764597424433,1
244,mic_fileid_244_doa170_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.22675,301,350,3,"190,285,350",2,49.0,hark_fileid_244_spk1_hark_music_doa350_gt301.wav,text_fileid_244_doa301_spk1.txt,0.23684210526315788,9,38,6.150564835862102,0.1244120055532128,-6.02615283030889,5.879542963602951,-6.206900216138941,-12.086443179741892,,,,BUT WHICH ARE NECESSARY TO MAKE UP THE TRUE CHARACTER OF A PIRATE THE HISTORIAN JOHN SEEMS TO HAVE BEEN VERY MUCH CUT UP BY THE MANNER IN WHICH HIS FAVORITE HERO HAD ROUNDED OFF HIS PIRATICAL CAREER,"But which are necessary to make up the true character of public art? The historian John, that seems to have been very much caught up by the manner in which his favorite hero had rounded off his piranical career. I have heard say...",0.05108717600160162,0.4363269310015312,0.5875279489991954,1.0749420560023282,0.0031483307502489176,0.026889360531315958,0.03620737048387357,0.06624506176543844,1
245,mic_fileid_245_doa25_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.779875,25,85,3,"15,85,275",1,60.0,hark_fileid_245_spk1_hark_music_doa85_gt25.wav,text_fileid_245_doa25_spk1.txt,0.3541666666666667,17,48,5.751534570347335,1.0314610995519138,-4.7200734707954215,4.651929847435353,-5.129725100697952,-9.781654948133305,,,,AND ENDEAVOURED TO COMFORT THEM THEY TREATED THEM AS WELL AS THEIR POVERTY WOULD PERMIT TOOK OFF THEIR HORSE HAIR SHIFTS WHICH WERE VERY UNEASY TO THEM AND PUT ON THEM OTHERS WHICH THEY GAVE THEM WITH SHOES AND SOMETHING TO COVER THEIR HEADS AND SAVE THEIR HAIR,"And they never took out their stuff. They treated them as well as their poverty would prevent them. They took off their horsehair shifts, which were very effective, and put out their mothers, which they gave them, with shoes and something to cover their heads and save their hair.",0.0346694239997305,0.4788316340018355,0.9931092440019711,1.506610302003537,0.001949925069761767,0.026931102384118867,0.05585580573552801,0.08473683318940864,1
246,mic_fileid_246_doa28_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.06425,28,80,3,"20,80,165",1,52.0,hark_fileid_246_spk1_hark_music_doa80_gt28.wav,text_fileid_246_doa28_spk1.txt,0.3023255813953488,13,43,5.162115288368723,-1.5911036194970996,-6.753218907865822,4.858841818370284,-37.557608221842344,-42.41645004021263,,,,LUKASHKA WENT UP TO THE SPEAKER AND SAT DOWN OF WHAT VILLAGE ASKED HE FROM THERE IN THE HILLS REPLIED THE SCOUT POINTING TO THE MISTY BLUISH GORGE BEYOND THE TEREK DO YOU KNOW SUUK SU IT IS ABOUT EIGHT MILES BEYOND THAT,"Lukashka went up to the speaker and sat down. A white village has taken a dream. From there in the hills, reply Veska, pointing to the misty gluish gorge beyond the direct. Do you know Tsuksu? It is about eight miles beyond that.",0.03863504100081627,0.4549177389999386,1.0879405750019941,1.581493355002749,0.0022640925326818506,0.026659111241334285,0.06375554595144786,0.09267874972546399,1
247,mic_fileid_247_doa22_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.1065,22,65,3,"15,65,275",1,43.0,hark_fileid_247_spk1_hark_music_doa65_gt22.wav,text_fileid_247_doa22_spk1.txt,0.5,18,36,5.788938266909417,2.15705057450409,-3.631887692405327,5.850372493964655,-1.84092066292957,-7.6912931568942255,,,,WHEN TWO MOUTHS RENDERED SACRED BY LOVE APPROACH TO CREATE IT IS IMPOSSIBLE THAT THERE SHOULD NOT BE ABOVE THAT INEFFABLE KISS A QUIVERING THROUGHOUT THE IMMENSE MYSTERY OF STARS THESE FELICITIES ARE THE TRUE ONES,"But with two mouths rendered sacred by love, she knew what she created. It is impossible to not be above that beautiful kiss of hovering around the island's mysterious stars. These philosophies are the true ones.",0.028328976000921102,0.4504032430013467,0.8934369230009906,1.3721691420032585,0.0017588536305790273,0.02796406686749739,0.05547058162859657,0.08519350212667298,1
248,mic_fileid_248_doa106_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.853625,288,270,3,"95,270,180",1,18.0,hark_fileid_248_spk1_hark_music_doa270_gt288.wav,text_fileid_248_doa288_spk1.txt,0.09090909090909091,3,33,3.388561768612198,1.9371706402263758,-1.4513911283858223,2.659117345537651,-0.4880079080750046,-3.1471252536126557,,,,THEN THEY TOLD HIM ABOUT THE CELEBRATION AND MISTER CROW BEGAN TO LAUGH WHAT ARE YOU GOING TO DO NEXT HE ASKED WE'RE A GOING TO SEND BROWNIE BEAVER OVER TO PLEASANT VALLEY,"And they told him about the celebration, and Mr. Crow began to laugh. What are you going to do next? He asked, We're going to send Brownie Beaver over to Pleasant Valley.",0.03254456699869479,0.40463463999913074,0.7666744100024516,1.2038536170002772,0.00205281549164275,0.025523162052787974,0.04835956508385001,0.07593554262828074,1
249,mic_fileid_249_doa29_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.082625,85,85,3,"85,180,275",0,0.0,hark_fileid_249_spk1_hark_music_doa85_gt85.wav,text_fileid_249_doa85_spk1.txt,0.15625,5,32,8.500553846429217,3.862315118773995,-4.638238727655222,8.034034424783496,1.587672091919218,-6.446362332864277,,,,HE SPOKE I SWORE TO KEEP THE SECRET I HAVE KEPT IT AS LONG AS I COULD MEN OF DARK LIVES ARE FAITHFUL AND HELL HAS ITS HONOUR NOW SILENCE IS USELESS,"It is so. I swore to keep the secret. I have kept it as long as I could. Men of dark lives are faithful, and hell has its honor. Now, silence useless.",0.03344961499897181,0.4186066670008586,0.9422779500018805,1.394334232001711,0.0020798604082960218,0.026028503866803995,0.05858981043218259,0.08669817470728261,1
250,mic_fileid_250_doa95_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.643875,95,95,3,"95,5,190",0,0.0,hark_fileid_250_spk1_hark_music_doa95_gt95.wav,text_fileid_250_doa95_spk1.txt,0.4594594594594595,17,37,6.49311013575727,1.1667977380278558,-5.3263123977294144,6.352753886985817,-4.343558496464136,-10.696312383449953,,,,AND VARIOUS OTHER MASCULINE TRIFLES FILLING IN THE INTERSTICES OH THEY GASPED IN BREATHLESS CHORUS THEY BELONG TO HIM CONNY MURMURED FERVENTLY PATTY NODDED AND WHEN I SHOWED UNCLE TOM THAT SUIT CASE HE NEARLY DIED LAUGHING,"And various other masculine triangles filled in the interstices. Oh, the gasses, bristles, chorus, they belonged to him, Connie, murmured, firmly, patting on it. And when I showed them both on that suitcase, he nearly died laughing.",0.04308655000204453,0.45104212799924426,1.1346595169998182,1.628788195001107,0.002588733092626839,0.027099586364307843,0.06817279732032462,0.09786111677725931,1
251,mic_fileid_251_doa23_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.013,23,85,3,"15,170,85",2,62.0,hark_fileid_251_spk1_hark_music_doa85_gt23.wav,text_fileid_251_doa23_spk1.txt,0.9583333333333334,46,48,4.228825421899113,-1.026338846077162,-5.255164267976275,3.203822619191813,-23.494219069189555,-26.698041688381366,,,,AND BIDDING THE OTHERS KEEP A SHARP LOOKOUT MYLES SHINNED UP THIS TREE AND CHOOSING ONE OF THE THICKER LIMBS CLIMBED OUT UPON IT FOR SOME LITTLE DISTANCE THEN LOWERING HIS BODY HE HUNG AT ARM'S LENGTH THE BRANCH BENDING WITH HIS WEIGHT AND SLOWLY LET HIMSELF DOWN,A book starting from April 13thllor Smith Motami of Qu Fix.,0.04121377800038317,0.44955184900027234,9.17863469400254,9.669400321003195,0.0024224873920168795,0.02642401980839783,0.5395071236115052,0.5683536308119199,1
252,mic_fileid_252_doa54_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.0335,54,15,3,"15,75,270",0,39.0,hark_fileid_252_spk1_hark_music_doa15_gt54.wav,text_fileid_252_doa54_spk1.txt,0.26,13,50,6.562516501918722,-0.9830281526617256,-7.545544654580448,5.901612764223181,-37.440778440565396,-43.342391204788576,,,,HE GREW QUITE OUT OF PATIENCE AT LAST AND CUT HIS WAY THRO THE INSULTING MOB WITH HIS RIVAL'S SABRE BUT HE DID NOT KNOW WHAT MEASURES TO PURSUE OR HOW TO RECTIFY SO GROSS A MISTAKE IT WAS NOT IN HIS POWER TO HAVE A SIGHT OF THE QUEEN,He drew quite a lot of patience at last and cut his way through the insulting bomb with his rifle saver. But he did not know what was to proceed or how to rectify surrealism at the stage. It was not in his power to have a sight of the Queen.,0.036809392000577645,0.4287397739972221,0.9918832229996042,1.457432388997404,0.0021609999119721517,0.025170386238719117,0.05823132198312761,0.08556270813381887,1
253,mic_fileid_253_doa72_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,14.65025,340,350,3,"85,350,180",1,10.0,hark_fileid_253_spk1_hark_music_doa350_gt340.wav,text_fileid_253_doa340_spk1.txt,0.029411764705882353,1,34,7.5774716803821685,2.2500706590253134,-5.327401021356855,7.068740423430208,-0.8269692153400046,-7.895709638770213,,,,HABITUALLY HARDWORKING RARELY STARTLED BY LIFE'S SURPRISES VERY SKILLFUL WITH HIS HANDS EFFICIENT IN HIS EVERY DUTY AND DESPITE HIS HAVING A NAME THAT MEANS COUNSEL NEVER GIVING ADVICE NOT EVEN THE UNSOLICITED KIND,"habitually hardworking, rarely startled by life's surprises, very skillful with his hands, efficient at his every duty, and despite his having a name that means counsel, never giving advice, not even the unsolicited kind.",0.03602545700050541,0.6203340029969695,0.8635533419983403,1.5199128019958152,0.002459033600143712,0.042342895377005134,0.05894461473342368,0.10374654371057253,1
254,mic_fileid_254_doa102_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.137375,304,285,3,"90,285,345",1,19.0,hark_fileid_254_spk1_hark_music_doa285_gt304.wav,text_fileid_254_doa304_spk1.txt,1.1627906976744187,50,43,2.4587269425602054,2.493533422871061,0.03480648031085565,1.8469259585434488,-0.8708698203676873,-2.717795778911136,,,,WE WERE ABLE TO SWALLOW BUT A FEW MOUTHFULS OF THE REPAST AND OUR LUNCH BASKET WAS DRAWN ON AS SOON AS WE WERE ONCE MORE AFLOAT IT IS A GREAT PITY THAT SO MANY FARMERS WIVES ARE THE WRETCHED COOKS THEY ARE,"We were able to follow this to the mountains from the repair place and in our力 of tiene w le��는 to thepersonal, we were able to meet with that orig Michael Ohlika and such matters, it is the great deason who will move this farter and wild shall show her medications through the arm with the каждics of our higher institutions.""",0.048281280000082916,0.45423925000068266,8.585633156002586,9.088153686003352,0.0028173089519300896,0.02650576590642865,0.5009888128142488,0.5303118876726075,1
255,mic_fileid_255_doa122_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.299125,122,105,3,"105,20,160",0,17.0,hark_fileid_255_spk1_hark_music_doa105_gt122.wav,text_fileid_255_doa122_spk1.txt,0.78125,25,32,4.837022839825565,-2.9329059037304814,-7.769928743556046,4.946068558055293,-32.65314716892246,-37.599215726977754,,,,SHE ADDED PULLING OUT HER WATCH BY ITS LEATHERN GUARD NOT TILL YOU'VE HAD LUNCH SAID MISSUS WILMINGTON RISING WITH THE LADIES YOU MUST STAY ANNIE I SHALL NOT EXCUSE YOU WELL,"She had to do the math and watch my study card for the old reason. Not to your pair of munch. You said this is well-meaning tip-raising for the ladies. You must stay. Any, I shall not excuse you. Well?",0.04728360399894882,0.4663287199982733,0.9732364410010632,1.4868487649982853,0.0027332945451835756,0.026956780761932947,0.05625928716053923,0.08594936246765575,1
256,mic_fileid_256_doa87_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,18.3735,87,90,3,"275,90,180",1,3.0,hark_fileid_256_spk1_hark_music_doa90_gt87.wav,text_fileid_256_doa87_spk1.txt,0.4523809523809524,19,42,5.632071420675004,2.843069358467391,-2.789002062207613,4.633337908276262,-0.33843138635951286,-4.971769294635775,,,,GOOD BYE PRINCESS I WISH YOU HAPPINESS AND CONSOLATION AND HOPE TO MEET YOU AGAIN IN HAPPIER CIRCUMSTANCES IF YOU DON'T WANT TO MAKE ME BLUSH PLEASE DON'T THANK ME BUT THE PRINCESS IF SHE DID NOT AGAIN THANK HIM IN WORDS,"Goodbye, Princess. I wish you happiness and consolation, and hope to meet you again and have your circumstances. If you don't want to make me bludge, please don't text me. But the princess, if she could not again thank you in words, I would have been able to play the role. Where?",0.03681474599943613,0.4771789179976622,0.948609981998743,1.4626036459958414,0.0020036871581046683,0.025971040792318406,0.051629247666407765,0.07960397561683083,1
257,mic_fileid_257_doa223_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.83375,323,345,3,"280,190,345",2,22.0,hark_fileid_257_spk1_hark_music_doa345_gt323.wav,text_fileid_257_doa323_spk1.txt,0.3157894736842105,12,38,7.436639614106081,3.966560706991743,-3.4700789071143383,6.666213044341679,2.3059679139538276,-4.360245130387851,,,,THE MOST INTERESTING OF THE SHORT EXCURSIONS WE MADE FROM FORT WRANGELL WAS THE ONE UP THE STICKEEN RIVER TO THE HEAD OF STEAM NAVIGATION FROM MT SAINT ELIAS THE COAST RANGE EXTENDS IN A BROAD LOFTY CHAIN,The most interesting of the short excursions we made from Fort Reignel was the one up the sticking river to the head of the Cedar navigation. From Valmysankylius the coast range extends to the Brazlop de Chayne.,0.03682041600040975,0.4526530429975537,0.9051848509989213,1.3946583099968848,0.0021872973045465064,0.026889614197523056,0.053772026494329626,0.0828489379963992,1
258,mic_fileid_258_doa105_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.0025,233,190,3,"100,260,190",2,43.0,hark_fileid_258_spk1_hark_music_doa190_gt233.wav,text_fileid_258_doa233_spk1.txt,0.25806451612903225,8,31,6.045171547107412,-0.40301880538177176,-6.448190352489183,4.831519408968551,-18.62461100907675,-23.4561304180453,,,,IN THE MOST POLITE MANNER TO APPOINT A FRIEND WITH WHOM HE CAPTAIN M M MIGHT COMMUNICATE AND DESIRED THAT THE MEETING MIGHT TAKE PLACE WITH AS LITTLE DELAY AS POSSIBLE,In the most polite manner to avoid the friend with whom he is acting in and might communicate a desire that the meeting might take place with as little delay as possible.,0.021139393000339624,0.4476531780019286,0.6397899900002813,1.1085825610025495,0.0012433108660690852,0.026328668019522338,0.03762917159242942,0.06520115047802084,1
259,mic_fileid_259_doa21_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.717875,171,175,3,"175,85,275",0,4.0,hark_fileid_259_spk1_hark_music_doa175_gt171.wav,text_fileid_259_doa171_spk1.txt,0.5161290322580645,16,31,4.509500641452303,1.0531137014354222,-3.4563869400168805,3.927288999583901,-4.2212210427912815,-8.148510042375182,,,,A FEW HOURS LATER THAT SAME NIGHT HE RETURNS TO THE BATTERY ROOM AND SUCCEEDS IN RECOVERING THE PORTABLE INSTRUMENT TO DAY LIEUTENANT MACKINSON WHILE PURSUING AN INVESTIGATION OF THE AFFAIR,"A few hours later that same night, he returns to the bedroom with six seats and recovering before it winds from a... Today, he can't have consent while pursuing an investigation of the affairs.",0.03234137999970699,0.4067934949998744,0.6888786890012852,1.1280135640008666,0.0020576178395430036,0.025880947329067983,0.04382772410400803,0.07176628927261902,1
