fileid,chunk_index,clean_file,duration_sec,input_channels,input_audio_type,audio_start_sec,audio_end_sec,gt_dominant_spk1_doa,stream_paced_send_sec,chunk_audio_sec,stream_audio_end_sec,pipeline_wall_sec,pipeline_lag_sec,realtime_tolerance_sec,realtime_ok,cumulative_rtf,stream_paced_send_rtf,received_during_send_count,received_during_send_text,timestamp_assigned_count,timestamp_assigned_text,previous_chunk_transcript_text,timestamp_assigned_start_sec,timestamp_assigned_end_sec
37,3,clean_fileid_37_doa104_spk1_3.wav,4.0,1,clean_spk1,632.0,636.0,104,3.9940480249997563,4.0,636.0,636.0001155089994,0.00011550899944268167,0.5,1,1.0000001816179236,0.9985120062499391,2,at once recognized that there was embodied in horse flesh,3,was embodied in horse flesh more horsepower than ever before.,industry. It was not at once recognized that there,631.66,636.34
37,4,clean_fileid_37_doa104_spk1_4.wav,4.0,1,clean_spk1,636.0,640.0,104,3.995350311999573,4.0,640.0,640.0001364780001,0.0001364780000585597,0.5,1,1.000000213246875,0.9988375779998933,2,more horsepower than ever before.,0,,was embodied in horse flesh more horsepower than ever before.,,
38,1,clean_fileid_38_doa1_spk1_1.wav,4.0,1,clean_spk1,640.0,644.0,1,3.994000032999793,4.0,644.0,644.0001369769998,0.00013697699978365563,0.5,1,1.0000002126972047,0.9985000082499482,1,What's up on the time there,2,What's up on the time there was an old widow woman who had three,,640.64,643.48
38,2,clean_fileid_38_doa1_spk1_2.wav,4.0,1,clean_spk1,644.0,648.0,1,3.9947407829995427,4.0,648.0,648.0000990079998,9.900799977913266e-05,0.5,1,1.0000001527901232,0.9986851957498857,2,was an old widow woman who had three sons. The first two were,2,"sons. The first two were clever enough, but the",What's up on the time there was an old widow woman who had three,643.78,647.46
38,3,clean_fileid_38_doa1_spk1_3.wav,4.0,1,clean_spk1,648.0,652.0,1,3.9953494140008843,4.0,652.0,652.0001212099996,0.00012120999963372014,0.5,1,1.0000001859049075,0.9988373535002211,2,"clever enough, but the third bobo by name",2,third bobo by name was a little better than the Sufi Sim,"sons. The first two were clever enough, but the",647.6800000000001,651.5400000000001
38,4,clean_fileid_38_doa1_spk1_4.wav,4.0,1,clean_spk1,652.0,656.0,1,3.9947255409997524,4.0,656.0,656.0001168969993,0.00011689699931594077,0.5,1,1.0000001781966452,0.9986813852499381,2,was a little better than the Sufi Sim pleton. All his,2,pleton. All his mother's folding and beatings,third bobo by name was a little better than the Sufi Sim,651.74,655.16
38,5,clean_fileid_38_doa1_spk1_5.wav,4.0,1,clean_spk1,656.0,660.0,1,3.9953405169999314,4.0,660.0,660.0001161229993,0.00011612299931584857,0.5,1,1.0000001759439383,0.9988351292499829,1,mother's folding and beatings,0,,pleton. All his mother's folding and beatings,,
39,1,clean_fileid_39_doa250_spk1_1.wav,4.0,1,clean_spk1,660.0,664.0,250,3.995860021000226,4.0,664.0,664.0001763109994,0.00017631099944992457,0.5,1,1.0000002655286135,0.9989650052500565,1,But he made his way down,2,But he made his way down to the Ford under the palace walls,,659.26,663.2
39,2,clean_fileid_39_doa250_spk1_2.wav,4.0,1,clean_spk1,664.0,668.0,250,3.994019284999922,4.0,668.0,668.0001205489998,0.00012054899980284972,0.5,1,1.0000001804625747,0.9985048212499805,2,to the Ford under the palace walls and stepped into the flooded water,2,"and stepped into the flooded water , inch by inch,",But he made his way down to the Ford under the palace walls,663.58,667.44
39,3,clean_fileid_39_doa250_spk1_3.wav,4.0,1,clean_spk1,668.0,672.0,250,3.994909500999711,4.0,672.0,672.000141474,0.00014147399997455068,0.5,1,1.0000002105267858,0.9987273752499277,2,", inch by inch, and foot by foot he fought his way across",2,"and foot by foot he fought his way across , now nearly swept off his feet","and stepped into the flooded water , inch by inch,",667.74,671.4200000000001
39,4,clean_fileid_39_doa250_spk1_4.wav,4.0,1,clean_spk1,672.0,676.0,250,3.9952172670000436,4.0,676.0,676.00014319,0.00014319000001705717,0.5,1,1.0000002118195266,0.9988043167500109,2,", now nearly swept off his feet by some sudden swirl or eddy",2,by some sudden swirl or eddy now narrowly escaping.,"and foot by foot he fought his way across , now nearly swept off his feet",671.72,675.44
39,5,clean_fileid_39_doa250_spk1_5.wav,4.0,1,clean_spk1,676.0,680.0,250,3.99445667100008,4.0,680.0,680.0001485089997,0.0001485089997004252,0.5,1,1.0000002183955878,0.99861416775002,1,now narrowly escaping.,0,,by some sudden swirl or eddy now narrowly escaping.,,
40,1,clean_fileid_40_doa14_spk1_1.wav,4.0,1,clean_spk1,680.0,684.0,14,3.993960578000042,4.0,684.0,684.0001576329996,0.0001576329996169079,0.5,1,1.0000002304576017,0.9984901445000105,1,We advanced,2,We advanced talking in that fashion and,,680.5600000000001,683.48
40,2,clean_fileid_40_doa14_spk1_2.wav,4.0,1,clean_spk1,684.0,688.0,14,3.992081688000326,4.0,688.0,688.0001342819996,0.00013428199963527732,0.5,1,1.000000195177325,0.9980204220000815,2,"talking in that fashion and in high spirits, and",2,"in high spirits, and congratulating ourselves in",We advanced talking in that fashion and,683.76,687.34
40,3,clean_fileid_40_doa14_spk1_3.wav,4.0,1,clean_spk1,688.0,692.0,14,3.9898656490004214,4.0,692.0,692.000253837,0.0002538369999456336,0.5,1,1.0000003668164739,0.9974664122501053,2,congratulating ourselves in being shut off the transport,2,being shut off the transport and on breathing fine mountain,"in high spirits, and congratulating ourselves in",687.72,691.5600000000001
40,4,clean_fileid_40_doa14_spk1_4.wav,4.0,1,clean_spk1,692.0,696.0,14,3.988588592999804,4.0,696.0,696.0001343489994,0.00013434899938147282,0.5,1,1.0000001930301716,0.997147148249951,2,and on breathing fine mountain air again.,1,air again.,being shut off the transport and on breathing fine mountain,691.96,692.78
41,1,clean_fileid_41_doa116_spk1_1.wav,4.0,1,clean_spk1,696.0,700.0,116,3.9937967839996418,4.0,700.0,700.0002425550001,0.00024255500011349795,0.5,1,1.000000346507143,0.9984491959999104,1,We took rooms at a hotel,2,"We took rooms at a hotel and networked, crowds exploding in our investigation",,696.6,699.44
41,2,clean_fileid_41_doa116_spk1_2.wav,4.0,1,clean_spk1,700.0,704.0,116,3.9944884410006125,4.0,704.0,704.0001327209993,0.00013272099931782577,0.5,1,1.0000001885241467,0.9986221102501531,2,"and networked, crowds exploding in our investigation might take some days.",2,"might take some days. Next morning, instead of going to With","We took rooms at a hotel and networked, crowds exploding in our investigation",700.08,703.5
41,3,clean_fileid_41_doa116_spk1_3.wav,4.0,1,clean_spk1,704.0,708.0,116,3.995289681000031,4.0,708.0,708.000120748,0.00012074799997208174,0.5,1,1.0000001705480226,0.9988224202500078,2,"Next morning, instead of going to With en as I had expected, he",2,"en as I had expected, he took me to the police court.","might take some days. Next morning, instead of going to With",703.64,706.78
41,4,clean_fileid_41_doa116_spk1_4.wav,4.0,1,clean_spk1,708.0,712.0,116,3.9946220069996343,4.0,712.0,712.0001243389997,0.00012433899973984808,0.5,1,1.0000001746334266,0.9986555017499086,2,took me to the police court. [BLANK,2,[BLANK _AUDIO,"en as I had expected, he took me to the police court.",709.14,711.5
42,1,clean_fileid_42_doa76_spk1_1.wav,4.0,1,clean_spk1,712.0,716.0,76,3.994080538000162,4.0,716.0,716.0001583419998,0.0001583419998496538,0.5,1,1.0000002211480445,0.9985201345000405,2,_AUDIO _,2,_ how_can_earthly_words_describe_it,,712.24,715.0400000000001
42,2,clean_fileid_42_doa76_spk1_2.wav,4.0,1,clean_spk1,716.0,720.0,76,3.9931398999997327,4.0,720.0,720.0001358659993,0.0001358659992547473,0.5,1,1.0000001887027767,0.9982849749999332,2,how_can_earthly_words_describe_it .,2,. This is how 10 feet at the shoulder have four,_ how_can_earthly_words_describe_it,716.1,719.28
42,3,clean_fileid_42_doa76_spk1_3.wav,4.0,1,clean_spk1,720.0,724.0,76,3.9937399950003964,4.0,724.0,724.0001363579995,0.00013635799950861838,0.5,1,1.0000001883397782,0.9984349987500991,2,This is how 10 feet at the shoulder have four legs on either side,2,"legs on either side . A broad, flat tail",. This is how 10 feet at the shoulder have four,719.7,723.1800000000001
42,4,clean_fileid_42_doa76_spk1_4.wav,4.0,1,clean_spk1,724.0,728.0,76,3.9930867519997264,4.0,728.0,728.0001086689999,0.00010866899992834078,0.5,1,1.0000001492706043,0.9982716879999316,2,". A broad, flat tail , larger at the tip than at the",3,", larger at the tip than at the root, and which it held .","legs on either side . A broad, flat tail",724.08,727.641
42,5,clean_fileid_42_doa76_spk1_5.wav,4.0,1,clean_spk1,728.0,732.0,76,3.9950680160000047,4.0,732.0,732.0001542099999,0.00015420999989146367,0.5,1,1.0000002106693988,0.9987670040000012,2,"root, and which it held .",0,,", larger at the tip than at the root, and which it held .",,
43,1,clean_fileid_43_doa273_spk1_1.wav,4.0,1,clean_spk1,732.0,736.0,273,3.9909742689997074,4.0,736.0,736.0001295249995,0.00012952499946550233,0.5,1,1.0000001759850536,0.9977435672499269,1,"Odette, Odette",2,"Odette, Odette he whispered. Don't you realize that I",,732.3000000000001,735.48
43,2,clean_fileid_43_doa273_spk1_2.wav,4.0,1,clean_spk1,736.0,740.0,273,3.9952160759994513,4.0,740.0,740.0001171929998,0.00011719299982360099,0.5,1,1.0000001583689186,0.9988040189998628,2,he whispered. Don't you realize that I love you and would give my life to save you,2,love you and would give my life to save you from unhappiness? Won't you tell me,"Odette, Odette he whispered. Don't you realize that I",735.66,739.48
43,3,clean_fileid_43_doa273_spk1_3.wav,4.0,1,clean_spk1,740.0,744.0,273,3.99273447700034,4.0,744.0,744.0001320889996,0.00013208899963501608,0.5,1,1.000000177538978,0.998183619250085,2,from unhappiness? Won't you tell me everything please?,2,"everything please? No, no, no, she murmured with a little catch",love you and would give my life to save you from unhappiness? Won't you tell me,739.74,743.58
43,4,clean_fileid_43_doa273_spk1_4.wav,4.0,1,clean_spk1,744.0,748.0,273,3.9949326930000097,4.0,748.0,748.000136867,0.000136867000037455,0.5,1,1.0000001829772727,0.9987331732500024,2,"No, no, no, she murmured with a little catch in her voice. Please don't ask me",2,in her voice. Please don't ask me .,"everything please? No, no, no, she murmured with a little catch",743.86,745.881
44,1,clean_fileid_44_doa215_spk1_1.wav,4.0,1,clean_spk1,748.0,752.0,215,3.9950613010005327,4.0,752.0,752.0001651069997,0.0001651069997024024,0.5,1,1.0000002195571804,0.9987653252501332,2,. I too have had my,2,I too have had my dream. I too have meditated,,747.66,751.32
44,2,clean_fileid_44_doa215_spk1_2.wav,4.0,1,clean_spk1,752.0,756.0,215,3.9943008199998076,4.0,756.0,756.000115117,0.00011511699995025992,0.5,1,1.000000152271164,0.9985752049999519,2,dream. I too have meditated . I too have sighed,2,. I too have sighed . I too have,I too have had my dream. I too have meditated,751.76,755.34
44,3,clean_fileid_44_doa215_spk1_3.wav,4.0,1,clean_spk1,756.0,760.0,215,3.9955069919997186,4.0,760.0,760.0001782599993,0.00017825999930209946,0.5,1,1.0000002345526307,0.9988767479999296,2,. I too have had a moonlight soul,2,"had a moonlight soul . Love is a child, 6,000 years",. I too have sighed . I too have,755.64,759.48
44,4,clean_fileid_44_doa215_spk1_4.wav,4.0,1,clean_spk1,760.0,764.0,215,3.994820269000229,4.0,764.0,764.0001167179998,0.00011671799984469544,0.5,1,1.000000152772251,0.9987050672500573,2,". Love is a child, 6,000 years old. Love has the right to a",2,old. Love has the right to a long white beard.,"had a moonlight soul . Love is a child, 6,000 years",759.78,763.14
44,5,clean_fileid_44_doa215_spk1_5.wav,4.0,1,clean_spk1,764.0,768.0,215,3.995064010000533,4.0,768.0,768.00014646,0.00014645999999629566,0.5,1,1.000000190703125,0.9987660025001333,1,long white beard.,0,,old. Love has the right to a long white beard.,,
45,1,clean_fileid_45_doa278_spk1_1.wav,4.0,1,clean_spk1,768.0,772.0,278,3.993229426999278,4.0,772.0,772.0001455409993,0.0001455409992558998,0.5,1,1.0000001885246104,0.9983073567498195,1,One lady had a,2,One lady had a fright for the wind blew the,,768.5600000000001,771.44
45,2,clean_fileid_45_doa278_spk1_2.wav,4.0,1,clean_spk1,772.0,776.0,278,3.993165011000201,4.0,776.0,776.0001855709997,0.0001855709997471422,0.5,1,1.0000002391378864,0.9982912527500503,2,fright for the wind blew the end of her shawl within reach of,2,"end of her shawl within reach of a tiger's great claw,",One lady had a fright for the wind blew the,771.6800000000001,775.4
45,3,clean_fileid_45_doa278_spk1_3.wav,4.0,1,clean_spk1,776.0,780.0,278,3.9940928000005442,4.0,780.0,780.0001514369997,0.0001514369996584719,0.5,1,1.0000001941499996,0.9985232000001361,2,"a tiger's great claw, and he clutched it, trying to drag her",2,"and he clutched it, trying to drag her niver. The shawl came","end of her shawl within reach of a tiger's great claw,",775.66,779.36
45,4,clean_fileid_45_doa278_spk1_4.wav,4.0,1,clean_spk1,780.0,784.0,278,3.9948665859992616,4.0,784.0,784.0001414419994,0.0001414419994034688,0.5,1,1.0000001804107135,0.9987166464998154,2,niver. The shawl came off and the poor lady ran away screaming,2,off and the poor lady ran away screaming .,"and he clutched it, trying to drag her niver. The shawl came",779.66,782.341
46,1,clean_fileid_46_doa189_spk1_1.wav,4.0,1,clean_spk1,784.0,788.0,189,3.993911374000163,4.0,788.0,788.000153301,0.0001533009999548085,0.5,1,1.0000001945444161,0.9984778435000408,2,. You'll see the English is,2,You'll see the English is looking Englishman you ever set eyes,,783.64,787.58
46,2,clean_fileid_46_doa189_spk1_2.wav,4.0,1,clean_spk1,788.0,792.0,189,3.9939204590000372,4.0,792.0,792.000164002,0.00016400200001953635,0.5,1,1.0000002070732323,0.9984801147500093,2,looking Englishman you ever set eyes on outside the pages of punch,2,on outside the pages of punch trying to tear my old-fashioned,You'll see the English is looking Englishman you ever set eyes,788.0,791.38
46,3,clean_fileid_46_doa189_spk1_3.wav,4.0,1,clean_spk1,792.0,796.0,189,3.9938747869991857,4.0,796.0,796.0001424889997,0.00014248899969970807,0.5,1,1.0000001790062811,0.9984686967497964,2,trying to tear my old-fashioned doorbell out by the roots,2,doorbell out by the roots . That's your best,on outside the pages of punch trying to tear my old-fashioned,791.74,795.26
46,4,clean_fileid_46_doa189_spk1_4.wav,4.0,1,clean_spk1,796.0,800.0,189,3.994008445999498,4.0,800.0,800.000131414,0.00013141399995220127,0.5,1,1.0000001642675,0.9985021114998744,2,". That's your best makeup, is it Remsen?",1,"makeup, is it Remsen?",doorbell out by the roots . That's your best,795.86,797.08
47,1,clean_fileid_47_doa104_spk1_1.wav,4.0,1,clean_spk1,800.0,804.0,104,3.994991739999932,4.0,804.0,804.0001561869994,0.00015618699944752734,0.5,1,1.000000194262437,0.998747934999983,1,At first under different animal shapes,2,At first under different animal shapes . Since that time partly,,800.2,803.28
47,2,clean_fileid_47_doa104_spk1_2.wav,4.0,1,clean_spk1,804.0,808.0,104,3.9943157890002112,4.0,808.0,808.0001455450001,0.0001455450001230929,0.5,1,1.0000001801299507,0.9985789472500528,2,". Since that time partly from habit and partly to amuse ourselves, we",2,"from habit and partly to amuse ourselves, we have continued to transform ourselves",At first under different animal shapes . Since that time partly,803.6,806.9
47,3,clean_fileid_47_doa104_spk1_3.wav,4.0,1,clean_spk1,808.0,812.0,104,3.9946855160005725,4.0,812.0,812.0000782689995,7.826899945939658e-05,0.5,1,1.0000000963903934,0.9986713790001431,2,have continued to transform ourselves . And it was in this way that I got to know you,2,". And it was in this way that I got to know you . How, exclaimed Jago,","from habit and partly to amuse ourselves, we have continued to transform ourselves",807.44,811.48
47,4,clean_fileid_47_doa104_spk1_4.wav,4.0,1,clean_spk1,812.0,816.0,104,3.9934557100004895,4.0,816.0,816.0001156449998,0.00011564499982341658,0.5,1,1.0000001417218136,0.9983639275001224,2,". How, exclaimed Jago, filled with astonishment.",1,filled with astonishment.,". And it was in this way that I got to know you . How, exclaimed Jago,",811.6,812.76
48,1,clean_fileid_48_doa227_spk1_1.wav,4.0,1,clean_spk1,816.0,820.0,227,3.9952810909999243,4.0,820.0,820.0000683819999,6.838199988123961e-05,0.5,1,1.0000000833926828,0.9988202727499811,1,Apply to her work,2,"Apply to her work , but after a few minutes",,816.3000000000001,819.24
48,2,clean_fileid_48_doa227_spk1_2.wav,4.0,1,clean_spk1,820.0,824.0,227,3.9948642839999593,4.0,824.0,824.0000911419993,9.114199929172173e-05,0.5,1,1.0000001106092224,0.9987160709999898,2,", but after a few minutes , sunk again without knowing it",2,", sunk again without knowing it herself, into Langer endless","Apply to her work , but after a few minutes",819.74,823.34
48,3,clean_fileid_48_doa227_spk1_3.wav,4.0,1,clean_spk1,824.0,828.0,227,3.9954146860000037,4.0,828.0,828.0001238069999,0.00012380699990899302,0.5,1,1.0000001495253623,0.9988536715000009,2,"herself, into Langer endless lessness, moving herself",2,"lessness, moving herself in her chair from the irritation of",", sunk again without knowing it herself, into Langer endless",823.78,827.5400000000001
48,4,clean_fileid_48_doa227_spk1_4.wav,4.0,1,clean_spk1,828.0,832.0,227,3.993145671000093,4.0,832.0,832.000242051,0.00024205099998653168,0.5,1,1.0000002909266827,0.9982864177500232,2,"in her chair from the irritation of weariness, much oftener",2,"weariness, much oftener than she moved her needle.","lessness, moving herself in her chair from the irritation of",827.7,830.76
48,5,clean_fileid_48_doa227_spk1_5.wav,4.0,1,clean_spk1,832.0,836.0,227,3.9948690719993465,4.0,836.0,836.000091289,9.128900001087459e-05,0.5,1,1.0000001091973685,0.9987172679998366,1,than she moved her needle.,0,,"weariness, much oftener than she moved her needle.",,
49,1,clean_fileid_49_doa63_spk1_1.wav,4.0,1,clean_spk1,836.0,840.0,63,3.994638754999869,4.0,840.0,840.0001499330001,0.00014993300010246458,0.5,1,1.0000001784916668,0.9986596887499672,1,by which social wants,2,by which social wants must be satisfied.,,836.3000000000001,839.28
49,2,clean_fileid_49_doa63_spk1_2.wav,4.0,1,clean_spk1,840.0,844.0,63,3.9936314839997067,4.0,844.0,844.0001397999995,0.00013979999948787736,0.5,1,1.0000001656398099,0.9984078709999267,2,must be satisfied. The people do not vote it.,2,The people do not vote it. The legislator does not express,by which social wants must be satisfied.,839.76,843.12
49,3,clean_fileid_49_doa63_spk1_3.wav,4.0,1,clean_spk1,844.0,848.0,63,3.994421640000837,4.0,848.0,848.000146202,0.00014620199999626493,0.5,1,1.000000172408019,0.9986054100002093,2,The legislator does not express it. The savant discovers,2,it. The savant discovers and formulates it. But,The people do not vote it. The legislator does not express,843.66,847.5600000000001
49,4,clean_fileid_49_doa63_spk1_4.wav,4.0,1,clean_spk1,848.0,852.0,63,3.993893086000753,4.0,852.0,852.0000806509997,8.065099973464385e-05,0.5,1,1.0000000946607979,0.9984732715001883,2,"and formulates it. But in fact, the law.",1,"in fact, the law.",it. The savant discovers and formulates it. But,847.8000000000001,848.86
