fileid,mic_file,text_file,gt_doa,pred_doa,doa_error_deg,spk,wer,edit_distance,ref_words,ipdnet_sec,dsenet_sec,whisper_sec,total_target_sec,reference,hypothesis,speaker_id,enhanced_file,clean_file,mixture_file,mic_channel,duration_metric_sec,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,metrics_ok,missing_reason
198,mic_fileid_198_doa109_3spk.wav,text_fileid_198_doa109_spk1.txt,109,110,1.0,1,0.1111111111111111,4,36,0.3189373299996987,5.606910027000595,0.5029250899997351,6.4287724470000285,GENERAL WHEELER GUIDED BY THE CUBANS RECONNOITRED THIS TRAIL ON THE TWENTY THIRD OF JUNE AND WITH THE POSITION OF THE ENEMY FULLY EXPLAINED TO HIM RETURNED TO SIBONEY AND INFORMED GENERAL YOUNG AND COLONEL WOOD,"General Wheeler, guided by the Cubans, reconnoitered this trail on the 23rd of June, and with the position of the enemy fully explained to him, returned to Cibone, and informed General Young and Colonel Wood,",1,enhanced_fileid_198_gt109_pred110_spk1.wav,clean_fileid_198_doa109_spk1.wav,mic_fileid_198_doa109_3spk.wav,1,16.567875,3.0047848224639893,16.429927825927734,13.425143003463745,2.987198829650879,16.165483474731445,13.178284645080566,1.1493959426879883,3.139209032058716,1.9898130893707275,1,
199,mic_fileid_199_doa56_3spk.wav,text_fileid_199_doa56_spk1.txt,56,102,46.0,1,0.972972972972973,36,37,0.36020321199976024,5.719722034999904,0.4095218580000619,6.489447104999726,HE NEVER HESITATED ABOUT PLACING IT ON A BLACK KEY WHEN CONVENIENT AND HAD IT PASSED BY MUSCLE ACTION ALONE IN SCALES AND BROKEN CHORDS WHOSE ZEALOUS PRACTICE IN DIFFERENT FORMS OF TOUCH ACCENT RHYTHM AND TONE,"White and shadowy moonlight, where for a long time after that rainbow was the visionary, I fancied the gate of death, hidden only by a strange glamour, and the dazzling land of ghosts resituate.",1,enhanced_fileid_199_gt56_pred102_spk1.wav,clean_fileid_199_doa56_spk1.wav,mic_fileid_199_doa56_3spk.wav,1,16.188875,3.4973795413970947,-18.17926788330078,-21.676647424697876,3.4747724533081055,-31.574748992919922,-35.04952144622803,1.238616704940796,1.038443922996521,-0.2001727819442749,1,
200,mic_fileid_200_doa228_3spk.wav,text_fileid_200_doa228_spk1.txt,228,229,1.0,1,0.0,0,46,0.31255541300015466,5.426500651999504,0.8212986470002761,6.560354711999935,AND MERELY WHISPERED AS HE GAVE HER THE PARTING LIFT DON'T TELL THE ONLY ANSWER THE PRINCESS RETURNED WAS A ROGUISH LOOK SHE WAS ALREADY A YARD ABOVE HIS HEAD THE LOOK SEEMED TO SAY NEVER FEAR IT IS TOO GOOD FUN TO SPOIL THAT WAY,"and merely whispered as he gave her the parting lift, Don't tell! The only answer the princess returned was a roguish look. She was already a yard above his head. The look seemed to say, never fear, it is too good fun to spoil that way.",1,enhanced_fileid_200_gt228_pred229_spk1.wav,clean_fileid_200_doa228_spk1.wav,mic_fileid_200_doa228_3spk.wav,1,17.260625,2.9683661460876465,13.700243949890137,10.73187780380249,2.954511880874634,13.669748306274414,10.71523642539978,1.431366205215454,3.7417283058166504,2.3103621006011963,1,
201,mic_fileid_201_doa27_3spk.wav,text_fileid_201_doa27_spk1.txt,27,27,0.0,1,0.029411764705882353,1,34,0.270173732999865,4.77406825800017,0.3992336940000314,5.443475685000067,HOLLAND ALONE CONTAINED EIGHTEEN CITIES EACH OF WHICH WAS FOR MANY PURPOSES AN INDEPENDENT STATE JEALOUS OF ALL INTERFERENCE FROM WITHOUT IF THE RULERS OF SUCH A CITY RECEIVED FROM THE HAGUE AN ORDER,"Holland alone contained 18 cities, each of which was, for many purposes, an independent state, jealous of all interference from without. If the rulers of such a city received from the Hague an order,",1,enhanced_fileid_201_gt27_pred27_spk1.wav,clean_fileid_201_doa27_spk1.wav,mic_fileid_201_doa27_3spk.wav,1,15.461625,5.079594612121582,17.88111686706543,12.801522254943848,5.068390846252441,17.769615173339844,12.701224327087402,1.2257747650146484,3.8305623531341553,2.604787588119507,1,
202,mic_fileid_202_doa293_3spk.wav,text_fileid_202_doa293_spk1.txt,293,310,17.0,1,0.0,0,22,0.20720003800033737,2.768391941000118,0.2594015180002316,3.234993497000687,WHAT KIND OF AN ACCIDENT WAS IT REDCOAT AND HOW DID IT HAPPEN HE ASKED BROADWING THE HAWK TRIED TO CATCH ME,"What kind of an accident was it, Redcoat? And how did it happen? he asked. Broadwing the hawk tried to catch me.",1,enhanced_fileid_202_gt293_pred310_spk1.wav,clean_fileid_202_doa293_spk1.wav,mic_fileid_202_doa293_3spk.wav,1,9.3235,5.781859874725342,19.419601440429688,13.637741565704346,5.761397361755371,19.225173950195312,13.463776588439941,1.3669347763061523,3.6519370079040527,2.2850022315979004,1,
203,mic_fileid_203_doa88_3spk.wav,text_fileid_203_doa88_spk1.txt,88,89,1.0,1,0.02702702702702703,1,37,0.26466850399992836,4.6942767210002785,0.4359340349997183,5.394879259999925,HE WAS READY TO SERVE HIS GUESTS BEFORE HE FORWARDED HIS OWN WIRELESS NOTES JUST TELL MY WIFE THAT I'M ENJOYING MYSELF REQUESTED MISTER DAMON BLESS MY FOOTSTOOL BUT THIS IS GREAT WE'RE OFF THE EARTH YET,"He was ready to serve his guests before he forwarded his own wireless notes. Just tell my wife that I'm enjoying myself, requested Mr. Damon. Bless my footstool, but this is great. We're off the earth yet.",1,enhanced_fileid_203_gt88_pred89_spk1.wav,clean_fileid_203_doa88_spk1.wav,mic_fileid_203_doa88_3spk.wav,1,16.812,5.7316694259643555,15.07411003112793,9.342440605163574,5.707820892333984,14.95564079284668,9.247819900512695,1.519679069519043,3.6402602195739746,2.1205811500549316,1,
204,mic_fileid_204_doa190_3spk.wav,text_fileid_204_doa190_spk1.txt,190,190,0.0,1,0.0,0,37,0.24582052799996745,4.612750518000212,0.4568701160001183,5.3154411620002975,HE WORE A BLOUSE AND UNDER HIS BLOUSE AN OLD BLACK COAT HE MADE PRETENSIONS TO LITERATURE AND TO MATERIALISM THERE WERE CERTAIN NAMES WHICH HE OFTEN PRONOUNCED TO SUPPORT WHATEVER THINGS HE MIGHT BE SAYING VOLTAIRE,He wore a blouse and under his blouse an old black coat. He made pretensions to literature and to materialism. There were certain names which he often pronounced to support whatever things he might be saying. Voltaire.,1,enhanced_fileid_204_gt190_pred190_spk1.wav,clean_fileid_204_doa190_spk1.wav,mic_fileid_204_doa190_3spk.wav,1,14.996875,4.617622375488281,17.578857421875,12.961235046386719,4.59243631362915,17.303817749023438,12.711381435394287,1.216779112815857,3.4990041255950928,2.282225012779236,1,
205,mic_fileid_205_doa262_3spk.wav,text_fileid_205_doa262_spk1.txt,262,260,2.0,1,0.1702127659574468,8,47,0.2867619790004028,5.798641332000443,0.5810510669998621,6.666454378000708,CAME VERY NEAR ENDING AS A COMPLETE CYNIC THOUGH IN WHAT F P A WOULD CALL HIS LASTLINE HE MANAGED TO WRIGGLE INTO A MORE HOPEFUL MOOD THE FIRST VALUABLE DISCOVERY THAT THE COLYUMIST IS LIKELY TO MAKE IS THAT ALL MINDS ARE VERY MUCH THE SAME,"Kane very near ending as a complete sync, though in what FPA would call his last line, he managed to wriggle into a more hopeful mood. The first valuable discovery that the columnist is likely to make is that all minds are very much the same.",1,enhanced_fileid_205_gt262_pred260_spk1.wav,clean_fileid_205_doa262_spk1.wav,mic_fileid_205_doa262_3spk.wav,1,18.03975,3.78950834274292,16.236650466918945,12.447142124176025,3.781160354614258,15.971001625061035,12.189841270446777,1.1462063789367676,3.0859508514404297,1.939744472503662,1,
206,mic_fileid_206_doa56_3spk.wav,text_fileid_206_doa56_spk1.txt,56,55,1.0,1,0.07692307692307693,3,39,0.2680200669997248,4.707419208999454,0.3853584520002187,5.3607977279993975,IN THE MONTH OF APRIL EIGHTEEN FORTY NINE ROME AS YOU ARE NO DOUBT AWARE WAS PLACED IN A STATE OF SIEGE BY THE APPROACH OF THE FRENCH ARMY IT WAS FILLED AT THAT TIME WITH EXILES AND FUGITIVES,"In the month of April 1849, Rome, as you are no doubt aware, was placed in a state of siege by the approach of the French army. It was filled at that time with exiles and fugitives.",1,enhanced_fileid_206_gt56_pred55_spk1.wav,clean_fileid_206_doa56_spk1.wav,mic_fileid_206_doa56_3spk.wav,1,13.512375,4.16080379486084,16.90900421142578,12.748200416564941,4.148870468139648,16.77475357055664,12.625883102416992,1.2804919481277466,3.5039124488830566,2.22342050075531,1,
207,mic_fileid_207_doa204_3spk.wav,text_fileid_207_doa204_spk1.txt,204,203,1.0,1,0.05128205128205128,2,39,0.2904306899999938,4.60048597299965,0.3976272390000304,5.288543901999674,I AM SURE I HAVE NOT MET ONE AND REALLY DO NOT KNOW OF ONE THE PRESS IS RESPONSIBLE FOR MANY POPULAR ERRORS WHENEVER AN INDIAN INDULGES IN ANY NOTORIOUS MISBEHAVIOR HE IS WIDELY HERALDED AS A CARLISLE GRADUATE,"I'm sure I have not met one, and really do not know of one. The press is responsible for many popular errors. Whenever an Indian indulges in any notorious misbehavior, he is widely heralded as a Carlisle graduate.",1,enhanced_fileid_207_gt204_pred203_spk1.wav,clean_fileid_207_doa204_spk1.wav,mic_fileid_207_doa204_3spk.wav,1,16.8015,4.839642524719238,15.438873291015625,10.599230766296387,4.825289726257324,15.318230628967285,10.492940902709961,1.18806791305542,3.4456422328948975,2.2575743198394775,1,
208,mic_fileid_208_doa276_3spk.wav,text_fileid_208_doa276_spk1.txt,276,274,2.0,1,0.05,2,40,0.2906730009999592,4.873281078999753,0.4543288930003655,5.618282973000078,AROUND MANY OF THEM GREW CLUSTERS OF STRANGE AND COLORFUL SEAWEEDS THAT WAVED THEIR BANNERS GENTLY AS THOUGH SOME IMPERCEPTIBLE CURRENT DALLIED WITH THEM IN PASSING HERE AND THERE FIGURES MOVED SLIM WHITE FIGURES THAT STROLLED ALONG THE NARROW STREET,"Around many of them grew clusters of strange and colorful seaweeds that wave their banners gently, as though some imperceptible current dallied with them in passing. Here and there are figures moved, slim white figures that strolled along the narrow street.",1,enhanced_fileid_208_gt276_pred274_spk1.wav,clean_fileid_208_doa276_spk1.wav,mic_fileid_208_doa276_3spk.wav,1,16.71975,5.319349765777588,17.978609085083008,12.65925931930542,5.303901672363281,17.71326446533203,12.40936279296875,1.252082109451294,3.5884387493133545,2.3363566398620605,1,
209,mic_fileid_209_doa82_3spk.wav,text_fileid_209_doa82_spk1.txt,82,86,4.0,1,0.058823529411764705,2,34,0.25767902999996295,4.733429687999887,0.3779070569999021,5.3690157749997525,UNDOUBTEDLY IT WAS WAS HE NOT AN EMIGRANT THEN WHAT DID HE CALL HIMSELF NOT AN EMIGRANT HE HOPED WITHIN THE SENSE AND SPIRIT OF THE LAW WHY NOT THE PRESIDENT DESIRED TO KNOW,Undoubtedly it was. Was he not an immigrant then? What did he call himself? Not an immigrant he hoped within the sense and spirit of the law. Why not the president desired to know?,1,enhanced_fileid_209_gt82_pred86_spk1.wav,clean_fileid_209_doa82_spk1.wav,mic_fileid_209_doa82_3spk.wav,1,16.03825,4.955264091491699,16.205032348632812,11.249768257141113,4.936166286468506,15.53693962097168,10.600773334503174,1.3272008895874023,3.076179027557373,1.7489781379699707,1,
210,mic_fileid_210_doa312_3spk.wav,text_fileid_210_doa312_spk1.txt,312,333,21.0,1,1.1785714285714286,33,28,0.2920248119999087,5.364925743000185,0.43598542900008397,6.092935984000178,HONESTY GRANTING THAT IT IS THE VIRTUE OF WHICH WE CANNOT RID OURSELVES WE FREE SPIRITS WELL WE WILL LABOUR AT IT WITH ALL OUR PERVERSITY AND LOVE,"And after a period of hesitation, he scrambled on the transloced mattress, and tried to stand on the clean white floor of his little apartment. Well, we will labor at it with all our perversities and blood. He had miscalculated his strength, however.",1,enhanced_fileid_210_gt312_pred333_spk1.wav,clean_fileid_210_doa312_spk1.wav,mic_fileid_210_doa312_3spk.wav,1,12.980125,3.817225694656372,6.789242267608643,2.9720165729522705,3.807173728942871,6.247862815856934,2.4406890869140625,1.301007866859436,1.3179881572723389,0.016980290412902832,1,
211,mic_fileid_211_doa55_3spk.wav,text_fileid_211_doa55_spk1.txt,55,55,0.0,1,0.075,3,40,0.2836268679998284,5.090586699000141,0.6478185510000003,6.02203211799997,OR WHICH THEY REGARDED AS SOME SET OFF AGAINST THEIR SWOLLEN ACCOUNT OF CRUEL RAGE NO MAN CAN DECIDE NOW TO WHICH OF THESE MOTIVES SUCH EXTRAORDINARY SCENES WERE REFERABLE IT IS PROBABLE TO A BLENDING OF ALL THE THREE,or which they regarded as some set-off against their swollen account of cruel rage. No man can decide now to which of these motives such extraordinary scenes were referable. It is probable to a blending of all three.,1,enhanced_fileid_211_gt55_pred55_spk1.wav,clean_fileid_211_doa55_spk1.wav,mic_fileid_211_doa55_3spk.wav,1,16.938875,4.10704231262207,16.641260147094727,12.534217834472656,4.093926429748535,16.376256942749023,12.282330513000488,1.1836555004119873,3.2158873081207275,2.0322318077087402,1,
212,mic_fileid_212_doa293_3spk.wav,text_fileid_212_doa293_spk1.txt,293,292,1.0,1,0.0,0,37,0.27456999600008203,5.236223420000442,0.36070741599996836,5.871500832000493,GOD DID NOT MIND THEM AND THAT WAS A VERY COMFORTING REFLECTION FOR POOR WEAK PEOPLE LIKE HIMSELF TO GO ON TRYING WAS POSSIBLE EVEN FOR HIM ALTHOUGH HE KNEW HE COULD NOT ALWAYS PROMISE HIMSELF SUCCESS,"God did not mind them. And that was a very comforting reflection for poor weak people like himself. To go on trying was possible even for him, although he knew he could not always promise himself success.",1,enhanced_fileid_212_gt293_pred292_spk1.wav,clean_fileid_212_doa293_spk1.wav,mic_fileid_212_doa293_3spk.wav,1,17.319125,3.189957857131958,15.668030738830566,12.478072881698608,3.155702590942383,15.488425254821777,12.332722663879395,1.3957293033599854,3.69738507270813,2.3016557693481445,1,
213,mic_fileid_213_doa181_3spk.wav,text_fileid_213_doa181_spk1.txt,181,183,2.0,1,0.0,0,39,0.31110518599962234,4.9674590410004384,0.3534058200002619,5.631970047000323,I HAD COME TO SEE YOU WITH THE HOPE THAT YOU WOULD LET ME BRING YOU OVER TO MY CONVICTION MY REASONS FOR ENTERTAINING THIS HOPE HAD BEEN OF THE BEST BUT YOU DISAPPOINTED IT I FOUND YOU CHANGED,"I had come to see you with the hope that you would let me bring you over to my conviction. My reasons for entertaining this hope had been of the best, but you disappointed it. I found you changed.",1,enhanced_fileid_213_gt181_pred183_spk1.wav,clean_fileid_213_doa181_spk1.wav,mic_fileid_213_doa181_3spk.wav,1,15.624625,3.747441053390503,14.443718910217285,10.696277856826782,3.736482858657837,13.922721862792969,10.186239004135132,1.1721863746643066,2.287137031555176,1.1149506568908691,1,
214,mic_fileid_214_doa74_3spk.wav,text_fileid_214_doa74_spk1.txt,74,76,2.0,1,0.023255813953488372,1,43,0.31020901600004436,5.103031565999572,0.47264741400022103,5.885887995999838,IN THE FIRST SENTIMENT OF KINDNESS ANTICIPATES ALREADY A BENEVOLENCE WHICH SHALL LOSE ALL PARTICULAR REGARDS IN ITS GENERAL LIGHT THE INTRODUCTION TO THIS FELICITY IS IN A PRIVATE AND TENDER RELATION OF ONE TO ONE WHICH IS THE ENCHANTMENT OF HUMAN LIFE,"In the first sentiment of kindness anticipates already a benevolence which shall lose all particular regards in its general light. The introduction to this felicity is in a private and tender relation of one to one, which is the enchantment of human mind.",1,enhanced_fileid_214_gt74_pred76_spk1.wav,clean_fileid_214_doa74_spk1.wav,mic_fileid_214_doa74_3spk.wav,1,16.595,3.998041868209839,16.74928092956543,12.75123906135559,3.9813637733459473,16.576717376708984,12.595353603363037,1.2412300109863281,3.449242353439331,2.208012342453003,1,
215,mic_fileid_215_doa169_3spk.wav,text_fileid_215_doa169_spk1.txt,169,163,6.0,1,0.10526315789473684,4,38,0.2609646599998996,4.602643012000044,0.3642954639999516,5.227903135999895,AND LIGHTLY HE TOOK HIS HORSE WITH THE SPURS AND DEPARTED AS FAST AS HE MIGHT AND WHEN SIR MALEAGANS SAW HIM SO FLEE HE UNDERSTOOD THAT IT WAS BY THE QUEEN'S COMMANDMENT FOR TO WARN SIR LAUNCELOT,"and lightly took his horse with the spurs and departed as fast as he might. And when Sir Maligan saw him so flea, he understood that it was by the Queen's commandment for to warn Sir Lancelot.",1,enhanced_fileid_215_gt169_pred163_spk1.wav,clean_fileid_215_doa169_spk1.wav,mic_fileid_215_doa169_3spk.wav,1,15.937125,6.299999713897705,20.123699188232422,13.823699474334717,6.290002822875977,19.969600677490234,13.679597854614258,1.2865018844604492,3.536252737045288,2.249750852584839,1,
216,mic_fileid_216_doa334_3spk.wav,text_fileid_216_doa334_spk1.txt,334,334,0.0,1,0.0625,3,48,0.2695793949997096,4.981002405999789,0.6322613769998497,5.882843177999348,WHAT WOULD THEY SAY IN HEREFORDSHIRE I DON'T KNOW WHY THEY SHOULD SAY ANYTHING BUT IF THEY DID I SHOULDN'T MUCH CARE I SHOULD MY DEAR I SHOULD CARE VERY MUCH ONE IS BOUND TO THINK OF ONE'S FAMILY SUPPOSE IT SHOULD TURN OUT AFTERWARDS THAT HE WAS,"What would they say in her for sure? I don't know why they should say anything, but if they did I shouldn't much care. I should, my dear. I should care very much. One is bound to think of one's family. Suppose it should turn out afterwards that he was...",1,enhanced_fileid_216_gt334_pred334_spk1.wav,clean_fileid_216_doa334_spk1.wav,mic_fileid_216_doa334_3spk.wav,1,16.788,5.681037425994873,21.233875274658203,15.55283784866333,5.664358615875244,21.071739196777344,15.4073805809021,1.165594458580017,3.972656011581421,2.807061553001404,1,
217,mic_fileid_217_doa285_3spk.wav,text_fileid_217_doa285_spk1.txt,285,281,4.0,1,0.027777777777777776,1,36,0.26893814699997165,4.906763090999448,0.36980462599967723,5.545505863999097,WENT INTO THE HUT AND SQUATTING DOWN BY THE FIRE BEGAN TO WARM ITSELF AND THE PRIEST WITH RENEWED FERVOUR RECITED HIS PRAYERS AND STRUCK HIS BELL BEFORE THE IMAGE OF BUDDHA LOOKING STRAIGHT BEFORE HIM,"Went into the hut, and squatting down by the fire began to warm itself, and the priest with renewed fervor recited his prayers and struck his bell before the image of Buddha looking straight before him.",1,enhanced_fileid_217_gt285_pred281_spk1.wav,clean_fileid_217_doa285_spk1.wav,mic_fileid_217_doa285_3spk.wav,1,14.615875,4.062122344970703,16.185245513916016,12.123123168945312,4.051238536834717,15.953619003295898,11.902380466461182,1.2126604318618774,3.510590076446533,2.2979296445846558,1,
218,mic_fileid_218_doa157_3spk.wav,text_fileid_218_doa157_spk1.txt,157,153,4.0,1,0.10256410256410256,4,39,0.26185543300016434,4.41263637999964,0.477446891999989,5.151938704999793,AND IT TOOK ONLY A FEW MINUTES EVERY TWELVE HOURS I HAD A MOMENT WITH CARTER IN THE ISOLATION OF HIS CHART ROOM THIS VOYAGE GREGG I'M GETTING LIKE YOU TOO FANCIFUL WE'VE A NORMAL GROUP OF PASSENGERS APPARENTLY,"and it took only a few minutes every 12 hours. I had a moment with Carter in the isolation of his chart room. This voyage! Greg, I'm getting like you. Too fanciful. With normal group of passengers apparently.",1,enhanced_fileid_218_gt157_pred153_spk1.wav,clean_fileid_218_doa157_spk1.wav,mic_fileid_218_doa157_3spk.wav,1,15.441125,5.044276237487793,17.57845687866211,12.534180641174316,5.016090393066406,17.27492332458496,12.258832931518555,1.4520350694656372,3.412836790084839,1.9608017206192017,1,
219,mic_fileid_219_doa56_3spk.wav,text_fileid_219_doa56_spk1.txt,56,55,1.0,1,0.0,0,33,0.3353592349999417,4.537202770999556,0.4119165359998078,5.284478541999306,THEY WERE SAD AND DOWNHEARTED IN ALL THAT MISERY THE POOR ATTORNEY HAD THE WORST OF IT MARY WAS FREE FROM HER STEPMOTHER'S ZEAL AND HER STEPMOTHER'S PERSECUTION AT ANY RATE AT NIGHT,"They were sad and downhearted. In all that misery, the poor attorney had the worst of it. Mary was free from her stepmother's zeal and her stepmother's persecution at any rate at night.",1,enhanced_fileid_219_gt56_pred55_spk1.wav,clean_fileid_219_doa56_spk1.wav,mic_fileid_219_doa56_3spk.wav,1,15.801,5.943243503570557,18.97517204284668,13.031928539276123,5.923007965087891,18.375045776367188,12.452037811279297,1.1648845672607422,3.699894428253174,2.5350098609924316,1,
220,mic_fileid_220_doa237_3spk.wav,text_fileid_220_doa237_spk1.txt,237,235,2.0,1,0.06666666666666667,2,30,0.31847226800027784,4.800164023999969,0.506908593999924,5.625544886000171,BUT TELL ME ALL ABOUT IT WHY DO YOU WISH TO KNOW ASKED CAVALCANTI WHAT DO YOU AGAIN DEFY ME NO THE FACT IS I HAVE FOUND MY FATHER WHAT,"But tell me all about it. Why do you wish to know? Asked Cavalcanti. What? Do you again to find me? No, the fact is I have found my father. What?",1,enhanced_fileid_220_gt237_pred235_spk1.wav,clean_fileid_220_doa237_spk1.wav,mic_fileid_220_doa237_3spk.wav,1,16.75575,5.375149726867676,19.100942611694336,13.72579288482666,5.3478312492370605,18.97858428955078,13.63075304031372,1.737616777420044,3.9146456718444824,2.1770288944244385,1,
221,mic_fileid_221_doa220_3spk.wav,text_fileid_221_doa220_spk1.txt,220,219,1.0,1,0.0,0,42,0.29938746200014066,4.457245800000237,0.4537540970000009,5.210387359000379,IT WAS BUT A LITTLE HELP THAT HE HAD TO MAKE OTHER THINGS OF THIS EARTH NOTHING CAN BE NEARER NOTHING THAN THIS EARTH AND YET HOW LITTLE OF THIS EARTH IS THE GREATEST MAN HE THINKS HE TREADS UPON THE EARTH,"It was but a little help that he had. To make other things of this earth, nothing can be nearer nothing than this earth. And yet how little of this earth is the greatest man. He thinks he treads upon the earth.",1,enhanced_fileid_221_gt220_pred219_spk1.wav,clean_fileid_221_doa220_spk1.wav,mic_fileid_221_doa220_3spk.wav,1,15.619125,4.382192134857178,15.678007125854492,11.295814990997314,4.36586856842041,15.26826286315918,10.90239429473877,1.3892664909362793,3.365292549133301,1.9760260581970215,1,
222,mic_fileid_222_doa144_3spk.wav,text_fileid_222_doa144_spk1.txt,144,160,16.0,1,0.0,0,39,0.287388878999991,5.295724384000096,0.4695850410003004,6.052698304000387,YOU HAVE ASSASSINATED WELL I SHOULD SAY IF YOU HAD ME TAKEN TO A PRIVATE ROOM ONLY TO TELL ME THIS YOU MIGHT HAVE SAVED YOURSELF THE TROUBLE I KNOW ALL THESE THINGS BUT THERE ARE SOME WITH WHICH,"You have assassinated. Well, I should say. If you had me taken to a private room only to tell me this, you might have saved yourself the trouble. I know all these things, but there are some with which.",1,enhanced_fileid_222_gt144_pred160_spk1.wav,clean_fileid_222_doa144_spk1.wav,mic_fileid_222_doa144_3spk.wav,1,15.770875,4.556301593780518,17.443788528442383,12.887486934661865,4.5416388511657715,17.309410095214844,12.767771244049072,1.1947392225265503,3.3636443614959717,2.1689051389694214,1,
223,mic_fileid_223_doa137_3spk.wav,text_fileid_223_doa137_spk1.txt,137,139,2.0,1,0.10526315789473684,4,38,0.29290417399988655,5.491342982000333,0.39851208499976565,6.182759240999985,AND SELDOM FAIL RADICALLY TO ALTER THE ENTIRE MORAL CONSTITUTION OF THOSE WHO ARE THEIR OBJECTS IT APPEARS THAT ABOUT ONE HUNDRED YEARS PRIOR TO MISTER ELLISON'S ATTAINMENT OF HIS MAJORITY THERE HAD DIED IN A REMOTE PROVINCE,"and seldom felt radically to alter the entire moral constitution of those who are their objects. It appears that about 100 years prior to Mr. Ellison's attainment of his majority, there had died in a remote province.",1,enhanced_fileid_223_gt137_pred139_spk1.wav,clean_fileid_223_doa137_spk1.wav,mic_fileid_223_doa137_3spk.wav,1,17.73925,5.869622707366943,20.94952964782715,15.079906940460205,5.860721588134766,20.784711837768555,14.923990249633789,1.276724100112915,3.5490610599517822,2.272336959838867,1,
224,mic_fileid_224_doa124_3spk.wav,text_fileid_224_doa124_spk1.txt,124,129,5.0,1,0.10204081632653061,5,49,0.28584763199978624,5.1718620930000725,0.5969695369999499,6.054679261999809,THEY WENT TO THE VAULTS AND ENGAGED A PRIVATE ROOM WHERE BREAKFAST WAS SERVED TO THEM HAS MY HAIR TURNED GREY ASKED REHNHJELM PASSING HIS HAND OVER HIS HAIR WHICH WAS DAMP AND CLUNG CLOSELY TO HIS SKULL NO OLD MAN THAT DOESN'T OFTEN HAPPEN EVEN I'M NOT GREY,"They went to the vault and engaged a private room where breakfast was served to them. ""'Has my hair turned gray?' asked Renholm, passing his hand over his hair, which was damp and clung closely to a skull. ""'No, old man, that doesn't often happen. Even I'm not gray.'""",1,enhanced_fileid_224_gt124_pred129_spk1.wav,clean_fileid_224_doa124_spk1.wav,mic_fileid_224_doa124_3spk.wav,1,17.32275,6.0494537353515625,17.067028045654297,11.017574310302734,6.0371928215026855,16.96624755859375,10.929054737091064,1.4679300785064697,3.55176043510437,2.0838303565979004,1,
225,mic_fileid_225_doa129_3spk.wav,text_fileid_225_doa129_spk1.txt,129,127,2.0,1,0.0,0,37,0.2393985819999216,3.9151763670001856,0.32593061399984435,4.4805055629999515,TO WHOM HE MADE KNOWN FULLY THE CHARACTER OF THE PLACE AND PEOPLE WHENCE HE HAD FLED THE DANGERS HE WAS EXPOSED TO FROM SLAVE HUNTERS AND THE STRONG HOPE HE CHERISHED OF REACHING FREE LAND SOON,"To whom he made known fully the character of the place and people whence he had fled, the dangers he was exposed to from slave hunters, and the strong hope he cherished of reaching free land soon.",1,enhanced_fileid_225_gt129_pred127_spk1.wav,clean_fileid_225_doa129_spk1.wav,mic_fileid_225_doa129_3spk.wav,1,13.303375,3.0133860111236572,16.06053352355957,13.047147512435913,2.994891405105591,15.969083786010742,12.974192380905151,1.0946035385131836,3.2481157779693604,2.1535122394561768,1,
226,mic_fileid_226_doa292_3spk.wav,text_fileid_226_doa292_spk1.txt,292,296,4.0,1,0.02,1,50,0.32646238899997115,4.615823651000028,0.5012664920000134,5.443552532000012,THE STATEMENT THAT HIS OLD FRIEND HAD BECOME A LORD AND WAS IN DANGER OF BEING AN EARL IF HE LIVED LONG ENOUGH CAUSED DICK TO SO OPEN HIS EYES AND MOUTH AND START THAT HIS CAP FELL OFF WHEN HE PICKED IT UP HE UTTERED A RATHER SINGULAR EXCLAMATION,"The statement that his old friend had become a lord and was in danger of being an earl if he lived long enough caused it to so open his eyes and mouth and start that his cap fell off. When he picked it up, he uttered a rather singular exclamation.",1,enhanced_fileid_226_gt292_pred296_spk1.wav,clean_fileid_226_doa292_spk1.wav,mic_fileid_226_doa292_3spk.wav,1,16.68425,4.869105815887451,15.974205017089844,11.105099201202393,4.858388423919678,15.881070137023926,11.022681713104248,1.4404159784317017,3.765728712081909,2.3253127336502075,1,
227,mic_fileid_227_doa143_3spk.wav,text_fileid_227_doa143_spk1.txt,143,143,0.0,1,0.03571428571428571,1,28,0.2664947079997546,4.335253553000257,0.31831868000017494,4.9200669410001865,AND FOR THAT VERY REASON I QUITE CONTENTEDLY OCCUPIED THE LOWEST IN REALITY EITHER TO BE A HERO OR TO GROVEL IN THE MUD THERE WAS NOTHING BETWEEN,"And for that very reason I quite contentedly occupied the lowest in reality. Either to be a hero or to grovel in the mud, there was nothing in between.",1,enhanced_fileid_227_gt143_pred143_spk1.wav,clean_fileid_227_doa143_spk1.wav,mic_fileid_227_doa143_3spk.wav,1,11.234625,5.504482269287109,16.28171730041504,10.77723503112793,5.479163646697998,16.129959106445312,10.650795459747314,1.4469304084777832,3.7946367263793945,2.3477063179016113,1,
