fileid,mic_file,duration_sec,predicted_doa_count,predicted_doas,selected_enhanced_index,selected_doa,selected_rms,selected_enhanced_file,gt_dominant_spk1_doa,selected_doa_error_deg,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,ipdnet2_sec,dsenet_sec,whisper_sec,total_sec,ipdnet2_rtf,dsenet_rtf,whisper_rtf,total_rtf,under_realtime
213,mic_fileid_213_doa78_3spk.wav,16.950375,3,"13,88,190",2,190,0.03590936125689055,enhanced_fileid_213_pred190_idx2_loudest.wav,181,9.0,text_fileid_213_doa181_spk1.txt,0.4358974358974359,17,39,I HAD COME TO SEE YOU WITH THE HOPE THAT YOU WOULD LET ME BRING YOU OVER TO MY CONVICTION MY REASONS FOR ENTERTAINING THIS HOPE HAD BEEN OF THE BEST BUT YOU DISAPPOINTED IT I FOUND YOU CHANGED,"I have come to see you without thank you and let you review over to my connection. There are reasons for entertaining this help. I've been in the past, but I've disappointed it. I found you changed.",0.14681103900011294,5.042795081999884,0.39123698699995657,5.580843107999954,0.008661226610037414,0.2975034524014887,0.023081317492973256,0.32924599650449937,1
214,mic_fileid_214_doa74_3spk.wav,16.985,3,"66,74,164",1,74,0.03676311362306428,enhanced_fileid_214_pred74_idx1_loudest.wav,74,0.0,text_fileid_214_doa74_spk1.txt,0.18604651162790697,8,43,IN THE FIRST SENTIMENT OF KINDNESS ANTICIPATES ALREADY A BENEVOLENCE WHICH SHALL LOSE ALL PARTICULAR REGARDS IN ITS GENERAL LIGHT THE INTRODUCTION TO THIS FELICITY IS IN A PRIVATE AND TENDER RELATION OF ONE TO ONE WHICH IS THE ENCHANTMENT OF HUMAN LIFE,"In the first sentiment of kindness anticipates already of a number of which will lose all particular regard to its general light. The introduction to this velocity is in a private and tender relation of one to work, which is the enchantment of human life.",0.14046496900027705,5.063179824999679,0.4495449239998379,5.653189717999794,0.008269942243172037,0.29809713423607176,0.026467172446266583,0.3328342489255104,1
215,mic_fileid_215_doa77_3spk.wav,15.942625,3,"77,92,168",2,168,0.04554867063372862,enhanced_fileid_215_pred168_idx2_loudest.wav,169,1.0,text_fileid_215_doa169_spk1.txt,0.13157894736842105,5,38,AND LIGHTLY HE TOOK HIS HORSE WITH THE SPURS AND DEPARTED AS FAST AS HE MIGHT AND WHEN SIR MALEAGANS SAW HIM SO FLEE HE UNDERSTOOD THAT IT WAS BY THE QUEEN'S COMMANDMENT FOR TO WARN SIR LAUNCELOT,"And Lettley took his horse with the spurs, and departed as fast as he might. And when Sir Maligan saw him so flea, he understood that it was by the Queen's commandment for to warn Sir Lancelot.",0.1385459890002494,4.636934285000734,0.4147116450003523,5.190191919001336,0.008690287139053286,0.29085136763868774,0.0260127579366856,0.32555441271442664,1
216,mic_fileid_216_doa82_3spk.wav,16.788,3,"75,86,334",2,334,0.052365593151998735,enhanced_fileid_216_pred334_idx2_loudest.wav,334,0.0,text_fileid_216_doa334_spk1.txt,0.041666666666666664,2,48,WHAT WOULD THEY SAY IN HEREFORDSHIRE I DON'T KNOW WHY THEY SHOULD SAY ANYTHING BUT IF THEY DID I SHOULDN'T MUCH CARE I SHOULD MY DEAR I SHOULD CARE VERY MUCH ONE IS BOUND TO THINK OF ONE'S FAMILY SUPPOSE IT SHOULD TURN OUT AFTERWARDS THAT HE WAS,"What would they say in her fresher? I don't know why they should say anything, but if they did, I shouldn't much care. I should, my dear. I should care very much. One is bound to think of one's family. Suppose it should turn out afterwards that he was...",0.14723954500004766,4.917147819000093,0.5534797960003743,5.617867160000515,0.008770523290448395,0.292896582022879,0.03296877507745856,0.33463588039078596,1
217,mic_fileid_217_doa95_3spk.wav,16.736,3,"17,88,182",1,88,0.04365331507405536,enhanced_fileid_217_pred88_idx1_loudest.wav,285,163.0,text_fileid_217_doa285_spk1.txt,1.0,36,36,WENT INTO THE HUT AND SQUATTING DOWN BY THE FIRE BEGAN TO WARM ITSELF AND THE PRIEST WITH RENEWED FERVOUR RECITED HIS PRAYERS AND STRUCK HIS BELL BEFORE THE IMAGE OF BUDDHA LOOKING STRAIGHT BEFORE HIM,"I will bring a cross-tank of wood dogs which will make us turn if there are dogs in the mood for a meeting. There are, said John, just as there are horses, cows,",0.1528721240001687,4.926668042000074,0.37858864700001504,5.458128813000258,0.009134328632897268,0.2943754805210369,0.022621214567400516,0.3261310237213347,1
218,mic_fileid_218_doa157_3spk.wav,15.4425,3,"155,200,358",0,155,0.039055612733341426,enhanced_fileid_218_pred155_idx0_loudest.wav,157,2.0,text_fileid_218_doa157_spk1.txt,0.15384615384615385,6,39,AND IT TOOK ONLY A FEW MINUTES EVERY TWELVE HOURS I HAD A MOMENT WITH CARTER IN THE ISOLATION OF HIS CHART ROOM THIS VOYAGE GREGG I'M GETTING LIKE YOU TOO FANCIFUL WE'VE A NORMAL GROUP OF PASSENGERS APPARENTLY,"and it took only a few minutes every 12 hours. I had a moment with Carter in the isolation of his chartering. This voyage! Greg, I'm getting like you. Too fanciful. With normal group of passengers apparently.",0.14337178199957634,4.436405552999986,0.4485249429999385,5.028302277999501,0.009284233899923998,0.2872854494414755,0.029044840084179277,0.3256145234255788,1
219,mic_fileid_219_doa56_3spk.wav,15.801625,3,"54,110,306",0,54,0.03817332193793131,enhanced_fileid_219_pred54_idx0_loudest.wav,56,2.0,text_fileid_219_doa56_spk1.txt,0.06060606060606061,2,33,THEY WERE SAD AND DOWNHEARTED IN ALL THAT MISERY THE POOR ATTORNEY HAD THE WORST OF IT MARY WAS FREE FROM HER STEPMOTHER'S ZEAL AND HER STEPMOTHER'S PERSECUTION AT ANY RATE AT NIGHT,"They were sad and downhearted. In all that misery, the poor attorney had the most of it. Mary was free from her stepmother's seal and her stepmother's persecution at any rate at night.",0.1322067389996846,4.532323686999462,0.3852547430001323,5.0497851689992785,0.008366654632019467,0.2868264300032093,0.024380704073165407,0.31957378870839415,1
220,mic_fileid_220_doa23_3spk.wav,16.75725,3,"22,57,237",2,237,0.05263847519733877,enhanced_fileid_220_pred237_idx2_loudest.wav,237,0.0,text_fileid_220_doa237_spk1.txt,0.1,3,30,BUT TELL ME ALL ABOUT IT WHY DO YOU WISH TO KNOW ASKED CAVALCANTI WHAT DO YOU AGAIN DEFY ME NO THE FACT IS I HAVE FOUND MY FATHER WHAT,"But tell me all about it. Why do you wish to know? Ask Gabelkonte. What? Do you again define me? No. The fact is, I have found my father. What?",0.14970830099991872,4.9024540669997805,0.4099396199999319,5.462101987999631,0.008933942084764428,0.29255719566156624,0.024463418520337878,0.3259545562666685,1
221,mic_fileid_221_doa91_3spk.wav,15.62125,3,"68,83,216",2,216,0.05542077625812917,enhanced_fileid_221_pred216_idx2_loudest.wav,220,4.0,text_fileid_221_doa220_spk1.txt,0.09523809523809523,4,42,IT WAS BUT A LITTLE HELP THAT HE HAD TO MAKE OTHER THINGS OF THIS EARTH NOTHING CAN BE NEARER NOTHING THAN THIS EARTH AND YET HOW LITTLE OF THIS EARTH IS THE GREATEST MAN HE THINKS HE TREADS UPON THE EARTH,It would fight a little help that he had to make other things of this earth. Nothing can be nearer to nothing than this earth. And yet how little of this earth is the greatest man. He thinks he can't upon the earth.,0.12748177899993607,4.5019187999996575,0.46824556100000336,5.097646139999597,0.008160792446182992,0.2881919692726035,0.029974909882371985,0.3263276716011585,1
222,mic_fileid_222_doa144_3spk.wav,16.932875,3,"29,144,181",1,144,0.05506792494520901,enhanced_fileid_222_pred144_idx1_loudest.wav,144,0.0,text_fileid_222_doa144_spk1.txt,0.0,0,39,YOU HAVE ASSASSINATED WELL I SHOULD SAY IF YOU HAD ME TAKEN TO A PRIVATE ROOM ONLY TO TELL ME THIS YOU MIGHT HAVE SAVED YOURSELF THE TROUBLE I KNOW ALL THESE THINGS BUT THERE ARE SOME WITH WHICH,"You have assassinated. Well, I should say. If you had me taken to a private room only to tell me this, you might have saved yourself the trouble. I know all these things, but there are some with which.",0.13532140100005563,5.024541887999931,0.4420960970001033,5.60195938600009,0.007991637627990263,0.2967329462952943,0.02610874390793668,0.3308333278312212,1
223,mic_fileid_223_doa16_3spk.wav,17.741,3,"17,96,139",2,139,0.048394174230757876,enhanced_fileid_223_pred139_idx2_loudest.wav,137,2.0,text_fileid_223_doa137_spk1.txt,0.15789473684210525,6,38,AND SELDOM FAIL RADICALLY TO ALTER THE ENTIRE MORAL CONSTITUTION OF THOSE WHO ARE THEIR OBJECTS IT APPEARS THAT ABOUT ONE HUNDRED YEARS PRIOR TO MISTER ELLISON'S ATTAINMENT OF HIS MAJORITY THERE HAD DIED IN A REMOTE PROVINCE,"then seldom felt radically to alter the entire moral constitution of those who are their object. It appears that about 100 years prior to Mr. Ellison's attainment of his majority, there had died in a remote province.",0.15185893400030182,5.347487839000678,0.38912390600034996,5.88847067900133,0.008559773068051509,0.30141975305792673,0.021933594836838394,0.3319131209628166,1
224,mic_fileid_224_doa124_3spk.wav,17.403375,3,"20,122,197",1,122,0.033476250835355874,enhanced_fileid_224_pred122_idx1_loudest.wav,124,2.0,text_fileid_224_doa124_spk1.txt,0.16326530612244897,8,49,THEY WENT TO THE VAULTS AND ENGAGED A PRIVATE ROOM WHERE BREAKFAST WAS SERVED TO THEM HAS MY HAIR TURNED GREY ASKED REHNHJELM PASSING HIS HAND OVER HIS HAIR WHICH WAS DAMP AND CLUNG CLOSELY TO HIS SKULL NO OLD MAN THAT DOESN'T OFTEN HAPPEN EVEN I'M NOT GREY,"They went to the vault and engaged in private room, where breakfast was served to them. Has my hair turned gray? As Ren home, passing his hand over his hair, which was damp and clung closely to a skull. No, old man, that doesn't often happen, even I'm not gray.",0.15528325300010692,5.146751000000222,0.5520422550002877,5.854076508000617,0.008922594209462642,0.2957329253665006,0.03172041371287395,0.3363759332888372,1
225,mic_fileid_225_doa14_3spk.wav,14.81375,3,"13,128,231",0,13,0.039615888350509686,enhanced_fileid_225_pred13_idx0_loudest.wav,129,116.0,text_fileid_225_doa129_spk1.txt,0.918918918918919,34,37,TO WHOM HE MADE KNOWN FULLY THE CHARACTER OF THE PLACE AND PEOPLE WHENCE HE HAD FLED THE DANGERS HE WAS EXPOSED TO FROM SLAVE HUNTERS AND THE STRONG HOPE HE CHERISHED OF REACHING FREE LAND SOON,"The cruelty, the disarms me, and the recklessness of the sea robbers of those days, there was nearly always meanness and cowardice. Rock, as we have said in the beginning of this sketch, was a typical pirate.",0.17826145500021084,4.146811270999933,0.4209494080000695,4.7460221340002136,0.012033513121269823,0.27992988075267455,0.0284161274491651,0.3203795213231095,1
226,mic_fileid_226_doa127_3spk.wav,16.686,3,"39,132,201",1,132,0.024776896814556675,enhanced_fileid_226_pred132_idx1_loudest.wav,292,160.0,text_fileid_226_doa292_spk1.txt,0.92,46,50,THE STATEMENT THAT HIS OLD FRIEND HAD BECOME A LORD AND WAS IN DANGER OF BEING AN EARL IF HE LIVED LONG ENOUGH CAUSED DICK TO SO OPEN HIS EYES AND MOUTH AND START THAT HIS CAP FELL OFF WHEN HE PICKED IT UP HE UTTERED A RATHER SINGULAR EXCLAMATION,"He looked about him at the clean and beautiful form of the apartment, unstained by thunder, and thought that the roof was broken in one place by a circular shaft full of light.",0.1389047819998268,4.840642999000011,0.3602247600001647,5.339772541000002,0.008324630348785018,0.29010206154860424,0.021588443006122778,0.3200151349035121,1
227,mic_fileid_227_doa143_3spk.wav,15.74475,3,"145,202,330",0,145,0.02762998197714195,enhanced_fileid_227_pred145_idx0_loudest.wav,143,2.0,text_fileid_227_doa143_spk1.txt,0.07142857142857142,2,28,AND FOR THAT VERY REASON I QUITE CONTENTEDLY OCCUPIED THE LOWEST IN REALITY EITHER TO BE A HERO OR TO GROVEL IN THE MUD THERE WAS NOTHING BETWEEN,And for that very reason I quite contentedly occupied the lowest in reality. Either to be a hero or to growl in the mud. There was nothing in between.,0.1475730819997807,4.53560583099943,0.30843201299967404,4.991610925998884,0.009372843773307337,0.2880709970624767,0.019589514790623798,0.31703335562640783,1
228,mic_fileid_228_doa105_3spk.wav,15.55775,3,"94,175,305",2,305,0.05146380426495333,enhanced_fileid_228_pred305_idx2_loudest.wav,300,5.0,text_fileid_228_doa300_spk1.txt,0.30952380952380953,13,42,DOCTOR SITGREAVES DOES NOT MEAN A RIG'LAR SOLDIER BUT A REGULAR PHYSICIAN MADAM SAID THE TROOPER OH CRIED THE MAIDEN AGAIN CORRECTING HERSELF FOR THE BEST OF ALL REASONS THERE WAS NONE TO BE HAD SO I TOOK CARE OF HIM MYSELF,"Dr. Sipreese does not mean to bring my soldier but a regular physician made out of Senthitruper. Oh, correct me, again correcting yourself. For the best of all reasons, there was none to be had, so I took care of him myself.",0.12956312899996192,4.456803752999804,0.47545382299995254,5.061820704999718,0.008327883466437107,0.28646840018638964,0.030560577397114142,0.3253568610499409,1
229,mic_fileid_229_doa100_3spk.wav,16.725625,3,"13,97,201",1,97,0.05301559428654353,enhanced_fileid_229_pred97_idx1_loudest.wav,100,3.0,text_fileid_229_doa100_spk1.txt,0.0,0,35,AGAINST THE EMPEROR FERDINAND HITHERTO THE MOST FORTUNATE MONARCH OF HIS AGE WHO HAD SUBDUED AND ASTONISHED GERMANY BY THE RAPIDITY OF HIS VICTORIES DEEP IMPRESSIONS THEY SAW MUST BE MADE BY THE ENGLISH SWORD,"Against the Emperor Ferdinand, hitherto the most fortunate monarch of his age, who had subdued and astonished Germany by the rapidity of his victories. Deep impressions they saw must be made by the English sword.",0.1368358720001197,4.8829129369996735,0.41791501099987727,5.4376638199996705,0.00818121128508619,0.2919420312843121,0.02498651087776255,0.32510975344716087,1
230,mic_fileid_230_doa73_3spk.wav,16.50125,3,"74,212,343",0,74,0.04470059755730963,enhanced_fileid_230_pred74_idx0_loudest.wav,73,1.0,text_fileid_230_doa73_spk1.txt,0.0625,3,48,I MET THEM YESTERDAY AS THEY WERE COMING INTO THE CITY THEY WERE IN A DEPLORABLE CONDITION AND IT MOVED ME THE MORE BECAUSE I THOUGHT THEY WERE PERSONS OF RANK THROUGH ALL THE RAGS THAT COVERED THEM NOTWITHSTANDING THE IMPRESSION THE SUN HAS MADE ON THEIR FACES,"I met them yesterday as they were coming into the city. They were in a deplorable condition, and it moved me the more because I thought they were persons of rank. Through all the rags that covered them, that was standing the impression the sun has made on their faces.",0.13585254999998142,4.896405579000202,0.477340040999934,5.5095981700001175,0.008232864176955165,0.2967293737747263,0.028927507976664435,0.3338897459283459,1
231,mic_fileid_231_doa125_3spk.wav,15.902375,3,"77,203,329",2,329,0.0830144903332244,enhanced_fileid_231_pred329_idx2_loudest.wav,328,1.0,text_fileid_231_doa328_spk1.txt,0.05263157894736842,2,38,A CERTAIN SMALL RANK IS PROCURED FOR THEM THROUGH THE INTERVENTION OF THE REPRESENTATIVES OF THE ABOVE NOBLE FAMILIES WHO ON THE ISSUING OF THE REQUIRED PATENT RECEIVE AS THEIR PERQUISITE A FEE WHICH ALTHOUGH INSIGNIFICANT IN ITSELF,"A certain small rank is procured for them through the intervention of the representatives of the above noble families, who on the issuing of the required patent, receive as their prerequisite a fee, wish although insignificant in itself.",0.130888055000014,4.620676788999845,0.3849805419999939,5.136545385999852,0.008230723712653865,0.2905652010470037,0.02420899658069904,0.3230049213403566,1
232,mic_fileid_232_doa59_3spk.wav,16.903375,3,"41,57,340",2,340,0.03379231015016736,enhanced_fileid_232_pred340_idx2_loudest.wav,339,1.0,text_fileid_232_doa339_spk1.txt,0.027777777777777776,1,36,BUT NOW THE ATTEMPT HAD BEEN MADE AND WORDS HAD BEEN FORCED FROM LILY'S LIPS THE SPEAKING OF WHICH WOULD NEVER BE FORGOTTEN BY HERSELF I KNEW THAT IT WOULD BE SO SAID JOHN AH YES,"But now the attempt had been made, and words had been forced from Lily's lips, the speaking of which she would never be forgotten by herself. I knew that it would be so, said John. Ah, yes.",0.14151247500012687,5.030536046000179,0.4395767440000782,5.611625265000384,0.008371847338187011,0.2976054217574999,0.026005264865748893,0.3319825339614358,1
233,mic_fileid_233_doa132_3spk.wav,16.79575,3,"119,202,325",1,202,0.05304824918573782,enhanced_fileid_233_pred202_idx1_loudest.wav,203,1.0,text_fileid_233_doa203_spk1.txt,0.09433962264150944,5,53,I TOLD HER THAT AT THE FOREST INN THE LANDLORD FOUND US IN BOARD AND LODGING VERY WELL THEN SAID SHE I WILL DO THE SAME WHEN DO YOU PROPOSE TO COMMENCE TO NIGHT SAID I THEN SAID SHE I'LL TELL THE OSTLER TO LIGHT UP THE ROOM AND GET YOUR STAGE READY,"I told her that at the forest inn the landlord found us in Borden lodging. Very well then said she, I will do the same. When do you propose to commence? Tonight, said I. Then said she, I'll tell the Osport to light up the room and get your stage ready.",0.1409797310002432,4.906901711000046,0.5522531359997629,5.600134578000052,0.008393774079766797,0.2921513901433425,0.032880528467008785,0.3334256926901181,1
234,mic_fileid_234_doa1_3spk.wav,17.285,3,"2,85,220",1,85,0.06007788171868437,enhanced_fileid_234_pred85_idx1_loudest.wav,89,4.0,text_fileid_234_doa89_spk1.txt,0.17543859649122806,10,57,AS IT WAS TO THE MEN ABOUT HIM THE GREEDY THING IN HIM WANTED TO MAKE MONEY FASTER THAN IT COULD BE MADE BY TILLING THE LAND MORE THAN ONCE HE WENT INTO WINESBURG TO TALK WITH HIS SON IN LAW JOHN HARDY ABOUT IT YOU ARE A BANKER AND YOU WILL HAVE CHANCES I NEVER HAD,as it was to the men about him. The gritty thing in him wanted to make money faster than it could be made by telling the land. More than once he went into Weinsberg to talk with his son-in-law John Hardy about it. You're a banker and you only have choices I never had.,0.15049285999975837,5.137241584999629,0.562923985999987,5.850658430999374,0.008706558287518562,0.29720807549896605,0.03256719618165965,0.3384818299681443,1
235,mic_fileid_235_doa20_3spk.wav,17.6405,3,"17,120,206",2,206,0.05602805553393994,enhanced_fileid_235_pred206_idx2_loudest.wav,209,3.0,text_fileid_235_doa209_spk1.txt,0.07692307692307693,3,39,MISTER DINSMORE PASSED OUT OF ONE DOOR WHILE ELSIE LEFT BY THE OTHER THE THREE LITTLE GIRLS LOOKED INQUIRINGLY INTO EACH OTHER'S FACES WHAT IS THE MATTER WHAT HAS ELSIE DONE ASKED CARRY IN A WHISPER I DON'T KNOW,"Mr. Tindmore passed out of one door while Elsie left by the other. The three little girls looked inquiringly into each other's faces. What is the matter? What has Elsie done, asked Carrie in a whisper? I don't know.",0.15778316699970674,5.32673240899976,0.4794841660000202,5.963999741999487,0.008944370454335576,0.30196039845808,0.02718087163062386,0.3380856405430394,1
236,mic_fileid_236_doa56_3spk.wav,15.906,3,"29,54,188",2,188,0.05390251163540504,enhanced_fileid_236_pred188_idx2_loudest.wav,189,1.0,text_fileid_236_doa189_spk1.txt,0.07317073170731707,3,41,ON THE SUMMIT OF WHICH THEY LEFT HER ALONE AND WITH SORROWFUL HEARTS RETURNED HOME WHILE PSYCHE STOOD ON THE RIDGE OF THE MOUNTAIN PANTING WITH FEAR AND WITH EYES FULL OF TEARS THE GENTLE ZEPHYR RAISED HER FROM THE EARTH,"On the summit of which they left her alone, and the sorrowful hearts returned home. While Psyche stood on the ridge of the mountain, panting with fear and with eyes full of tears, the gentle lover raced her from the earth.",0.14019197800007532,4.637218615000165,0.44655673800025397,5.223967331000495,0.008813779580037427,0.29153895479694236,0.02807473519428228,0.32842746957126207,1
237,mic_fileid_237_doa41_3spk.wav,16.51875,3,"42,84,199",0,42,0.05459098201764538,enhanced_fileid_237_pred42_idx0_loudest.wav,41,1.0,text_fileid_237_doa41_spk1.txt,0.2765957446808511,13,47,COME AS OFTEN AS YOU LIKE REPLIED PEWEE THE OFTENER THE BETTER BACK IN THE OLD BRIAR PATCH PETER THOUGHT OVER ALL HE HAD LEARNED ABOUT THE FLYCATCHER FAMILY AND AS HE RECALLED HOW THEY WERE FOREVER CATCHING ALL SORTS OF FLYING INSECTS IT SUDDENLY STRUCK HIM,"Comes often as you like or fly P.O.E. The often or the better. Back in the old Briar patch, P.O.E. thought over all he had learned about the fly catcher family, and as he recalled how they were forever catching all sorts of flies and insects, and suddenly struck him.",0.13629351999998107,4.829003915000158,0.630743383999743,5.596040818999882,0.008250837381762001,0.29233470541052786,0.03818348143774456,0.3387690242300344,1
238,mic_fileid_238_doa19_3spk.wav,17.021625,3,"18,21,152",2,152,0.030896435709998896,enhanced_fileid_238_pred152_idx2_loudest.wav,155,3.0,text_fileid_238_doa155_spk1.txt,0.125,5,40,THERE IS ONE OF THE FAMILY HERE TO DAY ON ON BUSINESS SHE SAID AT LAST IF YOU WILL GIVE ME YOUR NAME I WILL ASK IF THAT PERSON WOULD LIKE TO SEE YOU OH THAT IS HARDLY WORTH WHILE,"There is one of the family here today on business, she said at last. If you will give me your name, I will ask if that person would like to see you. Oh, that is hardly worthwhile.",0.15760609799963277,5.072437723999883,0.3940110239996102,5.624054845999126,0.009259168733868403,0.29799961660534074,0.023147673856027857,0.330406459195237,1
239,mic_fileid_239_doa4_3spk.wav,16.811625,3,"7,91,158",1,91,0.04794945880251365,enhanced_fileid_239_pred91_idx1_loudest.wav,94,3.0,text_fileid_239_doa94_spk1.txt,0.0,0,35,HE IS IN THE LINE OF ALL THOSE TRAMPS AND STAGE IRISHMEN WHO HAVE GONE THROUGH LIFE WITH SO FINE A SWAGGER OF WORDS THIS ONLY MEANS THAT IN HIS LIFE HE IS AN ARTIST,He is in the line of all those tramps and stage Irishmen who have gone through life with so fine a swagger of words. This only means that in his life he is an artist.,0.144148094999764,4.899813494999762,0.3522458339998593,5.396207423999385,0.008574310633253122,0.29145388949609347,0.020952515536116188,0.32098071566546277,1
240,mic_fileid_240_doa116_3spk.wav,17.00875,3,"121,206,353",0,121,0.042010792308401115,enhanced_fileid_240_pred121_idx0_loudest.wav,116,5.0,text_fileid_240_doa116_spk1.txt,0.20833333333333334,10,48,PUT HER INTO A CARRIAGE AND MINISTERED TO HER WANTS WITH THE HELP OF A TEA BASKET CONTAINING THE DELICIOUS NOVELTY OF ENGLISH BREAD AND BUTTER IN HALF AN HOUR'S TIME THEY WERE STEAMING HURRIEDLY TOWARDS LONDON SHE WAS TO LODGE AT A SMALL HOTEL IN JERMYN STREET,"Put her into a carriage and minister chair once with the help of a tea basket containing the delicious and the phobia of English bread and butter. In half an hour's time, they were steaming hurriedly toward London. She was to launch at a small hotel in Jarrett Street.",0.15173222600014924,5.094438809000167,0.5089997390000462,5.755170774000362,0.008920833453378364,0.2995187070772495,0.0299257581538941,0.3383652986845219,1
241,mic_fileid_241_doa46_3spk.wav,17.616625,3,"42,195,319",2,319,0.07122630259442714,enhanced_fileid_241_pred319_idx2_loudest.wav,314,5.0,text_fileid_241_doa314_spk1.txt,0.021739130434782608,1,46,WHAT WAS MY DUTY TO DO AND I STATED THE ARGUMENTS WITH WHICH MY BROTHER HAD PRESSED ME TO GO INTO THE COUNTRY AND I SET AGAINST THEM THE STRONG IMPRESSIONS WHICH I HAD ON MY MIND FOR STAYING THE VISIBLE CALL I SEEMED TO HAVE,What was my duty to do? And I stated the arguments with which my brother had pressed me to go into the country. And I said against them the strong impressions which I had on my mind for staying. The visible call I seemed to have...,0.1693543689998478,5.284235048000028,0.45150797300038903,5.905097390000265,0.009613326559420309,0.2999572873918828,0.025629652274507125,0.3352002662258103,1
242,mic_fileid_242_doa20_3spk.wav,17.1795,3,"19,104,184",2,184,0.054019983965984716,enhanced_fileid_242_pred184_idx2_loudest.wav,182,2.0,text_fileid_242_doa182_spk1.txt,0.3333333333333333,13,39,AND EVERY KNIGHT SHALL HAVE A SQUIRE AND TWO YEOMAN AND ALL WELL HORSED FOR THUS IT CHANCED ONE MORN WHEN ALL THE COURT GREEN SUITED BUT WITH PLUMES THAT MOCK'D THE MAY HAD BEEN THEIR WONT A MAYING,"And every night shall have a squire and two yeomen, and all well-horst. For thus it janced one more when all the court-greens soon did but with plumes that mugged the may, had been there won't amaing.",0.13923652399989805,5.1091605679994245,0.45821109900043666,5.706608190999759,0.00810480654267575,0.29739867679498383,0.026671969440346728,0.3321754527780063,1
243,mic_fileid_243_doa137_3spk.wav,18.450625,3,"106,136,171",2,171,0.06627169305618609,enhanced_fileid_243_pred171_idx2_loudest.wav,169,2.0,text_fileid_243_doa169_spk1.txt,0.05555555555555555,2,36,FIND SOMEONE IN TROUBLE AND CHEER THEM ENCOURAGE THEM HELP THEM AND YOU WILL DELIVER YOURSELF YOU WILL COMFORT YOURSELF WHEN YOU COMFORT ANOTHER YOU CANNOT LOSE A LOVED ONE THO ABSENT FROM THE EARTH PLANE,"Find someone in trouble and cheer them. Encourage them. Help them. And you will deliver yourself. You will comfort yourself when you comfort another. You cannot lose a loved one, though absent from the Earth playing.",0.17224912399979075,5.69656994900015,0.3830065150000337,6.251825587999974,0.009335679631437459,0.30874671990787034,0.0207584575048289,0.3388408570441367,1
244,mic_fileid_244_doa170_3spk.wav,16.22675,3,"171,239,306",2,306,0.09403423359502969,enhanced_fileid_244_pred306_idx2_loudest.wav,301,5.0,text_fileid_244_doa301_spk1.txt,0.02631578947368421,1,38,BUT WHICH ARE NECESSARY TO MAKE UP THE TRUE CHARACTER OF A PIRATE THE HISTORIAN JOHN SEEMS TO HAVE BEEN VERY MUCH CUT UP BY THE MANNER IN WHICH HIS FAVORITE HERO HAD ROUNDED OFF HIS PIRATICAL CAREER,But which are necessary to make up the true character of a pirate? The historian John seems to have been very much caught up by the manner in which his favorite hero had rounded off his piratical career.,0.1794932009997865,4.6678544110000075,0.3717206979999901,5.219068309999784,0.011061561988678355,0.2876641601676249,0.02290789578935955,0.3216336179456628,1
245,mic_fileid_245_doa25_3spk.wav,17.779875,3,"18,24,28",0,18,0.05425360221996929,enhanced_fileid_245_pred18_idx0_loudest.wav,25,7.0,text_fileid_245_doa25_spk1.txt,0.6666666666666666,32,48,AND ENDEAVOURED TO COMFORT THEM THEY TREATED THEM AS WELL AS THEIR POVERTY WOULD PERMIT TOOK OFF THEIR HORSE HAIR SHIFTS WHICH WERE VERY UNEASY TO THEM AND PUT ON THEM OTHERS WHICH THEY GAVE THEM WITH SHOES AND SOMETHING TO COVER THEIR HEADS AND SAVE THEIR HAIR,"They don't accept the fact that they treated them as well as they're causing them to get. They've lost their fortitude, which was merely a few days ago, and put on their mother with their gaze up, which soon turned something to cover their heads, and placed their hair.",0.174800833000063,5.382597882999562,0.500198162000288,6.057596877999913,0.009831387059811332,0.30273541759993033,0.028132827817984547,0.3406996324777262,1
246,mic_fileid_246_doa28_3spk.wav,17.06425,3,"27,136,352",0,27,0.051530285995538355,enhanced_fileid_246_pred27_idx0_loudest.wav,28,1.0,text_fileid_246_doa28_spk1.txt,0.11627906976744186,5,43,LUKASHKA WENT UP TO THE SPEAKER AND SAT DOWN OF WHAT VILLAGE ASKED HE FROM THERE IN THE HILLS REPLIED THE SCOUT POINTING TO THE MISTY BLUISH GORGE BEYOND THE TEREK DO YOU KNOW SUUK SU IT IS ABOUT EIGHT MILES BEYOND THAT,"Lukashka went up to the speaker and sat down. ""'A what village?' asked he. ""'From there in the hills,' replied the scout, pointing to the misty blueish gorge beyond the Therekk. ""'Do you know Tsuksu? It is about eight miles beyond that.'",0.14058397400003741,5.059646895999322,0.5684661589998541,5.768697028999213,0.008238508812285182,0.29650567097876096,0.033313281216569963,0.3380574610076161,1
