fileid,chunk_count,chunk_indices,chunk_mic_files,audio_start_sec,audio_end_sec,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,input_audio_mode,reference_text,hypothesis_text,wer,edit_distance,ref_words,hypothesis_text_cleaned,wer_cleaned,edit_distance_cleaned,ref_words_cleaned
227,3,"1,2,3",mic_fileid_227_doa143_3spk_1.wav|mic_fileid_227_doa143_3spk_2.wav|mic_fileid_227_doa143_3spk_3.wav,3952.0,3964.0,12.0,143,text_fileid_227_doa143_spk1.txt,mean_all_channels,AND FOR THAT VERY REASON I QUITE CONTENTEDLY OCCUPIED THE LOWEST IN REALITY EITHER TO BE A HERO OR TO GROVEL IN THE MUD THERE WAS NOTHING BETWEEN,"Either to be a hero or to grow from in the bud. There was nothing to be a spirit . It seems to me. Well, Dr. Sidreeves does not mean a regular soldier, but a regular physician, Madame Sidreeves.",1.1785714285714286,33,28,"Either to be a hero or to grow from in the bud. There was nothing to be a spirit. It seems to me. Well, Dr. Sidreeves does not mean a regular soldier, but a regular physician, Madame Sidreeves.",1.1785714285714286,33,28
228,4,"1,2,3,4",mic_fileid_228_doa105_3spk_1.wav|mic_fileid_228_doa105_3spk_2.wav|mic_fileid_228_doa105_3spk_3.wav|mic_fileid_228_doa105_3spk_4.wav,3964.0,3980.0,16.0,300,text_fileid_228_doa300_spk1.txt,mean_all_channels,DOCTOR SITGREAVES DOES NOT MEAN A RIG'LAR SOLDIER BUT A REGULAR PHYSICIAN MADAM SAID THE TROOPER OH CRIED THE MAIDEN AGAIN CORRECTING HERSELF FOR THE BEST OF ALL REASONS THERE WAS NONE TO BE HAD SO I TOOK CARE OF HIM MYSELF,"Oh, President Meadon, again directing herself. For the best of all reasons, it was done to be had, so I took care of him myself. [ BLANK_AUDIO ] ]]]",0.5476190476190477,23,42,"Oh, President Meadon, again directing herself. For the best of all reasons, it was done to be had, so I took care of him myself.",0.5238095238095238,22,42
229,4,"1,2,3,4",mic_fileid_229_doa100_3spk_1.wav|mic_fileid_229_doa100_3spk_2.wav|mic_fileid_229_doa100_3spk_3.wav|mic_fileid_229_doa100_3spk_4.wav,3980.0,3996.0,16.0,100,text_fileid_229_doa100_spk1.txt,mean_all_channels,AGAINST THE EMPEROR FERDINAND HITHERTO THE MOST FORTUNATE MONARCH OF HIS AGE WHO HAD SUBDUED AND ASTONISHED GERMANY BY THE RAPIDITY OF HIS VICTORIES DEEP IMPRESSIONS THEY SAW MUST BE MADE BY THE ENGLISH SWORD,"to his age, and he subdued and established Germany . You had taken the command of the French Army. The people of question still must be made by the English sword . I met them yesterday as they were coming into the city. They ran out of depl orable conditions and it would be the",1.3714285714285714,48,35,"to his age, and he subdued and established Germany. You had taken the command of the French Army. The people of question still must be made by the English sword. I met them yesterday as they were coming into the city. They ran out of depl orable conditions and it would be the",1.3714285714285714,48,35
230,4,"1,2,3,4",mic_fileid_230_doa73_3spk_1.wav|mic_fileid_230_doa73_3spk_2.wav|mic_fileid_230_doa73_3spk_3.wav|mic_fileid_230_doa73_3spk_4.wav,3996.0,4012.0,16.0,73,text_fileid_230_doa73_spk1.txt,mean_all_channels,I MET THEM YESTERDAY AS THEY WERE COMING INTO THE CITY THEY WERE IN A DEPLORABLE CONDITION AND IT MOVED ME THE MORE BECAUSE I THOUGHT THEY WERE PERSONS OF RANK THROUGH ALL THE RAGS THAT COVERED THEM NOTWITHSTANDING THE IMPRESSION THE SUN HAS MADE ON THEIR FACES,"more because I thought they were innocent to Frank through all the rags that covered that, notwithstanding the impression the sun has made on their faces . A certain small rev will be used for them to be the intervention of the representatives of the",0.8958333333333334,43,48,"more because I thought they were innocent to Frank through all the rags that covered that, notwithstanding the impression the sun has made on their faces. A certain small rev will be used for them to be the intervention of the representatives of the",0.8958333333333334,43,48
231,4,"1,2,3,4",mic_fileid_231_doa125_3spk_1.wav|mic_fileid_231_doa125_3spk_2.wav|mic_fileid_231_doa125_3spk_3.wav|mic_fileid_231_doa125_3spk_4.wav,4012.0,4028.0,16.0,328,text_fileid_231_doa328_spk1.txt,mean_all_channels,A CERTAIN SMALL RANK IS PROCURED FOR THEM THROUGH THE INTERVENTION OF THE REPRESENTATIVES OF THE ABOVE NOBLE FAMILIES WHO ON THE ISSUING OF THE REQUIRED PATENT RECEIVE AS THEIR PERQUISITE A FEE WHICH ALTHOUGH INSIGNIFICANT IN ITSELF,"global families who on the issuing of the required present to see as their prerequisites a fee, which although insignificant in itself. By now the attempt has been made and words have been forced on the release of this, the city in",1.0789473684210527,41,38,"global families who on the issuing of the required present to see as their prerequisites a fee, which although insignificant in itself. By now the attempt has been made and words have been forced on the release of this, the city in",1.0789473684210527,41,38
232,5,"1,2,3,4,5",mic_fileid_232_doa59_3spk_1.wav|mic_fileid_232_doa59_3spk_2.wav|mic_fileid_232_doa59_3spk_3.wav|mic_fileid_232_doa59_3spk_4.wav|mic_fileid_232_doa59_3spk_5.wav,4028.0,4048.0,20.0,339,text_fileid_232_doa339_spk1.txt,mean_all_channels,BUT NOW THE ATTEMPT HAD BEEN MADE AND WORDS HAD BEEN FORCED FROM LILY'S LIPS THE SPEAKING OF WHICH WOULD NEVER BE FORGOTTEN BY HERSELF I KNEW THAT IT WOULD BE SO SAID JOHN AH YES,"the woods would never be forgotten by itself . I knew that it would be something more important than caring. I guess. And I'm going to show you some of the most particular syllables. I told you that I'm sure it st ings a landlord artist in the project . Very well done, Z",1.3611111111111112,49,36,"the woods would never be forgotten by itself. I knew that it would be something more important than caring. I guess. And I'm going to show you some of the most particular syllables. I told you that I'm sure it st ings a landlord artist in the project. Very well done, Z",1.3611111111111112,49,36
233,5,"1,2,3,4,5",mic_fileid_233_doa132_3spk_1.wav|mic_fileid_233_doa132_3spk_2.wav|mic_fileid_233_doa132_3spk_3.wav|mic_fileid_233_doa132_3spk_4.wav|mic_fileid_233_doa132_3spk_5.wav,4048.0,4068.0,20.0,203,text_fileid_233_doa203_spk1.txt,mean_all_channels,I TOLD HER THAT AT THE FOREST INN THE LANDLORD FOUND US IN BOARD AND LODGING VERY WELL THEN SAID SHE I WILL DO THE SAME WHEN DO YOU PROPOSE TO COMMENCE TO NIGHT SAID I THEN SAID SHE I'LL TELL THE OSTLER TO LIGHT UP THE ROOM AND GET YOUR STAGE READY,"ygin. I will do the same for you . Six metres across it's a torn from the side. Only four metres were left to be on board. Thanks for your work. As opposed to the male object , the greedy thing wanted to be faster than he would have",0.9622641509433962,51,53,"ygin. I will do the same for you. Six metres across it's a torn from the side. Only four metres were left to be on board. Thanks for your work. As opposed to the male object, the greedy thing wanted to be faster than he would have",0.9622641509433962,51,53
234,5,"1,2,3,4,5",mic_fileid_234_doa1_3spk_1.wav|mic_fileid_234_doa1_3spk_2.wav|mic_fileid_234_doa1_3spk_3.wav|mic_fileid_234_doa1_3spk_4.wav|mic_fileid_234_doa1_3spk_5.wav,4068.0,4088.0,20.0,89,text_fileid_234_doa89_spk1.txt,mean_all_channels,AS IT WAS TO THE MEN ABOUT HIM THE GREEDY THING IN HIM WANTED TO MAKE MONEY FASTER THAN IT COULD BE MADE BY TILLING THE LAND MORE THAN ONCE HE WENT INTO WINESBURG TO TALK WITH HIS SON IN LAW JOHN HARDY ABOUT IT YOU ARE A BANKER AND YOU WILL HAVE CHANCES I NEVER HAD,made until I had him . I want you in the wind room to play with your son-in-law John . You were a banker and you only have choices I never had . Mr. Dinswell passed out of the door while Elstein left by the other . They had the three little girls looked,0.9649122807017544,55,57,made until I had him. I want you in the wind room to play with your son-in-law John. You were a banker and you only have choices I never had. Mr. Dinswell passed out of the door while Elstein left by the other. They had the three little girls looked,0.9649122807017544,55,57
235,5,"1,2,3,4,5",mic_fileid_235_doa20_3spk_1.wav|mic_fileid_235_doa20_3spk_2.wav|mic_fileid_235_doa20_3spk_3.wav|mic_fileid_235_doa20_3spk_4.wav|mic_fileid_235_doa20_3spk_5.wav,4088.0,4108.0,20.0,209,text_fileid_235_doa209_spk1.txt,mean_all_channels,MISTER DINSMORE PASSED OUT OF ONE DOOR WHILE ELSIE LEFT BY THE OTHER THE THREE LITTLE GIRLS LOOKED INQUIRINGLY INTO EACH OTHER'S FACES WHAT IS THE MATTER WHAT HAS ELSIE DONE ASKED CARRY IN A WHISPER I DON'T KNOW,"entirely into each other's faces . What is the matter with what has Bosse done to fast carry in Endisburg? I don't know. Time of the trial. [BLANK On the summer of which, then, like, you are low, and the sorrowful heart may turn home.",1.1025641025641026,43,39,"entirely into each other's faces. What is the matter with what has Bosse done to fast carry in Endisburg? I don't know. Time of the trial. BLANK On the summer of which, then, like, you are low, and the sorrowful heart may turn home.",1.1025641025641026,43,39
236,4,"1,2,3,4",mic_fileid_236_doa56_3spk_1.wav|mic_fileid_236_doa56_3spk_2.wav|mic_fileid_236_doa56_3spk_3.wav|mic_fileid_236_doa56_3spk_4.wav,4108.0,4124.0,16.0,189,text_fileid_236_doa189_spk1.txt,mean_all_channels,ON THE SUMMIT OF WHICH THEY LEFT HER ALONE AND WITH SORROWFUL HEARTS RETURNED HOME WHILE PSYCHE STOOD ON THE RIDGE OF THE MOUNTAIN PANTING WITH FEAR AND WITH EYES FULL OF TEARS THE GENTLE ZEPHYR RAISED HER FROM THE EARTH,"While the budget is due to the rig of the mountain , it is a fear of its eyes , of its skin, the gentle breath of a race, and of the earth . This happens with microflag puny, just off the bottom. Back in the old bri",1.0,41,41,"While the budget is due to the rig of the mountain, it is a fear of its eyes, of its skin, the gentle breath of a race, and of the earth. This happens with microflag puny, just off the bottom. Back in the old bri",1.0,41,41
237,5,"1,2,3,4,5",mic_fileid_237_doa41_3spk_1.wav|mic_fileid_237_doa41_3spk_2.wav|mic_fileid_237_doa41_3spk_3.wav|mic_fileid_237_doa41_3spk_4.wav|mic_fileid_237_doa41_3spk_5.wav,4124.0,4144.0,20.0,41,text_fileid_237_doa41_spk1.txt,mean_all_channels,COME AS OFTEN AS YOU LIKE REPLIED PEWEE THE OFTENER THE BETTER BACK IN THE OLD BRIAR PATCH PETER THOUGHT OVER ALL HE HAD LEARNED ABOUT THE FLYCATCHER FAMILY AND AS HE RECALLED HOW THEY WERE FOREVER CATCHING ALL SORTS OF FLYING INSECTS IT SUDDENLY STRUCK HIM,"ar task, you were thought over all, and you're just worried about the fly catcher family, and as you were calling out, they were forever catching all sorts of flying insects . It certainly struck him. [BLANK_ AUDIO PLAYBACK - There is one of the family to dance. - And I have",0.9148936170212766,43,47,"ar task, you were thought over all, and you're just worried about the fly catcher family, and as you were calling out, they were forever catching all sorts of flying insects. It certainly struck him. BLANK_ AUDIO PLAYBACK - There is one of the family to dance. - And I have",0.9148936170212766,43,47
238,4,"1,2,3,4",mic_fileid_238_doa19_3spk_1.wav|mic_fileid_238_doa19_3spk_2.wav|mic_fileid_238_doa19_3spk_3.wav|mic_fileid_238_doa19_3spk_4.wav,4144.0,4160.0,16.0,155,text_fileid_238_doa155_spk1.txt,mean_all_channels,THERE IS ONE OF THE FAMILY HERE TO DAY ON ON BUSINESS SHE SAID AT LAST IF YOU WILL GIVE ME YOUR NAME I WILL ASK IF THAT PERSON WOULD LIKE TO SEE YOU OH THAT IS HARDLY WORTH WHILE,"seen that name really. - You will give me a name . I will ask you . I seldom attempted to see them look up to twice in a week . Oh, that is hardly worthwhile . He is in the line. All those tramps at State Diversaries will come to life with so",1.2,48,40,"seen that name really. - You will give me a name. I will ask you. I seldom attempted to see them look up to twice in a week. Oh, that is hardly worthwhile. He is in the line. All those tramps at State Diversaries will come to life with so",1.2,48,40
239,4,"1,2,3,4",mic_fileid_239_doa4_3spk_1.wav|mic_fileid_239_doa4_3spk_2.wav|mic_fileid_239_doa4_3spk_3.wav|mic_fileid_239_doa4_3spk_4.wav,4160.0,4176.0,16.0,94,text_fileid_239_doa94_spk1.txt,mean_all_channels,HE IS IN THE LINE OF ALL THOSE TRAMPS AND STAGE IRISHMEN WHO HAVE GONE THROUGH LIFE WITH SO FINE A SWAGGER OF WORDS THIS ONLY MEANS THAT IN HIS LIFE HE IS AN ARTIST,much work. This only means that you have a life that's not ours. That's the best thing. Yeah . But are you a carriage and minister to anyone who is a helpful person to you?,1.0,35,35,much work. This only means that you have a life that's not ours. That's the best thing. Yeah. But are you a carriage and minister to anyone who is a helpful person to you?,1.0,35,35
240,5,"1,2,3,4,5",mic_fileid_240_doa116_3spk_1.wav|mic_fileid_240_doa116_3spk_2.wav|mic_fileid_240_doa116_3spk_3.wav|mic_fileid_240_doa116_3spk_4.wav|mic_fileid_240_doa116_3spk_5.wav,4176.0,4196.0,20.0,116,text_fileid_240_doa116_spk1.txt,mean_all_channels,PUT HER INTO A CARRIAGE AND MINISTERED TO HER WANTS WITH THE HELP OF A TEA BASKET CONTAINING THE DELICIOUS NOVELTY OF ENGLISH BREAD AND BUTTER IN HALF AN HOUR'S TIME THEY WERE STEAMING HURRIEDLY TOWARDS LONDON SHE WAS TO LODGE AT A SMALL HOTEL IN JERMYN STREET,bread and butter in half an hour's time after the war in London. She was to large at a small hotel in German Street. What was my purpose? And I stated the arguments with which my brother had pressed me,0.9583333333333334,46,48,bread and butter in half an hour's time after the war in London. She was to large at a small hotel in German Street. What was my purpose? And I stated the arguments with which my brother had pressed me,0.9583333333333334,46,48
241,5,"1,2,3,4,5",mic_fileid_241_doa46_3spk_1.wav|mic_fileid_241_doa46_3spk_2.wav|mic_fileid_241_doa46_3spk_3.wav|mic_fileid_241_doa46_3spk_4.wav|mic_fileid_241_doa46_3spk_5.wav,4196.0,4216.0,20.0,314,text_fileid_241_doa314_spk1.txt,mean_all_channels,WHAT WAS MY DUTY TO DO AND I STATED THE ARGUMENTS WITH WHICH MY BROTHER HAD PRESSED ME TO GO INTO THE COUNTRY AND I SET AGAINST THEM THE STRONG IMPRESSIONS WHICH I HAD ON MY MIND FOR STAYING THE VISIBLE CALL I SEEMED TO HAVE,"to go into the country. And I said against them the strong impression which I had on my mind for staying. The visible call I seem to have. And every night, she'll have a squ ire and two yeolma and all well holds.",0.782608695652174,36,46,"to go into the country. And I said against them the strong impression which I had on my mind for staying. The visible call I seem to have. And every night, she'll have a squ ire and two yeolma and all well holds.",0.782608695652174,36,46
242,4,"1,2,3,4",mic_fileid_242_doa20_3spk_1.wav|mic_fileid_242_doa20_3spk_2.wav|mic_fileid_242_doa20_3spk_3.wav|mic_fileid_242_doa20_3spk_4.wav,4216.0,4232.0,16.0,182,text_fileid_242_doa182_spk1.txt,mean_all_channels,AND EVERY KNIGHT SHALL HAVE A SQUIRE AND TWO YEOMAN AND ALL WELL HORSED FOR THUS IT CHANCED ONE MORN WHEN ALL THE COURT GREEN SUITED BUT WITH PLUMES THAT MOCK'D THE MAY HAD BEEN THEIR WONT A MAYING,"That's a chance to one more . Oh, it's called green sujebi. It's a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful , a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, and you will deliver yourself",3.1025641025641026,121,39,"That's a chance to one more. Oh, it's called green sujebi. It's a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, a beautiful, and you will deliver yourself",3.1025641025641026,121,39
243,5,"1,2,3,4,5",mic_fileid_243_doa137_3spk_1.wav|mic_fileid_243_doa137_3spk_2.wav|mic_fileid_243_doa137_3spk_3.wav|mic_fileid_243_doa137_3spk_4.wav|mic_fileid_243_doa137_3spk_5.wav,4232.0,4252.0,20.0,169,text_fileid_243_doa169_spk1.txt,mean_all_channels,FIND SOMEONE IN TROUBLE AND CHEER THEM ENCOURAGE THEM HELP THEM AND YOU WILL DELIVER YOURSELF YOU WILL COMFORT YOURSELF WHEN YOU COMFORT ANOTHER YOU CANNOT LOSE A LOVED ONE THO ABSENT FROM THE EARTH PLANE,and comfort another . You cannot lose a lost one though absent from the earth plane. [BLANK_AUDIO] What picture is necessary to make up the true character of a pirate . The historian John,0.9444444444444444,34,36,and comfort another. You cannot lose a lost one though absent from the earth plane. What picture is necessary to make up the true character of a pirate. The historian John,0.9444444444444444,34,36
244,4,"1,2,3,4",mic_fileid_244_doa170_3spk_1.wav|mic_fileid_244_doa170_3spk_2.wav|mic_fileid_244_doa170_3spk_3.wav|mic_fileid_244_doa170_3spk_4.wav,4252.0,4268.0,16.0,301,text_fileid_244_doa301_spk1.txt,mean_all_channels,BUT WHICH ARE NECESSARY TO MAKE UP THE TRUE CHARACTER OF A PIRATE THE HISTORIAN JOHN SEEMS TO HAVE BEEN VERY MUCH CUT UP BY THE MANNER IN WHICH HIS FAVORITE HERO HAD ROUNDED OFF HIS PIRATICAL CAREER,seems to have been very much proud of by the manner in which his favorite hero had rounded off his pir atical career. And then we turn to commerce. They treat it that way as well as their comedy would prevent it.,1.0263157894736843,39,38,seems to have been very much proud of by the manner in which his favorite hero had rounded off his pir atical career. And then we turn to commerce. They treat it that way as well as their comedy would prevent it.,1.0263157894736843,39,38
245,5,"1,2,3,4,5",mic_fileid_245_doa25_3spk_1.wav|mic_fileid_245_doa25_3spk_2.wav|mic_fileid_245_doa25_3spk_3.wav|mic_fileid_245_doa25_3spk_4.wav|mic_fileid_245_doa25_3spk_5.wav,4268.0,4288.0,20.0,25,text_fileid_245_doa25_spk1.txt,mean_all_channels,AND ENDEAVOURED TO COMFORT THEM THEY TREATED THEM AS WELL AS THEIR POVERTY WOULD PERMIT TOOK OFF THEIR HORSE HAIR SHIFTS WHICH WERE VERY UNEASY TO THEM AND PUT ON THEM OTHERS WHICH THEY GAVE THEM WITH SHOES AND SOMETHING TO COVER THEIR HEADS AND SAVE THEIR HAIR,"They took off their horse airships, which were very ugly , and put on others which they gave them, which she would like to cover their heads and save their hair. -Operators. Lukashka went up to the speaker and sat down, ""What village ?"" As he made a tree from there",0.8958333333333334,43,48,"They took off their horse airships, which were very ugly, and put on others which they gave them, which she would like to cover their heads and save their hair. -Operators. Lukashka went up to the speaker and sat down,""What village?""As he made a tree from there",0.8541666666666666,41,48
246,5,"1,2,3,4,5",mic_fileid_246_doa28_3spk_1.wav|mic_fileid_246_doa28_3spk_2.wav|mic_fileid_246_doa28_3spk_3.wav|mic_fileid_246_doa28_3spk_4.wav|mic_fileid_246_doa28_3spk_5.wav,4288.0,4308.0,20.0,28,text_fileid_246_doa28_spk1.txt,mean_all_channels,LUKASHKA WENT UP TO THE SPEAKER AND SAT DOWN OF WHAT VILLAGE ASKED HE FROM THERE IN THE HILLS REPLIED THE SCOUT POINTING TO THE MISTY BLUISH GORGE BEYOND THE TEREK DO YOU KNOW SUUK SU IT IS ABOUT EIGHT MILES BEYOND THAT,"in the hills, replied the skept ic, pointing to the misty blue ish gorge beyond the direct. Do you know suk su? It is about eight miles beyond that . Thank When two mouths rendered sacred by love should approach the Creator , it is impossible for one",0.9069767441860465,39,43,"in the hills, replied the skept ic, pointing to the misty blue ish gorge beyond the direct. Do you know suk su? It is about eight miles beyond that. Thank When two mouths rendered sacred by love should approach the Creator, it is impossible for one",0.9069767441860465,39,43
247,5,"1,2,3,4,5",mic_fileid_247_doa22_3spk_1.wav|mic_fileid_247_doa22_3spk_2.wav|mic_fileid_247_doa22_3spk_3.wav|mic_fileid_247_doa22_3spk_4.wav|mic_fileid_247_doa22_3spk_5.wav,4308.0,4328.0,20.0,22,text_fileid_247_doa22_spk1.txt,mean_all_channels,WHEN TWO MOUTHS RENDERED SACRED BY LOVE APPROACH TO CREATE IT IS IMPOSSIBLE THAT THERE SHOULD NOT BE ABOVE THAT INEFFABLE KISS A QUIVERING THROUGHOUT THE IMMENSE MYSTERY OF STARS THESE FELICITIES ARE THE TRUE ONES,"to not be above that ineffable kiss of quivering throughout the heavens , and the murdering of stars. These felicities are the true ones. [BLANK _ and they told him about the celebration , and Mr. Crow began to laugh.",0.9444444444444444,34,36,"to not be above that ineffable kiss of quivering throughout the heavens, and the murdering of stars. These felicities are the true ones. BLANK _ and they told him about the celebration, and Mr. Crow began to laugh.",0.9444444444444444,34,36
248,4,"1,2,3,4",mic_fileid_248_doa106_3spk_1.wav|mic_fileid_248_doa106_3spk_2.wav|mic_fileid_248_doa106_3spk_3.wav|mic_fileid_248_doa106_3spk_4.wav,4328.0,4344.0,16.0,288,text_fileid_248_doa288_spk1.txt,mean_all_channels,THEN THEY TOLD HIM ABOUT THE CELEBRATION AND MISTER CROW BEGAN TO LAUGH WHAT ARE YOU GOING TO DO NEXT HE ASKED WE'RE A GOING TO SEND BROWNIE BEAVER OVER TO PLEASANT VALLEY,"What are you going to do next? What? Yeah, that's true . And he never pulled the... - Go in to center. - He gave her over to keep her. We just sat there with his t-shirt. I swore to keep the secret . I have kept it as",1.2424242424242424,41,33,"What are you going to do next? What? Yeah, that's true. And he never pulled the - Go in to center. - He gave her over to keep her. We just sat there with his t-shirt. I swore to keep the secret. I have kept it as",1.2424242424242424,41,33
249,5,"1,2,3,4,5",mic_fileid_249_doa29_3spk_1.wav|mic_fileid_249_doa29_3spk_2.wav|mic_fileid_249_doa29_3spk_3.wav|mic_fileid_249_doa29_3spk_4.wav|mic_fileid_249_doa29_3spk_5.wav,4344.0,4364.0,20.0,85,text_fileid_249_doa85_spk1.txt,mean_all_channels,HE SPOKE I SWORE TO KEEP THE SECRET I HAVE KEPT IT AS LONG AS I COULD MEN OF DARK LIVES ARE FAITHFUL AND HELL HAS ITS HONOUR NOW SILENCE IS USELESS,long as I could. Men of dark lives are faithful and hell has its honor. Now silence is useless . and various other masterly trends in the interstitial .,0.6875,22,32,long as I could. Men of dark lives are faithful and hell has its honor. Now silence is useless. and various other masterly trends in the interstitial.,0.6875,22,32
250,5,"1,2,3,4,5",mic_fileid_250_doa95_3spk_1.wav|mic_fileid_250_doa95_3spk_2.wav|mic_fileid_250_doa95_3spk_3.wav|mic_fileid_250_doa95_3spk_4.wav|mic_fileid_250_doa95_3spk_5.wav,4364.0,4384.0,20.0,95,text_fileid_250_doa95_spk1.txt,mean_all_channels,AND VARIOUS OTHER MASCULINE TRIFLES FILLING IN THE INTERSTICES OH THEY GASPED IN BREATHLESS CHORUS THEY BELONG TO HIM CONNY MURMURED FERVENTLY PATTY NODDED AND WHEN I SHOWED UNCLE TOM THAT SUIT CASE HE NEARLY DIED LAUGHING,"The gas he provided for us, they belonged to him, unburning from the legs, patting out at the top of his head. And when I show some of the pump, that suitcase barely died laughing. you . And biggie to the arm and to the neck. Look , my arm is in the rest of the ocean, because she's one of the activists",1.5675675675675675,58,37,"The gas he provided for us, they belonged to him, unburning from the legs, patting out at the top of his head. And when I show some of the pump, that suitcase barely died laughing. you. And biggie to the arm and to the neck. Look, my arm is in the rest of the ocean, because she's one of the activists",1.5675675675675675,58,37
251,5,"1,2,3,4,5",mic_fileid_251_doa23_3spk_1.wav|mic_fileid_251_doa23_3spk_2.wav|mic_fileid_251_doa23_3spk_3.wav|mic_fileid_251_doa23_3spk_4.wav|mic_fileid_251_doa23_3spk_5.wav,4384.0,4404.0,20.0,23,text_fileid_251_doa23_spk1.txt,mean_all_channels,AND BIDDING THE OTHERS KEEP A SHARP LOOKOUT MYLES SHINNED UP THIS TREE AND CHOOSING ONE OF THE THICKER LIMBS CLIMBED OUT UPON IT FOR SOME LITTLE DISTANCE THEN LOWERING HIS BODY HE HUNG AT ARM'S LENGTH THE BRANCH BENDING WITH HIS WEIGHT AND SLOWLY LET HIMSELF DOWN,". Then, Laurie was bought from home, and arms went to the branch bending with his weight and slowly let himself down. You can quite a lot of patients at last cut his way through the insulting mom with his marvelous favorite",0.9375,45,48,". Then, Laurie was bought from home, and arms went to the branch bending with his weight and slowly let himself down. You can quite a lot of patients at last cut his way through the insulting mom with his marvelous favorite",0.9375,45,48
252,5,"1,2,3,4,5",mic_fileid_252_doa54_3spk_1.wav|mic_fileid_252_doa54_3spk_2.wav|mic_fileid_252_doa54_3spk_3.wav|mic_fileid_252_doa54_3spk_4.wav|mic_fileid_252_doa54_3spk_5.wav,4404.0,4424.0,20.0,54,text_fileid_252_doa54_spk1.txt,mean_all_channels,HE GREW QUITE OUT OF PATIENCE AT LAST AND CUT HIS WAY THRO THE INSULTING MOB WITH HIS RIVAL'S SABRE BUT HE DID NOT KNOW WHAT MEASURES TO PURSUE OR HOW TO RECTIFY SO GROSS A MISTAKE IT WAS NOT IN HIS POWER TO HAVE A SIGHT OF THE QUEEN,", but he did not know what matters to pursue or how to rectify some of the mistakes . It was not in his power to have ascended the Queen. [BLANK Eventually hard working, rarely startled by life surprises , very skillful with his hands.",0.84,42,50,", but he did not know what matters to pursue or how to rectify some of the mistakes. It was not in his power to have ascended the Queen. BLANK Eventually hard working, rarely startled by life surprises, very skillful with his hands.",0.84,42,50
253,4,"1,2,3,4",mic_fileid_253_doa72_3spk_1.wav|mic_fileid_253_doa72_3spk_2.wav|mic_fileid_253_doa72_3spk_3.wav|mic_fileid_253_doa72_3spk_4.wav,4424.0,4440.0,16.0,340,text_fileid_253_doa340_spk1.txt,mean_all_channels,HABITUALLY HARDWORKING RARELY STARTLED BY LIFE'S SURPRISES VERY SKILLFUL WITH HIS HANDS EFFICIENT IN HIS EVERY DUTY AND DESPITE HIS HAVING A NAME THAT MEANS COUNSEL NEVER GIVING ADVICE NOT EVEN THE UNSOLICITED KIND,"Efficient of his every duty and despite his having a name that needs counsel , never giving advice, not even the unsolicited kind. We were easel-wise, please do the mountain cave of the root path. Maybe it's not worth it to go there and fall on",1.088235294117647,37,34,"Efficient of his every duty and despite his having a name that needs counsel, never giving advice, not even the unsolicited kind. We were easel-wise, please do the mountain cave of the root path. Maybe it's not worth it to go there and fall on",1.088235294117647,37,34
254,4,"1,2,3,4",mic_fileid_254_doa102_3spk_1.wav|mic_fileid_254_doa102_3spk_2.wav|mic_fileid_254_doa102_3spk_3.wav|mic_fileid_254_doa102_3spk_4.wav,4440.0,4456.0,16.0,304,text_fileid_254_doa304_spk1.txt,mean_all_channels,WE WERE ABLE TO SWALLOW BUT A FEW MOUTHFULS OF THE REPAST AND OUR LUNCH BASKET WAS DRAWN ON AS SOON AS WE WERE ONCE MORE AFLOAT IT IS A GREAT PITY THAT SO MANY FARMERS WIVES ARE THE WRETCHED COOKS THEY ARE,it. It is the great duty of the government why would the past be through that? She added to the gas a lot by aesthetic of the older. Not to compare much,0.9302325581395349,40,43,it. It is the great duty of the government why would the past be through that? She added to the gas a lot by aesthetic of the older. Not to compare much,0.9302325581395349,40,43
