fileid,chunk_count,chunk_indices,chunk_mic_files,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,selected_doas,mean_selected_doa_error_deg
213,4,"1,2,3,4",mic_fileid_213_doa78_3spk_1.wav|mic_fileid_213_doa78_3spk_2.wav|mic_fileid_213_doa78_3spk_3.wav|mic_fileid_213_doa78_3spk_4.wav,16.0,181,text_fileid_213_doa181_spk1.txt,0.358974358974359,14,39,I HAD COME TO SEE YOU WITH THE HOPE THAT YOU WOULD LET ME BRING YOU OVER TO MY CONVICTION MY REASONS FOR ENTERTAINING THIS HOPE HAD BEEN OF THE BEST BUT YOU DISAPPOINTED IT I FOUND YOU CHANGED,"I had come to see you with the help that you had left for me over- for entertaining this hope. I've been of the best, but you've disappointed me. I found you changed.","190,195,180,184",6.75
214,5,"1,2,3,4,5",mic_fileid_214_doa74_3spk_1.wav|mic_fileid_214_doa74_3spk_2.wav|mic_fileid_214_doa74_3spk_3.wav|mic_fileid_214_doa74_3spk_4.wav|mic_fileid_214_doa74_3spk_5.wav,20.0,74,text_fileid_214_doa74_spk1.txt,0.5813953488372093,25,43,IN THE FIRST SENTIMENT OF KINDNESS ANTICIPATES ALREADY A BENEVOLENCE WHICH SHALL LOSE ALL PARTICULAR REGARDS IN ITS GENERAL LIGHT THE INTRODUCTION TO THIS FELICITY IS IN A PRIVATE AND TENDER RELATION OF ONE TO ONE WHICH IS THE ENCHANTMENT OF HUMAN LIFE,"If you press click on the camera,�� canures will return to new ellipses which shall in all particular regard, is general life. The introduction to this velocity is in a private and tender connection of one... What you think enchantment of human life?","74,66,73,73,13",14.2
215,4,"1,2,3,4",mic_fileid_215_doa77_3spk_1.wav|mic_fileid_215_doa77_3spk_2.wav|mic_fileid_215_doa77_3spk_3.wav|mic_fileid_215_doa77_3spk_4.wav,16.0,169,text_fileid_215_doa169_spk1.txt,0.3684210526315789,14,38,AND LIGHTLY HE TOOK HIS HORSE WITH THE SPURS AND DEPARTED AS FAST AS HE MIGHT AND WHEN SIR MALEAGANS SAW HIM SO FLEE HE UNDERSTOOD THAT IT WAS BY THE QUEEN'S COMMANDMENT FOR TO WARN SIR LAUNCELOT,and luckily took his horse with the spurs and part of it as fast as he might. And when Sir Malley and Sir Malley himself Lee he understood it that it was the Queen's Commandment for to warn Sir Lancelot.,"169,172,170,170",1.25
216,5,"1,2,3,4,5",mic_fileid_216_doa82_3spk_1.wav|mic_fileid_216_doa82_3spk_2.wav|mic_fileid_216_doa82_3spk_3.wav|mic_fileid_216_doa82_3spk_4.wav|mic_fileid_216_doa82_3spk_5.wav,20.0,334,text_fileid_216_doa334_spk1.txt,0.2916666666666667,14,48,WHAT WOULD THEY SAY IN HEREFORDSHIRE I DON'T KNOW WHY THEY SHOULD SAY ANYTHING BUT IF THEY DID I SHOULDN'T MUCH CARE I SHOULD MY DEAR I SHOULD CARE VERY MUCH ONE IS BOUND TO THINK OF ONE'S FAMILY SUPPOSE IT SHOULD TURN OUT AFTERWARDS THAT HE WAS,"What would they say to you, Ruff-Rex-Doll? I don't know why they should- are very retiring. We do not like too many near neighbors. I should, my dear. I should care very much. One is bound to think of... one's family. Suppose it should turn out afterwards that he was...","341,74,334,337,176",53.6
217,4,"1,2,3,4",mic_fileid_217_doa95_3spk_1.wav|mic_fileid_217_doa95_3spk_2.wav|mic_fileid_217_doa95_3spk_3.wav|mic_fileid_217_doa95_3spk_4.wav,16.0,285,text_fileid_217_doa285_spk1.txt,0.9166666666666666,33,36,WENT INTO THE HUT AND SQUATTING DOWN BY THE FIRE BEGAN TO WARM ITSELF AND THE PRIEST WITH RENEWED FERVOUR RECITED HIS PRAYERS AND STRUCK HIS BELL BEFORE THE IMAGE OF BUDDHA LOOKING STRAIGHT BEFORE HIM,"The dare have commissioned her to buy the town and convey it. to prevent them. Thank you. No, thank you, not just... for the master.","183,178,90,182",119.25
218,4,"1,2,3,4",mic_fileid_218_doa157_3spk_1.wav|mic_fileid_218_doa157_3spk_2.wav|mic_fileid_218_doa157_3spk_3.wav|mic_fileid_218_doa157_3spk_4.wav,16.0,157,text_fileid_218_doa157_spk1.txt,0.23076923076923078,9,39,AND IT TOOK ONLY A FEW MINUTES EVERY TWELVE HOURS I HAD A MOMENT WITH CARTER IN THE ISOLATION OF HIS CHART ROOM THIS VOYAGE GREGG I'M GETTING LIKE YOU TOO FANCIFUL WE'VE A NORMAL GROUP OF PASSENGERS APPARENTLY,"And it took only a few minutes every 12 hours. I had a- But with Carter in the isolation of his chartering. That's voyage! Greg, I'm getting like you. Too fanciful. The normal crimp of passengers apparently.","157,156,153,155",1.75
219,4,"1,2,3,4",mic_fileid_219_doa56_3spk_1.wav|mic_fileid_219_doa56_3spk_2.wav|mic_fileid_219_doa56_3spk_3.wav|mic_fileid_219_doa56_3spk_4.wav,16.0,56,text_fileid_219_doa56_spk1.txt,0.09090909090909091,3,33,THEY WERE SAD AND DOWNHEARTED IN ALL THAT MISERY THE POOR ATTORNEY HAD THE WORST OF IT MARY WAS FREE FROM HER STEPMOTHER'S ZEAL AND HER STEPMOTHER'S PERSECUTION AT ANY RATE AT NIGHT,They were sad and downhearted. all that misery the poor attorney had the worst of it. Mary was free from her stepmother's seal and her stepmother's... at any rate at night.,"57,54,52,50",3.25
220,5,"1,2,3,4,5",mic_fileid_220_doa23_3spk_1.wav|mic_fileid_220_doa23_3spk_2.wav|mic_fileid_220_doa23_3spk_3.wav|mic_fileid_220_doa23_3spk_4.wav|mic_fileid_220_doa23_3spk_5.wav,20.0,237,text_fileid_220_doa237_spk1.txt,0.2,6,30,BUT TELL ME ALL ABOUT IT WHY DO YOU WISH TO KNOW ASKED CAVALCANTI WHAT DO YOU AGAIN DEFY ME NO THE FACT IS I HAVE FOUND MY FATHER WHAT,"But tell me all about it. Why do you wish to know? Ask Kapokanti. What? Do you again to- Finally, now the fact is... I found my father. What?","237,232,238,239,18",29.8
221,4,"1,2,3,4",mic_fileid_221_doa91_3spk_1.wav|mic_fileid_221_doa91_3spk_2.wav|mic_fileid_221_doa91_3spk_3.wav|mic_fileid_221_doa91_3spk_4.wav,16.0,220,text_fileid_221_doa220_spk1.txt,0.5952380952380952,25,42,IT WAS BUT A LITTLE HELP THAT HE HAD TO MAKE OTHER THINGS OF THIS EARTH NOTHING CAN BE NEARER NOTHING THAN THIS EARTH AND YET HOW LITTLE OF THIS EARTH IS THE GREATEST MAN HE THINKS HE TREADS UPON THE EARTH,The unhappy wretch who aspires to deliver it. So deserve. Nothing can be nearer than deserve. And yet how little of this earth is the greatest man. Bye.,"84,217,217,86",69.0
222,4,"1,2,3,4",mic_fileid_222_doa144_3spk_1.wav|mic_fileid_222_doa144_3spk_2.wav|mic_fileid_222_doa144_3spk_3.wav|mic_fileid_222_doa144_3spk_4.wav,16.0,144,text_fileid_222_doa144_spk1.txt,0.20512820512820512,8,39,YOU HAVE ASSASSINATED WELL I SHOULD SAY IF YOU HAD ME TAKEN TO A PRIVATE ROOM ONLY TO TELL ME THIS YOU MIGHT HAVE SAVED YOURSELF THE TROUBLE I KNOW ALL THESE THINGS BUT THERE ARE SOME WITH WHICH,"who are the inhibitors of this virus? If you have me taken to a private room, only to tell me this. You might have saved yourself the trouble. I know all these- things, but there are some with which.","152,144,140,141",3.75
223,5,"1,2,3,4,5",mic_fileid_223_doa16_3spk_1.wav|mic_fileid_223_doa16_3spk_2.wav|mic_fileid_223_doa16_3spk_3.wav|mic_fileid_223_doa16_3spk_4.wav|mic_fileid_223_doa16_3spk_5.wav,20.0,137,text_fileid_223_doa137_spk1.txt,0.5789473684210527,22,38,AND SELDOM FAIL RADICALLY TO ALTER THE ENTIRE MORAL CONSTITUTION OF THOSE WHO ARE THEIR OBJECTS IT APPEARS THAT ABOUT ONE HUNDRED YEARS PRIOR TO MISTER ELLISON'S ATTAINMENT OF HIS MAJORITY THERE HAD DIED IN A REMOTE PROVINCE,"Then felt it built radically to over the entire world. of those horror objects. And appear at that about 100 years prior to the development of the... nothing majority, there have died in a remote place.","143,134,143,141,135",4.2
224,5,"1,2,3,4,5",mic_fileid_224_doa124_3spk_1.wav|mic_fileid_224_doa124_3spk_2.wav|mic_fileid_224_doa124_3spk_3.wav|mic_fileid_224_doa124_3spk_4.wav|mic_fileid_224_doa124_3spk_5.wav,20.0,124,text_fileid_224_doa124_spk1.txt,0.6122448979591837,30,49,THEY WENT TO THE VAULTS AND ENGAGED A PRIVATE ROOM WHERE BREAKFAST WAS SERVED TO THEM HAS MY HAIR TURNED GREY ASKED REHNHJELM PASSING HIS HAND OVER HIS HAIR WHICH WAS DAMP AND CLUNG CLOSELY TO HIS SKULL NO OLD MAN THAT DOESN'T OFTEN HAPPEN EVEN I'M NOT GREY,"They went to the vault in a cage in a private room where breakfast was served. So then, that's my hair turn gray. Let's rent home. No. No, man, that doesn't happen. Even I'm not great.","120,124,111,125,3",27.8
225,4,"1,2,3,4",mic_fileid_225_doa14_3spk_1.wav|mic_fileid_225_doa14_3spk_2.wav|mic_fileid_225_doa14_3spk_3.wav|mic_fileid_225_doa14_3spk_4.wav,16.0,129,text_fileid_225_doa129_spk1.txt,0.8648648648648649,32,37,TO WHOM HE MADE KNOWN FULLY THE CHARACTER OF THE PLACE AND PEOPLE WHENCE HE HAD FLED THE DANGERS HE WAS EXPOSED TO FROM SLAVE HUNTERS AND THE STRONG HOPE HE CHERISHED OF REACHING FREE LAND SOON,"The cruelty, the dishonesty, and the recklessness of the sea- of those days. There was nearly always meadness and cow... Rock, as we have said in the beginning of this sketch,","13,13,14,13",115.75
226,5,"1,2,3,4,5",mic_fileid_226_doa127_3spk_1.wav|mic_fileid_226_doa127_3spk_2.wav|mic_fileid_226_doa127_3spk_3.wav|mic_fileid_226_doa127_3spk_4.wav|mic_fileid_226_doa127_3spk_5.wav,20.0,292,text_fileid_226_doa292_spk1.txt,0.8,40,50,THE STATEMENT THAT HIS OLD FRIEND HAD BECOME A LORD AND WAS IN DANGER OF BEING AN EARL IF HE LIVED LONG ENOUGH CAUSED DICK TO SO OPEN HIS EYES AND MOUTH AND START THAT HIS CAP FELL OFF WHEN HE PICKED IT UP HE UTTERED A RATHER SINGULAR EXCLAMATION,"in an earl if he lived longer enough, caused it to so often design its... The roof was broken in one place by a circular shaft below. you","320,293,130,44,67",87.6
227,3,"1,2,3",mic_fileid_227_doa143_3spk_1.wav|mic_fileid_227_doa143_3spk_2.wav|mic_fileid_227_doa143_3spk_3.wav,12.0,143,text_fileid_227_doa143_spk1.txt,0.2857142857142857,8,28,AND FOR THAT VERY REASON I QUITE CONTENTEDLY OCCUPIED THE LOWEST IN REALITY EITHER TO BE A HERO OR TO GROVEL IN THE MUD THERE WAS NOTHING BETWEEN,"And for that very reason, I quickly intentionally occupied the load. in reality. Either to be a hero or to grow a limb. But there was nothing in between.","146,144,142",1.6666666666666667
228,4,"1,2,3,4",mic_fileid_228_doa105_3spk_1.wav|mic_fileid_228_doa105_3spk_2.wav|mic_fileid_228_doa105_3spk_3.wav|mic_fileid_228_doa105_3spk_4.wav,16.0,300,text_fileid_228_doa300_spk1.txt,0.47619047619047616,20,42,DOCTOR SITGREAVES DOES NOT MEAN A RIG'LAR SOLDIER BUT A REGULAR PHYSICIAN MADAM SAID THE TROOPER OH CRIED THE MAIDEN AGAIN CORRECTING HERSELF FOR THE BEST OF ALL REASONS THERE WAS NONE TO BE HAD SO I TOOK CARE OF HIM MYSELF,"Dr. Sipre's does not mean to bring my soldier, but a regular physician that has... probably nothing more would have been heard from the settlers packing this last The best of all reasons. There was none to be had, so I took care of him myself.","306,97,306,101",82.5
229,4,"1,2,3,4",mic_fileid_229_doa100_3spk_1.wav|mic_fileid_229_doa100_3spk_2.wav|mic_fileid_229_doa100_3spk_3.wav|mic_fileid_229_doa100_3spk_4.wav,16.0,100,text_fileid_229_doa100_spk1.txt,0.6285714285714286,22,35,AGAINST THE EMPEROR FERDINAND HITHERTO THE MOST FORTUNATE MONARCH OF HIS AGE WHO HAD SUBDUED AND ASTONISHED GERMANY BY THE RAPIDITY OF HIS VICTORIES DEEP IMPRESSIONS THEY SAW MUST BE MADE BY THE ENGLISH SWORD,"Against Emperor Ferdinand, hitherto the most fortunate mark of his age, who had subdued it at the start of his journey. by the rapidity of these pictures. The impressions they see So I'm listening to any of my endless songs.","96,100,98,96",2.5
230,4,"1,2,3,4",mic_fileid_230_doa73_3spk_1.wav|mic_fileid_230_doa73_3spk_2.wav|mic_fileid_230_doa73_3spk_3.wav|mic_fileid_230_doa73_3spk_4.wav,16.0,73,text_fileid_230_doa73_spk1.txt,0.3125,15,48,I MET THEM YESTERDAY AS THEY WERE COMING INTO THE CITY THEY WERE IN A DEPLORABLE CONDITION AND IT MOVED ME THE MORE BECAUSE I THOUGHT THEY WERE PERSONS OF RANK THROUGH ALL THE RAGS THAT COVERED THEM NOTWITHSTANDING THE IMPRESSION THE SUN HAS MADE ON THEIR FACES,"I met them yesterday as they were coming into the city. They were in a... horrible conditions, and it moved me the bar because I thought they were pretty comfortable. Frank, you're all the rags that covered them, that was standing me up- The site has made up their cases.","76,75,76,74",2.25
231,4,"1,2,3,4",mic_fileid_231_doa125_3spk_1.wav|mic_fileid_231_doa125_3spk_2.wav|mic_fileid_231_doa125_3spk_3.wav|mic_fileid_231_doa125_3spk_4.wav,16.0,328,text_fileid_231_doa328_spk1.txt,0.4473684210526316,17,38,A CERTAIN SMALL RANK IS PROCURED FOR THEM THROUGH THE INTERVENTION OF THE REPRESENTATIVES OF THE ABOVE NOBLE FAMILIES WHO ON THE ISSUING OF THE REQUIRED PATENT RECEIVE AS THEIR PERQUISITE A FEE WHICH ALTHOUGH INSIGNIFICANT IN ITSELF,A certain small rank is procured for them through the intervention as the representatives of the above noble families. I'd have said for mercy's sake not to think of such a thing. wish although it's significant itself.,"327,330,205,325",32.25
232,5,"1,2,3,4,5",mic_fileid_232_doa59_3spk_1.wav|mic_fileid_232_doa59_3spk_2.wav|mic_fileid_232_doa59_3spk_3.wav|mic_fileid_232_doa59_3spk_4.wav|mic_fileid_232_doa59_3spk_5.wav,20.0,339,text_fileid_232_doa339_spk1.txt,0.3611111111111111,13,36,BUT NOW THE ATTEMPT HAD BEEN MADE AND WORDS HAD BEEN FORCED FROM LILY'S LIPS THE SPEAKING OF WHICH WOULD NEVER BE FORGOTTEN BY HERSELF I KNEW THAT IT WOULD BE SO SAID JOHN AH YES,"The magic has been made. The words have been forced for... Lily slips. The speaking of which would never be forgotten by herself. I know that it would be so central. All right, yes.","347,336,336,343,18",11.4
233,5,"1,2,3,4,5",mic_fileid_233_doa132_3spk_1.wav|mic_fileid_233_doa132_3spk_2.wav|mic_fileid_233_doa132_3spk_3.wav|mic_fileid_233_doa132_3spk_4.wav|mic_fileid_233_doa132_3spk_5.wav,20.0,203,text_fileid_233_doa203_spk1.txt,0.4716981132075472,25,53,I TOLD HER THAT AT THE FOREST INN THE LANDLORD FOUND US IN BOARD AND LODGING VERY WELL THEN SAID SHE I WILL DO THE SAME WHEN DO YOU PROPOSE TO COMMENCE TO NIGHT SAID I THEN SAID SHE I'LL TELL THE OSTLER TO LIGHT UP THE ROOM AND GET YOUR STAGE READY,"I told them that at the Forest Inn, the landlord found us in Borden Logic. Very well done, sexy. I want to say, what do you prefer? to converse. Tonight's a lie. Since she'll tell the Ospo to light up the room and get your stage ready. Thank you.","202,200,203,203,186",4.2
234,5,"1,2,3,4,5",mic_fileid_234_doa1_3spk_1.wav|mic_fileid_234_doa1_3spk_2.wav|mic_fileid_234_doa1_3spk_3.wav|mic_fileid_234_doa1_3spk_4.wav|mic_fileid_234_doa1_3spk_5.wav,20.0,89,text_fileid_234_doa89_spk1.txt,0.3333333333333333,19,57,AS IT WAS TO THE MEN ABOUT HIM THE GREEDY THING IN HIM WANTED TO MAKE MONEY FASTER THAN IT COULD BE MADE BY TILLING THE LAND MORE THAN ONCE HE WENT INTO WINESBURG TO TALK WITH HIS SON IN LAW JOHN HARDY ABOUT IT YOU ARE A BANKER AND YOU WILL HAVE CHANCES I NEVER HAD,as it was to the men about him. The gritty thing in him was... to make money faster than it could be made by turning the land. One of the ones who went into Weinsberg to talk with his son-in-law John... You're a banker and you only have choices I never had.,"89,84,84,85,14",17.8
235,5,"1,2,3,4,5",mic_fileid_235_doa20_3spk_1.wav|mic_fileid_235_doa20_3spk_2.wav|mic_fileid_235_doa20_3spk_3.wav|mic_fileid_235_doa20_3spk_4.wav|mic_fileid_235_doa20_3spk_5.wav,20.0,209,text_fileid_235_doa209_spk1.txt,0.8205128205128205,32,39,MISTER DINSMORE PASSED OUT OF ONE DOOR WHILE ELSIE LEFT BY THE OTHER THE THREE LITTLE GIRLS LOOKED INQUIRINGLY INTO EACH OTHER'S FACES WHAT IS THE MATTER WHAT HAS ELSIE DONE ASKED CARRY IN A WHISPER I DON'T KNOW,"Six seconds more, pass out a point to our vote, I'll see you next time together. The three little girls looked inquiringly into each other's faces. So it's quite a gap by room, but I did not wish to disturb. Serious animal birth? I don't know.","205,205,19,205,347",64.0
236,4,"1,2,3,4",mic_fileid_236_doa56_3spk_1.wav|mic_fileid_236_doa56_3spk_2.wav|mic_fileid_236_doa56_3spk_3.wav|mic_fileid_236_doa56_3spk_4.wav,16.0,189,text_fileid_236_doa189_spk1.txt,0.6585365853658537,27,41,ON THE SUMMIT OF WHICH THEY LEFT HER ALONE AND WITH SORROWFUL HEARTS RETURNED HOME WHILE PSYCHE STOOD ON THE RIDGE OF THE MOUNTAIN PANTING WITH FEAR AND WITH EYES FULL OF TEARS THE GENTLE ZEPHYR RAISED HER FROM THE EARTH,"on the summit of which they must forlough, and with thorough heart return home. Well, psychic's good on the ridges of the mountains. style is on the previous night. Then running downstairs you're back to Alright, start driving the car.","188,194,332,178",40.0
237,5,"1,2,3,4,5",mic_fileid_237_doa41_3spk_1.wav|mic_fileid_237_doa41_3spk_2.wav|mic_fileid_237_doa41_3spk_3.wav|mic_fileid_237_doa41_3spk_4.wav|mic_fileid_237_doa41_3spk_5.wav,20.0,41,text_fileid_237_doa41_spk1.txt,0.44680851063829785,21,47,COME AS OFTEN AS YOU LIKE REPLIED PEWEE THE OFTENER THE BETTER BACK IN THE OLD BRIAR PATCH PETER THOUGHT OVER ALL HE HAD LEARNED ABOUT THE FLYCATCHER FAMILY AND AS HE RECALLED HOW THEY WERE FOREVER CATCHING ALL SORTS OF FLYING INSECTS IT SUDDENLY STRUCK HIM,"Can I just opt into your life or black pewee? The often are the better. Back in the old Briarpatch being your thought over all he had learned... about the fly catcher family and as you recall how they were forever catching all sorts of fly-again sex, and suddenly struck him.","43,46,43,42,175",28.8
238,4,"1,2,3,4",mic_fileid_238_doa19_3spk_1.wav|mic_fileid_238_doa19_3spk_2.wav|mic_fileid_238_doa19_3spk_3.wav|mic_fileid_238_doa19_3spk_4.wav,16.0,155,text_fileid_238_doa155_spk1.txt,0.675,27,40,THERE IS ONE OF THE FAMILY HERE TO DAY ON ON BUSINESS SHE SAID AT LAST IF YOU WILL GIVE ME YOUR NAME I WILL ASK IF THAT PERSON WOULD LIKE TO SEE YOU OH THAT IS HARDLY WORTH WHILE,"She called the Gilbert by my express desire and I I called her Helen, for I have seen that name written in her books. I will ask if that person would like to see it. Oh, that is hardly worthwhile.","22,18,146,152",70.5
239,4,"1,2,3,4",mic_fileid_239_doa4_3spk_1.wav|mic_fileid_239_doa4_3spk_2.wav|mic_fileid_239_doa4_3spk_3.wav|mic_fileid_239_doa4_3spk_4.wav,16.0,94,text_fileid_239_doa94_spk1.txt,0.7714285714285715,27,35,HE IS IN THE LINE OF ALL THOSE TRAMPS AND STAGE IRISHMEN WHO HAVE GONE THROUGH LIFE WITH SO FINE A SWAGGER OF WORDS THIS ONLY MEANS THAT IN HIS LIFE HE IS AN ARTIST,"He isn't lying to all those traps and state diaries and- I felt good like, when someone finds a way to afford it. by some way being said, in his life, he is an artist. Thank you.","93,85,91,161",20.0
240,5,"1,2,3,4,5",mic_fileid_240_doa116_3spk_1.wav|mic_fileid_240_doa116_3spk_2.wav|mic_fileid_240_doa116_3spk_3.wav|mic_fileid_240_doa116_3spk_4.wav|mic_fileid_240_doa116_3spk_5.wav,20.0,116,text_fileid_240_doa116_spk1.txt,0.5,24,48,PUT HER INTO A CARRIAGE AND MINISTERED TO HER WANTS WITH THE HELP OF A TEA BASKET CONTAINING THE DELICIOUS NOVELTY OF ENGLISH BREAD AND BUTTER IN HALF AN HOUR'S TIME THEY WERE STEAMING HURRIEDLY TOWARDS LONDON SHE WAS TO LODGE AT A SMALL HOTEL IN JERMYN STREET,"Put her into a carousel, minister, take her watch with the help of a T-Best. containing the delicious Napa beer in which bread and butter. At half an hour's time, they were seeing her to be toward London. She was to large Emswong Hotel in Jarrett Street. Thank you.","120,119,118,118,5",24.4
241,5,"1,2,3,4,5",mic_fileid_241_doa46_3spk_1.wav|mic_fileid_241_doa46_3spk_2.wav|mic_fileid_241_doa46_3spk_3.wav|mic_fileid_241_doa46_3spk_4.wav|mic_fileid_241_doa46_3spk_5.wav,20.0,314,text_fileid_241_doa314_spk1.txt,0.30434782608695654,14,46,WHAT WAS MY DUTY TO DO AND I STATED THE ARGUMENTS WITH WHICH MY BROTHER HAD PRESSED ME TO GO INTO THE COUNTRY AND I SET AGAINST THEM THE STRONG IMPRESSIONS WHICH I HAD ON MY MIND FOR STAYING THE VISIBLE CALL I SEEMED TO HAVE,"What was my duty to do? And I stated the argument. with which my brother had pressed me to go into the country. said against them, the strong impressions which I had on my mind. And that concludes passing regrets for Friends가는 Tonight's complaint passing","318,318,316,212,311",23.0
242,4,"1,2,3,4",mic_fileid_242_doa20_3spk_1.wav|mic_fileid_242_doa20_3spk_2.wav|mic_fileid_242_doa20_3spk_3.wav|mic_fileid_242_doa20_3spk_4.wav,16.0,182,text_fileid_242_doa182_spk1.txt,0.7692307692307693,30,39,AND EVERY KNIGHT SHALL HAVE A SQUIRE AND TWO YEOMAN AND ALL WELL HORSED FOR THUS IT CHANCED ONE MORN WHEN ALL THE COURT GREEN SUITED BUT WITH PLUMES THAT MOCK'D THE MAY HAD BEEN THEIR WONT A MAYING,"And every night shall have a squire unto the human. At all, well, of course. I'm at all the court, great student, but with problems that mopped the way. The bungalows and the neighbors which covered the table, a sheet of parchment.","184,181,181,17",42.25
243,5,"1,2,3,4,5",mic_fileid_243_doa137_3spk_1.wav|mic_fileid_243_doa137_3spk_2.wav|mic_fileid_243_doa137_3spk_3.wav|mic_fileid_243_doa137_3spk_4.wav|mic_fileid_243_doa137_3spk_5.wav,20.0,169,text_fileid_243_doa169_spk1.txt,0.2777777777777778,10,36,FIND SOMEONE IN TROUBLE AND CHEER THEM ENCOURAGE THEM HELP THEM AND YOU WILL DELIVER YOURSELF YOU WILL COMFORT YOURSELF WHEN YOU COMFORT ANOTHER YOU CANNOT LOSE A LOVED ONE THO ABSENT FROM THE EARTH PLANE,"Find someone in trouble and share them. Encourage them. Help them, and you will deliver yourself. You will comfort yourself when you comfort another. love to learn. No action from the Earth playing.","173,175,174,169,104",16.0
244,4,"1,2,3,4",mic_fileid_244_doa170_3spk_1.wav|mic_fileid_244_doa170_3spk_2.wav|mic_fileid_244_doa170_3spk_3.wav|mic_fileid_244_doa170_3spk_4.wav,16.0,301,text_fileid_244_doa301_spk1.txt,0.6052631578947368,23,38,BUT WHICH ARE NECESSARY TO MAKE UP THE TRUE CHARACTER OF A PIRATE THE HISTORIAN JOHN SEEMS TO HAVE BEEN VERY MUCH CUT UP BY THE MANNER IN WHICH HIS FAVORITE HERO HAD ROUNDED OFF HIS PIRATICAL CAREER,"but which are necessary to make up the true character of a pirate? you will never challenge any of its effects again. From this, we wrestle... by the manner in which his favorite hero had rounded off his pirat... I just finished concerts as they called them. Bye!","307,172,304,172",66.75
245,5,"1,2,3,4,5",mic_fileid_245_doa25_3spk_1.wav|mic_fileid_245_doa25_3spk_2.wav|mic_fileid_245_doa25_3spk_3.wav|mic_fileid_245_doa25_3spk_4.wav|mic_fileid_245_doa25_3spk_5.wav,20.0,25,text_fileid_245_doa25_spk1.txt,0.4375,21,48,AND ENDEAVOURED TO COMFORT THEM THEY TREATED THEM AS WELL AS THEIR POVERTY WOULD PERMIT TOOK OFF THEIR HORSE HAIR SHIFTS WHICH WERE VERY UNEASY TO THEM AND PUT ON THEM OTHERS WHICH THEY GAVE THEM WITH SHOES AND SOMETHING TO COVER THEIR HEADS AND SAVE THEIR HAIR,"I endeavored to comfort them. They treated them as well as their crops. that he would permit, took off their force airships, which were very ugly. About how to put out that whether it was taking us to and something to cover their heads and save their hair.","19,35,19,21,70",14.2
246,5,"1,2,3,4,5",mic_fileid_246_doa28_3spk_1.wav|mic_fileid_246_doa28_3spk_2.wav|mic_fileid_246_doa28_3spk_3.wav|mic_fileid_246_doa28_3spk_4.wav|mic_fileid_246_doa28_3spk_5.wav,20.0,28,text_fileid_246_doa28_spk1.txt,0.2558139534883721,11,43,LUKASHKA WENT UP TO THE SPEAKER AND SAT DOWN OF WHAT VILLAGE ASKED HE FROM THERE IN THE HILLS REPLIED THE SCOUT POINTING TO THE MISTY BLUISH GORGE BEYOND THE TEREK DO YOU KNOW SUUK SU IT IS ABOUT EIGHT MILES BEYOND THAT,"Akashka went up to the speaker and sat down. A white village! As he, from there in the hills, replied the scout. pointing to the misty blueish gorge beyond the Theric. Do you know Suxo? It is about 8 miles beyond that. Thank you.","26,28,27,25,89",13.4
247,5,"1,2,3,4,5",mic_fileid_247_doa22_3spk_1.wav|mic_fileid_247_doa22_3spk_2.wav|mic_fileid_247_doa22_3spk_3.wav|mic_fileid_247_doa22_3spk_4.wav|mic_fileid_247_doa22_3spk_5.wav,20.0,22,text_fileid_247_doa22_spk1.txt,0.2222222222222222,8,36,WHEN TWO MOUTHS RENDERED SACRED BY LOVE APPROACH TO CREATE IT IS IMPOSSIBLE THAT THERE SHOULD NOT BE ABOVE THAT INEFFABLE KISS A QUIVERING THROUGHOUT THE IMMENSE MYSTERY OF STARS THESE FELICITIES ARE THE TRUE ONES,"When two mouths rendered sacred by love approach to create It is impossible, though should not be, a work that inevitable. a quiver act throughout the immense mystery of stars. These felicities are the true ones.","28,23,31,30,30",6.4
248,4,"1,2,3,4",mic_fileid_248_doa106_3spk_1.wav|mic_fileid_248_doa106_3spk_2.wav|mic_fileid_248_doa106_3spk_3.wav|mic_fileid_248_doa106_3spk_4.wav,16.0,288,text_fileid_248_doa288_spk1.txt,1.2424242424242424,41,33,THEN THEY TOLD HIM ABOUT THE CELEBRATION AND MISTER CROW BEGAN TO LAUGH WHAT ARE YOU GOING TO DO NEXT HE ASKED WE'RE A GOING TO SEND BROWNIE BEAVER OVER TO PLEASANT VALLEY,"which made me sort of gather that he had to keep on performing. because the tenterfoot was still in the saddle. He was. And he never pulled a platter. No, sir, he never touched the buckets. I just sat there with his teeth.","100,103,105,104",175.0
249,5,"1,2,3,4,5",mic_fileid_249_doa29_3spk_1.wav|mic_fileid_249_doa29_3spk_2.wav|mic_fileid_249_doa29_3spk_3.wav|mic_fileid_249_doa29_3spk_4.wav|mic_fileid_249_doa29_3spk_5.wav,20.0,85,text_fileid_249_doa85_spk1.txt,0.40625,13,32,HE SPOKE I SWORE TO KEEP THE SECRET I HAVE KEPT IT AS LONG AS I COULD MEN OF DARK LIVES ARE FAITHFUL AND HELL HAS ITS HONOUR NOW SILENCE IS USELESS,"You're so... I just want to keep the secret... I have captain and will honor if I tried. Dark lives are faithful, and hell has its honor. Now silence is useless.","86,83,87,85,83",1.4
