fileid,chunk_index,mic_file,duration_sec,input_channels,input_audio_mode,audio_start_sec,audio_end_sec,gt_dominant_spk1_doa,stream_paced_send_sec,chunk_audio_sec,stream_audio_end_sec,pipeline_wall_sec,pipeline_lag_sec,realtime_tolerance_sec,realtime_ok,cumulative_rtf,stream_paced_send_rtf,received_during_send_count,received_during_send_text,timestamp_assigned_count,timestamp_assigned_text,previous_chunk_transcript_text,timestamp_assigned_start_sec,timestamp_assigned_end_sec
38,3,mic_fileid_38_doa1_3spk_3.wav,4.0,4,mean_all_channels,648.0,652.0,1,3.9805090209997616,4.0,652.0,652.0001915600001,0.00019156000007569673,0.5,1,1.0000002938036812,0.9951272552499404,1,"First, we were glad to have you.",1,[INAUDIBLE],"First, we were glad to have you.",648.8,649.4599999999999
38,4,mic_fileid_38_doa1_3spk_4.wav,4.0,4,mean_all_channels,652.0,656.0,1,3.9788246769999205,4.0,656.0,656.002010272,0.0020102720000068075,0.5,1,1.0000030644390243,0.9947061692499801,2,[INAUDIBLE] >> He took note of the school,3,>> He took note of the school and the students. - We're very committed to this for social life.,[INAUDIBLE],652.02,656.48
38,5,mic_fileid_38_doa1_3spk_5.wav,4.0,4,mean_all_channels,656.0,660.0,1,3.9779072140004246,4.0,660.0,660.0010044979999,0.0010044979999292991,0.5,1,1.0000015219666665,0.9944768035001061,2,and the students. - We're very committed to this for social life.,1,-,>> He took note of the school and the students. - We're very committed to this for social life.,656.56,656.5609999999999
39,1,mic_fileid_39_doa156_3spk_1.wav,4.0,4,mean_all_channels,660.0,664.0,250,3.9808481039999606,4.0,664.0,664.000417792,0.0004177920000074664,0.5,1,1.0000006292048194,0.9952120259999901,2,- But he made his way down to the,2,But he made his way down to the floor and he fell as well as he,,660.24,663.6
39,2,mic_fileid_39_doa156_3spk_2.wav,4.0,4,mean_all_channels,664.0,668.0,250,3.9804518759997336,4.0,668.0,668.0001173610003,0.00011736100032067043,0.5,1,1.0000001756901202,0.9951129689999334,2,floor and he fell as well as he stepped into the flooded water,2,stepped into the flooded water inch by inch and foot,But he made his way down to the floor and he fell as well as he,663.84,667.88
39,3,mic_fileid_39_doa156_3spk_3.wav,4.0,4,mean_all_channels,668.0,672.0,250,3.9794487519998256,4.0,672.0,672.0001377190001,0.00013771900012216065,0.5,1,1.0000002049389882,0.9948621879999564,2,inch by inch and foot by foot he falls his way across,2,by foot he falls his way across now nearly swept off his feet I saw,stepped into the flooded water inch by inch and foot,668.06,671.88
39,4,mic_fileid_39_doa156_3spk_4.wav,4.0,4,mean_all_channels,672.0,676.0,250,3.9811234720000357,4.0,676.0,676.000145942,0.000145942000017385,0.5,1,1.0000002158905326,0.9952808680000089,2,"now nearly swept off his feet I saw him sweating, swirling, and now",2,"him sweating, swirling, and now narrowly escaping.",by foot he falls his way across now nearly swept off his feet I saw,672.02,675.4399999999999
39,5,mic_fileid_39_doa156_3spk_5.wav,4.0,4,mean_all_channels,676.0,680.0,250,3.979598342999907,4.0,680.0,680.0001507540001,0.0001507540000602603,0.5,1,1.000000221697059,0.9948995857499767,2,narrowly escaping. (laughs),1,(laughs),"him sweating, swirling, and now narrowly escaping.",677.0,677.001
40,1,mic_fileid_40_doa14_3spk_1.wav,4.0,4,mean_all_channels,680.0,684.0,14,3.9807811100004074,4.0,684.0,684.000132833,0.0001328329999523703,0.5,1,1.0000001942002923,0.9951952775001018,1,We advanced talking,2,We advanced talking in their fashion and in,,680.26,683.72
40,2,mic_fileid_40_doa14_3spk_2.wav,4.0,4,mean_all_channels,684.0,688.0,14,3.981563929999993,4.0,688.0,688.000139498,0.00013949799995316425,0.5,1,1.000000202758721,0.9953909824999982,2,in their fashion and in high spirits and congrat,2,high spirits and congrat ulating ourselves on the,We advanced talking in their fashion and in,683.92,687.74
40,3,mic_fileid_40_doa14_3spk_3.wav,4.0,4,mean_all_channels,688.0,692.0,14,3.981903488000171,4.0,692.0,692.0011891140002,0.0011891140002262546,0.5,1,1.0000017183728327,0.9954758720000427,2,ulating ourselves on the shut-up of the transporter,2,shut-up of the transporter and on breathing a fine mountain,high spirits and congrat ulating ourselves on the,687.9599999999999,691.5799999999999
40,4,mic_fileid_40_doa14_3spk_4.wav,4.0,4,mean_all_channels,692.0,696.0,14,3.9821971560004386,4.0,696.0,696.0005802539999,0.0005802539999422152,0.5,1,1.0000008336982757,0.9955492890001096,2,and on breathing a fine mountain air again.,2,air again. May the Lord,shut-up of the transporter and on breathing a fine mountain,691.9399999999999,694.36
41,1,mic_fileid_41_doa86_3spk_1.wav,4.0,4,mean_all_channels,696.0,700.0,116,3.9698688939997737,4.0,700.0,700.0001669560002,0.00016695600015737,0.5,1,1.0000002385085716,0.9924672234999434,2,May the Lord have mercy,2,have mercy [inaudible],,697.1,701.26
41,2,mic_fileid_41_doa86_3spk_2.wav,4.0,4,mean_all_channels,700.0,704.0,116,3.98128220999979,4.0,704.0,704.0001610720001,0.00016107200008264044,0.5,1,1.0000002287954546,0.9953205524999476,1,[inaudible],1,[inaudible],have mercy [inaudible],702.4599999999999,703.24
41,3,mic_fileid_41_doa86_3spk_3.wav,4.0,4,mean_all_channels,704.0,708.0,116,3.9794227419997696,4.0,708.0,708.0001668150003,0.00016681500028425944,0.5,1,1.000000235614407,0.9948556854999424,1,[inaudible],2,The president will be pleased to see the victory.,[inaudible],704.42,708.04
41,4,mic_fileid_41_doa86_3spk_4.wav,4.0,4,mean_all_channels,708.0,712.0,116,3.9820424210001875,4.0,712.0,712.0001479890002,0.00014798900019741268,0.5,1,1.0000002078497194,0.9955106052500469,2,The president will be pleased to see the victory.,1,Thank,The president will be pleased to see the victory.,711.72,711.721
42,1,mic_fileid_42_doa76_3spk_1.wav,4.0,4,mean_all_channels,712.0,716.0,76,3.970910153999739,4.0,716.0,716.0001253650003,0.00012536500025817077,0.5,1,1.0000001750907825,0.9927275384999348,2,Thank you.,2,you. How can person who is just right. It,,713.14,715.8199999999999
42,2,mic_fileid_42_doa76_3spk_2.wav,4.0,4,mean_all_channels,716.0,720.0,76,3.981088023999746,4.0,720.0,720.0001291890003,0.00012918900029035285,0.5,1,1.000000179429167,0.9952720059999365,2,How can person who is just right. It 's how she did the,2,'s how she did the shoulder.,you. How can person who is just right. It,716.24,718.24
42,3,mic_fileid_42_doa76_3spk_3.wav,4.0,4,mean_all_channels,720.0,724.0,76,3.98295860799999,4.0,724.0,724.0012413070003,0.0012413070003276516,0.5,1,1.0000017145124314,0.9957396519999975,1,shoulder.,1,of the Black Tail.,'s how she did the shoulder.,720.4399999999999,723.62
42,4,mic_fileid_42_doa76_3spk_4.wav,4.0,4,mean_all_channels,724.0,728.0,76,3.9805483029999778,4.0,728.0,728.0005856480002,0.0005856480001966702,0.5,1,1.0000008044615387,0.9951370757499944,2,of the Black Tail. And lark had the chance to scoot you,2,And lark had the chance to scoot you back.,of the Black Tail.,724.0799999999999,726.4599999999999
42,5,mic_fileid_42_doa76_3spk_5.wav,4.0,4,mean_all_channels,728.0,732.0,76,3.9779348570000366,4.0,732.0,732.0001174019999,0.000117401999887079,0.5,1,1.0000001603852458,0.9944837142500091,1,back.,0,,And lark had the chance to scoot you back.,,
43,1,mic_fileid_43_doa44_3spk_1.wav,4.0,4,mean_all_channels,732.0,736.0,273,3.9801250330001494,4.0,736.0,736.0001598500003,0.00015985000027285423,0.5,1,1.0000002171875004,0.9950312582500374,1,"""Odeck, Odeck"" he whisper",2,"""Odeck, Odeck"" he whisper ed. ""Don't you realize that I love",,732.3199999999999,735.68
43,2,mic_fileid_43_doa44_3spk_2.wav,4.0,4,mean_all_channels,736.0,740.0,273,3.9818956020003498,4.0,740.0,740.0001469500003,0.00014695000027131755,0.5,1,1.0000001985810814,0.9954739005000874,2,"ed. ""Don't you realize that I love you and would give my life to save you from un",2,you and would give my life to save you from un happiness.,"""Odeck, Odeck"" he whisper ed. ""Don't you realize that I love",735.92,738.98
43,3,mic_fileid_43_doa44_3spk_3.wav,4.0,4,mean_all_channels,740.0,744.0,273,3.976089626999965,4.0,744.0,744.0001248379999,0.00012483799991969136,0.5,1,1.0000001677930106,0.9940224067499912,2,happiness. Everything please. No,2,"Everything please. No , no, no, she remember the little catch in",you and would give my life to save you from un happiness.,739.14,743.8199999999999
43,4,mic_fileid_43_doa44_3spk_4.wav,4.0,4,mean_all_channels,744.0,748.0,273,3.9799376709997887,4.0,748.0,748.0001480380001,0.0001480380001339654,0.5,1,1.000000197911765,0.9949844177499472,2,", no, no, she remember the little catch in her voice. Please don't ask me",2,her voice. Please don't ask me .,"Everything please. No , no, no, she remember the little catch in",743.9599999999999,746.2009999999999
44,1,mic_fileid_44_doa184_3spk_1.wav,4.0,4,mean_all_channels,748.0,752.0,215,3.9801435420004054,4.0,752.0,752.000147104,0.0001471040000069479,0.5,1,1.0000001956170212,0.9950358855001014,2,. I too have had my three,2,I too have had my three -star and I too have had my three-star and I,,748.54,751.4399999999999
44,2,mic_fileid_44_doa184_3spk_2.wav,4.0,4,mean_all_channels,752.0,756.0,215,3.9813809540000875,4.0,756.0,756.0012609220003,0.0012609220002559596,0.5,1,1.0000016678862438,0.9953452385000219,2,-star and I too have had my three-star and I too have had my three-star,2,too have had my three-star .,I too have had my three -star and I too have had my three-star and I,752.3199999999999,754.981
44,3,mic_fileid_44_doa184_3spk_3.wav,4.0,4,mean_all_channels,756.0,760.0,215,3.975815367999985,4.0,760.0,760.0005434029999,0.0005434029999378254,0.5,1,1.0000007150039474,0.9939538419999963,2,. I too have had the only son of Bill Tamarck,2,"I too have had the only son of Bill Tamarck . I love the good child. I'm 6,000 years old",too have had my three-star .,754.982,759.78
44,4,mic_fileid_44_doa184_3spk_4.wav,4.0,4,mean_all_channels,760.0,764.0,215,3.982299645999774,4.0,764.0,764.0001360460001,0.00013604600007965928,0.5,1,1.0000001780706806,0.9955749114999435,2,". I love the good child. I'm 6,000 years old . Love has the right to a long",3,. Love has the right to a long white beard. Family expenses.,"I too have had the only son of Bill Tamarck . I love the good child. I'm 6,000 years old",760.04,763.8199999999999
44,5,mic_fileid_44_doa184_3spk_5.wav,4.0,4,mean_all_channels,764.0,768.0,215,3.9818220729998757,4.0,768.0,768.0001501370002,0.0001501370002188196,0.5,1,1.0000001954908857,0.9954555182499689,2,white beard. Family expenses.,0,,. Love has the right to a long white beard. Family expenses.,,
45,1,mic_fileid_45_doa62_3spk_1.wav,4.0,4,mean_all_channels,768.0,772.0,278,3.9777828109999973,4.0,772.0,772.0001227339999,0.00012273399988771416,0.5,1,1.0000001589818652,0.9944457027499993,1,One right-wing look at the right,2,One right-wing look at the right .,,768.34,770.001
45,2,mic_fileid_45_doa62_3spk_2.wav,4.0,4,mean_all_channels,772.0,776.0,278,3.98384630999999,4.0,776.0,776.0001509490003,0.00015094900027179392,0.5,1,1.0000001945219075,0.9959615774999975,1,.,1,and he clutch,One right-wing look at the right .,772.48,775.88
45,3,mic_fileid_45_doa62_3spk_3.wav,4.0,4,mean_all_channels,776.0,780.0,278,3.9807057230000282,4.0,780.0,780.0001614610001,0.00016146100006153574,0.5,1,1.0000002070012821,0.9951764307500071,2,and he clutch ed it.,2,ed it. I'm glad there's no more.,and he clutch,776.16,778.6
45,4,mic_fileid_45_doa62_3spk_4.wav,4.0,4,mean_all_channels,780.0,784.0,278,3.9806632400000126,4.0,784.0,784.0001339099999,0.00013390999993134756,0.5,1,1.0000001708035713,0.9951658100000031,1,I'm glad there's no more.,2,I'm a friend of your friend. I,ed it. I'm glad there's no more.,780.66,782.781
46,1,mic_fileid_46_doa151_3spk_1.wav,4.0,4,mean_all_channels,784.0,788.0,189,3.9845352550000825,4.0,788.0,788.0012874980002,0.0012874980002379743,0.5,1,1.000001633880711,0.9961338137500206,2,I'm a friend of your friend. I,1,don't see the English as the book in English when he ever set eyes,,784.68,787.64
46,2,mic_fileid_46_doa151_3spk_2.wav,4.0,4,mean_all_channels,788.0,792.0,189,3.9816382159997374,4.0,792.0,792.0005606509999,0.0005606509998870024,0.5,1,1.0000007078926767,0.9954095539999344,2,don't see the English as the book in English when he ever set eyes on outside the pages of puns,2,on outside the pages of puns .,don't see the English as the book in English when he ever set eyes,788.04,790.1809999999999
46,3,mic_fileid_46_doa151_3spk_3.wav,4.0,4,mean_all_channels,792.0,796.0,189,3.9737556300001415,4.0,796.0,796.0001578310003,0.00015783100025146268,0.5,1,1.000000198280151,0.9934389075000354,2,. You intend,2,You intend to take the blame? That's your best leg,on outside the pages of puns .,792.16,795.6
46,4,mic_fileid_46_doa151_3spk_4.wav,4.0,4,mean_all_channels,796.0,800.0,189,3.9793192649999582,4.0,800.0,800.000123278,0.00012327800004641176,0.5,1,1.0000001540975,0.9948298162499896,2,"to take the blame? That's your best leg , Andy Coulson. It is the",2,", Andy Coulson. It is the same thing.",You intend to take the blame? That's your best leg,795.9399999999999,798.72
47,1,mic_fileid_47_doa63_3spk_1.wav,4.0,4,mean_all_channels,800.0,804.0,104,3.9807126249997964,4.0,804.0,804.0001473480002,0.00014734800015503424,0.5,1,1.000000183268657,0.9951781562499491,2,"same thing. First, under different animal shapes.",2,"First, under different animal shapes. Since that time, probably since Hab",,800.22,803.84
47,2,mic_fileid_47_doa63_3spk_2.wav,4.0,4,mean_all_channels,804.0,808.0,104,3.9783990300002188,4.0,808.0,808.0001323700003,0.0001323700003013073,0.5,1,1.0000001638242577,0.9945997575000547,2,"Since that time, probably since Hab itat and Pertone to amuse ourselves, we continue",2,"itat and Pertone to amuse ourselves, we continue to transform ourselves.","First, under different animal shapes. Since that time, probably since Hab",804.0,807.4
47,3,mic_fileid_47_doa63_3spk_3.wav,4.0,4,mean_all_channels,808.0,812.0,104,3.981429509999998,4.0,812.0,812.000135152,0.0001351519999843731,0.5,1,1.0000001664433498,0.9953573774999995,2,to transform ourselves. And it was in this way that I got to know you,2,"And it was in this way that I got to know you . How, it's like Jacob Fiddle was","itat and Pertone to amuse ourselves, we continue to transform ourselves.",807.9399999999999,811.88
47,4,mic_fileid_47_doa63_3spk_4.wav,4.0,4,mean_all_channels,812.0,816.0,104,3.979746370000157,4.0,816.0,816.0001342320002,0.00013423200016404735,0.5,1,1.0000001645000003,0.9949365925000393,2,". How, it's like Jacob Fiddle was a stonement. Next, the ballast tanks",2,"a stonement. Next, the ballast tanks .","And it was in this way that I got to know you . How, it's like Jacob Fiddle was",812.14,814.3009999999999
48,1,mic_fileid_48_doa191_3spk_1.wav,4.0,4,mean_all_channels,816.0,820.0,227,3.9824248929999158,4.0,820.0,820.001499299,0.0014992989999882411,0.5,1,1.0000018284134147,0.9956062232499789,1,.,1,Why do you know what I do?,,816.5,818.06
48,2,mic_fileid_48_doa191_3spk_2.wav,4.0,4,mean_all_channels,820.0,824.0,227,3.9802240389999497,4.0,824.0,824.000714413,0.0007144129999687721,0.5,1,1.0000008670060678,0.9950560097499874,2,Why do you know what I do? I'm not a human.,2,I'm not a human. I'm not a human. I'm not a human. I'm not a human,Why do you know what I do?,818.74,823.6999999999999
48,3,mic_fileid_48_doa191_3spk_3.wav,4.0,4,mean_all_channels,824.0,828.0,227,3.976467282000158,4.0,828.0,828.000311326,0.00031132599997363286,0.5,1,1.0000003759975844,0.9941168205000395,1,I'm not a human. I'm not a human. I'm not a human,1,"moving ourselves and our chair, and our ear, and our question of awareness",I'm not a human. I'm not a human. I'm not a human. I'm not a human,824.6,827.74
48,4,mic_fileid_48_doa191_3spk_4.wav,4.0,4,mean_all_channels,828.0,832.0,227,3.9815738879997298,4.0,832.0,832.0001668200002,0.00016682000023138244,0.5,1,1.0000002005048079,0.9953934719999324,2,"moving ourselves and our chair, and our ear, and our question of awareness , much oftener than she",3,", much oftener than she moved her needle. [BLANK","moving ourselves and our chair, and our ear, and our question of awareness",828.24,831.621
48,5,mic_fileid_48_doa191_3spk_5.wav,4.0,4,mean_all_channels,832.0,836.0,227,3.98028924800019,4.0,836.0,836.0001570950003,0.0001570950003042526,0.5,1,1.0000001879126799,0.9950723120000475,2,moved her needle. [BLANK,1,_AUDIO],", much oftener than she moved her needle. [BLANK",835.38,835.8
49,1,mic_fileid_49_doa63_3spk_1.wav,4.0,4,mean_all_channels,836.0,840.0,63,3.9797993649999626,4.0,840.0,840.0001535350002,0.00015353500020864885,0.5,1,1.0000001827797622,0.9949498412499906,2,_AUDIO] >> Social wants must,2,>> Social wants must be satisfied. Perhaps,,836.52,839.5
49,2,mic_fileid_49_doa63_3spk_2.wav,4.0,4,mean_all_channels,840.0,844.0,63,3.9813586349996513,4.0,844.0,844.0001473030002,0.00014730300017617992,0.5,1,1.000000174529621,0.9953396587499128,2,be satisfied. Perhaps the people do not know which let,2,the people do not know which let life force us into the world,>> Social wants must be satisfied. Perhaps,839.9399999999999,843.24
49,3,mic_fileid_49_doa63_3spk_3.wav,4.0,4,mean_all_channels,844.0,848.0,63,3.97724819799987,4.0,848.0,848.0001368400003,0.00013684000032299082,0.5,1,1.0000001613679248,0.9943120494999675,2,life force us into the world .,2,. But in,the people do not know which let life force us into the world,844.02,847.66
49,4,mic_fileid_49_doa63_3spk_4.wav,4.0,4,mean_all_channels,848.0,852.0,63,3.9810213490000024,4.0,852.0,852.0014549330003,0.0014549330003319483,0.5,1,1.0000017076678407,0.9952553372500006,2,"But in fact, the law",2,"fact, the law is to",. But in,847.9,849.5799999999999
