fileid,mic_file,method,speaker_id,duration_sec,gt_doa,mic_channel,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,whisper_sec,total_sec,whisper_rtf,total_rtf,under_realtime
186,mic_fileid_186_doa43_3spk.wav,NoEnhancement-NoisyMixture,1,15.840625,169,1,text_fileid_186_doa169_spk1.txt,1.5757575757575757,52,33,HAD TURNED AND DANCED ABOUT ENOUGH THEY ORDERED THEIR SERVANTS TO BEAT HIM WITH STICKS TO CHANGE THE COURSE OF HIS IDEAS OTHERS HIT THE LION THAT IS THEY GAILY STOPPED A PASSENGER,"And Sergeant James Adams. That was eighth. They were never a human. Sit down at this hour and take the course. But if they want to see us rather than sit in our stronghold, the bank will do that.木, leaves, tunch. They are seen. Sp benzchlider came to them more desire than big food, undrinked, or clothinged.",7.005889579999348,7.005889579999348,0.4422735580192921,0.4422735580192921,1
187,mic_fileid_187_doa136_3spk.wav,NoEnhancement-NoisyMixture,1,17.269,136,1,text_fileid_187_doa136_spk1.txt,0.26,13,50,HE WAS THUS AT EVERY MOMENT DURING THE DAY AND NIGHT IN FULL POSSESSION OF THE DEADLY POISON WITH WHICH HE COULD HAVE FULLY SATISFIED HIS CRAVING IT WAS A MORAL VICTORY WHEN HE FINALLY REACHED THE POINT AT WHICH HE WENT FOR SEVERAL WEEKS WITHOUT ANY DESIRE FOR MORPHINE,"He was thus at every moment during the day of endangering, in full possession of the deadly poison, which he could have fully satisfied his grief. At this period of time, he was a moral evictive, when he finally reached the point at which he went for several weeks without any desire for more pain.",0.537071921999086,0.537071921999086,0.031100348717301877,0.031100348717301877,1
188,mic_fileid_188_doa42_3spk.wav,NoEnhancement-NoisyMixture,1,16.251125,247,1,text_fileid_188_doa247_spk1.txt,0.675,27,40,THE PRIEST WHO YESTERDAY EVENING DIRECTED ME TO THIS VILLAGE ANSWERED MUSO I CALLED AT HIS ANJITSU ON THE HILL YONDER HE REFUSED ME LODGING BUT TOLD ME THE WAY HERE THE LISTENERS LOOKED AT EACH OTHER AS IN ASTONISHMENT,"The priest, too, yesterday evening, directed me into this village. Answered Musa. All the others saved the woman. I called it to Zanjidzhu on the hill, yonder. He refused me, lodged, and told me the way to hear it. The whole mass of people looked at each other as an assumption. Not simply a song.",0.6806719830001384,0.6806719830001384,0.041884606942604805,0.041884606942604805,1
189,mic_fileid_189_doa19_3spk.wav,NoEnhancement-NoisyMixture,1,17.1215,308,1,text_fileid_189_doa308_spk1.txt,0.6363636363636364,28,44,I THINK I COULD HAVE DONE IT BUT THERE WAS ONLY THE CLIFF WALL SHEER AND WHITE AGAINST THAT NARROWEST WAY WITH NEVER CRANNY TO PUT A FINGER INTO THE WIND WAS BLOWING IN FRESH PUFFS AND THOUGH I DID NOT OPEN MY EYES,"I think I said that there was only the earth walls, a chair and water against that mirror and whatever, with lighter crannies on the ground. The moon was glaring in fresh bubbles, and the light had not been on my eyes.",0.4438408329988306,0.4438408329988306,0.025923011009481096,0.025923011009481096,1
190,mic_fileid_190_doa23_3spk.wav,NoEnhancement-NoisyMixture,1,16.736125,96,1,text_fileid_190_doa96_spk1.txt,0.3409090909090909,15,44,YET I CAN TEACH YOU HOW BEST TO ALLAY HER DISPLEASURE GO THEN AND VOLUNTARILY SURRENDER YOURSELF TO YOUR LADY AND SOVEREIGN AND TRY BY MODESTY AND SUBMISSION TO WIN HER FORGIVENESS AND PERHAPS HER FAVOR WILL RESTORE YOU THE HUSBAND YOU HAVE LOST,"Yet I can teach you how best to elate, learn to be rich, go then, and follow feelings of reckoning yourself to your lady and soreness, and try to be a moderate and submission to win her forgiveness, and perhaps her favor will restore you to the husband you have lost.",0.5471822279996559,0.5471822279996559,0.03269467860688516,0.03269467860688516,1
191,mic_fileid_191_doa169_3spk.wav,NoEnhancement-NoisyMixture,1,16.275375,313,1,text_fileid_191_doa313_spk1.txt,0.02631578947368421,1,38,I WILL GIVE YOU LETTERS TO CONDE AND RECOLLECT THAT WHATEVER GENERAL YOU TAKE SERVICE UNDER YOU WILL FOLLOW HIM WITHOUT PRETENDING TO CALCULATE HOW FAR HIS MOVEMENTS MAY BE RIGHT OR WRONG THAT IS NOT YOUR AFFAIR,"I will give you letters to Kanda and recollect that whatever general you take service under, you will follow him without pretending to calculate how far his movements may be right or wrong. That is not your affair.",0.40889656099898275,0.40889656099898275,0.025123633771816794,0.025123633771816794,1
192,mic_fileid_192_doa84_3spk.wav,NoEnhancement-NoisyMixture,1,17.247,344,1,text_fileid_192_doa344_spk1.txt,0.3404255319148936,16,47,BEFORE THE NEGOTIATION WAS COMPLETED IT BEGAN TO GROW A LITTLE DUSK I DID NOT HASTEN IT FOR I LIKED WELL ENOUGH TO SIT AND HEAR HER TALK I WAS AMUSED WITH THE SORT OF BUSINESS TALENT SHE DISPLAYED EDWARD COULD NOT HAVE SHOWN HIMSELF MORE PRACTICAL,"Before the negotiation was completed, it began to grow the dust. I did not hasten it, for I liked whether that was a city or a task. I was amused by the sort of business talent that was laid down. Edward could not have shown himself more practical.",0.4950860030003241,0.4950860030003241,0.02870563013859362,0.02870563013859362,1
193,mic_fileid_193_doa66_3spk.wav,NoEnhancement-NoisyMixture,1,17.10325,110,1,text_fileid_193_doa110_spk1.txt,0.24074074074074073,13,54,AT LENGTH HE RAISED HIS STIFFENED BODY AND STOOD UP DIZZY UP THE LITTLE WOODEN STAIRS HE WENT WHERE HE HAD NEVER BEEN BEFORE TO THE SMALL SQUARE LANDING ALMOST FILLED UP WITH THE GREAT CHEST FOR OAT CAKE HE BREATHED HARD FOR A MINUTE AND THEN KNOCKED AT THE DOOR OF SYLVIA'S ROOM,"At last he raised his broken body and stood up, dizzy, of the little, wooden, staircase he had never been before. To the small square man almost pressed up with the great chest of Fort Boatke, he breathed hard for a minute, and then knocked at the door of Silvia's room.",0.5239600080003584,0.5239600080003584,0.030635113677246043,0.030635113677246043,1
194,mic_fileid_194_doa63_3spk.wav,NoEnhancement-NoisyMixture,1,17.115625,285,1,text_fileid_194_doa285_spk1.txt,0.3170731707317073,13,41,AND JACOB WE TOOK WITH US SOME OF THE BEST ANIMALS AND MY INTENTION WAS TO PROCEED AS RAPIDLY AS POSSIBLE TO THE HOUSE OF MISTER SUTTER AND RETURN TO MEET THE PARTY WITH A SUPPLY OF PROVISIONS AND FRESH ANIMALS,"And J. We took with us some of the best ends, and my intention was to proceed as rapidly as possible to thousand of Mr. Suckers, and return to be the party that supplied the wisdoms and French animals.",0.4274264340001537,0.4274264340001537,0.024972879109010256,0.024972879109010256,1
195,mic_fileid_195_doa40_3spk.wav,NoEnhancement-NoisyMixture,1,16.165875,177,1,text_fileid_195_doa177_spk1.txt,0.225,9,40,YOU MIGHT WANT TO THINK IT OVER BEFORE ACCEPTING AS FOR ME I PASSED A HAND OVER MY BROW WHERE BEADS OF COLD SWEAT WERE BUSY FORMING LET'S THINK THIS OVER I SAID TO MYSELF AND LET'S TAKE OUR TIME,"Do you might want to think it over before accepting me? As for me, I've passed a handle over my brow, where a beat of cold sweat would be forming. Let's think this over, I've said to myself. And let's take our time.",0.5003111700007139,0.5003111700007139,0.030948598204595414,0.030948598204595414,1
196,mic_fileid_196_doa50_3spk.wav,NoEnhancement-NoisyMixture,1,15.86525,357,1,text_fileid_196_doa357_spk1.txt,0.627906976744186,27,43,BUT THEY WENT AT IT WITH THAT MIXTURE OF RECKLESSNESS AND INDUSTRY THAT LIVES WHEN YOUTH IS IN A HOUSE AND YOUTH WAS IN THAT HOUSE THAT NIGHT THOUGH NOT ALL MAY HAVE ISOLATED THE TWO FACES AND HEARTS FROM WHICH IT FLAMED,That's how they look like it with that mixture of lessaltry and carbon dioxide that works when you're drinking the alcohol. And nice when you're not that high or that low. So not all of them are the eyes of the two faces and hearts from which it flamed.,0.4927955599996494,0.4927955599996494,0.031061317029334515,0.031061317029334515,1
197,mic_fileid_197_doa7_3spk.wav,NoEnhancement-NoisyMixture,1,17.188125,318,1,text_fileid_197_doa318_spk1.txt,0.9,36,40,BEING A STRONG AND VIGOROUS VILLAIN HOWEVER HE CLUNG TENACIOUSLY TO HIS OAR AND EVEN UNBUCKLING HIS LEATHER BELT PASSED IT ROUND THE SLIP OF WOOD THAT WAS HIS SALVATION GIRDING HIMSELF TO IT AS FIRMLY AS HE WAS ABLE,"Thee has gone and lived with her, longed to nature's will to survive, and even unbuckled in her leather belt, casted around the split of wood that was his dalbex, but bringing himself to it once the money had been used able. It depends upon obtaining her as a wife.",0.5382074520002789,0.5382074520002789,0.031312749470944555,0.031312749470944555,1
198,mic_fileid_198_doa5_3spk.wav,NoEnhancement-NoisyMixture,1,16.57175,109,1,text_fileid_198_doa109_spk1.txt,0.1388888888888889,5,36,GENERAL WHEELER GUIDED BY THE CUBANS RECONNOITRED THIS TRAIL ON THE TWENTY THIRD OF JUNE AND WITH THE POSITION OF THE ENEMY FULLY EXPLAINED TO HIM RETURNED TO SIBONEY AND INFORMED GENERAL YOUNG AND COLONEL WOOD,"General Wheeler was guided by the Cubans, recon-ordered this trail on the 23rd of June, and with the position of the enemy fully explained to him, returned to Cibone and informed General Young and Colonel Wood.",0.3901489340005355,0.3901489340005355,0.023543013501925596,0.023543013501925596,1
199,mic_fileid_199_doa56_3spk.wav,NoEnhancement-NoisyMixture,1,17.348875,56,1,text_fileid_199_doa56_spk1.txt,1.0,37,37,HE NEVER HESITATED ABOUT PLACING IT ON A BLACK KEY WHEN CONVENIENT AND HAD IT PASSED BY MUSCLE ACTION ALONE IN SCALES AND BROKEN CHORDS WHOSE ZEALOUS PRACTICE IN DIFFERENT FORMS OF TOUCH ACCENT RHYTHM AND TONE,Shanmoura talking,3.2551044050014752,3.2551044050014752,0.1876262527109957,0.1876262527109957,1
200,mic_fileid_200_doa103_3spk.wav,NoEnhancement-NoisyMixture,1,17.266,228,1,text_fileid_200_doa228_spk1.txt,0.15217391304347827,7,46,AND MERELY WHISPERED AS HE GAVE HER THE PARTING LIFT DON'T TELL THE ONLY ANSWER THE PRINCESS RETURNED WAS A ROGUISH LOOK SHE WAS ALREADY A YARD ABOVE HIS HEAD THE LOOK SEEMED TO SAY NEVER FEAR IT IS TOO GOOD FUN TO SPOIL THAT WAY,"And, immediately, whispered as he gave her the parting lift, Don't tell, I'm not a dog-eyed. The only answer to Princess' return was a roguish look. She was already a yard above his head. The look seemed to say, never fear, It is too good fun to spoil that way.",0.5907485359985003,0.5907485359985003,0.034214556700944074,0.034214556700944074,1
201,mic_fileid_201_doa27_3spk.wav,NoEnhancement-NoisyMixture,1,15.931625,27,1,text_fileid_201_doa27_spk1.txt,0.08823529411764706,3,34,HOLLAND ALONE CONTAINED EIGHTEEN CITIES EACH OF WHICH WAS FOR MANY PURPOSES AN INDEPENDENT STATE JEALOUS OF ALL INTERFERENCE FROM WITHOUT IF THE RULERS OF SUCH A CITY RECEIVED FROM THE HAGUE AN ORDER,"Holland alone contained 18 cities, each of which was, for many purposes, an independent state, jealous of all interference from without. If the rulers of such a city receive from the hay an order,",0.3772071080002206,0.3772071080002206,0.023676624826420443,0.023676624826420443,1
202,mic_fileid_202_doa79_3spk.wav,NoEnhancement-NoisyMixture,1,11.3505,293,1,text_fileid_202_doa293_spk1.txt,0.22727272727272727,5,22,WHAT KIND OF AN ACCIDENT WAS IT REDCOAT AND HOW DID IT HAPPEN HE ASKED BROADWING THE HAWK TRIED TO CATCH ME,"What kind of an accident was it Redcott? And how did it happen? Yes, a furrowed winged hawk tried to catch me.",0.2905692309996084,0.2905692309996084,0.025599685564478076,0.025599685564478076,1
203,mic_fileid_203_doa25_3spk.wav,NoEnhancement-NoisyMixture,1,16.812,88,1,text_fileid_203_doa88_spk1.txt,0.2702702702702703,10,37,HE WAS READY TO SERVE HIS GUESTS BEFORE HE FORWARDED HIS OWN WIRELESS NOTES JUST TELL MY WIFE THAT I'M ENJOYING MYSELF REQUESTED MISTER DAMON BLESS MY FOOTSTOOL BUT THIS IS GREAT WE'RE OFF THE EARTH YET,"He was ready to serve his guests, not before he forwarded his own wireless notes. And yet, for much longer... Just tell my wife that I'm enjoying myself, requested Mr. Damon. Bless my footstool. This is the chance. We're off the earth yet...",0.5006926310015842,0.5006926310015842,0.02978186004054153,0.02978186004054153,1
204,mic_fileid_204_doa190_3spk.wav,NoEnhancement-NoisyMixture,1,16.302375,190,1,text_fileid_204_doa190_spk1.txt,0.13513513513513514,5,37,HE WORE A BLOUSE AND UNDER HIS BLOUSE AN OLD BLACK COAT HE MADE PRETENSIONS TO LITERATURE AND TO MATERIALISM THERE WERE CERTAIN NAMES WHICH HE OFTEN PRONOUNCED TO SUPPORT WHATEVER THINGS HE MIGHT BE SAYING VOLTAIRE,"He wore a blouse and underneath his blouse an old black coat. He made pretentions to literature and to materialism, to a certain means which he often pronounced to support whatever things he might be saying. Voltaire.",0.4268723850000242,0.4268723850000242,0.026184674625631184,0.026184674625631184,1
205,mic_fileid_205_doa68_3spk.wav,NoEnhancement-NoisyMixture,1,18.043125,262,1,text_fileid_205_doa262_spk1.txt,0.44680851063829785,21,47,CAME VERY NEAR ENDING AS A COMPLETE CYNIC THOUGH IN WHAT F P A WOULD CALL HIS LASTLINE HE MANAGED TO WRIGGLE INTO A MORE HOPEFUL MOOD THE FIRST VALUABLE DISCOVERY THAT THE COLYUMIST IS LIKELY TO MAKE IS THAT ALL MINDS ARE VERY MUCH THE SAME,"Cane's a linear image as he do it. Though in what FDA would pass his last line, he managed to drizzle into a moon. The first valueline discovery that my demise is likely to make is that all lines are very much the same.",0.4800570859988511,0.4800570859988511,0.026606094343349675,0.026606094343349675,1
206,mic_fileid_206_doa56_3spk.wav,NoEnhancement-NoisyMixture,1,16.533875,56,1,text_fileid_206_doa56_spk1.txt,0.10256410256410256,4,39,IN THE MONTH OF APRIL EIGHTEEN FORTY NINE ROME AS YOU ARE NO DOUBT AWARE WAS PLACED IN A STATE OF SIEGE BY THE APPROACH OF THE FRENCH ARMY IT WAS FILLED AT THAT TIME WITH EXILES AND FUGITIVES,"In the month of April, 1849, Rome, as you are no doubt aware, was placed in a state of siege by the approach of the French army. It was filled at that time with exiles and refuges.",0.3942332669994357,0.3942332669994357,0.023843972873838454,0.023843972873838454,1
207,mic_fileid_207_doa138_3spk.wav,NoEnhancement-NoisyMixture,1,16.808125,204,1,text_fileid_207_doa204_spk1.txt,0.23076923076923078,9,39,I AM SURE I HAVE NOT MET ONE AND REALLY DO NOT KNOW OF ONE THE PRESS IS RESPONSIBLE FOR MANY POPULAR ERRORS WHENEVER AN INDIAN INDULGES IN ANY NOTORIOUS MISBEHAVIOR HE IS WIDELY HERALDED AS A CARLISLE GRADUATE,"I'm sure I am not meant to, and really do not know of what came right now. The press is responsible for many popular errors. Whenever an Indian indulges in any notorious misbehavior, he is widely heralded as a Carlisle graduate.",0.46682815799977107,0.46682815799977107,0.027773958011364803,0.027773958011364803,1
208,mic_fileid_208_doa73_3spk.wav,NoEnhancement-NoisyMixture,1,16.723375,276,1,text_fileid_208_doa276_spk1.txt,0.175,7,40,AROUND MANY OF THEM GREW CLUSTERS OF STRANGE AND COLORFUL SEAWEEDS THAT WAVED THEIR BANNERS GENTLY AS THOUGH SOME IMPERCEPTIBLE CURRENT DALLIED WITH THEM IN PASSING HERE AND THERE FIGURES MOVED SLIM WHITE FIGURES THAT STROLLED ALONG THE NARROW STREET,"Around many of them grew clusters of strange and colorful seed nuts that waved their vandals gently, as though some imperceptible current allied with them in passing. Here and there are figure smooth, slim white figures that strolled along the narrow street.",0.46019181100018614,0.46019181100018614,0.027517879076453533,0.027517879076453533,1
209,mic_fileid_209_doa17_3spk.wav,NoEnhancement-NoisyMixture,1,16.038375,82,1,text_fileid_209_doa82_spk1.txt,0.14705882352941177,5,34,UNDOUBTEDLY IT WAS WAS HE NOT AN EMIGRANT THEN WHAT DID HE CALL HIMSELF NOT AN EMIGRANT HE HOPED WITHIN THE SENSE AND SPIRIT OF THE LAW WHY NOT THE PRESIDENT DESIRED TO KNOW,Undoubtedly it was. Was he not an immigrant then? What did he call himself? Not an immigrant he built within the sense of spirit of the law. Why not the president desire to know?,0.3694922150007187,0.3694922150007187,0.023038008214717437,0.023038008214717437,1
210,mic_fileid_210_doa278_3spk.wav,NoEnhancement-NoisyMixture,1,17.54375,312,1,text_fileid_210_doa312_spk1.txt,1.75,49,28,HONESTY GRANTING THAT IT IS THE VIRTUE OF WHICH WE CANNOT RID OURSELVES WE FREE SPIRITS WELL WE WILL LABOUR AT IT WITH ALL OUR PERVERSITY AND LOVE,On a serious date all branding it is the virtues of the truth and our good with ourselves. Who knows the onlooker and the same glory and the same honor that had gone at the point when we had yocked out the way of this great power. The father opened his heart to the onlooker.,0.568829118999929,0.568829118999929,0.03242346242963614,0.03242346242963614,1
211,mic_fileid_211_doa55_3spk.wav,NoEnhancement-NoisyMixture,1,16.946375,55,1,text_fileid_211_doa55_spk1.txt,0.525,21,40,OR WHICH THEY REGARDED AS SOME SET OFF AGAINST THEIR SWOLLEN ACCOUNT OF CRUEL RAGE NO MAN CAN DECIDE NOW TO WHICH OF THESE MOTIVES SUCH EXTRAORDINARY SCENES WERE REFERABLE IT IS PROBABLE TO A BLENDING OF ALL THE THREE,Small notes they regarded as some stocks because they're small in account of cool age. No man can decide now to which of these notes is a historic merit or a referral. It is probably to be the blending of all three.,0.41488563700113446,0.41488563700113446,0.02448226461418058,0.02448226461418058,1
212,mic_fileid_212_doa75_3spk.wav,NoEnhancement-NoisyMixture,1,17.354375,293,1,text_fileid_212_doa293_spk1.txt,0.08108108108108109,3,37,GOD DID NOT MIND THEM AND THAT WAS A VERY COMFORTING REFLECTION FOR POOR WEAK PEOPLE LIKE HIMSELF TO GO ON TRYING WAS POSSIBLE EVEN FOR HIM ALTHOUGH HE KNEW HE COULD NOT ALWAYS PROMISE HIMSELF SUCCESS,"God did not want it to. And that was a very comforting reflection for poor weak people like himself. To go on trying was possible even for him, although he knew he could not always promise himself success.",0.37289395700099703,0.37289395700099703,0.021487028890466928,0.021487028890466928,1
213,mic_fileid_213_doa78_3spk.wav,NoEnhancement-NoisyMixture,1,16.950375,181,1,text_fileid_213_doa181_spk1.txt,0.46153846153846156,18,39,I HAD COME TO SEE YOU WITH THE HOPE THAT YOU WOULD LET ME BRING YOU OVER TO MY CONVICTION MY REASONS FOR ENTERTAINING THIS HOPE HAD BEEN OF THE BEST BUT YOU DISAPPOINTED IT I FOUND YOU CHANGED,"I have come to see you with the hope that you would let me bring you over to my conviction. The old man remained motionless. He felt that some rain would proceed. I've been of the best, but you disapproved of it. I found your change.",0.4912732520006102,0.4912732520006102,0.028983031466891452,0.028983031466891452,1
214,mic_fileid_214_doa74_3spk.wav,NoEnhancement-NoisyMixture,1,16.985,74,1,text_fileid_214_doa74_spk1.txt,0.23255813953488372,10,43,IN THE FIRST SENTIMENT OF KINDNESS ANTICIPATES ALREADY A BENEVOLENCE WHICH SHALL LOSE ALL PARTICULAR REGARDS IN ITS GENERAL LIGHT THE INTRODUCTION TO THIS FELICITY IS IN A PRIVATE AND TENDER RELATION OF ONE TO ONE WHICH IS THE ENCHANTMENT OF HUMAN LIFE,"In the first sentiment of kindness anticipates already, a benevolent spiritual lose all particular regards in the general life. The introduction to this velocity is in a private and temporary relation of one to one which is the enchanted human mind.",0.42202846899999713,0.42202846899999713,0.024847127995289795,0.024847127995289795,1
215,mic_fileid_215_doa77_3spk.wav,NoEnhancement-NoisyMixture,1,15.942625,169,1,text_fileid_215_doa169_spk1.txt,0.5,19,38,AND LIGHTLY HE TOOK HIS HORSE WITH THE SPURS AND DEPARTED AS FAST AS HE MIGHT AND WHEN SIR MALEAGANS SAW HIM SO FLEE HE UNDERSTOOD THAT IT WAS BY THE QUEEN'S COMMANDMENT FOR TO WARN SIR LAUNCELOT,"And when Sir Maligan saw him so free, he understood that it was by the Queen's commandment for to warn Sir Lanzelot.",0.2747348660013813,0.2747348660013813,0.01723272459845109,0.01723272459845109,1
216,mic_fileid_216_doa82_3spk.wav,NoEnhancement-NoisyMixture,1,16.788,334,1,text_fileid_216_doa334_spk1.txt,0.125,6,48,WHAT WOULD THEY SAY IN HEREFORDSHIRE I DON'T KNOW WHY THEY SHOULD SAY ANYTHING BUT IF THEY DID I SHOULDN'T MUCH CARE I SHOULD MY DEAR I SHOULD CARE VERY MUCH ONE IS BOUND TO THINK OF ONE'S FAMILY SUPPOSE IT SHOULD TURN OUT AFTERWARDS THAT HE WAS,"What would they say in her fridge? I don't know why they should say anything. But if they did, I should not educate her. I should, my dear. I should care very much. One is bound to think of one's family. Suppose it should turn out afterwards that he was...",0.5595048689992836,0.5595048689992836,0.03332766672619035,0.03332766672619035,1
217,mic_fileid_217_doa95_3spk.wav,NoEnhancement-NoisyMixture,1,16.736,285,1,text_fileid_217_doa285_spk1.txt,0.25,9,36,WENT INTO THE HUT AND SQUATTING DOWN BY THE FIRE BEGAN TO WARM ITSELF AND THE PRIEST WITH RENEWED FERVOUR RECITED HIS PRAYERS AND STRUCK HIS BELL BEFORE THE IMAGE OF BUDDHA LOOKING STRAIGHT BEFORE HIM,"Went into the hut, and squatting down by the fire began to warm itself, and the priest with renewed furber recited his prayers and struck his bell before the image of Buddha looking straight at the forehead. Count and summon the down.",0.40579206500115106,0.40579206500115106,0.02424665780360606,0.02424665780360606,1
218,mic_fileid_218_doa157_3spk.wav,NoEnhancement-NoisyMixture,1,15.4425,157,1,text_fileid_218_doa157_spk1.txt,0.28205128205128205,11,39,AND IT TOOK ONLY A FEW MINUTES EVERY TWELVE HOURS I HAD A MOMENT WITH CARTER IN THE ISOLATION OF HIS CHART ROOM THIS VOYAGE GREGG I'M GETTING LIKE YOU TOO FANCIFUL WE'VE A NORMAL GROUP OF PASSENGERS APPARENTLY,"And it took only a few minutes every 12 hours. I had a moment with Carter in an isolationized chart. This voyage, I've graved, I'm getting like you, too fenceful, with normal group of passengers apparently.",0.4154136960005417,0.4154136960005417,0.026900676444911228,0.026900676444911228,1
219,mic_fileid_219_doa56_3spk.wav,NoEnhancement-NoisyMixture,1,15.801625,56,1,text_fileid_219_doa56_spk1.txt,0.5757575757575758,19,33,THEY WERE SAD AND DOWNHEARTED IN ALL THAT MISERY THE POOR ATTORNEY HAD THE WORST OF IT MARY WAS FREE FROM HER STEPMOTHER'S ZEAL AND HER STEPMOTHER'S PERSECUTION AT ANY RATE AT NIGHT,May the words that have downed the heart in all that misery were a term and have the worst of death. May it was free from the stepmother's seal and the stepmother's persecution at any rate at night.,0.38611846700041497,0.38611846700041497,0.02443536452740873,0.02443536452740873,1
220,mic_fileid_220_doa23_3spk.wav,NoEnhancement-NoisyMixture,1,16.75725,237,1,text_fileid_220_doa237_spk1.txt,0.2,6,30,BUT TELL ME ALL ABOUT IT WHY DO YOU WISH TO KNOW ASKED CAVALCANTI WHAT DO YOU AGAIN DEFY ME NO THE FACT IS I HAVE FOUND MY FATHER WHAT,"But tell me all about... ...what I wish to know. That's Gabelcunti. What? Do you again defy me? No. The fact is, I have found my father. What?",0.42836085999988427,0.42836085999988427,0.0255627182264324,0.0255627182264324,1
221,mic_fileid_221_doa91_3spk.wav,NoEnhancement-NoisyMixture,1,15.62125,220,1,text_fileid_221_doa220_spk1.txt,0.30952380952380953,13,42,IT WAS BUT A LITTLE HELP THAT HE HAD TO MAKE OTHER THINGS OF THIS EARTH NOTHING CAN BE NEARER NOTHING THAN THIS EARTH AND YET HOW LITTLE OF THIS EARTH IS THE GREATEST MAN HE THINKS HE TREADS UPON THE EARTH,"It was Earth a little hell that it had. To make other things a preserve, nothing can be only Earth, nothing in this Earth. Yet how little of this Earth is the greatest man. You think sea treads upon the Earth?",0.42200020699965535,0.42200020699965535,0.02701449672719247,0.02701449672719247,1
222,mic_fileid_222_doa144_3spk.wav,NoEnhancement-NoisyMixture,1,16.932875,144,1,text_fileid_222_doa144_spk1.txt,0.1794871794871795,7,39,YOU HAVE ASSASSINATED WELL I SHOULD SAY IF YOU HAD ME TAKEN TO A PRIVATE ROOM ONLY TO TELL ME THIS YOU MIGHT HAVE SAVED YOURSELF THE TROUBLE I KNOW ALL THESE THINGS BUT THERE ARE SOME WITH WHICH,"You have assassinated. Well, I should say, if you had me taken to a private room only to tell you this, you might have said yourself the truth. I know all these things, but there are some with which I think I'm wrong.",0.4482014139994135,0.4482014139994135,0.02646930388368269,0.02646930388368269,1
223,mic_fileid_223_doa16_3spk.wav,NoEnhancement-NoisyMixture,1,17.741,137,1,text_fileid_223_doa137_spk1.txt,0.42105263157894735,16,38,AND SELDOM FAIL RADICALLY TO ALTER THE ENTIRE MORAL CONSTITUTION OF THOSE WHO ARE THEIR OBJECTS IT APPEARS THAT ABOUT ONE HUNDRED YEARS PRIOR TO MISTER ELLISON'S ATTAINMENT OF HIS MAJORITY THERE HAD DIED IN A REMOTE PROVINCE,"And some of them, radically, call to the entire world constitution of those who are their object. It appears that about 100 years' time Mr. Ellis' 15th of sonority there had died in a remote province.",0.38949661500009825,0.38949661500009825,0.021954603179082252,0.021954603179082252,1
224,mic_fileid_224_doa124_3spk.wav,NoEnhancement-NoisyMixture,1,17.403375,124,1,text_fileid_224_doa124_spk1.txt,0.3673469387755102,18,49,THEY WENT TO THE VAULTS AND ENGAGED A PRIVATE ROOM WHERE BREAKFAST WAS SERVED TO THEM HAS MY HAIR TURNED GREY ASKED REHNHJELM PASSING HIS HAND OVER HIS HAIR WHICH WAS DAMP AND CLUNG CLOSELY TO HIS SKULL NO OLD MAN THAT DOESN'T OFTEN HAPPEN EVEN I'M NOT GREY,"They went to the vaults and engaged a private room where records were served then. It has my hair turned gray, it has men on it, passing the can over his hair, which was damp and concosely to a skull. No, old man, that doesn't often happen, you know I'm not gray.",0.566763388000254,0.566763388000254,0.03256629176813429,0.03256629176813429,1
225,mic_fileid_225_doa14_3spk.wav,NoEnhancement-NoisyMixture,1,14.81375,129,1,text_fileid_225_doa129_spk1.txt,1.027027027027027,38,37,TO WHOM HE MADE KNOWN FULLY THE CHARACTER OF THE PLACE AND PEOPLE WHENCE HE HAD FLED THE DANGERS HE WAS EXPOSED TO FROM SLAVE HUNTERS AND THE STRONG HOPE HE CHERISHED OF REACHING FREE LAND SOON,"The rule he made known was that the character of the recklessness of the sea robbers of those days was the danger to the most ruthless way of doing it, as a strong beast deterred the region from the beginning of the sea. It was a typical pirate.",0.45059653600037564,0.45059653600037564,0.030417452434419078,0.030417452434419078,1
226,mic_fileid_226_doa127_3spk.wav,NoEnhancement-NoisyMixture,1,16.686,292,1,text_fileid_226_doa292_spk1.txt,0.38,19,50,THE STATEMENT THAT HIS OLD FRIEND HAD BECOME A LORD AND WAS IN DANGER OF BEING AN EARL IF HE LIVED LONG ENOUGH CAUSED DICK TO SO OPEN HIS EYES AND MOUTH AND START THAT HIS CAP FELL OFF WHEN HE PICKED IT UP HE UTTERED A RATHER SINGULAR EXCLAMATION,"The stagman now's old friend had become a lord and was in danger of being a Earl of the Lymphons, and then caused Stig to sell up his eyes and mouth and starve that his cat died when he picked it up in the other, rather singular, exclamation.",0.4822879000003013,0.4822879000003013,0.02890374565505821,0.02890374565505821,1
227,mic_fileid_227_doa143_3spk.wav,NoEnhancement-NoisyMixture,1,15.74475,143,1,text_fileid_227_doa143_spk1.txt,0.5714285714285714,16,28,AND FOR THAT VERY REASON I QUITE CONTENTEDLY OCCUPIED THE LOWEST IN REALITY EITHER TO BE A HERO OR TO GROVEL IN THE MUD THERE WAS NOTHING BETWEEN,"And for that very reason, I was tempted to occupy the lowest of the realities. I literally adhered to it, or to Robert Lundens' mind. There was nothing between.",0.3316231120006705,0.3316231120006705,0.02106245650141606,0.02106245650141606,1
