fileid,chunk_count,chunk_indices,chunk_mic_files,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,selected_doas,selected_doa_error_deg
181,4,"1,2,3,4",mic_fileid_181_doa88_3spk_1.wav|mic_fileid_181_doa88_3spk_2.wav|mic_fileid_181_doa88_3spk_3.wav|mic_fileid_181_doa88_3spk_4.wav,16,175,text_fileid_181_doa175_spk1.txt,0.16216216216216217,6,37,NEARLY A YEAR WENT BY LADY ISABEL CARLYLE HAD SPENT IT ON THE CONTINENT THAT REFUGE FOR SUCH FUGITIVES NOW MOVING ABOUT FROM PLACE TO PLACE WITH HER COMPANION NOW STATIONARY AND ALONE QUITE HALF THE TIME,"Nearly a year went by. Lady Isabel Carlisle had spittered on the continent, that refuge for such fugitives. Now moving about from place to place with her companion. Now stationing. and alone. Quite haska time.","174,174,174,174",1
182,4,"1,2,3,4",mic_fileid_182_doa130_3spk_1.wav|mic_fileid_182_doa130_3spk_2.wav|mic_fileid_182_doa130_3spk_3.wav|mic_fileid_182_doa130_3spk_4.wav,16,130,text_fileid_182_doa130_spk1.txt,0.10869565217391304,5,46,IT HAD BEEN A GREAT DAY FOR THE FAMILIES OF THE NEIGHBORING FARMERS AND THEY DROVE HOMEWARD IN THE LATE AFTERNOON FULL OF ENTHUSIASM OVER THE ROYAL MANNER IN WHICH THEY HAD BEEN ENTERTAINED AND ADMIRATION FOR THE GIRLS WHO HAD PROVIDED THE FUN AND FEASTING,It had been a great day for the families of the neighboring farmers. And they drove homeward in the late afternoon full of enthusiasm. over the royal manner in which they've been entertained and ever for the girls who have provided the fine and feasting.,"130,129,133,131",1.25
183,4,"1,2,3,4",mic_fileid_183_doa59_3spk_1.wav|mic_fileid_183_doa59_3spk_2.wav|mic_fileid_183_doa59_3spk_3.wav|mic_fileid_183_doa59_3spk_4.wav,16,59,text_fileid_183_doa59_spk1.txt,0.11428571428571428,4,35,WHAT WAS TRUE THAT HER UNCLE MISTER WEISHAUPT'S FAMILY HAD BEEN MURDERED THAT NOT ONE MEMBER OF THE FAMILY HAD BEEN SPARED NAMELY MISTER WEISHAUPT HIMSELF AND HIS WIFE NEITHER OF THEM MUCH ABOVE SIXTY,"What was true? That her uncle, Mr Weiss Hutt family had been murdered, that not one member of the family. had been spared. Namely, Mr. Weishaupt himself and his wife, neither of them much above sixty.","57,57,60,58",1.5
184,4,"1,2,3,4",mic_fileid_184_doa65_3spk_1.wav|mic_fileid_184_doa65_3spk_2.wav|mic_fileid_184_doa65_3spk_3.wav|mic_fileid_184_doa65_3spk_4.wav,16,260,text_fileid_184_doa260_spk1.txt,0.21621621621621623,8,37,YOU MAY KNOW HIM BY A SUNKEN BROODING EYE CLOTHING MARRED BY MUCH TOBACCO AND A CHAFED AND TETCHY HUMOUR TOWARD THE HOUR OF FIVE P M HAVING BITTERLY SCHOOLED HIMSELF TO SEE MEN AS PARAGRAPHS WALKING,"You may know him by a sunken, brooding eye. Clothing. marred by much tobacco, and a chastened, techy humor toward the hour of 5pm. Having bitterly schooled himself to see see men as paragraphs walking.","260,264,262,263",2.25
185,4,"1,2,3,4",mic_fileid_185_doa35_3spk_1.wav|mic_fileid_185_doa35_3spk_2.wav|mic_fileid_185_doa35_3spk_3.wav|mic_fileid_185_doa35_3spk_4.wav,16,135,text_fileid_185_doa135_spk1.txt,0.23636363636363636,13,55,YOU REMEMBER THE CUBAN LAND FRAUDS IN NEW YORK AND PORFORIO GOMEZ SHOOTING THE DETECTIVE AND HIM AND MAXIMO MOREZ GETTING CLEAR AWAY WITH TWO HUNDRED THOUSAND NO OF COURSE YOU DON'T WHY EVEN IN THE CITY PAPERS IT ONLY FILLED AN INCH OR TWO OF TYPE AND ANYWAY THE NAMES WERE HARD TO REMEMBER,"You remember the Cuban Lance Crods in New York and Perferio Gomes? shooting the detective and him and Maximo Mora is getting clear away with 200,000. No, of course you don't. Why even in the city papers it only filled an A- or two of type. In any way, the names were hard to remember.","136,134,135,135",0.5
186,3,"1,2,3",mic_fileid_186_doa43_3spk_1.wav|mic_fileid_186_doa43_3spk_2.wav|mic_fileid_186_doa43_3spk_3.wav,12,169,text_fileid_186_doa169_spk1.txt,0.24242424242424243,8,33,HAD TURNED AND DANCED ABOUT ENOUGH THEY ORDERED THEIR SERVANTS TO BEAT HIM WITH STICKS TO CHANGE THE COURSE OF HIS IDEAS OTHERS HIT THE LION THAT IS THEY GAILY STOPPED A PASSENGER,"Had turned and danced about enough, they ordered their servants to be hit with sticks. to change the course of his ideas. Others, hit the loin. That is the Galey Stocked Passager.","169,169,169",0
187,4,"1,2,3,4",mic_fileid_187_doa136_3spk_1.wav|mic_fileid_187_doa136_3spk_2.wav|mic_fileid_187_doa136_3spk_3.wav|mic_fileid_187_doa136_3spk_4.wav,16,136,text_fileid_187_doa136_spk1.txt,0.02,1,50,HE WAS THUS AT EVERY MOMENT DURING THE DAY AND NIGHT IN FULL POSSESSION OF THE DEADLY POISON WITH WHICH HE COULD HAVE FULLY SATISFIED HIS CRAVING IT WAS A MORAL VICTORY WHEN HE FINALLY REACHED THE POINT AT WHICH HE WENT FOR SEVERAL WEEKS WITHOUT ANY DESIRE FOR MORPHINE,He was thus at every moment during the day and night in full possession. of the deadly poison with which he could have fully satisfied his craving. It was a moral victory when he finally reached the point at which went for several weeks without any desire for morphine.,"137,145,138,136",3
188,4,"1,2,3,4",mic_fileid_188_doa42_3spk_1.wav|mic_fileid_188_doa42_3spk_2.wav|mic_fileid_188_doa42_3spk_3.wav|mic_fileid_188_doa42_3spk_4.wav,16,247,text_fileid_188_doa247_spk1.txt,0.175,7,40,THE PRIEST WHO YESTERDAY EVENING DIRECTED ME TO THIS VILLAGE ANSWERED MUSO I CALLED AT HIS ANJITSU ON THE HILL YONDER HE REFUSED ME LODGING BUT TOLD ME THE WAY HERE THE LISTENERS LOOKED AT EACH OTHER AS IN ASTONISHMENT,"The priest who yesterday evening directed me to this village. Have... I called it a zanjitsu on the hill yonder. He refused me, lodging, but told me the way here. The listener looked at each other as an astonishment.","245,244,247,246",1.5
189,5,"1,2,3,4,5",mic_fileid_189_doa19_3spk_1.wav|mic_fileid_189_doa19_3spk_2.wav|mic_fileid_189_doa19_3spk_3.wav|mic_fileid_189_doa19_3spk_4.wav|mic_fileid_189_doa19_3spk_5.wav,20,308,text_fileid_189_doa308_spk1.txt,0.13636363636363635,6,44,I THINK I COULD HAVE DONE IT BUT THERE WAS ONLY THE CLIFF WALL SHEER AND WHITE AGAINST THAT NARROWEST WAY WITH NEVER CRANNY TO PUT A FINGER INTO THE WIND WAS BLOWING IN FRESH PUFFS AND THOUGH I DID NOT OPEN MY EYES,"I think I could have done it. But there was only the cliff. sheer and white against that narrow sway with or cranny to put a finger into. was blowing in fresh puffs, and though I did not open my eyes.","308,310,310,309,119",35.2
190,4,"1,2,3,4",mic_fileid_190_doa23_3spk_1.wav|mic_fileid_190_doa23_3spk_2.wav|mic_fileid_190_doa23_3spk_3.wav|mic_fileid_190_doa23_3spk_4.wav,16,96,text_fileid_190_doa96_spk1.txt,0.18181818181818182,8,44,YET I CAN TEACH YOU HOW BEST TO ALLAY HER DISPLEASURE GO THEN AND VOLUNTARILY SURRENDER YOURSELF TO YOUR LADY AND SOVEREIGN AND TRY BY MODESTY AND SUBMISSION TO WIN HER FORGIVENESS AND PERHAPS HER FAVOR WILL RESTORE YOU THE HUSBAND YOU HAVE LOST,Yet I can teach you how best to elate hunt's pleasure. Go- in and voluntarily surrendering yourself to your lady and sovereign. and tribe of modesty and submission to win her forgiveness and pra- Perhaps her favor will restore you the husband you have lost.,"95,95,95,95",1
191,4,"1,2,3,4",mic_fileid_191_doa169_3spk_1.wav|mic_fileid_191_doa169_3spk_2.wav|mic_fileid_191_doa169_3spk_3.wav|mic_fileid_191_doa169_3spk_4.wav,16,313,text_fileid_191_doa313_spk1.txt,0.05263157894736842,2,38,I WILL GIVE YOU LETTERS TO CONDE AND RECOLLECT THAT WHATEVER GENERAL YOU TAKE SERVICE UNDER YOU WILL FOLLOW HIM WITHOUT PRETENDING TO CALCULATE HOW FAR HIS MOVEMENTS MAY BE RIGHT OR WRONG THAT IS NOT YOUR AFFAIR,"I will give you letters to conda and recollect them that whatever general you take service under, you will follow him. without pretending to calculate how far his movements may be right. or wrong. That is not your affair.","313,316,312,316",1.75
192,5,"1,2,3,4,5",mic_fileid_192_doa84_3spk_1.wav|mic_fileid_192_doa84_3spk_2.wav|mic_fileid_192_doa84_3spk_3.wav|mic_fileid_192_doa84_3spk_4.wav|mic_fileid_192_doa84_3spk_5.wav,20,344,text_fileid_192_doa344_spk1.txt,0.1276595744680851,6,47,BEFORE THE NEGOTIATION WAS COMPLETED IT BEGAN TO GROW A LITTLE DUSK I DID NOT HASTEN IT FOR I LIKED WELL ENOUGH TO SIT AND HEAR HER TALK I WAS AMUSED WITH THE SORT OF BUSINESS TALENT SHE DISPLAYED EDWARD COULD NOT HAVE SHOWN HIMSELF MORE PRACTICAL,"Before the negotiation was completed, it began to grow the I did not hasten it, for I liked well enough to sit in here. her top. I was amused with the sort of business talent she displayed. Edward could not have shown himself more practical.","348,347,349,347,179",36
193,5,"1,2,3,4,5",mic_fileid_193_doa66_3spk_1.wav|mic_fileid_193_doa66_3spk_2.wav|mic_fileid_193_doa66_3spk_3.wav|mic_fileid_193_doa66_3spk_4.wav|mic_fileid_193_doa66_3spk_5.wav,20,110,text_fileid_193_doa110_spk1.txt,0.09259259259259259,5,54,AT LENGTH HE RAISED HIS STIFFENED BODY AND STOOD UP DIZZY UP THE LITTLE WOODEN STAIRS HE WENT WHERE HE HAD NEVER BEEN BEFORE TO THE SMALL SQUARE LANDING ALMOST FILLED UP WITH THE GREAT CHEST FOR OAT CAKE HE BREATHED HARD FOR A MINUTE AND THEN KNOCKED AT THE DOOR OF SYLVIA'S ROOM,"At length he raised his stiffened body and stood up, dizzy. little wooden stairs he went where he had never been before. small square landing almost filled up with the great chest for oat cake. He breathed hard for a minute and then knocked at the door of Silvia's room.","112,110,111,112,201",19.2
194,4,"1,2,3,4",mic_fileid_194_doa63_3spk_1.wav|mic_fileid_194_doa63_3spk_2.wav|mic_fileid_194_doa63_3spk_3.wav|mic_fileid_194_doa63_3spk_4.wav,16,285,text_fileid_194_doa285_spk1.txt,0.0975609756097561,4,41,AND JACOB WE TOOK WITH US SOME OF THE BEST ANIMALS AND MY INTENTION WAS TO PROCEED AS RAPIDLY AS POSSIBLE TO THE HOUSE OF MISTER SUTTER AND RETURN TO MEET THE PARTY WITH A SUPPLY OF PROVISIONS AND FRESH ANIMALS,"and Jacob. We took with us some of the best animals. and my intention was to proceed as rapidly as possible to the House of... Mr. Satter, and returned to meet the party with a supply of prohibition. and fresh animals.","284,285,284,283",1
195,4,"1,2,3,4",mic_fileid_195_doa40_3spk_1.wav|mic_fileid_195_doa40_3spk_2.wav|mic_fileid_195_doa40_3spk_3.wav|mic_fileid_195_doa40_3spk_4.wav,16,177,text_fileid_195_doa177_spk1.txt,0.25,10,40,YOU MIGHT WANT TO THINK IT OVER BEFORE ACCEPTING AS FOR ME I PASSED A HAND OVER MY BROW WHERE BEADS OF COLD SWEAT WERE BUSY FORMING LET'S THINK THIS OVER I SAID TO MYSELF AND LET'S TAKE OUR TIME,"You might want to think it over before accepting. For me, I passed a hand over my brow, where a beat of cold sweat we're busy forming. myself. And let's take our time.","176,176,176,177",0.75
196,4,"1,2,3,4",mic_fileid_196_doa50_3spk_1.wav|mic_fileid_196_doa50_3spk_2.wav|mic_fileid_196_doa50_3spk_3.wav|mic_fileid_196_doa50_3spk_4.wav,16,357,text_fileid_196_doa357_spk1.txt,0.09302325581395349,4,43,BUT THEY WENT AT IT WITH THAT MIXTURE OF RECKLESSNESS AND INDUSTRY THAT LIVES WHEN YOUTH IS IN A HOUSE AND YOUTH WAS IN THAT HOUSE THAT NIGHT THOUGH NOT ALL MAY HAVE ISOLATED THE TWO FACES AND HEARTS FROM WHICH IT FLAMED,But they went at it with that mixture of recklessness and industry. that lives when youth is in the house. And youth was in that house. house that night. So not all may have isolated the two f- and hearts from which it flamed.,"2,357,0,356",2.25
197,4,"1,2,3,4",mic_fileid_197_doa7_3spk_1.wav|mic_fileid_197_doa7_3spk_2.wav|mic_fileid_197_doa7_3spk_3.wav|mic_fileid_197_doa7_3spk_4.wav,16,318,text_fileid_197_doa318_spk1.txt,0.275,11,40,BEING A STRONG AND VIGOROUS VILLAIN HOWEVER HE CLUNG TENACIOUSLY TO HIS OAR AND EVEN UNBUCKLING HIS LEATHER BELT PASSED IT ROUND THE SLIP OF WOOD THAT WAS HIS SALVATION GIRDING HIMSELF TO IT AS FIRMLY AS HE WAS ABLE,"Being a strong and vigorous villain, however, he plummeted to nation's league. to his ore, and even unbuckling his leather belt. the slip of wood that was his salvation, girding himself to it as as strongly as you was able.","318,318,318,318",0
198,5,"1,2,3,4,5",mic_fileid_198_doa5_3spk_1.wav|mic_fileid_198_doa5_3spk_2.wav|mic_fileid_198_doa5_3spk_3.wav|mic_fileid_198_doa5_3spk_4.wav|mic_fileid_198_doa5_3spk_5.wav,20,109,text_fileid_198_doa109_spk1.txt,0.2222222222222222,8,36,GENERAL WHEELER GUIDED BY THE CUBANS RECONNOITRED THIS TRAIL ON THE TWENTY THIRD OF JUNE AND WITH THE POSITION OF THE ENEMY FULLY EXPLAINED TO HIM RETURNED TO SIBONEY AND INFORMED GENERAL YOUNG AND COLONEL WOOD,"General Wheeler, guided by the Cubans. I've reconoidered this trail on the 23rd of June and with the of the enemy fully explained to him. Return to seat by and informed General Young and Colonel Wood.","118,117,110,107,108",4.2
199,4,"1,2,3,4",mic_fileid_199_doa56_3spk_1.wav|mic_fileid_199_doa56_3spk_2.wav|mic_fileid_199_doa56_3spk_3.wav|mic_fileid_199_doa56_3spk_4.wav,16,56,text_fileid_199_doa56_spk1.txt,1.0810810810810811,40,37,HE NEVER HESITATED ABOUT PLACING IT ON A BLACK KEY WHEN CONVENIENT AND HAD IT PASSED BY MUSCLE ACTION ALONE IN SCALES AND BROKEN CHORDS WHOSE ZEALOUS PRACTICE IN DIFFERENT FORMS OF TOUCH ACCENT RHYTHM AND TONE,"Why can't you really live? Where for a long- and bought me to a knockout finish later, views Joe, if you're a smothered. These death spoke on fun, toting He was finally ground by ah And the dazzling land of ghosts recituate.","105,257,250,100",104.5
200,5,"1,2,3,4,5",mic_fileid_200_doa103_3spk_1.wav|mic_fileid_200_doa103_3spk_2.wav|mic_fileid_200_doa103_3spk_3.wav|mic_fileid_200_doa103_3spk_4.wav|mic_fileid_200_doa103_3spk_5.wav,20,228,text_fileid_200_doa228_spk1.txt,0.10869565217391304,5,46,AND MERELY WHISPERED AS HE GAVE HER THE PARTING LIFT DON'T TELL THE ONLY ANSWER THE PRINCESS RETURNED WAS A ROGUISH LOOK SHE WAS ALREADY A YARD ABOVE HIS HEAD THE LOOK SEEMED TO SAY NEVER FEAR IT IS TOO GOOD FUN TO SPOIL THAT WAY,"and merely whispered as he gave her the parting lift, don't tell. The only answer the princess returned was a roguish look. She was already at yard above his head. The looks seemed to save her. never fear it is too good fun to spoil that way. you","232,230,228,226,229",1.8
201,4,"1,2,3,4",mic_fileid_201_doa27_3spk_1.wav|mic_fileid_201_doa27_3spk_2.wav|mic_fileid_201_doa27_3spk_3.wav|mic_fileid_201_doa27_3spk_4.wav,16,27,text_fileid_201_doa27_spk1.txt,0.20588235294117646,7,34,HOLLAND ALONE CONTAINED EIGHTEEN CITIES EACH OF WHICH WAS FOR MANY PURPOSES AN INDEPENDENT STATE JEALOUS OF ALL INTERFERENCE FROM WITHOUT IF THE RULERS OF SUCH A CITY RECEIVED FROM THE HAGUE AN ORDER,"Hölland alone contained 18 cities each of US of which was, for many purposes, an independent state. us of all interference from without. If the rulers of a city received from the Hague in order.","27,27,26,24",1
202,3,"1,2,3",mic_fileid_202_doa79_3spk_1.wav|mic_fileid_202_doa79_3spk_2.wav|mic_fileid_202_doa79_3spk_3.wav,12,293,text_fileid_202_doa293_spk1.txt,0.9545454545454546,21,22,WHAT KIND OF AN ACCIDENT WAS IT REDCOAT AND HOW DID IT HAPPEN HE ASKED BROADWING THE HAWK TRIED TO CATCH ME,And most hardly did she rejoice in the healthier circumstances attending her Yes. Broadwing the hawk tried to catch him. assassin in your dumping<|cy|> Majora,"180,303,173",81
203,5,"1,2,3,4,5",mic_fileid_203_doa25_3spk_1.wav|mic_fileid_203_doa25_3spk_2.wav|mic_fileid_203_doa25_3spk_3.wav|mic_fileid_203_doa25_3spk_4.wav|mic_fileid_203_doa25_3spk_5.wav,20,88,text_fileid_203_doa88_spk1.txt,0.16216216216216217,6,37,HE WAS READY TO SERVE HIS GUESTS BEFORE HE FORWARDED HIS OWN WIRELESS NOTES JUST TELL MY WIFE THAT I'M ENJOYING MYSELF REQUESTED MISTER DAMON BLESS MY FOOTSTOOL BUT THIS IS GREAT WE'RE OFF THE EARTH YET,"He was ready to serve his guests before he forwarded his own. wireless notes. Just tell my wife that... I'm enjoying myself. Requested Mr. Damon. Bless my- Five foot stool, but this is great. We're off the earth yet. Thank you.","89,89,89,88,91",1.2
204,4,"1,2,3,4",mic_fileid_204_doa190_3spk_1.wav|mic_fileid_204_doa190_3spk_2.wav|mic_fileid_204_doa190_3spk_3.wav|mic_fileid_204_doa190_3spk_4.wav,16,190,text_fileid_204_doa190_spk1.txt,0.02702702702702703,1,37,HE WORE A BLOUSE AND UNDER HIS BLOUSE AN OLD BLACK COAT HE MADE PRETENSIONS TO LITERATURE AND TO MATERIALISM THERE WERE CERTAIN NAMES WHICH HE OFTEN PRONOUNCED TO SUPPORT WHATEVER THINGS HE MIGHT BE SAYING VOLTAIRE,"He wore a blouse and under his blouse an old black coat He made pretensions to literature and to materialism. There were certain names which he often pronounced to support whatever things he might He's saying, Voltaire.","190,191,190,190",0.25
205,5,"1,2,3,4,5",mic_fileid_205_doa68_3spk_1.wav|mic_fileid_205_doa68_3spk_2.wav|mic_fileid_205_doa68_3spk_3.wav|mic_fileid_205_doa68_3spk_4.wav|mic_fileid_205_doa68_3spk_5.wav,20,262,text_fileid_205_doa262_spk1.txt,0.2127659574468085,10,47,CAME VERY NEAR ENDING AS A COMPLETE CYNIC THOUGH IN WHAT F P A WOULD CALL HIS LASTLINE HE MANAGED TO WRIGGLE INTO A MORE HOPEFUL MOOD THE FIRST VALUABLE DISCOVERY THAT THE COLYUMIST IS LIKELY TO MAKE IS THAT ALL MINDS ARE VERY MUCH THE SAME,came very near ending as a complete sin though in what FBA would call his last line. He managed to reach into a more helpful mood. The first valuable discovery that the columnist is likely to make is that all minds are very much the same. same.,"259,264,260,261,262",1.6
206,4,"1,2,3,4",mic_fileid_206_doa56_3spk_1.wav|mic_fileid_206_doa56_3spk_2.wav|mic_fileid_206_doa56_3spk_3.wav|mic_fileid_206_doa56_3spk_4.wav,16,56,text_fileid_206_doa56_spk1.txt,0.3076923076923077,12,39,IN THE MONTH OF APRIL EIGHTEEN FORTY NINE ROME AS YOU ARE NO DOUBT AWARE WAS PLACED IN A STATE OF SIEGE BY THE APPROACH OF THE FRENCH ARMY IT WAS FILLED AT THAT TIME WITH EXILES AND FUGITIVES,"In the month of April, 1849, Rome, as you no doubt aware, was placed in a state of siege by the approach of the French. It was filled at that time with exiles and fugitives. We shall come back like decent folks.","56,55,55,266",38
207,5,"1,2,3,4,5",mic_fileid_207_doa138_3spk_1.wav|mic_fileid_207_doa138_3spk_2.wav|mic_fileid_207_doa138_3spk_3.wav|mic_fileid_207_doa138_3spk_4.wav|mic_fileid_207_doa138_3spk_5.wav,20,204,text_fileid_207_doa204_spk1.txt,0.05128205128205128,2,39,I AM SURE I HAVE NOT MET ONE AND REALLY DO NOT KNOW OF ONE THE PRESS IS RESPONSIBLE FOR MANY POPULAR ERRORS WHENEVER AN INDIAN INDULGES IN ANY NOTORIOUS MISBEHAVIOR HE IS WIDELY HERALDED AS A CARLISLE GRADUATE,"I'm sure I have not met one, and really do not know of one. The press is responsible for many popular errors. Whenever an Indian indulges in any notorious misbehavior he is widely heralded as a Carlisle graduate.","203,204,203,203,278",15.4
208,5,"1,2,3,4,5",mic_fileid_208_doa73_3spk_1.wav|mic_fileid_208_doa73_3spk_2.wav|mic_fileid_208_doa73_3spk_3.wav|mic_fileid_208_doa73_3spk_4.wav|mic_fileid_208_doa73_3spk_5.wav,20,276,text_fileid_208_doa276_spk1.txt,0.15,6,40,AROUND MANY OF THEM GREW CLUSTERS OF STRANGE AND COLORFUL SEAWEEDS THAT WAVED THEIR BANNERS GENTLY AS THOUGH SOME IMPERCEPTIBLE CURRENT DALLIED WITH THEM IN PASSING HERE AND THERE FIGURES MOVED SLIM WHITE FIGURES THAT STROLLED ALONG THE NARROW STREET,"Around many of them grew clusters of strange and colorful seaweed. that wave their banners gently as though some imperceptible current, that'll eat with them in passing. Here and there are figures smooth, slim white figures that strolled along the narrow street.","274,274,275,275,4",18.8
209,4,"1,2,3,4",mic_fileid_209_doa17_3spk_1.wav|mic_fileid_209_doa17_3spk_2.wav|mic_fileid_209_doa17_3spk_3.wav|mic_fileid_209_doa17_3spk_4.wav,16,82,text_fileid_209_doa82_spk1.txt,0.6764705882352942,23,34,UNDOUBTEDLY IT WAS WAS HE NOT AN EMIGRANT THEN WHAT DID HE CALL HIMSELF NOT AN EMIGRANT HE HOPED WITHIN THE SENSE AND SPIRIT OF THE LAW WHY NOT THE PRESIDENT DESIRED TO KNOW,"played cards a little more yawning and in pajamas loud What did he call himself? The hospital stood on a hill, and the gentle breeze entering through the window Why not the President Desire to Know?","265,86,265,84",90
210,4,"1,2,3,4",mic_fileid_210_doa278_3spk_1.wav|mic_fileid_210_doa278_3spk_2.wav|mic_fileid_210_doa278_3spk_3.wav|mic_fileid_210_doa278_3spk_4.wav,16,312,text_fileid_210_doa312_spk1.txt,0.35714285714285715,10,28,HONESTY GRANTING THAT IT IS THE VIRTUE OF WHICH WE CANNOT RID OURSELVES WE FREE SPIRITS WELL WE WILL LABOUR AT IT WITH ALL OUR PERVERSITY AND LOVE,"But as uncomfortable as to think all the same. We cannot rid ourselves, we free spirits. Well, we will labor at it with all our perversity and love.","294,314,314,276",14.5
211,5,"1,2,3,4,5",mic_fileid_211_doa55_3spk_1.wav|mic_fileid_211_doa55_3spk_2.wav|mic_fileid_211_doa55_3spk_3.wav|mic_fileid_211_doa55_3spk_4.wav|mic_fileid_211_doa55_3spk_5.wav,20,55,text_fileid_211_doa55_spk1.txt,0.125,5,40,OR WHICH THEY REGARDED AS SOME SET OFF AGAINST THEIR SWOLLEN ACCOUNT OF CRUEL RAGE NO MAN CAN DECIDE NOW TO WHICH OF THESE MOTIVES SUCH EXTRAORDINARY SCENES WERE REFERABLE IT IS PROBABLE TO A BLENDING OF ALL THE THREE,or which they regarded as some set-off against their swollen account. cruel rage. No man can decide now to Which of these motives such extraordinary scenes were preferable? It is probable to a blending of all three.,"55,55,54,55,65",2.2
212,5,"1,2,3,4,5",mic_fileid_212_doa75_3spk_1.wav|mic_fileid_212_doa75_3spk_2.wav|mic_fileid_212_doa75_3spk_3.wav|mic_fileid_212_doa75_3spk_4.wav|mic_fileid_212_doa75_3spk_5.wav,20,293,text_fileid_212_doa293_spk1.txt,0,0,37,GOD DID NOT MIND THEM AND THAT WAS A VERY COMFORTING REFLECTION FOR POOR WEAK PEOPLE LIKE HIMSELF TO GO ON TRYING WAS POSSIBLE EVEN FOR HIM ALTHOUGH HE KNEW HE COULD NOT ALWAYS PROMISE HIMSELF SUCCESS,God did not mind them and that was a very comforting reflection for poor weak people like himself. To go on trying was possible even for him. Although he knew he could not always promise himself success.,"293,293,293,292,283",2.2
213,4,"1,2,3,4",mic_fileid_213_doa78_3spk_1.wav|mic_fileid_213_doa78_3spk_2.wav|mic_fileid_213_doa78_3spk_3.wav|mic_fileid_213_doa78_3spk_4.wav,16,181,text_fileid_213_doa181_spk1.txt,0.1794871794871795,7,39,I HAD COME TO SEE YOU WITH THE HOPE THAT YOU WOULD LET ME BRING YOU OVER TO MY CONVICTION MY REASONS FOR ENTERTAINING THIS HOPE HAD BEEN OF THE BEST BUT YOU DISAPPOINTED IT I FOUND YOU CHANGED,"I had come to see you with the hope that you would let me bring you over to the world. to my conviction. for entertaining this hope. I've been of the best, but you've disappointed me. I found you changed.","183,197,195,182",8.25
214,4,"1,2,3,4",mic_fileid_214_doa74_3spk_1.wav|mic_fileid_214_doa74_3spk_2.wav|mic_fileid_214_doa74_3spk_3.wav|mic_fileid_214_doa74_3spk_4.wav,16,74,text_fileid_214_doa74_spk1.txt,0.06976744186046512,3,43,IN THE FIRST SENTIMENT OF KINDNESS ANTICIPATES ALREADY A BENEVOLENCE WHICH SHALL LOSE ALL PARTICULAR REGARDS IN ITS GENERAL LIGHT THE INTRODUCTION TO THIS FELICITY IS IN A PRIVATE AND TENDER RELATION OF ONE TO ONE WHICH IS THE ENCHANTMENT OF HUMAN LIFE,"In the first sentiment of kindness anticipates already a benevolent which will lose all particular regards in its general light. The introduction to this velocity is in a private and tender relation of one. to one, which is the enchantment of human life.","75,76,76,76",1.75
215,4,"1,2,3,4",mic_fileid_215_doa77_3spk_1.wav|mic_fileid_215_doa77_3spk_2.wav|mic_fileid_215_doa77_3spk_3.wav|mic_fileid_215_doa77_3spk_4.wav,16,169,text_fileid_215_doa169_spk1.txt,0.10526315789473684,4,38,AND LIGHTLY HE TOOK HIS HORSE WITH THE SPURS AND DEPARTED AS FAST AS HE MIGHT AND WHEN SIR MALEAGANS SAW HIM SO FLEE HE UNDERSTOOD THAT IT WAS BY THE QUEEN'S COMMANDMENT FOR TO WARN SIR LAUNCELOT,"And lightly he took his horse with the spurs and departed as fast as he might. And when Sir Maligan saw him so flea, he understood that it was the Queen's commandment for to warn Sir Lancelot.","157,166,169,169",3.75
216,4,"1,2,3,4",mic_fileid_216_doa82_3spk_1.wav|mic_fileid_216_doa82_3spk_2.wav|mic_fileid_216_doa82_3spk_3.wav|mic_fileid_216_doa82_3spk_4.wav,16,334,text_fileid_216_doa334_spk1.txt,0.0625,3,48,WHAT WOULD THEY SAY IN HEREFORDSHIRE I DON'T KNOW WHY THEY SHOULD SAY ANYTHING BUT IF THEY DID I SHOULDN'T MUCH CARE I SHOULD MY DEAR I SHOULD CARE VERY MUCH ONE IS BOUND TO THINK OF ONE'S FAMILY SUPPOSE IT SHOULD TURN OUT AFTERWARDS THAT HE WAS,"What would they say in her for sure? I don't know why they should say anything but if they did I shouldn't much care. I should, my dear. I should care very much. One is bound to think of... one's family. Suppose it should turn out afterwards that he was...","334,334,334,334",0
217,4,"1,2,3,4",mic_fileid_217_doa95_3spk_1.wav|mic_fileid_217_doa95_3spk_2.wav|mic_fileid_217_doa95_3spk_3.wav|mic_fileid_217_doa95_3spk_4.wav,16,285,text_fileid_217_doa285_spk1.txt,0.05555555555555555,2,36,WENT INTO THE HUT AND SQUATTING DOWN BY THE FIRE BEGAN TO WARM ITSELF AND THE PRIEST WITH RENEWED FERVOUR RECITED HIS PRAYERS AND STRUCK HIS BELL BEFORE THE IMAGE OF BUDDHA LOOKING STRAIGHT BEFORE HIM,"Went into the hut and squatting down by the fire began to warm itself, and the priest with renewed fervor recited his prayers and struck his bell before the image of Buddha looking strong. straight before him.","274,283,282,278",5.75
