fileid,chunk_count,chunk_indices,chunk_mic_files,audio_start_sec,audio_end_sec,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,selected_doas,mean_selected_doa_error_deg,reference_text,hypothesis_text,wer,edit_distance,ref_words,hypothesis_text_cleaned,wer_cleaned,edit_distance_cleaned,ref_words_cleaned
171,4,"1,2,3,4",mic_fileid_171_doa66_3spk_1.wav|mic_fileid_171_doa66_3spk_2.wav|mic_fileid_171_doa66_3spk_3.wav|mic_fileid_171_doa66_3spk_4.wav,2956.0,2972.0,16.0,238,text_fileid_171_doa238_spk1.txt,"238,238,238,238",0.0,STILL IF HE IS TO BE IN THE GROVE TO NIGHT I MAY AS WELL BE THERE ALSO WHAT DISGUISE IS HE IN A FARM LABORER'S THE BEST HE COULD ADOPT ABOUT HERE WITH LARGE BLACK WHISKERS HE IS STOPPING ABOUT THREE MILES OFF HE SAID,"Still, if he is to be in the grove tonight , I may as well be there also . What disguise is he in? A farm laborer's the best he could adopt about here with large black whiskers. He is stopping about three miles off, he said.",0.043478260869565216,2,46,"Still, if he is to be in the grove tonight, I may as well be there also. What disguise is he in? A farm laborer's the best he could adopt about here with large black whiskers. He is stopping about three miles off, he said.",0.043478260869565216,2,46
172,5,"1,2,3,4,5",mic_fileid_172_doa1_3spk_1.wav|mic_fileid_172_doa1_3spk_2.wav|mic_fileid_172_doa1_3spk_3.wav|mic_fileid_172_doa1_3spk_4.wav|mic_fileid_172_doa1_3spk_5.wav,2972.0,2992.0,20.0,236,text_fileid_172_doa236_spk1.txt,"236,236,236,236,236",0.0,WE WERE YET ALMOST AFRAID TO BELIEVE THAT WE WERE AT LAST TO ESCAPE INTO THE GENIAL COUNTRY OF WHICH WE HAVE HEARD SO MANY GLOWING DESCRIPTIONS AND DREADED AGAIN TO FIND SOME VAST INTERIOR LAKE WHOSE BITTER WATERS WOULD BRING US DISAPPOINTMENT,We were yet almost afraid to believe that we were at last to escape into the genial country of which we have heard so many glowing descriptions and read it again to find some vast interior leg whose bitter waters would bring us disappointment. [BLANK,0.09302325581395349,4,43,We were yet almost afraid to believe that we were at last to escape into the genial country of which we have heard so many glowing descriptions and read it again to find some vast interior leg whose bitter waters would bring us disappointment. BLANK,0.09302325581395349,4,43
173,5,"1,2,3,4,5",mic_fileid_173_doa42_3spk_1.wav|mic_fileid_173_doa42_3spk_2.wav|mic_fileid_173_doa42_3spk_3.wav|mic_fileid_173_doa42_3spk_4.wav|mic_fileid_173_doa42_3spk_5.wav,2992.0,3012.0,20.0,146,text_fileid_173_doa146_spk1.txt,"146,146,146,146,146",0.0,THE APPEARANCE OF THE CHART WAS INCREDIBLE TO THE SURVIVING MUTINEERS THEY LEAPED UPON IT LIKE CATS UPON A MOUSE IT WENT FROM HAND TO HAND ONE TEARING IT FROM ANOTHER AND BY THE OATHS AND THE CRIES AND THE CHILDISH LAUGHTER WITH WHICH THEY ACCOMPANIED THEIR EXAMINATION,"The appearance of the chart was incredible to the surviving Newton years. They leaped upon it like cats upon a mouse. It went from hand to hand, one tearing it from another, and by the oaths and the cries and the childish laughter with which they accompanied their examination .",0.041666666666666664,2,48,"The appearance of the chart was incredible to the surviving Newton years. They leaped upon it like cats upon a mouse. It went from hand to hand, one tearing it from another, and by the oaths and the cries and the childish laughter with which they accompanied their examination.",0.041666666666666664,2,48
174,4,"1,2,3,4",mic_fileid_174_doa166_3spk_1.wav|mic_fileid_174_doa166_3spk_2.wav|mic_fileid_174_doa166_3spk_3.wav|mic_fileid_174_doa166_3spk_4.wav,3012.0,3028.0,16.0,166,text_fileid_174_doa166_spk1.txt,"166,166,166,166",0.0,THE GRAVEYARD WAS A MILE OUTSIDE THE VILLAGE A SANDY PLAIN WHERE A FEW STUNTED PINES TRANSPLANTED FROM THE WOODS NEAR IT STRUGGLED TO KEEP ALIVE AS WE TURNED FROM THE STREET INTO THE LANE WHICH LED TO IT,"The graveyard was a mile outside the village . A sandy plain where a few studded pines transplant ed from the woods near it, struggled to keep alive. As we turned from the street into the lane which led to it,",0.07692307692307693,3,39,"The graveyard was a mile outside the village. A sandy plain where a few studded pines transplant ed from the woods near it, struggled to keep alive. As we turned from the street into the lane which led to it,",0.07692307692307693,3,39
175,5,"1,2,3,4,5",mic_fileid_175_doa16_3spk_1.wav|mic_fileid_175_doa16_3spk_2.wav|mic_fileid_175_doa16_3spk_3.wav|mic_fileid_175_doa16_3spk_4.wav|mic_fileid_175_doa16_3spk_5.wav,3028.0,3048.0,20.0,144,text_fileid_175_doa144_spk1.txt,"144,144,144,144,144",0.0,MADAME DE VILLEFORT SIGHED HER NERVES GAVE WAY AND SHE SUNK ON THE CARPET THE KING'S ATTORNEY SEEMED TO EXPERIENCE A SENSATION OF PITY HE LOOKED UPON HER LESS SEVERELY AND BOWING TO HER SAID SLOWLY,"Madame de Villafourt's side . Her nerves gave way and she sunk on the carpet. The King's attorneys seem to experience a sensation of pity. He looked upon her less severely and bowing to her , said slowly.",0.1111111111111111,4,36,"Madame de Villafourt's side. Her nerves gave way and she sunk on the carpet. The King's attorneys seem to experience a sensation of pity. He looked upon her less severely and bowing to her, said slowly.",0.1111111111111111,4,36
176,4,"1,2,3,4",mic_fileid_176_doa208_3spk_1.wav|mic_fileid_176_doa208_3spk_2.wav|mic_fileid_176_doa208_3spk_3.wav|mic_fileid_176_doa208_3spk_4.wav,3048.0,3064.0,16.0,208,text_fileid_176_doa208_spk1.txt,"208,208,208,208",0.0,HE STOOD ASIDE EDGED A LITTLE INTO THE RAIN TO LET THE THRONG PASS A SMALL BOY RUSHED OUT SNIFFED IN THE DAMP FRESH AIR AND TURNED UP THE COLLAR OF HIS COAT CAME THREE OR FOUR COUPLES IN A GREAT HURRY,"He stood aside, edged a little into the rain to let the throng pass. A small boy rushed out, sniff ed in the damp fresh air, and turned up the collar of his coat. Came three or four couples in a great hurry .",0.047619047619047616,2,42,"He stood aside, edged a little into the rain to let the throng pass. A small boy rushed out, sniff ed in the damp fresh air, and turned up the collar of his coat. Came three or four couples in a great hurry.",0.047619047619047616,2,42
177,5,"1,2,3,4,5",mic_fileid_177_doa189_3spk_1.wav|mic_fileid_177_doa189_3spk_2.wav|mic_fileid_177_doa189_3spk_3.wav|mic_fileid_177_doa189_3spk_4.wav|mic_fileid_177_doa189_3spk_5.wav,3064.0,3084.0,20.0,288,text_fileid_177_doa288_spk1.txt,"288,288,288,288,288",0.0,THE SCHOOL AND THE NEIGHBOURING COTTAGES THIS DID GOOD FOR A TIME BUT WHEN THE AUTUMN DREW ON AND THE WEATHER BECAME MORE CHANGEABLE HER MOTHER'S IDEA OF THE UNHEALTHINESS OF THE PLACE INCREASED,"The school and the neighbouring cartridges . This did good for a time , but when the odd of your mom and the weather became more change able. Her mother's idea of the unhealthiness of the place increased .",0.20588235294117646,7,34,"The school and the neighbouring cartridges. This did good for a time, but when the odd of your mom and the weather became more change able. Her mother's idea of the unhealthiness of the place increased.",0.20588235294117646,7,34
178,4,"1,2,3,4",mic_fileid_178_doa161_3spk_1.wav|mic_fileid_178_doa161_3spk_2.wav|mic_fileid_178_doa161_3spk_3.wav|mic_fileid_178_doa161_3spk_4.wav,3084.0,3100.0,16.0,331,text_fileid_178_doa331_spk1.txt,"331,331,331,331",0.0,ALL WERE LOADED WITH PASSENGERS AND FREIGHT FOR NOME SCOUT BOATS HAD ALREADY BEEN SENT OUT TO INVESTIGATE AND FIND IF POSSIBLE A PASSAGE THROUGH THE ICE FIELDS,"All were loaded with passengers and freight, for gnome. Scout boats have already been sent out to investigate and find if possible a passage through the ice fields. [BLANK",0.10714285714285714,3,28,"All were loaded with passengers and freight, for gnome. Scout boats have already been sent out to investigate and find if possible a passage through the ice fields. BLANK",0.10714285714285714,3,28
179,4,"1,2,3,4",mic_fileid_179_doa105_3spk_1.wav|mic_fileid_179_doa105_3spk_2.wav|mic_fileid_179_doa105_3spk_3.wav|mic_fileid_179_doa105_3spk_4.wav,3100.0,3116.0,16.0,359,text_fileid_179_doa359_spk1.txt,"359,359,359,359",0.0,AND EXPRESSES HORROR RATHER THAN INDIGNATION ALIKE INVOLUNTARY IS THE GROAN THAT GOES WITH IT PROCEEDING FROM A SINGLE INDIVIDUAL WHOM ALL KNOW TO BE THE FATHER OF THE MURDERED MAN,"and expresses horror rather than humiliation . A like involuntary is the groan that goes with it. Proceeding from a single individual whom all know to be the thought of the murdered man ,",0.12903225806451613,4,31,"and expresses horror rather than humiliation. A like involuntary is the groan that goes with it. Proceeding from a single individual whom all know to be the thought of the murdered man,",0.12903225806451613,4,31
180,3,"1,2,3",mic_fileid_180_doa24_3spk_1.wav|mic_fileid_180_doa24_3spk_2.wav|mic_fileid_180_doa24_3spk_3.wav,3116.0,3128.0,12.0,273,text_fileid_180_doa273_spk1.txt,"273,273,273",0.0,AND HER HEAD HER WORDS TURNED AMEER ALI PALE WITH HORROR BUT SHE REMINDED HIM THAT NO HARM HAD COME TO HER BEFORE AND AT LAST HE CONSENTED TO DO AS SHE BADE HIM,"and her head, her words turned Amir Ali pale with horror, but she reminded him that no harm had come to her before, and at last he consented to do as she bade him.",0.029411764705882353,1,34,"and her head, her words turned Amir Ali pale with horror, but she reminded him that no harm had come to her before, and at last he consented to do as she bade him.",0.029411764705882353,1,34
181,4,"1,2,3,4",mic_fileid_181_doa88_3spk_1.wav|mic_fileid_181_doa88_3spk_2.wav|mic_fileid_181_doa88_3spk_3.wav|mic_fileid_181_doa88_3spk_4.wav,3128.0,3144.0,16.0,175,text_fileid_181_doa175_spk1.txt,"175,175,175,175",0.0,NEARLY A YEAR WENT BY LADY ISABEL CARLYLE HAD SPENT IT ON THE CONTINENT THAT REFUGE FOR SUCH FUGITIVES NOW MOVING ABOUT FROM PLACE TO PLACE WITH HER COMPANION NOW STATIONARY AND ALONE QUITE HALF THE TIME,"Nearly a year went by. Lady Is abel Carlisle had spent it on the continent, that refuge for such fugitives. Now moving about from place to place with her companion , now stationary and alone. Quite health good time .",0.13513513513513514,5,37,"Nearly a year went by. Lady Is abel Carlisle had spent it on the continent, that refuge for such fugitives. Now moving about from place to place with her companion, now stationary and alone. Quite health good time.",0.13513513513513514,5,37
182,5,"1,2,3,4,5",mic_fileid_182_doa130_3spk_1.wav|mic_fileid_182_doa130_3spk_2.wav|mic_fileid_182_doa130_3spk_3.wav|mic_fileid_182_doa130_3spk_4.wav|mic_fileid_182_doa130_3spk_5.wav,3144.0,3164.0,20.0,130,text_fileid_182_doa130_spk1.txt,"130,130,130,130,130",0.0,IT HAD BEEN A GREAT DAY FOR THE FAMILIES OF THE NEIGHBORING FARMERS AND THEY DROVE HOMEWARD IN THE LATE AFTERNOON FULL OF ENTHUSIASM OVER THE ROYAL MANNER IN WHICH THEY HAD BEEN ENTERTAINED AND ADMIRATION FOR THE GIRLS WHO HAD PROVIDED THE FUN AND FEASTING,"It had been a great day for the families of the neighboring farmers . And they drove homeward in the late afternoon, full of enthusiasm over the royal manner in which they have been entertained and admiration for the girls who have provided the fun and feasting. [BLANK",0.06521739130434782,3,46,"It had been a great day for the families of the neighboring farmers. And they drove homeward in the late afternoon, full of enthusiasm over the royal manner in which they have been entertained and admiration for the girls who have provided the fun and feasting. BLANK",0.06521739130434782,3,46
183,4,"1,2,3,4",mic_fileid_183_doa59_3spk_1.wav|mic_fileid_183_doa59_3spk_2.wav|mic_fileid_183_doa59_3spk_3.wav|mic_fileid_183_doa59_3spk_4.wav,3164.0,3180.0,16.0,59,text_fileid_183_doa59_spk1.txt,"59,59,59,59",0.0,WHAT WAS TRUE THAT HER UNCLE MISTER WEISHAUPT'S FAMILY HAD BEEN MURDERED THAT NOT ONE MEMBER OF THE FAMILY HAD BEEN SPARED NAMELY MISTER WEISHAUPT HIMSELF AND HIS WIFE NEITHER OF THEM MUCH ABOVE SIXTY,"What was true? They're her uncle, Mr Weishart's family had been murdered. That not one member of the family had been spared, namely , Mr. Weiss hopped himself and his wife . Neither of them much above sixty . You",0.2,7,35,"What was true? They're her uncle, Mr Weishart's family had been murdered. That not one member of the family had been spared, namely, Mr. Weiss hopped himself and his wife. Neither of them much above sixty. You",0.2,7,35
184,4,"1,2,3,4",mic_fileid_184_doa65_3spk_1.wav|mic_fileid_184_doa65_3spk_2.wav|mic_fileid_184_doa65_3spk_3.wav|mic_fileid_184_doa65_3spk_4.wav,3180.0,3196.0,16.0,260,text_fileid_184_doa260_spk1.txt,"260,260,260,260",0.0,YOU MAY KNOW HIM BY A SUNKEN BROODING EYE CLOTHING MARRED BY MUCH TOBACCO AND A CHAFED AND TETCHY HUMOUR TOWARD THE HOUR OF FIVE P M HAVING BITTERLY SCHOOLED HIMSELF TO SEE MEN AS PARAGRAPHS WALKING,"may know him by a sunken, brooding eye. Clothing mark by much tobacco and a chast ened, techy humor toward the hour of 5pm. Having bitterly schooled himself, the scene man is paragraphs walking.",0.35135135135135137,13,37,"may know him by a sunken, brooding eye. Clothing mark by much tobacco and a chast ened, techy humor toward the hour of 5pm. Having bitterly schooled himself, the scene man is paragraphs walking.",0.35135135135135137,13,37
185,5,"1,2,3,4,5",mic_fileid_185_doa35_3spk_1.wav|mic_fileid_185_doa35_3spk_2.wav|mic_fileid_185_doa35_3spk_3.wav|mic_fileid_185_doa35_3spk_4.wav|mic_fileid_185_doa35_3spk_5.wav,3196.0,3216.0,20.0,135,text_fileid_185_doa135_spk1.txt,"135,135,135,135,135",0.0,YOU REMEMBER THE CUBAN LAND FRAUDS IN NEW YORK AND PORFORIO GOMEZ SHOOTING THE DETECTIVE AND HIM AND MAXIMO MOREZ GETTING CLEAR AWAY WITH TWO HUNDRED THOUSAND NO OF COURSE YOU DON'T WHY EVEN IN THE CITY PAPERS IT ONLY FILLED AN INCH OR TWO OF TYPE AND ANYWAY THE NAMES WERE HARD TO REMEMBER,"You remember the Cuban Lance frauds in New York and Perferio Gomez shooting the detective and him and Maximo Mora is getting clear away with 200,000 ? No, of course you don't. Why even in the city papers it only filled an inch or two of type. In any way, the names were hard to remember. We're going to",0.23636363636363636,13,55,"You remember the Cuban Lance frauds in New York and Perferio Gomez shooting the detective and him and Maximo Mora is getting clear away with 200,000? No, of course you don't. Why even in the city papers it only filled an inch or two of type. In any way, the names were hard to remember. We're going to",0.23636363636363636,13,55
186,3,"1,2,3",mic_fileid_186_doa43_3spk_1.wav|mic_fileid_186_doa43_3spk_2.wav|mic_fileid_186_doa43_3spk_3.wav,3216.0,3228.0,12.0,169,text_fileid_186_doa169_spk1.txt,"169,169,169",0.0,HAD TURNED AND DANCED ABOUT ENOUGH THEY ORDERED THEIR SERVANTS TO BEAT HIM WITH STICKS TO CHANGE THE COURSE OF HIS IDEAS OTHERS HIT THE LION THAT IS THEY GAILY STOPPED A PASSENGER,"Had turned and danced about about they ordered their servants to beat him with sticks to change the course of his ideas . Others hit the loin. That is, the Galey Stocked Passager.",0.21212121212121213,7,33,"Had turned and danced about about they ordered their servants to beat him with sticks to change the course of his ideas. Others hit the loin. That is, the Galey Stocked Passager.",0.21212121212121213,7,33
187,4,"1,2,3,4",mic_fileid_187_doa136_3spk_1.wav|mic_fileid_187_doa136_3spk_2.wav|mic_fileid_187_doa136_3spk_3.wav|mic_fileid_187_doa136_3spk_4.wav,3228.0,3244.0,16.0,136,text_fileid_187_doa136_spk1.txt,"136,136,136,136",0.0,HE WAS THUS AT EVERY MOMENT DURING THE DAY AND NIGHT IN FULL POSSESSION OF THE DEADLY POISON WITH WHICH HE COULD HAVE FULLY SATISFIED HIS CRAVING IT WAS A MORAL VICTORY WHEN HE FINALLY REACHED THE POINT AT WHICH HE WENT FOR SEVERAL WEEKS WITHOUT ANY DESIRE FOR MORPHINE,He was thus at every moment during the day and night in full possession of the deadly poison with which he could have fully satisfied his craving. It was a moral victory when he finally reached the point at which he went for several weeks without any desire for morphine .,0.0,0,50,He was thus at every moment during the day and night in full possession of the deadly poison with which he could have fully satisfied his craving. It was a moral victory when he finally reached the point at which he went for several weeks without any desire for morphine.,0.0,0,50
188,4,"1,2,3,4",mic_fileid_188_doa42_3spk_1.wav|mic_fileid_188_doa42_3spk_2.wav|mic_fileid_188_doa42_3spk_3.wav|mic_fileid_188_doa42_3spk_4.wav,3244.0,3260.0,16.0,247,text_fileid_188_doa247_spk1.txt,"247,247,247,247",0.0,THE PRIEST WHO YESTERDAY EVENING DIRECTED ME TO THIS VILLAGE ANSWERED MUSO I CALLED AT HIS ANJITSU ON THE HILL YONDER HE REFUSED ME LODGING BUT TOLD ME THE WAY HERE THE LISTENERS LOOKED AT EACH OTHER AS IN ASTONISHMENT,"The priest who yesterday evening directed me to this village. Answered Mus o. I called that to Zan jitsu on the hill yonder. He refused me lodging, but told me the way here . The listeners looked at each other as in astonishment.",0.15,6,40,"The priest who yesterday evening directed me to this village. Answered Mus o. I called that to Zan jitsu on the hill yonder. He refused me lodging, but told me the way here. The listeners looked at each other as in astonishment.",0.15,6,40
189,5,"1,2,3,4,5",mic_fileid_189_doa19_3spk_1.wav|mic_fileid_189_doa19_3spk_2.wav|mic_fileid_189_doa19_3spk_3.wav|mic_fileid_189_doa19_3spk_4.wav|mic_fileid_189_doa19_3spk_5.wav,3260.0,3280.0,20.0,308,text_fileid_189_doa308_spk1.txt,"308,308,308,308,308",0.0,I THINK I COULD HAVE DONE IT BUT THERE WAS ONLY THE CLIFF WALL SHEER AND WHITE AGAINST THAT NARROWEST WAY WITH NEVER CRANNY TO PUT A FINGER INTO THE WIND WAS BLOWING IN FRESH PUFFS AND THOUGH I DID NOT OPEN MY EYES,"I think I could have done it . But there was only the cliff wall , sheer and white, against that narrow sway with nitter cr anny to put a finger into. The wind was blowing in fresh puffs, and though I did not open my eyes. [BLANK_AUDIO",0.13636363636363635,6,44,"I think I could have done it. But there was only the cliff wall, sheer and white, against that narrow sway with nitter cr anny to put a finger into. The wind was blowing in fresh puffs, and though I did not open my eyes. BLANK_AUDIO",0.13636363636363635,6,44
190,5,"1,2,3,4,5",mic_fileid_190_doa23_3spk_1.wav|mic_fileid_190_doa23_3spk_2.wav|mic_fileid_190_doa23_3spk_3.wav|mic_fileid_190_doa23_3spk_4.wav|mic_fileid_190_doa23_3spk_5.wav,3280.0,3300.0,20.0,96,text_fileid_190_doa96_spk1.txt,"96,96,96,96,96",0.0,YET I CAN TEACH YOU HOW BEST TO ALLAY HER DISPLEASURE GO THEN AND VOLUNTARILY SURRENDER YOURSELF TO YOUR LADY AND SOVEREIGN AND TRY BY MODESTY AND SUBMISSION TO WIN HER FORGIVENESS AND PERHAPS HER FAVOR WILL RESTORE YOU THE HUSBAND YOU HAVE LOST,"] Yet I can teach you how best to elate and displeasure. Go then and voluntarily surrounding yourself to your lady and sovereign, and tribe a modesty and submission to win her forgiveness, and perhaps her favor will restore you the husband you have lost.",0.11363636363636363,5,44,"Yet I can teach you how best to elate and displeasure. Go then and voluntarily surrounding yourself to your lady and sovereign, and tribe a modesty and submission to win her forgiveness, and perhaps her favor will restore you the husband you have lost.",0.11363636363636363,5,44
191,5,"1,2,3,4,5",mic_fileid_191_doa169_3spk_1.wav|mic_fileid_191_doa169_3spk_2.wav|mic_fileid_191_doa169_3spk_3.wav|mic_fileid_191_doa169_3spk_4.wav|mic_fileid_191_doa169_3spk_5.wav,3300.0,3320.0,20.0,313,text_fileid_191_doa313_spk1.txt,"313,313,313,313,313",0.0,I WILL GIVE YOU LETTERS TO CONDE AND RECOLLECT THAT WHATEVER GENERAL YOU TAKE SERVICE UNDER YOU WILL FOLLOW HIM WITHOUT PRETENDING TO CALCULATE HOW FAR HIS MOVEMENTS MAY BE RIGHT OR WRONG THAT IS NOT YOUR AFFAIR,"I will give you letters to Kanda and recollect that whatever general you take service under , you will follow him without pretending to calculate how far his movements may be right or wrong . That is not your affair .",0.02631578947368421,1,38,"I will give you letters to Kanda and recollect that whatever general you take service under, you will follow him without pretending to calculate how far his movements may be right or wrong. That is not your affair.",0.02631578947368421,1,38
192,5,"1,2,3,4,5",mic_fileid_192_doa84_3spk_1.wav|mic_fileid_192_doa84_3spk_2.wav|mic_fileid_192_doa84_3spk_3.wav|mic_fileid_192_doa84_3spk_4.wav|mic_fileid_192_doa84_3spk_5.wav,3320.0,3340.0,20.0,344,text_fileid_192_doa344_spk1.txt,"344,344,344,344,344",0.0,BEFORE THE NEGOTIATION WAS COMPLETED IT BEGAN TO GROW A LITTLE DUSK I DID NOT HASTEN IT FOR I LIKED WELL ENOUGH TO SIT AND HEAR HER TALK I WAS AMUSED WITH THE SORT OF BUSINESS TALENT SHE DISPLAYED EDWARD COULD NOT HAVE SHOWN HIMSELF MORE PRACTICAL,"Before the negotiation was completed , it began to grow a little dus k. I did not hasten it, for I liked well enough to sit and hear her talk . I was amused with the sort of business talent she displayed . Edward could not have shown himself more practical.",0.0425531914893617,2,47,"Before the negotiation was completed, it began to grow a little dus k. I did not hasten it, for I liked well enough to sit and hear her talk. I was amused with the sort of business talent she displayed. Edward could not have shown himself more practical.",0.0425531914893617,2,47
193,5,"1,2,3,4,5",mic_fileid_193_doa66_3spk_1.wav|mic_fileid_193_doa66_3spk_2.wav|mic_fileid_193_doa66_3spk_3.wav|mic_fileid_193_doa66_3spk_4.wav|mic_fileid_193_doa66_3spk_5.wav,3340.0,3360.0,20.0,110,text_fileid_193_doa110_spk1.txt,"110,110,110,110,110",0.0,AT LENGTH HE RAISED HIS STIFFENED BODY AND STOOD UP DIZZY UP THE LITTLE WOODEN STAIRS HE WENT WHERE HE HAD NEVER BEEN BEFORE TO THE SMALL SQUARE LANDING ALMOST FILLED UP WITH THE GREAT CHEST FOR OAT CAKE HE BREATHED HARD FOR A MINUTE AND THEN KNOCKED AT THE DOOR OF SYLVIA'S ROOM,"That length he raised to stiffen body and stood up. Dizzy. Up the little wooden stairs he went, where he had never been before, to the small square landing almost filled up with the great chest for oat cake. He breathed hard for a minute and then knocked at the door of Silvio's room. [BLANK",0.09259259259259259,5,54,"That length he raised to stiffen body and stood up. Dizzy. Up the little wooden stairs he went, where he had never been before, to the small square landing almost filled up with the great chest for oat cake. He breathed hard for a minute and then knocked at the door of Silvio's room. BLANK",0.09259259259259259,5,54
194,4,"1,2,3,4",mic_fileid_194_doa63_3spk_1.wav|mic_fileid_194_doa63_3spk_2.wav|mic_fileid_194_doa63_3spk_3.wav|mic_fileid_194_doa63_3spk_4.wav,3360.0,3376.0,16.0,285,text_fileid_194_doa285_spk1.txt,"285,285,285,285",0.0,AND JACOB WE TOOK WITH US SOME OF THE BEST ANIMALS AND MY INTENTION WAS TO PROCEED AS RAPIDLY AS POSSIBLE TO THE HOUSE OF MISTER SUTTER AND RETURN TO MEET THE PARTY WITH A SUPPLY OF PROVISIONS AND FRESH ANIMALS,"And Jake, we took with us some of the best animals and my intention was to proceed as rapidly as possible to the house of Mr . Sutter, and returned to meet the party with the supply of provisions and fresh animals.",0.0975609756097561,4,41,"And Jake, we took with us some of the best animals and my intention was to proceed as rapidly as possible to the house of Mr. Sutter, and returned to meet the party with the supply of provisions and fresh animals.",0.0975609756097561,4,41
195,5,"1,2,3,4,5",mic_fileid_195_doa40_3spk_1.wav|mic_fileid_195_doa40_3spk_2.wav|mic_fileid_195_doa40_3spk_3.wav|mic_fileid_195_doa40_3spk_4.wav|mic_fileid_195_doa40_3spk_5.wav,3376.0,3396.0,20.0,177,text_fileid_195_doa177_spk1.txt,"177,177,177,177,177",0.0,YOU MIGHT WANT TO THINK IT OVER BEFORE ACCEPTING AS FOR ME I PASSED A HAND OVER MY BROW WHERE BEADS OF COLD SWEAT WERE BUSY FORMING LET'S THINK THIS OVER I SAID TO MYSELF AND LET'S TAKE OUR TIME,"You might want to think it over before accepting . As for me , I passed a hand over my brow where the beats of cold sweat were busy forming. ""Let's take this over,"" I said to myself , ""and let's take our time .""",0.075,3,40,"You might want to think it over before accepting. As for me, I passed a hand over my brow where the beats of cold sweat were busy forming.""Let's take this over,""I said to myself,""and let's take our time.""",0.225,9,40
196,4,"1,2,3,4",mic_fileid_196_doa50_3spk_1.wav|mic_fileid_196_doa50_3spk_2.wav|mic_fileid_196_doa50_3spk_3.wav|mic_fileid_196_doa50_3spk_4.wav,3396.0,3412.0,16.0,357,text_fileid_196_doa357_spk1.txt,"357,357,357,357",0.0,BUT THEY WENT AT IT WITH THAT MIXTURE OF RECKLESSNESS AND INDUSTRY THAT LIVES WHEN YOUTH IS IN A HOUSE AND YOUTH WAS IN THAT HOUSE THAT NIGHT THOUGH NOT ALL MAY HAVE ISOLATED THE TWO FACES AND HEARTS FROM WHICH IT FLAMED,"But they went at it with that mixture of recklessness and industry that lives when youth is in a house . And youth was in that house that night, though not all may have isolated the two faces and hearts from which it flamed",0.0,0,43,"But they went at it with that mixture of recklessness and industry that lives when youth is in a house. And youth was in that house that night, though not all may have isolated the two faces and hearts from which it flamed",0.0,0,43
197,4,"1,2,3,4",mic_fileid_197_doa7_3spk_1.wav|mic_fileid_197_doa7_3spk_2.wav|mic_fileid_197_doa7_3spk_3.wav|mic_fileid_197_doa7_3spk_4.wav,3412.0,3428.0,16.0,318,text_fileid_197_doa318_spk1.txt,"318,318,318,318",0.0,BEING A STRONG AND VIGOROUS VILLAIN HOWEVER HE CLUNG TENACIOUSLY TO HIS OAR AND EVEN UNBUCKLING HIS LEATHER BELT PASSED IT ROUND THE SLIP OF WOOD THAT WAS HIS SALVATION GIRDING HIMSELF TO IT AS FIRMLY AS HE WAS ABLE,". Being a strong and vigorous villain, however , he plunged in atiensily to his oar, and even unbuckling his leather belt, passed it round the slip of wood that was his salvation , girding himself to it and certainly as he was able.",0.125,5,40,". Being a strong and vigorous villain, however, he plunged in atiensily to his oar, and even unbuckling his leather belt, passed it round the slip of wood that was his salvation, girding himself to it and certainly as he was able.",0.125,5,40
198,5,"1,2,3,4,5",mic_fileid_198_doa5_3spk_1.wav|mic_fileid_198_doa5_3spk_2.wav|mic_fileid_198_doa5_3spk_3.wav|mic_fileid_198_doa5_3spk_4.wav|mic_fileid_198_doa5_3spk_5.wav,3428.0,3448.0,20.0,109,text_fileid_198_doa109_spk1.txt,"109,109,109,109,109",0.0,GENERAL WHEELER GUIDED BY THE CUBANS RECONNOITRED THIS TRAIL ON THE TWENTY THIRD OF JUNE AND WITH THE POSITION OF THE ENEMY FULLY EXPLAINED TO HIM RETURNED TO SIBONEY AND INFORMED GENERAL YOUNG AND COLONEL WOOD,"General Wheeler, guided by the Cubans. Reconnoiter this trail on the 23 rd of June and with the position of the enemy fully explained to him . Return to Cipone and inform General Young and Colonel Wood. (upbeat music )",0.2222222222222222,8,36,"General Wheeler, guided by the Cubans. Reconnoiter this trail on the 23 rd of June and with the position of the enemy fully explained to him. Return to Cipone and inform General Young and Colonel Wood. (upbeat music)",0.2222222222222222,8,36
199,5,"1,2,3,4,5",mic_fileid_199_doa56_3spk_1.wav|mic_fileid_199_doa56_3spk_2.wav|mic_fileid_199_doa56_3spk_3.wav|mic_fileid_199_doa56_3spk_4.wav|mic_fileid_199_doa56_3spk_5.wav,3448.0,3468.0,20.0,56,text_fileid_199_doa56_spk1.txt,"56,56,56,56,56",0.0,HE NEVER HESITATED ABOUT PLACING IT ON A BLACK KEY WHEN CONVENIENT AND HAD IT PASSED BY MUSCLE ACTION ALONE IN SCALES AND BROKEN CHORDS WHOSE ZEALOUS PRACTICE IN DIFFERENT FORMS OF TOUCH ACCENT RHYTHM AND TONE,"He never hesitated about placing it on a black key wing communion and had it passed by muscle action alone in scales and broken chords whose zealous practice in different forms of touch, accent, rhythm and to me. com",0.13513513513513514,5,37,"He never hesitated about placing it on a black key wing communion and had it passed by muscle action alone in scales and broken chords whose zealous practice in different forms of touch, accent, rhythm and to me. com",0.13513513513513514,5,37
