fileid,mic_file,method,audio_stage,speaker_id,duration_sec,gt_doa,selected_wav,selection_strategy,selected_source_index,predicted_doa,doa_error_deg,separated_wav_count,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,pesq_error,reference,hypothesis,whisper_sec,total_sec,whisper_rtf,total_rtf,under_realtime
239,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_239_doa4_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.811625,94,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_239/odas_separated_preddoa103_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,102.82561316518651,8.825613165186496,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_239_doa94_spk1.txt,1.0,35,35,3.5155630264972944,-1.9758785057625077,-5.4914415322598025,3.3832569787888014,-31.466569400948835,-34.849826379737635,1.2603992223739624,1.144623041152954,-0.1157761812210083,,HE IS IN THE LINE OF ALL THOSE TRAMPS AND STAGE IRISHMEN WHO HAVE GONE THROUGH LIFE WITH SO FINE A SWAGGER OF WORDS THIS ONLY MEANS THAT IN HIS LIFE HE IS AN ARTIST,All those tramps at state diversities will come to life with so much sweat and work. This only means that they can have life and he is not as per his senses as they call it. I have heard say.,0.3122718340000574,0.3122718340000574,0.018574756098833838,0.018574756098833838,1
240,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_240_doa116_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.00875,116,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_240/odas_separated_preddoa114_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,114.2107065083017,1.789293491698288,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_240_doa116_spk1.txt,0.3958333333333333,19,48,7.00800355823587,-0.26350955455612673,-7.271513112791997,6.343017843274739,-16.60649622030486,-22.9495140635796,1.3581527471542358,1.2512178421020508,-0.10693490505218506,,PUT HER INTO A CARRIAGE AND MINISTERED TO HER WANTS WITH THE HELP OF A TEA BASKET CONTAINING THE DELICIOUS NOVELTY OF ENGLISH BREAD AND BUTTER IN HALF AN HOUR'S TIME THEY WERE STEAMING HURRIEDLY TOWARDS LONDON SHE WAS TO LODGE AT A SMALL HOTEL IN JERMYN STREET,"put her in a carriage and ministered to the ones with the feltable teabags containing the Dominguez, not the one in England. In half an hour's time, they were seen hurried toward London. She was to lodge at a small hotel in German Street.",0.38927462399988144,0.38927462399988144,0.022886727360910207,0.022886727360910207,1
241,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_241_doa46_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.616625,314,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_241/odas_separated_preddoa312_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,311.83684649305957,2.163153506940432,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_241_doa314_spk1.txt,0.021739130434782608,1,46,4.013357573651493,-1.8466938446756174,-5.86005141832711,3.4167211111266256,-31.018809945222173,-34.4355310563488,1.358511209487915,1.4502471685409546,0.09173595905303955,,WHAT WAS MY DUTY TO DO AND I STATED THE ARGUMENTS WITH WHICH MY BROTHER HAD PRESSED ME TO GO INTO THE COUNTRY AND I SET AGAINST THEM THE STRONG IMPRESSIONS WHICH I HAD ON MY MIND FOR STAYING THE VISIBLE CALL I SEEMED TO HAVE,What was my duty to do? And I stated the arguments with which my brother had pressed me to go into the country. And I said against them the strong impressions which I had on my mind for staying. The visible call I seemed to have...,0.35096410600090167,0.35096410600090167,0.01992232371415647,0.01992232371415647,1
242,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_242_doa20_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.1795,182,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_242/odas_separated_preddoa179_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,179.26437657496794,2.7356234250320597,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_242_doa182_spk1.txt,0.5128205128205128,20,39,4.627815189562655,-0.5156520425702438,-5.143467232132899,4.3465487565842515,-31.75699566628435,-36.1035444228686,1.2881547212600708,1.2085059881210327,-0.07964873313903809,,AND EVERY KNIGHT SHALL HAVE A SQUIRE AND TWO YEOMAN AND ALL WELL HORSED FOR THUS IT CHANCED ONE MORN WHEN ALL THE COURT GREEN SUITED BUT WITH PLUMES THAT MOCK'D THE MAY HAD BEEN THEIR WONT A MAYING,"I have a squire and two mediums and all well folks. But I think chance one more when all the court green suits but the queens that mock the mayor stand in their waltz, a male.",0.30896282700086886,0.30896282700086886,0.01798438994155062,0.01798438994155062,1
243,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_243_doa137_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,18.450625,169,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_243/odas_separated_preddoa161_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,160.65420296392185,8.345797036078153,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_243_doa169_spk1.txt,0.2222222222222222,8,36,5.798653502338915,-0.4040821827180836,-6.202735685056998,5.667077201279297,-26.74345419389562,-32.410531395174914,1.3337488174438477,1.2023546695709229,-0.1313941478729248,,FIND SOMEONE IN TROUBLE AND CHEER THEM ENCOURAGE THEM HELP THEM AND YOU WILL DELIVER YOURSELF YOU WILL COMFORT YOURSELF WHEN YOU COMFORT ANOTHER YOU CANNOT LOSE A LOVED ONE THO ABSENT FROM THE EARTH PLANE,"I will cheer them, encourage them to help them, and you will deliver yourself. You will comfort yourself when you comfort another. You cannot lose a loved one, though absent from the earth plain.",0.2821034869994037,0.2821034869994037,0.015289643955118252,0.015289643955118252,1
244,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_244_doa170_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.22675,301,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_244/odas_separated_preddoa302_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,302.44396135856664,1.4439613585666393,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_244_doa301_spk1.txt,0.15789473684210525,6,38,6.150564835862102,-1.5684289918152263,-7.718993827677329,5.879542963603015,-37.6642284209633,-43.54377138456631,1.6214150190353394,1.5549081563949585,-0.06650686264038086,,BUT WHICH ARE NECESSARY TO MAKE UP THE TRUE CHARACTER OF A PIRATE THE HISTORIAN JOHN SEEMS TO HAVE BEEN VERY MUCH CUT UP BY THE MANNER IN WHICH HIS FAVORITE HERO HAD ROUNDED OFF HIS PIRATICAL CAREER,to make up the true character of a pirate. The historian John seems to have been very much proud of by the manner in which his favorite hero had rounded off his piratical career.,0.2595401540002058,0.2595401540002058,0.015994586346631694,0.015994586346631694,1
245,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_245_doa25_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.779875,25,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_245/odas_separated_preddoa022_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,22.291710974949112,2.708289025050874,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_245_doa25_spk1.txt,0.14583333333333334,7,48,5.751534570347335,-1.383660454883101,-7.135195025230436,4.651929847435387,-24.16972121756133,-28.82165106499672,1.4415980577468872,1.3494555950164795,-0.09214246273040771,,AND ENDEAVOURED TO COMFORT THEM THEY TREATED THEM AS WELL AS THEIR POVERTY WOULD PERMIT TOOK OFF THEIR HORSE HAIR SHIFTS WHICH WERE VERY UNEASY TO THEM AND PUT ON THEM OTHERS WHICH THEY GAVE THEM WITH SHOES AND SOMETHING TO COVER THEIR HEADS AND SAVE THEIR HAIR,"And in order to cover them, they treated them as well as their poverty would permit, took off their horseshifts, which were very uneasy to them, and put on as others which they gave them with shoes and something to cover their heads and save their hair.",0.3734162139990076,0.3734162139990076,0.021002184435998994,0.021002184435998994,1
246,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_246_doa28_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.06425,28,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_246/odas_separated_preddoa019_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,19.25403759903562,8.745962400964373,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_246_doa28_spk1.txt,0.13953488372093023,6,43,5.162115288368723,-1.8528244951441537,-7.014939783512876,4.858841818370288,-30.590532069113085,-35.449373887483375,1.405700922012329,1.342895269393921,-0.0628056526184082,,LUKASHKA WENT UP TO THE SPEAKER AND SAT DOWN OF WHAT VILLAGE ASKED HE FROM THERE IN THE HILLS REPLIED THE SCOUT POINTING TO THE MISTY BLUISH GORGE BEYOND THE TEREK DO YOU KNOW SUUK SU IT IS ABOUT EIGHT MILES BEYOND THAT,"Ska went up to the speaker and sat down. At what village? asked he. From there in the hills, replied the scout, pointing to the misty blueish gorge beyond the turret. Do you know Tsuk-Su? It is about eight miles beyond that.",0.42948322700067365,0.42948322700067365,0.025168596744695702,0.025168596744695702,1
247,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_247_doa22_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.1065,22,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_247/odas_separated_preddoa021_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,20.64312652012711,1.3568734798728883,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_247_doa22_spk1.txt,0.16666666666666666,6,36,5.788938266909417,-1.023838094604066,-6.8127763615134835,5.85037249396467,-29.32182455163844,-35.17219704560311,1.317690372467041,1.1354742050170898,-0.18221616744995117,,WHEN TWO MOUTHS RENDERED SACRED BY LOVE APPROACH TO CREATE IT IS IMPOSSIBLE THAT THERE SHOULD NOT BE ABOVE THAT INEFFABLE KISS A QUIVERING THROUGHOUT THE IMMENSE MYSTERY OF STARS THESE FELICITIES ARE THE TRUE ONES,"The sacred by love approach to create. It is impossible that there should not be above that ineffable kiss, or quiverings throughout the immense mystery of stars. These felicities are the true ones.",0.30076517000088643,0.30076517000088643,0.018673527457913664,0.018673527457913664,1
248,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_248_doa106_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,15.853625,288,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_248/odas_separated_preddoa279_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,278.87457741162655,9.125422588373453,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_248_doa288_spk1.txt,0.8181818181818182,27,33,3.388561768612198,-0.6238427086858991,-4.012404477298097,2.6591173455376427,-25.22431342940077,-27.88343077493841,1.1983088254928589,1.1379036903381348,-0.06040513515472412,,THEN THEY TOLD HIM ABOUT THE CELEBRATION AND MISTER CROW BEGAN TO LAUGH WHAT ARE YOU GOING TO DO NEXT HE ASKED WE'RE A GOING TO SEND BROWNIE BEAVER OVER TO PLEASANT VALLEY,"Remember they told him about the celebration? So Mr. Crowe began to laugh. What are you going to do next? What? Well, he asked, and he never pulled up. He said, sir, on the paper, over to the ground. He just sat there with his teeth set.",0.4437959000006231,0.4437959000006231,0.027993339062871936,0.027993339062871936,1
249,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_249_doa29_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.082625,85,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_249/odas_separated_preddoa066_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,65.60911810626905,19.39088189373095,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_249_doa85_spk1.txt,0.15625,5,32,8.500553846429217,-1.1960125709315763,-9.696566417360792,8.034034424783542,-54.6253077698715,-62.65934219465504,1.4606332778930664,1.3871160745620728,-0.07351720333099365,,HE SPOKE I SWORE TO KEEP THE SECRET I HAVE KEPT IT AS LONG AS I COULD MEN OF DARK LIVES ARE FAITHFUL AND HELL HAS ITS HONOUR NOW SILENCE IS USELESS,"It is so. I swore to keep the secret. I have kept it as long as I could. Men of dark lives are faithful, and hell has its honor. And now, silence is useless.",0.31554459600010887,0.31554459600010887,0.019620217222008775,0.019620217222008775,1
250,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_250_doa95_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.643875,95,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_250/odas_separated_preddoa096_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,95.9319446004288,0.9319446004288068,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_250_doa95_spk1.txt,0.7297297297297297,27,37,6.49311013575727,-1.2514801764575758,-7.744590312214846,6.3527538869858216,-25.84350242926972,-32.19625631625554,1.3875644207000732,1.2583951950073242,-0.12916922569274902,,AND VARIOUS OTHER MASCULINE TRIFLES FILLING IN THE INTERSTICES OH THEY GASPED IN BREATHLESS CHORUS THEY BELONG TO HIM CONNY MURMURED FERVENTLY PATTY NODDED AND WHEN I SHOWED UNCLE TOM THAT SUIT CASE HE NEARLY DIED LAUGHING,"And various other masculine trends, including in the interest I see, fall into the gas, whose presence it belongs to him, conforming from the plates, patting out at contents, and when I show some context in case he barely died laughing.",0.3535514930008503,0.3535514930008503,0.02124213820404505,0.02124213820404505,1
251,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_251_doa23_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.013,23,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_251/odas_separated_preddoa018_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,17.867839886986598,5.132160113013413,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_251_doa23_spk1.txt,0.5833333333333334,28,48,4.228825421899113,-2.262259135356442,-6.491084557255554,3.2038226191917234,-45.09584427938862,-48.29966689858035,1.186819314956665,1.1455895900726318,-0.0412297248840332,,AND BIDDING THE OTHERS KEEP A SHARP LOOKOUT MYLES SHINNED UP THIS TREE AND CHOOSING ONE OF THE THICKER LIMBS CLIMBED OUT UPON IT FOR SOME LITTLE DISTANCE THEN LOWERING HIS BODY HE HUNG AT ARM'S LENGTH THE BRANCH BENDING WITH HIS WEIGHT AND SLOWLY LET HIMSELF DOWN,"And Bindi's the army's subject. Look out. Myron and the most advanced trotians have been shown to be one of the 50 men who splurged upon us for sub-lubidism. Then, lowering his body, he hung in arms like this, the branch Bindi with his weight, and slowly let himself down.",0.5050068040000042,0.5050068040000042,0.029683583377417513,0.029683583377417513,1
252,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_252_doa54_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.0335,54,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_252/odas_separated_preddoa052_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,52.110540275896724,1.8894597241032898,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_252_doa54_spk1.txt,0.32,16,50,6.562516501918722,-2.4234792150843454,-8.985995717003068,5.901612764223155,-16.59511937982295,-22.496732144046106,1.276543140411377,1.2648496627807617,-0.011693477630615234,,HE GREW QUITE OUT OF PATIENCE AT LAST AND CUT HIS WAY THRO THE INSULTING MOB WITH HIS RIVAL'S SABRE BUT HE DID NOT KNOW WHAT MEASURES TO PURSUE OR HOW TO RECTIFY SO GROSS A MISTAKE IT WAS NOT IN HIS POWER TO HAVE A SIGHT OF THE QUEEN,He can quite earth patients have lost and cut his way through the insulting mom with his rival's saber. But he did not know what matters to pursued or how to rectify so well so mistake. It was not in his power to have ascited the Queen.,0.3552487149991066,0.3552487149991066,0.020855884873872462,0.020855884873872462,1
253,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_253_doa72_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,14.65025,340,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_253/odas_separated_preddoa340_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,340.250273348217,0.2502733482169788,1,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_253_doa340_spk1.txt,0.029411764705882353,1,34,7.5774716803821685,-2.5560064364273725,-10.133478116809542,7.068740423430173,-41.40351332584754,-48.47225374927771,1.6176543235778809,1.5646986961364746,-0.05295562744140625,,HABITUALLY HARDWORKING RARELY STARTLED BY LIFE'S SURPRISES VERY SKILLFUL WITH HIS HANDS EFFICIENT IN HIS EVERY DUTY AND DESPITE HIS HAVING A NAME THAT MEANS COUNSEL NEVER GIVING ADVICE NOT EVEN THE UNSOLICITED KIND,"Habitually hardworking, rarely startled by life's surprises, very skillful with his hands, efficient at his every duty, and despite his having a name that means counsel, never giving advice, not even the unsolicited kind.",0.3163278550000541,0.3163278550000541,0.021591976587433944,0.021591976587433944,1
254,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_254_doa102_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.137375,304,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_254/odas_separated_preddoa347_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,346.54768330590247,42.54768330590247,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_254_doa304_spk1.txt,0.9534883720930233,41,43,2.4587269425602054,-0.14533939858663777,-2.604066341146843,1.8469259585434603,-44.137481821666285,-45.98440778020974,1.0810368061065674,1.0581543445587158,-0.022882461547851562,,WE WERE ABLE TO SWALLOW BUT A FEW MOUTHFULS OF THE REPAST AND OUR LUNCH BASKET WAS DRAWN ON AS SOON AS WE WERE ONCE MORE AFLOAT IT IS A GREAT PITY THAT SO MANY FARMERS WIVES ARE THE WRETCHED COOKS THEY ARE,general for a video in the,0.2974018069999147,0.2974018069999147,0.01735398840253625,0.01735398840253625,1
255,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_255_doa122_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.299125,122,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_255/odas_separated_preddoa118_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,117.86233727669737,4.13766272330264,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_255_doa122_spk1.txt,0.3125,10,32,4.837022839825565,-1.575308670376248,-6.412331510201813,4.946068558055239,-21.454261928030537,-26.400330486085775,1.223117470741272,1.2584593296051025,0.035341858863830566,,SHE ADDED PULLING OUT HER WATCH BY ITS LEATHERN GUARD NOT TILL YOU'VE HAD LUNCH SAID MISSUS WILMINGTON RISING WITH THE LADIES YOU MUST STAY ANNIE I SHALL NOT EXCUSE YOU WELL,"She added, slowing down so much by letting go. Not till you've had much, said Mrs. Wilmington, rising with the ladies. You must stay, and I shall not excuse you. Well?",0.3118103290016734,0.3118103290016734,0.018024630089768897,0.018024630089768897,1
256,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_256_doa87_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,18.3735,87,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_256/odas_separated_preddoa088_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,87.72928235856443,0.7292823585644328,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_256_doa87_spk1.txt,0.6190476190476191,26,42,5.632071420675004,-1.5642627096201362,-7.19633413029514,4.633337908276288,-14.422664943678164,-19.056002851954453,1.3705028295516968,1.2679779529571533,-0.10252487659454346,,GOOD BYE PRINCESS I WISH YOU HAPPINESS AND CONSOLATION AND HOPE TO MEET YOU AGAIN IN HAPPIER CIRCUMSTANCES IF YOU DON'T WANT TO MAKE ME BLUSH PLEASE DON'T THANK ME BUT THE PRINCESS IF SHE DID NOT AGAIN THANK HIM IN WORDS,"I wish you happiness and consolation. I'm hoping to meet you again at Houndiers University in the census. If you don't want to meet me at Ledge, please don't text me. I'm sorry, I'm sorry. I'm sorry. I'm sorry.",0.41013497399944754,0.41013497399944754,0.022322092905513242,0.022322092905513242,1
257,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_257_doa223_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.83375,323,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_257/odas_separated_preddoa323_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,322.7894277819837,0.21057221801629566,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_257_doa323_spk1.txt,0.3157894736842105,12,38,7.436639614106081,-0.6857951396566603,-8.122434753762741,6.666213044341638,-42.08997958081447,-48.75619262515611,1.3120567798614502,1.2923967838287354,-0.019659996032714844,,THE MOST INTERESTING OF THE SHORT EXCURSIONS WE MADE FROM FORT WRANGELL WAS THE ONE UP THE STICKEEN RIVER TO THE HEAD OF STEAM NAVIGATION FROM MT SAINT ELIAS THE COAST RANGE EXTENDS IN A BROAD LOFTY CHAIN,"The short excursions we made from Fort Reignhill was the one up the sticking river to the head of the sea navigations. From Mount St. Elias the coast range extends and a broad, lofty chain.",0.307559789998777,0.307559789998777,0.01827042637551211,0.01827042637551211,1
258,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_258_doa105_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.0025,233,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_258/odas_separated_preddoa241_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,240.77804420804978,7.778044208049778,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_258_doa233_spk1.txt,0.2903225806451613,9,31,6.045171547107412,-1.8581396458262738,-7.9033111929336854,4.831519408968593,-22.740231961894764,-27.571751370863357,1.4043940305709839,1.3348958492279053,-0.06949818134307861,,IN THE MOST POLITE MANNER TO APPOINT A FRIEND WITH WHOM HE CAPTAIN M M MIGHT COMMUNICATE AND DESIRED THAT THE MEETING MIGHT TAKE PLACE WITH AS LITTLE DELAY AS POSSIBLE,I'd like now to appoint a friend with whom he is Captain M. M. Mike Communicates and desire that the meeting might take place with as little delay as possible.,0.2498721090014442,0.2498721090014442,0.014696198147416214,0.014696198147416214,1
259,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_259_doa21_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,15.717875,171,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_259/odas_separated_preddoa174_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,173.53868836444042,2.538688364440418,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_259_doa171_spk1.txt,0.967741935483871,30,31,4.509500641452303,-1.2387213938883201,-5.748222035340623,3.9272889995839275,-22.255027431021777,-26.182316430605702,1.4337892532348633,1.3570493459701538,-0.07673990726470947,,A FEW HOURS LATER THAT SAME NIGHT HE RETURNS TO THE BATTERY ROOM AND SUCCEEDS IN RECOVERING THE PORTABLE INSTRUMENT TO DAY LIEUTENANT MACKINSON WHILE PURSUING AN INVESTIGATION OF THE AFFAIR,"If you want to play that same night, you return to the bedroom to succeed in the covering before Wednesday. Today, you can practice and while pursuing your investigation in your fairs, that the telegram flyers will go on.",0.3232907379988319,0.3232907379988319,0.02056834896567328,0.02056834896567328,1
260,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_260_doa135_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.526875,250,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_260/odas_separated_preddoa239_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,238.81132328447381,11.188676715526185,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_260_doa250_spk1.txt,0.08333333333333333,3,36,3.2893747009583434,-1.0676087482089092,-4.356983449167252,2.2410406153415803,-27.035059969132877,-29.276100584474456,1.1996510028839111,1.1704962253570557,-0.02915477752685547,,WHEN THE MEDICINE I HAVE PUT UP IN THE HANDLE OF THE MACE IS HEATED WITH YOUR HAND IT WILL PENETRATE YOUR WHOLE BODY AND AS SOON AS YOU PERSPIRE YOU MAY LEAVE OFF THE EXERCISE,The medicine I have put up in the handle of the base is connected with your hand. It will penetrate your whole body and as soon as you perspire you may leave off the exercise.,0.2672774610000488,0.2672774610000488,0.016172292765574182,0.016172292765574182,1
