fileid,mic_file,predicted_doas,output_dir,output_prefix,command,returncode,elapsed_sec,stdout_log,stderr_log,separated_wav_count
188,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_188_doa42_3spk.wav,"48,100,245",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_188,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_188/hark_raw_fileid_188,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_188/runtime_fileid_188.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_188_doa42_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_188/hark_raw_fileid_188',0,4.260076382000079,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_188.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_188.stderr.log,3
189,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_189_doa19_3spk.wav,"19,52,309",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_189,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_189/hark_raw_fileid_189,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_189/runtime_fileid_189.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_189_doa19_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_189/hark_raw_fileid_189',0,4.523525321999841,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_189.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_189.stderr.log,3
190,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_190_doa23_3spk.wav,"23,95,193",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_190,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_190/hark_raw_fileid_190,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_190/runtime_fileid_190.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_190_doa23_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_190/hark_raw_fileid_190',0,4.455349273000138,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_190.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_190.stderr.log,3
191,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_191_doa169_3spk.wav,"159,278,317",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_191,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_191/hark_raw_fileid_191,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_191/runtime_fileid_191.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_191_doa169_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_191/hark_raw_fileid_191',0,4.283677635999993,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_191.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_191.stderr.log,3
192,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_192_doa84_3spk.wav,"82,262,346",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_192,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_192/hark_raw_fileid_192,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_192/runtime_fileid_192.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_192_doa84_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_192/hark_raw_fileid_192',0,4.52632703099971,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_192.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_192.stderr.log,3
193,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_193_doa66_3spk.wav,"100,224,321",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_193,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_193/hark_raw_fileid_193,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_193/runtime_fileid_193.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_193_doa66_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_193/hark_raw_fileid_193',0,4.584567034999964,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_193.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_193.stderr.log,3
194,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_194_doa63_3spk.wav,"63,99,284",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_194,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_194/hark_raw_fileid_194,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_194/runtime_fileid_194.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_194_doa63_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_194/hark_raw_fileid_194',0,4.536756514999979,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_194.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_194.stderr.log,3
195,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_195_doa40_3spk.wav,"79,176,228",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_195,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_195/hark_raw_fileid_195,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_195/runtime_fileid_195.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_195_doa40_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_195/hark_raw_fileid_195',0,4.27015330499944,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_195.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_195.stderr.log,3
196,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_196_doa50_3spk.wav,"0,50,112",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_196,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_196/hark_raw_fileid_196,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_196/runtime_fileid_196.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_196_doa50_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_196/hark_raw_fileid_196',0,4.169061803000659,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_196.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_196.stderr.log,3
197,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_197_doa7_3spk.wav,"8,48,318",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_197,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_197/hark_raw_fileid_197,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_197/runtime_fileid_197.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_197_doa7_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_197/hark_raw_fileid_197',0,4.716963456000485,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_197.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_197.stderr.log,3
198,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_198_doa5_3spk.wav,"3,110,136",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_198,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_198/hark_raw_fileid_198,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_198/runtime_fileid_198.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_198_doa5_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_198/hark_raw_fileid_198',0,4.342766613000094,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_198.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_198.stderr.log,3
199,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_199_doa56_3spk.wav,"102,198,251",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_199,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_199/hark_raw_fileid_199,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_199/runtime_fileid_199.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_199_doa56_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_199/hark_raw_fileid_199',0,4.606368152999494,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_199.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_199.stderr.log,3
200,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_200_doa103_3spk.wav,"111,229,307",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_200,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_200/hark_raw_fileid_200,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_200/runtime_fileid_200.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_200_doa103_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_200/hark_raw_fileid_200',0,4.582596219999687,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_200.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_200.stderr.log,3
201,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_201_doa27_3spk.wav,"27,114,208",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_201,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_201/hark_raw_fileid_201,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_201/runtime_fileid_201.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_201_doa27_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_201/hark_raw_fileid_201',0,4.169245568999941,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_201.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_201.stderr.log,3
202,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_202_doa79_3spk.wav,"82,189,310",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_202,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_202/hark_raw_fileid_202,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_202/runtime_fileid_202.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_202_doa79_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_202/hark_raw_fileid_202',0,3.102327456000239,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_202.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_202.stderr.log,3
203,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_203_doa25_3spk.wav,"25,89,122",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_203,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_203/hark_raw_fileid_203,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_203/runtime_fileid_203.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_203_doa25_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_203/hark_raw_fileid_203',0,4.464516654999898,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_203.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_203.stderr.log,3
204,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_204_doa190_3spk.wav,"190,262,318",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_204,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_204/hark_raw_fileid_204,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_204/runtime_fileid_204.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_204_doa190_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_204/hark_raw_fileid_204',0,4.355123187999197,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_204.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_204.stderr.log,3
205,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_205_doa68_3spk.wav,"77,154,260",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_205,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_205/hark_raw_fileid_205,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_205/runtime_fileid_205.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_205_doa68_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_205/hark_raw_fileid_205',0,4.727003341000454,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_205.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_205.stderr.log,3
206,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_206_doa56_3spk.wav,"55,108,266",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_206,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_206/hark_raw_fileid_206,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_206/runtime_fileid_206.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_206_doa56_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_206/hark_raw_fileid_206',0,4.327604213000086,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_206.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_206.stderr.log,3
207,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_207_doa138_3spk.wav,"139,203,245",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_207,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_207/hark_raw_fileid_207,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_207/runtime_fileid_207.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_207_doa138_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_207/hark_raw_fileid_207',0,4.37385340199944,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_207.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_207.stderr.log,3
