fileid,mic_file,method,doa_source,speaker_id,duration_sec,gt_doa,steering_doa,predicted_doa_count,predicted_doas,matched_predicted_index,steering_doa_error_deg,beamformed_file,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,reference,hypothesis,ipdnet_sec,beamforming_sec,whisper_sec,total_sec,ipdnet_rtf,beamforming_rtf,whisper_rtf,total_rtf,under_realtime
173,mic_fileid_173_doa42_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.582,146,148,3,"39,87,148",2,2.0,beamformed_fileid_173_spk1_ipdnet_doa148_gt146.wav,text_fileid_173_doa146_spk1.txt,0.10416666666666667,5,48,3.1561644077301025,5.850221633911133,2.6940572261810303,3.145552158355713,5.101977348327637,1.9564251899719238,1.187874436378479,1.309262752532959,0.12138831615447998,THE APPEARANCE OF THE CHART WAS INCREDIBLE TO THE SURVIVING MUTINEERS THEY LEAPED UPON IT LIKE CATS UPON A MOUSE IT WENT FROM HAND TO HAND ONE TEARING IT FROM ANOTHER AND BY THE OATHS AND THE CRIES AND THE CHILDISH LAUGHTER WITH WHICH THEY ACCOMPANIED THEIR EXAMINATION,"The appearance of the chart was incredible to the survivor and the readers. They leaped upon it like cats upon a mouse. It went from hand to hand, one tearing it from another. By the oaths and the cries and the childish laughter with which they accompanied their examination.",0.2358294969999406,0.043289698000080534,0.6572771299997839,0.9363963249998051,0.013413121203500205,0.002462160050055769,0.03738352462744761,0.05325880588100358,1
174,mic_fileid_174_doa166_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.549625,166,161,3,"161,267,332",0,5.0,beamformed_fileid_174_spk1_ipdnet_doa161_gt166.wav,text_fileid_174_doa166_spk1.txt,0.02564102564102564,1,39,3.9873580932617188,6.351074695587158,2.3637166023254395,3.9698615074157715,5.13179874420166,1.1619372367858887,1.3715684413909912,1.673187494277954,0.3016190528869629,THE GRAVEYARD WAS A MILE OUTSIDE THE VILLAGE A SANDY PLAIN WHERE A FEW STUNTED PINES TRANSPLANTED FROM THE WOODS NEAR IT STRUGGLED TO KEEP ALIVE AS WE TURNED FROM THE STREET INTO THE LANE WHICH LED TO IT,"The graveyard was a mile outside the village. A sandy plain where a few studded pines transplanted from the woods near it, struggled to keep alive. As we turned from the street into the lane, which led to it.",0.17190116899973873,0.026646027999959188,0.5559671929995602,0.7545143899992581,0.011055004156031976,0.0017136122575277016,0.03575437947857651,0.048522995892136184,1
175,mic_fileid_175_doa16_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.972375,144,158,3,"15,158,314",1,14.0,beamformed_fileid_175_spk1_ipdnet_doa158_gt144.wav,text_fileid_175_doa144_spk1.txt,0.1388888888888889,5,36,4.927112579345703,6.767307758331299,1.8401951789855957,4.913884162902832,5.505713939666748,0.591829776763916,1.2614853382110596,1.3386679887771606,0.07718265056610107,MADAME DE VILLEFORT SIGHED HER NERVES GAVE WAY AND SHE SUNK ON THE CARPET THE KING'S ATTORNEY SEEMED TO EXPERIENCE A SENSATION OF PITY HE LOOKED UPON HER LESS SEVERELY AND BOWING TO HER SAID SLOWLY,Madeline de Vilapote sighed. Her nerves gave way and she sunk on a carpet. The King's attorneys seemed to experience a sensation of pain. He looked upon her less severely and bowing to her said slowly.,0.20687073099998088,0.045258296000156406,0.6064813100001629,0.8586103370003002,0.012188673123235898,0.0026665859079920405,0.035733438013251705,0.050588697044479644,1
176,mic_fileid_176_doa208_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.628625,208,209,3,"209,247,289",0,1.0,beamformed_fileid_176_spk1_ipdnet_doa209_gt208.wav,text_fileid_176_doa208_spk1.txt,0.2619047619047619,11,42,2.5046870708465576,0.7426992654800415,-1.7619878053665161,2.495816230773926,-0.9780159592628479,-3.4738321900367737,1.1126065254211426,1.1210441589355469,0.008437633514404297,HE STOOD ASIDE EDGED A LITTLE INTO THE RAIN TO LET THE THRONG PASS A SMALL BOY RUSHED OUT SNIFFED IN THE DAMP FRESH AIR AND TURNED UP THE COLLAR OF HIS COAT CAME THREE OR FOUR COUPLES IN A GREAT HURRY,"He stood aside, edged a little into the rain to let the throng pass. A small boy rushed out, sniffed in the damp fresh air, and turned up the collar of his coat. Came three or four couples and a great hurry. He saw a man of about forty years of age.",0.2776182389998212,0.04537915799983239,0.7201257550000264,1.04312315199968,0.015748150465496952,0.002574174559832794,0.04084979713392431,0.059172122159254055,1
177,mic_fileid_177_doa189_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.409875,288,288,3,"190,288,329",1,0.0,beamformed_fileid_177_spk1_ipdnet_doa288_gt288.wav,text_fileid_177_doa288_spk1.txt,0.23529411764705882,8,34,6.556798458099365,2.9768221378326416,-3.5799763202667236,6.545500755310059,1.708310842514038,-4.8371899127960205,1.5252528190612793,1.4118732213974,-0.1133795976638794,THE SCHOOL AND THE NEIGHBOURING COTTAGES THIS DID GOOD FOR A TIME BUT WHEN THE AUTUMN DREW ON AND THE WEATHER BECAME MORE CHANGEABLE HER MOTHER'S IDEA OF THE UNHEALTHINESS OF THE PLACE INCREASED,"school and the neighboring colleges. This did good for a time, but when the long journey and the weather became more tangible, her mother's idea of the entombliness of the place increased.",0.19306816700009222,0.04184081499988679,0.5267348610000226,0.7616438430000017,0.011765364879384652,0.002549733925449572,0.03209865163506868,0.0464137504399029,1
178,mic_fileid_178_doa161_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.546125,331,308,3,"27,152,308",2,23.0,beamformed_fileid_178_spk1_ipdnet_doa308_gt331.wav,text_fileid_178_doa331_spk1.txt,0.17857142857142858,5,28,3.9408061504364014,4.696414947509766,0.7556087970733643,3.925187349319458,3.4583818912506104,-0.46680545806884766,1.241363286972046,1.3303487300872803,0.08898544311523438,ALL WERE LOADED WITH PASSENGERS AND FREIGHT FOR NOME SCOUT BOATS HAD ALREADY BEEN SENT OUT TO INVESTIGATE AND FIND IF POSSIBLE A PASSAGE THROUGH THE ICE FIELDS,"The crash was loaded with passengers in freight for known. Scout boats had already been sent out to investigate and find if possible, a passage through the ice fields.",0.19539108199978727,0.032677060999958485,0.4658626999998887,0.6939308429996345,0.012568474909328676,0.0021019425097867465,0.029966483609252383,0.04463690102836781,1
179,mic_fileid_179_doa105_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.104875,359,354,3,"105,186,354",2,5.0,beamformed_fileid_179_spk1_ipdnet_doa354_gt359.wav,text_fileid_179_doa359_spk1.txt,0.5483870967741935,17,31,4.935006618499756,8.042213439941406,3.1072068214416504,4.908293724060059,7.013142108917236,2.1048483848571777,1.1149756908416748,1.194982647895813,0.08000695705413818,AND EXPRESSES HORROR RATHER THAN INDIGNATION ALIKE INVOLUNTARY IS THE GROAN THAT GOES WITH IT PROCEEDING FROM A SINGLE INDIVIDUAL WHOM ALL KNOW TO BE THE FATHER OF THE MURDERED MAN,"and expresses the power of the value of the human being. A life in voluntary is the throne that goes with it, proceeding from a single individual who will only know to be the father of the murdered man.",0.19263253000008262,0.05908633800027019,0.566341588999876,0.8180604570002288,0.01126184961890003,0.003454356608877305,0.033109951928901905,0.04782615815667924,1
180,mic_fileid_180_doa24_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.508375,273,258,3,"26,119,258",2,15.0,beamformed_fileid_180_spk1_ipdnet_doa258_gt273.wav,text_fileid_180_doa273_spk1.txt,0.5588235294117647,19,34,3.025883913040161,5.1641998291015625,2.1383159160614014,3.01238751411438,4.249265193939209,1.236877679824829,1.3166329860687256,1.39003586769104,0.07340288162231445,AND HER HEAD HER WORDS TURNED AMEER ALI PALE WITH HORROR BUT SHE REMINDED HIM THAT NO HARM HAD COME TO HER BEFORE AND AT LAST HE CONSENTED TO DO AS SHE BADE HIM,"And her head, her words turned to Mirali, pale with horror, but she reminded him that no harm had come to her before, and it lasted a consent to do as she bade. He's a weird little filler, he added. I always thought he'd run in.",0.19764750499962247,0.04325397200000225,0.6654854940002224,0.9063869709998471,0.011972559685591251,0.0026201229375999906,0.0403119927915511,0.05490467541474234,1
181,mic_fileid_181_doa88_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.616625,175,174,3,"91,174,224",1,1.0,beamformed_fileid_181_spk1_ipdnet_doa174_gt175.wav,text_fileid_181_doa175_spk1.txt,0.02702702702702703,1,37,4.879942417144775,4.0282979011535645,-0.8516445159912109,4.871820449829102,2.6182260513305664,-2.253594398498535,1.2606687545776367,1.2829195261001587,0.022250771522521973,NEARLY A YEAR WENT BY LADY ISABEL CARLYLE HAD SPENT IT ON THE CONTINENT THAT REFUGE FOR SUCH FUGITIVES NOW MOVING ABOUT FROM PLACE TO PLACE WITH HER COMPANION NOW STATIONARY AND ALONE QUITE HALF THE TIME,"Nearly a year went by, Lady Isabel Carlisle had spent it on the continent, that refuge for such fugitives. Now moving about from place to place with her companion, now stationary and alone. Quite half the time.",0.18869676000031177,0.02440195400004086,0.5594809120002537,0.7725796260006064,0.012083069165092442,0.001562562589550614,0.03582598109388256,0.049471612848525616,1
182,mic_fileid_182_doa130_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.097375,130,134,3,"134,212,335",0,4.0,beamformed_fileid_182_spk1_ipdnet_doa134_gt130.wav,text_fileid_182_doa130_spk1.txt,0.1956521739130435,9,46,4.276630878448486,5.52398681640625,1.2473559379577637,4.262304306030273,4.747836589813232,0.485532283782959,1.113201379776001,1.205695390701294,0.09249401092529297,IT HAD BEEN A GREAT DAY FOR THE FAMILIES OF THE NEIGHBORING FARMERS AND THEY DROVE HOMEWARD IN THE LATE AFTERNOON FULL OF ENTHUSIASM OVER THE ROYAL MANNER IN WHICH THEY HAD BEEN ENTERTAINED AND ADMIRATION FOR THE GIRLS WHO HAD PROVIDED THE FUN AND FEASTING,"It has been a great day for the families of the neighboring farmers, and they drove Homer in the late afternoon full of enthusiasm over the Royal Mansion, in which they'd been entertaining, and admiration for the girls who had provided the fun of geese din.",0.20340082199982135,0.044054886999674636,0.6282816050002111,0.8757373139997071,0.011896611146437471,0.0025767047280459508,0.036747255353538844,0.05122057122802226,1
183,mic_fileid_183_doa59_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.812625,59,59,3,"59,246,309",0,0.0,beamformed_fileid_183_spk1_ipdnet_doa59_gt59.wav,text_fileid_183_doa59_spk1.txt,0.08571428571428572,3,35,2.0132195949554443,3.9607443809509277,1.9475247859954834,2.002716302871704,2.97369384765625,0.9709775447845459,1.236790418624878,1.2894582748413086,0.052667856216430664,WHAT WAS TRUE THAT HER UNCLE MISTER WEISHAUPT'S FAMILY HAD BEEN MURDERED THAT NOT ONE MEMBER OF THE FAMILY HAD BEEN SPARED NAMELY MISTER WEISHAUPT HIMSELF AND HIS WIFE NEITHER OF THEM MUCH ABOVE SIXTY,"What was true, that her uncle, Mr. Weishaupt's family, had been murdered, that not one member of the family had been spared. Namely, Mr. Weishaupt himself and his wife, neither of them much above 60.",0.2520621310000024,0.02722555500031376,0.6286856900001112,0.9079733760004274,0.01594056211413364,0.0017217606185129769,0.039758464518074084,0.057420787250720695,1
184,mic_fileid_184_doa65_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.533625,260,262,3,"66,262,302",1,2.0,beamformed_fileid_184_spk1_ipdnet_doa262_gt260.wav,text_fileid_184_doa260_spk1.txt,0.3783783783783784,14,37,5.065829277038574,6.897165298461914,1.8313360214233398,5.049030780792236,6.0284857749938965,0.9794549942016602,1.1642065048217773,1.3573582172393799,0.19315171241760254,YOU MAY KNOW HIM BY A SUNKEN BROODING EYE CLOTHING MARRED BY MUCH TOBACCO AND A CHAFED AND TETCHY HUMOUR TOWARD THE HOUR OF FIVE P M HAVING BITTERLY SCHOOLED HIMSELF TO SEE MEN AS PARAGRAPHS WALKING,"You may know him by a sunken, rooting eyes, clothing, marred by much tobacco, an achieved and techy humor toward the hour of five p.m. Having bitterly schooled himself, the scene manned as paragraphs walk in.",0.26070186100014325,0.041846444999919186,0.657746841000062,0.9602951470001244,0.015767979556820917,0.002530990330306825,0.03978237325450783,0.05808134314163557,1
185,mic_fileid_185_doa35_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.185375,135,135,3,"33,135,201",1,0.0,beamformed_fileid_185_spk1_ipdnet_doa135_gt135.wav,text_fileid_185_doa135_spk1.txt,0.23636363636363636,13,55,3.801381826400757,4.112141132354736,0.3107593059539795,3.78987193107605,3.187084436416626,-0.6027874946594238,1.260607361793518,1.4156150817871094,0.1550077199935913,YOU REMEMBER THE CUBAN LAND FRAUDS IN NEW YORK AND PORFORIO GOMEZ SHOOTING THE DETECTIVE AND HIM AND MAXIMO MOREZ GETTING CLEAR AWAY WITH TWO HUNDRED THOUSAND NO OF COURSE YOU DON'T WHY EVEN IN THE CITY PAPERS IT ONLY FILLED AN INCH OR TWO OF TYPE AND ANYWAY THE NAMES WERE HARD TO REMEMBER,"You remember the Cuban landsfrauds in New York? Rufirio Gomez shooting a detective in him and Maximo Mores getting clear away with $200,000. Of course you don't. Why even in the city papers they'd only build an inch or two of type. And anyway, the names were hard to remember.",0.18037487299989152,0.024878034999801457,0.7867421790001572,0.9919950869998502,0.011144312257200807,0.0015370688043867661,0.04860821445287225,0.061289595514459824,1
186,mic_fileid_186_doa43_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.840625,169,169,3,"51,169,240",1,0.0,beamformed_fileid_186_spk1_ipdnet_doa169_gt169.wav,text_fileid_186_doa169_spk1.txt,0.3333333333333333,11,33,2.5746171474456787,1.2740015983581543,-1.3006155490875244,2.53812313079834,0.20179736614227295,-2.336325764656067,1.146731972694397,1.224095344543457,0.07736337184906006,HAD TURNED AND DANCED ABOUT ENOUGH THEY ORDERED THEIR SERVANTS TO BEAT HIM WITH STICKS TO CHANGE THE COURSE OF HIS IDEAS OTHERS HIT THE LION THAT IS THEY GAILY STOPPED A PASSENGER,"At terms of dance development, they ordered their servants to beat him with sticks to change the course of his ideas. Others hit the boy. That is, they gave these stonks a jerrypooch.",0.20763811000006172,0.02691421100007574,0.48117400199998883,0.7157263230001263,0.013107949339124039,0.0016990624423010923,0.030375948044978583,0.04518295982640371,1
187,mic_fileid_187_doa136_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.269,136,140,3,"140,237,330",0,4.0,beamformed_fileid_187_spk1_ipdnet_doa140_gt136.wav,text_fileid_187_doa136_spk1.txt,0.12,6,50,3.995694398880005,5.760827541351318,1.7651331424713135,3.983476161956787,4.96073055267334,0.9772543907165527,1.2127916812896729,1.2664889097213745,0.05369722843170166,HE WAS THUS AT EVERY MOMENT DURING THE DAY AND NIGHT IN FULL POSSESSION OF THE DEADLY POISON WITH WHICH HE COULD HAVE FULLY SATISFIED HIS CRAVING IT WAS A MORAL VICTORY WHEN HE FINALLY REACHED THE POINT AT WHICH HE WENT FOR SEVERAL WEEKS WITHOUT ANY DESIRE FOR MORPHINE,"He was thus at every moment during the day and night in full possession of the deadly poison with which he could have fully satisfied his craving. At this very moment, he was a moral victor when he finally reached the point at which he went for several weeks without any desire for morphine.",0.21096252600000298,0.07736911400024837,0.6577647129997786,0.9460963530000299,0.01221625606578279,0.0044802312815014405,0.038089334240533824,0.05478582158781806,1
188,mic_fileid_188_doa42_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.251125,247,245,3,"48,100,245",2,2.0,beamformed_fileid_188_spk1_ipdnet_doa245_gt247.wav,text_fileid_188_doa247_spk1.txt,0.05,2,40,7.034084796905518,3.4531233310699463,-3.5809614658355713,7.027647018432617,1.7551753520965576,-5.27247166633606,1.6810818910598755,1.5854283571243286,-0.09565353393554688,THE PRIEST WHO YESTERDAY EVENING DIRECTED ME TO THIS VILLAGE ANSWERED MUSO I CALLED AT HIS ANJITSU ON THE HILL YONDER HE REFUSED ME LODGING BUT TOLD ME THE WAY HERE THE LISTENERS LOOKED AT EACH OTHER AS IN ASTONISHMENT,"The priest, who yesterday evening directed me to this village, answered Musa. I called at his Anjitsu on the hill yonder. He refused me, lodging, and told me the way here. The listeners looked at each other as in astonishment.",0.1953931719999673,0.02740255700018679,0.5518055269999422,0.7746012560000963,0.012023362813341681,0.001686194463471716,0.03395491247528662,0.047664469752100015,1
189,mic_fileid_189_doa19_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.1215,308,309,3,"19,52,309",2,1.0,beamformed_fileid_189_spk1_ipdnet_doa309_gt308.wav,text_fileid_189_doa308_spk1.txt,0.18181818181818182,8,44,3.775062084197998,6.488255023956299,2.713192939758301,3.7543299198150635,5.619206428527832,1.8648765087127686,1.2124260663986206,1.352975845336914,0.14054977893829346,I THINK I COULD HAVE DONE IT BUT THERE WAS ONLY THE CLIFF WALL SHEER AND WHITE AGAINST THAT NARROWEST WAY WITH NEVER CRANNY TO PUT A FINGER INTO THE WIND WAS BLOWING IN FRESH PUFFS AND THOUGH I DID NOT OPEN MY EYES,"I think I could have done it, but there was only the kerf walls, sheer and white, against that narrowing square, with never crannied to put a finger into it. The wound was glowing in fresh puffs, and though I did not open my eyes.",0.21430939900028534,0.044452952000028745,0.7101194270003361,0.9688817780006502,0.012516975673877016,0.0025963234529701685,0.04147530455861555,0.05658860368546273,1
190,mic_fileid_190_doa23_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.736125,96,95,3,"23,95,193",1,1.0,beamformed_fileid_190_spk1_ipdnet_doa95_gt96.wav,text_fileid_190_doa96_spk1.txt,0.11363636363636363,5,44,5.810515880584717,4.687385559082031,-1.1231303215026855,5.802502632141113,3.0925729274749756,-2.7099297046661377,1.1790074110031128,1.2946791648864746,0.11567175388336182,YET I CAN TEACH YOU HOW BEST TO ALLAY HER DISPLEASURE GO THEN AND VOLUNTARILY SURRENDER YOURSELF TO YOUR LADY AND SOVEREIGN AND TRY BY MODESTY AND SUBMISSION TO WIN HER FORGIVENESS AND PERHAPS HER FAVOR WILL RESTORE YOU THE HUSBAND YOU HAVE LOST,"Yet I can teach you how best to elate her pleasure, go then and voluntarily surrender yourself to your lady of sobriety and try by modesty and submission to win her forgiveness and perhaps her favor will restore you to the husband you have lost.",0.21822143100007452,0.03926543999978094,0.5969995039999958,0.8544863749998513,0.01303894605233138,0.00234614882475967,0.035671310055344095,0.05105640493243515,1
191,mic_fileid_191_doa169_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.275375,313,317,3,"159,278,317",2,4.0,beamformed_fileid_191_spk1_ipdnet_doa317_gt313.wav,text_fileid_191_doa313_spk1.txt,0.02631578947368421,1,38,6.418154716491699,4.277535438537598,-2.1406192779541016,6.4085774421691895,2.4301769733428955,-3.978400468826294,1.5958850383758545,1.5625076293945312,-0.03337740898132324,I WILL GIVE YOU LETTERS TO CONDE AND RECOLLECT THAT WHATEVER GENERAL YOU TAKE SERVICE UNDER YOU WILL FOLLOW HIM WITHOUT PRETENDING TO CALCULATE HOW FAR HIS MOVEMENTS MAY BE RIGHT OR WRONG THAT IS NOT YOUR AFFAIR,"I will give you letters to Kanda and recollect that whatever general you take service under, you will follow him without pretending to calculate how far his movements may be right or wrong. That is not your affair.",0.20529622100002598,0.027686985999935132,0.497683398999925,0.7306666059998861,0.01261391648426079,0.0017011580992717607,0.030578920547141,0.044893995130673554,1
192,mic_fileid_192_doa84_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.247,344,346,3,"82,262,346",2,2.0,beamformed_fileid_192_spk1_ipdnet_doa346_gt344.wav,text_fileid_192_doa344_spk1.txt,0.14893617021276595,7,47,4.411714553833008,1.4412063360214233,-2.9705082178115845,4.402803421020508,-0.23055149614810944,-4.633354917168617,1.193741798400879,1.1062921285629272,-0.08744966983795166,BEFORE THE NEGOTIATION WAS COMPLETED IT BEGAN TO GROW A LITTLE DUSK I DID NOT HASTEN IT FOR I LIKED WELL ENOUGH TO SIT AND HEAR HER TALK I WAS AMUSED WITH THE SORT OF BUSINESS TALENT SHE DISPLAYED EDWARD COULD NOT HAVE SHOWN HIMSELF MORE PRACTICAL,"Before the negotiation was completed, it began to grow the dust. I did not hasten it, for I liked well enough to sit in here for hours. I was amused with the sort of business talent she displayed. Edward could not have shown himself more practical.",0.20965326199984702,0.039878305000002,0.6495886170000631,0.8991201839999121,0.012155926363996464,0.002312187916739259,0.03766386136719795,0.052131975647933676,1
193,mic_fileid_193_doa66_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.10325,110,100,3,"100,224,321",0,10.0,beamformed_fileid_193_spk1_ipdnet_doa100_gt110.wav,text_fileid_193_doa110_spk1.txt,0.12962962962962962,7,54,5.031109809875488,4.837145805358887,-0.19396400451660156,5.009453773498535,4.160733222961426,-0.8487205505371094,1.305565357208252,1.3452045917510986,0.03963923454284668,AT LENGTH HE RAISED HIS STIFFENED BODY AND STOOD UP DIZZY UP THE LITTLE WOODEN STAIRS HE WENT WHERE HE HAD NEVER BEEN BEFORE TO THE SMALL SQUARE LANDING ALMOST FILLED UP WITH THE GREAT CHEST FOR OAT CAKE HE BREATHED HARD FOR A MINUTE AND THEN KNOCKED AT THE DOOR OF SYLVIA'S ROOM,"At length, he raised his stick and body and stood up, dizzying. Up the little wooden stairs he went, where he had never been before. To the small square landing, almost split up with a great chest for Oak Cake. He breathed hard for a minute and then knocked at the door of Silvia's room.",0.2301342939999813,0.04507630199987034,0.6682298130003801,0.9434404090002317,0.013455588499260745,0.0026355401458711264,0.03907034119248565,0.055161469837617515,1
194,mic_fileid_194_doa63_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.115625,285,284,3,"63,99,284",2,1.0,beamformed_fileid_194_spk1_ipdnet_doa284_gt285.wav,text_fileid_194_doa285_spk1.txt,0.12195121951219512,5,41,4.5612568855285645,7.456976413726807,2.895719528198242,4.548593521118164,6.807851314544678,2.2592577934265137,1.1886365413665771,1.3286772966384888,0.14004075527191162,AND JACOB WE TOOK WITH US SOME OF THE BEST ANIMALS AND MY INTENTION WAS TO PROCEED AS RAPIDLY AS POSSIBLE TO THE HOUSE OF MISTER SUTTER AND RETURN TO MEET THE PARTY WITH A SUPPLY OF PROVISIONS AND FRESH ANIMALS,"And Jake, we took with us some of the best animals and my intention was to proceed as rapidly as possible to the house of Mr. Souther. And returned to be the party with a supply of provisions and fresh animals.",0.2275723470002049,0.04598664800005281,0.5344970510000167,0.8080560460002744,0.013296175103170634,0.0026868225963149347,0.03122860257805465,0.04721160027754022,1
195,mic_fileid_195_doa40_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.165875,177,176,3,"79,176,228",1,1.0,beamformed_fileid_195_spk1_ipdnet_doa176_gt177.wav,text_fileid_195_doa177_spk1.txt,0.175,7,40,8.342517852783203,6.752437591552734,-1.5900802612304688,8.320302963256836,5.598435878753662,-2.721867084503174,1.5663405656814575,1.7246989011764526,0.15835833549499512,YOU MIGHT WANT TO THINK IT OVER BEFORE ACCEPTING AS FOR ME I PASSED A HAND OVER MY BROW WHERE BEADS OF COLD SWEAT WERE BUSY FORMING LET'S THINK THIS OVER I SAID TO MYSELF AND LET'S TAKE OUR TIME,"You might want to think it over before accepting. As for me, I passed the handover on my brow, where the beat of cold sweat were busy forming. Let's think this over, I've said to myself. So let's take our time.",0.18808087399975193,0.026377560000128142,0.6622486400001435,0.8767070740000236,0.011634438222474931,0.0016316815514241044,0.04096583946121961,0.05423195923511864,1
196,mic_fileid_196_doa50_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.86525,357,0,3,"0,50,112",0,3.0,beamformed_fileid_196_spk1_ipdnet_doa0_gt357.wav,text_fileid_196_doa357_spk1.txt,0.20930232558139536,9,43,3.8865091800689697,6.232151985168457,2.3456428050994873,3.862565517425537,5.624884605407715,1.7623190879821777,1.2211028337478638,1.3153870105743408,0.09428417682647705,BUT THEY WENT AT IT WITH THAT MIXTURE OF RECKLESSNESS AND INDUSTRY THAT LIVES WHEN YOUTH IS IN A HOUSE AND YOUTH WAS IN THAT HOUSE THAT NIGHT THOUGH NOT ALL MAY HAVE ISOLATED THE TWO FACES AND HEARTS FROM WHICH IT FLAMED,"But they went to have it with that mixture of replacements and mysteries that lives when you were in the house, and he was in that house that night. So not all may have isolated the two faces and hearts from which it flamed.",0.2300451090000024,0.02709727399997064,0.5323241270002654,0.7894665100002385,0.01449993596066891,0.0017079638833280685,0.03355283572589562,0.0497607355698926,1
197,mic_fileid_197_doa7_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.188125,318,318,3,"8,48,318",2,0.0,beamformed_fileid_197_spk1_ipdnet_doa318_gt318.wav,text_fileid_197_doa318_spk1.txt,0.225,9,40,3.6167948246002197,4.499423027038574,0.8826282024383545,3.603029727935791,3.948017120361328,0.3449873924255371,1.2471232414245605,1.432839274406433,0.18571603298187256,BEING A STRONG AND VIGOROUS VILLAIN HOWEVER HE CLUNG TENACIOUSLY TO HIS OAR AND EVEN UNBUCKLING HIS LEATHER BELT PASSED IT ROUND THE SLIP OF WOOD THAT WAS HIS SALVATION GIRDING HIMSELF TO IT AS FIRMLY AS HE WAS ABLE,"Being a strong vigorous villain, however, he belonged to nationsly to his fore, and even unbuckling to his leather belt, passed around the slip of wood that was his salvation, burying himself to it as firmly as he was able.",0.20677599300006477,0.04588606200013601,0.7126722809998682,0.965334336000069,0.012030165768521277,0.002669637438646508,0.041463061328671294,0.056162864535839074,1
198,mic_fileid_198_doa5_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.57175,109,110,3,"3,110,136",1,1.0,beamformed_fileid_198_spk1_ipdnet_doa110_gt109.wav,text_fileid_198_doa109_spk1.txt,0.1111111111111111,4,36,3.0047848224639893,5.584793567657471,2.5800087451934814,2.987198829650879,4.531215190887451,1.5440163612365723,1.1493959426879883,1.337132215499878,0.18773627281188965,GENERAL WHEELER GUIDED BY THE CUBANS RECONNOITRED THIS TRAIL ON THE TWENTY THIRD OF JUNE AND WITH THE POSITION OF THE ENEMY FULLY EXPLAINED TO HIM RETURNED TO SIBONEY AND INFORMED GENERAL YOUNG AND COLONEL WOOD,"General Wheeler, guided by the Cubans, reconnoitered this trail on the 23rd of June, and with the position of the enemy fully explained to him, returned to Cibone and informed General Young and Colonel Wood.",0.1989808749999611,0.041140756999993755,0.5120941649997803,0.7522157969997352,0.012007233695895791,0.0024825837343668443,0.030901634709658322,0.045391452139920956,1
199,mic_fileid_199_doa56_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.348875,56,102,3,"102,198,251",0,46.0,beamformed_fileid_199_spk1_ipdnet_doa102_gt56.wav,text_fileid_199_doa56_spk1.txt,1.0,37,37,3.4973795413970947,4.094538688659668,0.5971591472625732,3.474774122238159,3.4305121898651123,-0.044261932373046875,1.238616704940796,1.186249852180481,-0.05236685276031494,HE NEVER HESITATED ABOUT PLACING IT ON A BLACK KEY WHEN CONVENIENT AND HAD IT PASSED BY MUSCLE ACTION ALONE IN SCALES AND BROKEN CHORDS WHOSE ZEALOUS PRACTICE IN DIFFERENT FORMS OF TOUCH ACCENT RHYTHM AND TONE,Thank you.,0.21450772799971674,0.040993713999796455,2.6399663330003023,2.8954677749998154,0.012364359533382812,0.002362903300634563,0.15216930971030124,0.1668965725443186,1
