fileid,mic_file,method,speaker_id,duration_sec,gt_doa,mic_channel,convtasnet_source,separated_source_index,oracle_match_si_sdr,enhanced_file,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,reference,hypothesis,convtasnet_sec,whisper_sec,metrics_sec,total_sec,convtasnet_rtf,whisper_rtf,metrics_rtf,total_rtf,under_realtime
199,mic_fileid_199_doa56_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,17.348875,56,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,3.320186293493391,,text_fileid_199_doa56_spk1.txt,0.8648648648648649,32,37,4.946588300214957,3.670868548405763,-1.275719751809194,3.474751898033033,3.3206248423154587,-0.15412705571757446,1.238616704940796,1.1637639999389648,-0.07485270500183105,HE NEVER HESITATED ABOUT PLACING IT ON A BLACK KEY WHEN CONVENIENT AND HAD IT PASSED BY MUSCLE ACTION ALONE IN SCALES AND BROKEN CHORDS WHOSE ZEALOUS PRACTICE IN DIFFERENT FORMS OF TOUCH ACCENT RHYTHM AND TONE,He was never disappointed about placing his古ite k leaving by the grand recippleude of Корseven's,0.1306640210000296,2.9067563959999916,0.3956956479999576,3.433116064999979,0.007531555850164902,0.16754725571542775,0.022808144505044713,0.19788695607063736,1
200,mic_fileid_200_doa103_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,17.266,228,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,1.5668230471024878,,text_fileid_200_doa228_spk1.txt,0.13043478260869565,6,46,2.91681982683035,3.187443792109373,0.270623965279023,2.801643305337259,1.5668450859256147,-1.2347982194116442,1.431366205215454,1.348038673400879,-0.0833275318145752,AND MERELY WHISPERED AS HE GAVE HER THE PARTING LIFT DON'T TELL THE ONLY ANSWER THE PRINCESS RETURNED WAS A ROGUISH LOOK SHE WAS ALREADY A YARD ABOVE HIS HEAD THE LOOK SEEMED TO SAY NEVER FEAR IT IS TOO GOOD FUN TO SPOIL THAT WAY,"And it merely whispered at the even parting lift. Don't tell. The only answer the princess returned was a roguish look. She was already a yard above his head. The look seemed to say, never fear, it is too good fun to spoil that way.",0.13279765900000484,0.5583852940000043,0.3407295039999667,1.0319124569999758,0.007691281072628568,0.032340165295957624,0.01973413089308275,0.05976557726166894,1
201,mic_fileid_201_doa27_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,15.931625,27,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,3.9822306006544133,,text_fileid_201_doa27_spk1.txt,0.2647058823529412,9,34,5.981041899837334,4.410457920276074,-1.5705839795612597,5.068440055640442,3.9828904474366906,-1.0855496082037517,1.2257747650146484,1.3020035028457642,0.07622873783111572,HOLLAND ALONE CONTAINED EIGHTEEN CITIES EACH OF WHICH WAS FOR MANY PURPOSES AN INDEPENDENT STATE JEALOUS OF ALL INTERFERENCE FROM WITHOUT IF THE RULERS OF SUCH A CITY RECEIVED FROM THE HAGUE AN ORDER,"Holland alone contained 18 cities, each of which was, for many purposes, an independent state, jealous of all the difference from a doubt. If the rulers of such a city receive from the hay and water,",0.11129878099995949,0.4027754720000303,0.27751440599996613,0.7915886589999559,0.006986028167243422,0.025281505935523228,0.017419089766421574,0.04968662386918823,1
202,mic_fileid_202_doa79_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,11.3505,293,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,3.221713618958606,,text_fileid_202_doa293_spk1.txt,0.2727272727272727,6,22,6.216226807317985,4.781481987623408,-1.4347448196945765,5.761397665282761,3.222012900014193,-2.539384765268568,1.3669347763061523,1.2837539911270142,-0.08318078517913818,WHAT KIND OF AN ACCIDENT WAS IT REDCOAT AND HOW DID IT HAPPEN HE ASKED BROADWING THE HAWK TRIED TO CATCH ME,"Kind of an accident, was it, Redcoat? How did that happen? Yes. We, the hawk, tried to catch me.",0.06962774900000568,0.4102905699999724,0.21278112700002794,0.692699446000006,0.0061343332011810645,0.036147356504116324,0.018746410025992505,0.0610280997312899,1
203,mic_fileid_203_doa25_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.812,88,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,2.143452424746197,,text_fileid_203_doa88_spk1.txt,0.40540540540540543,15,37,5.9352999448030825,3.509292977145174,-2.4260069676579086,5.707818816803886,2.143452424746197,-3.5643663920576896,1.519679069519043,1.3051085472106934,-0.2145705223083496,HE WAS READY TO SERVE HIS GUESTS BEFORE HE FORWARDED HIS OWN WIRELESS NOTES JUST TELL MY WIFE THAT I'M ENJOYING MYSELF REQUESTED MISTER DAMON BLESS MY FOOTSTOOL BUT THIS IS GREAT WE'RE OFF THE EARTH YET,"He was ready to serve his guests, but before he forwarded, he did some wireless notes. Yes, I must... Gash, tell my wife that I'm enjoying myself. Requested Mr. Damon. Bless life, what's the one sentence? We're off the earth yet!",0.12952039800001103,0.6113359170000194,0.33229519700000765,1.073151512000038,0.007704044610992804,0.036363069057817,0.01976535789912013,0.06383247156792993,1
204,mic_fileid_204_doa190_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.302375,190,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,6.858407693922861,,text_fileid_204_doa190_spk1.txt,0.16216216216216217,6,37,5.163913290230449,7.274573114039933,2.110659823809484,4.592440817200155,6.858599867332674,2.2661590501325186,1.216779112815857,1.4049689769744873,0.18818986415863037,HE WORE A BLOUSE AND UNDER HIS BLOUSE AN OLD BLACK COAT HE MADE PRETENSIONS TO LITERATURE AND TO MATERIALISM THERE WERE CERTAIN NAMES WHICH HE OFTEN PRONOUNCED TO SUPPORT WHATEVER THINGS HE MIGHT BE SAYING VOLTAIRE,"He wore a blouse, an underhid blouse, an old black coat. He made her attentions to literature and to materials. There were certain names which he often pronounced to support whatever things he might be saying. Voltaire.",0.11698951100004251,0.4979930760000002,0.2836234549999972,0.8986060420000399,0.007176224997894018,0.030547271547857302,0.01739767702558659,0.05512117357133791,1
205,mic_fileid_205_doa68_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,18.043125,262,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,1.178310260659599,,text_fileid_205_doa262_spk1.txt,0.723404255319149,34,47,4.833656059862879,2.0486551691781902,-2.7850008906846884,3.7811612863404283,1.1783103187150257,-2.6028509676254026,1.1462063789367676,1.110953688621521,-0.03525269031524658,CAME VERY NEAR ENDING AS A COMPLETE CYNIC THOUGH IN WHAT F P A WOULD CALL HIS LASTLINE HE MANAGED TO WRIGGLE INTO A MORE HOPEFUL MOOD THE FIRST VALUABLE DISCOVERY THAT THE COLYUMIST IS LIKELY TO MAKE IS THAT ALL MINDS ARE VERY MUCH THE SAME,"He's a medium and lean as he is. Though in what FCA would cast his last line, he managed to raise a look into a new look. The first thing I would like to instigate that my opinion lies slightly to me is that all of my lines are very much the same.",0.13723769700004596,0.6388831669999604,0.44321492199998147,1.2193357859999878,0.007606093567497091,0.03540867599154583,0.024564199494266182,0.06757896905330911,1
206,mic_fileid_206_doa56_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.533875,56,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,2.6502461889521634,,text_fileid_206_doa56_spk1.txt,0.4358974358974359,17,39,4.822520400286234,3.7913415985353542,-1.03117880175088,4.148869984737308,2.676938489266364,-1.471931495470944,1.2804919481277466,1.1967424154281616,-0.08374953269958496,IN THE MONTH OF APRIL EIGHTEEN FORTY NINE ROME AS YOU ARE NO DOUBT AWARE WAS PLACED IN A STATE OF SIEGE BY THE APPROACH OF THE FRENCH ARMY IT WAS FILLED AT THAT TIME WITH EXILES AND FUGITIVES,"I only in month of April, 1849, wrong as you are knew that year, was placed in state of speech from their bill with the French army. It was filled at that time with exiles and fortitude.",0.1226435010000273,0.5656535299999632,0.2992937839999854,0.9875908149999759,0.007417710669762975,0.0342117942708508,0.018101853558224277,0.05973135849883805,1
207,mic_fileid_207_doa138_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.808125,204,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,4.672324267588042,,text_fileid_207_doa204_spk1.txt,0.28205128205128205,11,39,5.5980338384307915,5.054924021326329,-0.5431098171044626,4.825289344804304,4.672325878116018,-0.15296346668828598,1.18806791305542,1.3789644241333008,0.19089651107788086,I AM SURE I HAVE NOT MET ONE AND REALLY DO NOT KNOW OF ONE THE PRESS IS RESPONSIBLE FOR MANY POPULAR ERRORS WHENEVER AN INDIAN INDULGES IN ANY NOTORIOUS MISBEHAVIOR HE IS WIDELY HERALDED AS A CARLISLE GRADUATE,"I'm sure I have not mentioned this, and truly do not know of it. The French is responsible for many popular errors. Whenever an Indian is told using any notorious misbehavior he is widely heralded as a Carlyle graduate.",0.12756553099995926,0.503497761999995,0.3351935909999497,0.966256883999904,0.00758951584426932,0.029955617417171454,0.0199423547242747,0.05748748798571548,1
208,mic_fileid_208_doa73_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.723375,276,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,5.261625938724633,,text_fileid_208_doa276_spk1.txt,0.225,9,40,6.384516032580759,4.930429096041239,-1.45408693653952,5.303931246182332,5.261627552203247,-0.0423036939790844,1.252082109451294,1.4151666164398193,0.1630845069885254,AROUND MANY OF THEM GREW CLUSTERS OF STRANGE AND COLORFUL SEAWEEDS THAT WAVED THEIR BANNERS GENTLY AS THOUGH SOME IMPERCEPTIBLE CURRENT DALLIED WITH THEM IN PASSING HERE AND THERE FIGURES MOVED SLIM WHITE FIGURES THAT STROLLED ALONG THE NARROW STREET,"Around many of them bring upstairs some strange and colorful seaweeds that wave their advantage gently, as though some imperceptible current gnawing with them in past. Here and there, figures move, slim white figures that stroll along the narrow street.",0.12981349000000364,0.5345813999999791,0.3538395420000029,1.0182344319999856,0.007762397841345041,0.03196611927915143,0.021158381128211435,0.06088689824870791,1
209,mic_fileid_209_doa17_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.038375,82,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,2.3209726954477983,,text_fileid_209_doa82_spk1.txt,0.20588235294117646,7,34,5.752335035421874,3.2929532390768737,-2.459381796345,4.935816367317138,2.3209726947306257,-2.614843672586512,1.3272008895874023,1.2861137390136719,-0.04108715057373047,UNDOUBTEDLY IT WAS WAS HE NOT AN EMIGRANT THEN WHAT DID HE CALL HIMSELF NOT AN EMIGRANT HE HOPED WITHIN THE SENSE AND SPIRIT OF THE LAW WHY NOT THE PRESIDENT DESIRED TO KNOW,Undoubtedly it was. Lucy not an adequate being. What did he call himself? Not an emigrant about within the sense and spirit of the law. Why not the president decided to know?,0.11823674099997561,0.45624413900003447,0.29812524799996254,0.8726061279999726,0.007372114756013351,0.02844703026335489,0.01858824525551763,0.05440739027488587,1
210,mic_fileid_210_doa278_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,17.54375,312,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,4.9316033892272575,,text_fileid_210_doa312_spk1.txt,0.7142857142857143,20,28,5.01463152734936,5.085963500373612,0.0713319730242521,3.80717300965705,4.93436620157408,1.12719319191703,1.301007866859436,1.4075603485107422,0.10655248165130615,HONESTY GRANTING THAT IT IS THE VIRTUE OF WHICH WE CANNOT RID OURSELVES WE FREE SPIRITS WELL WE WILL LABOUR AT IT WITH ALL OUR PERVERSITY AND LOVE,"Honestly, we're actually in a super-dream with a ton with ourselves in this experience. Well, we will labor at it in all our conversational minds.",0.1315020629999708,0.34357814499998085,0.2888359000000378,0.7639161079999894,0.0074956644389010795,0.019584076665478067,0.016463749198434643,0.04354349030281379,1
211,mic_fileid_211_doa55_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.946375,55,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,0,1.6590415350890133,,text_fileid_211_doa55_spk1.txt,0.7,28,40,4.639455992513801,2.4604506375295405,-2.1790053549842603,4.093773628818245,1.6590415481838172,-2.434732080634428,1.1836555004119873,1.1145751476287842,-0.06908035278320312,OR WHICH THEY REGARDED AS SOME SET OFF AGAINST THEIR SWOLLEN ACCOUNT OF CRUEL RAGE NO MAN CAN DECIDE NOW TO WHICH OF THESE MOTIVES SUCH EXTRAORDINARY SCENES WERE REFERABLE IT IS PROBABLE TO A BLENDING OF ALL THE THREE,We will not disregard it as some sit-outs because there's only count of one range. No one can assume an average to which it is noted such extrovert It is probable that the planning of all three.,0.12336482900002466,0.4906840620000139,0.38458847900000137,0.9986373700000399,0.007279717874768182,0.028955104675779563,0.022694439312242375,0.05892926186279012,1
212,mic_fileid_212_doa75_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,17.354375,293,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,1.0605550368380492,,text_fileid_212_doa293_spk1.txt,0.3783783783783784,14,37,4.20180509545021,2.820977800519206,-1.3808272949310036,3.1557019311133128,1.0605582908433233,-2.0951436402699892,1.3957293033599854,1.266672968864441,-0.12905633449554443,GOD DID NOT MIND THEM AND THAT WAS A VERY COMFORTING REFLECTION FOR POOR WEAK PEOPLE LIKE HIMSELF TO GO ON TRYING WAS POSSIBLE EVEN FOR HIM ALTHOUGH HE KNEW HE COULD NOT ALWAYS PROMISE HIMSELF SUCCESS,"He was a very comforting reflection for poor-wished people like himself. The good-monged trotting was possible even for Manvavan, although he knew he could not always promise himself success.",0.13009259099999326,0.4587325889999647,0.42883742800000846,1.0176626079999664,0.007496241783411575,0.026433253228650682,0.024710623574747487,0.058640118586809745,1
213,mic_fileid_213_doa78_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.950375,181,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,2.2018587252426327,,text_fileid_213_doa181_spk1.txt,0.48717948717948717,19,39,4.0403653950798635,3.558504090023204,-0.48186130505665936,3.7364833920272233,2.201858975968613,-1.5346244160586102,1.1721863746643066,1.1871237754821777,0.014937400817871094,I HAD COME TO SEE YOU WITH THE HOPE THAT YOU WOULD LET ME BRING YOU OVER TO MY CONVICTION MY REASONS FOR ENTERTAINING THIS HOPE HAD BEEN OF THE BEST BUT YOU DISAPPOINTED IT I FOUND YOU CHANGED,"I have lived soon with the hope that you would not be breaking your own to my conviction. My wills for entertainment is hard. I've been a spastic, but you disappointed me. I found you changed.",0.12354272099997843,0.42971853500000634,0.34568022100000917,0.8989414769999939,0.007288494856307216,0.025351565083368735,0.02039366214611825,0.053033722085794203,1
214,mic_fileid_214_doa74_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.985,74,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,1.6492888952163396,,text_fileid_214_doa74_spk1.txt,0.5813953488372093,25,43,4.066474200239167,3.530206730655988,-0.5362674695831791,3.9813624323343606,1.649296858326876,-2.3320655740074847,1.2412300109863281,1.2759239673614502,0.03469395637512207,IN THE FIRST SENTIMENT OF KINDNESS ANTICIPATES ALREADY A BENEVOLENCE WHICH SHALL LOSE ALL PARTICULAR REGARDS IN ITS GENERAL LIGHT THE INTRODUCTION TO THIS FELICITY IS IN A PRIVATE AND TENDER RELATION OF ONE TO ONE WHICH IS THE ENCHANTMENT OF HUMAN LIFE,In the first sentiment of kindness anticipates already a but rather special and small particular regard in its general life. The introduction of this in esteem is an entirely intended relation of the current or war in which we can challenge the human minds.,0.13818807100000186,0.5800208009999892,0.3587612199999626,1.0769700919999536,0.008135888784221482,0.03414900211951659,0.021122238445685167,0.06340712934942323,1
215,mic_fileid_215_doa77_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,15.942625,169,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,9.612445141906802,,text_fileid_215_doa169_spk1.txt,0.34210526315789475,13,38,6.345726423541138,10.002891035215086,3.657164611673948,6.29000194606716,9.61244517321684,3.3224432271496793,1.2865018844604492,1.5592939853668213,0.27279210090637207,AND LIGHTLY HE TOOK HIS HORSE WITH THE SPURS AND DEPARTED AS FAST AS HE MIGHT AND WHEN SIR MALEAGANS SAW HIM SO FLEE HE UNDERSTOOD THAT IT WAS BY THE QUEEN'S COMMANDMENT FOR TO WARN SIR LAUNCELOT,"and liable was he who took his horse with the spurs, and departing his fast-facing life. And when Sturmaligan saw him so free, he understood that it was by the Queen's commandment for to warn Sir Lonset.",0.12733965099999978,0.5585131089999891,0.2670343149999894,0.9528870749999783,0.007987370398538496,0.03503269436494862,0.01674970809386719,0.05976977285735431,1
216,mic_fileid_216_doa82_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.788,334,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,3.185480170254063,,text_fileid_216_doa334_spk1.txt,0.16666666666666666,8,48,5.559182379429365,4.031899805621253,-1.5272825738081117,5.664369359519402,3.185480170254063,-2.4788891892653386,1.165594458580017,1.3003559112548828,0.13476145267486572,WHAT WOULD THEY SAY IN HEREFORDSHIRE I DON'T KNOW WHY THEY SHOULD SAY ANYTHING BUT IF THEY DID I SHOULDN'T MUCH CARE I SHOULD MY DEAR I SHOULD CARE VERY MUCH ONE IS BOUND TO THINK OF ONE'S FAMILY SUPPOSE IT SHOULD TURN OUT AFTERWARDS THAT HE WAS,"Well, what they say in her fridge, I don't know why they should say anything, but if they did, I should not educate her. I should, my dear. I should care very much. One is bound to think of one's family. Suppose it should turn out afterwards that he was...",0.13661003400000027,0.6816751090000253,0.38117154400003983,1.1994566870000654,0.008137362044317385,0.04060490284727337,0.0227050002382678,0.07144726512985855,1
217,mic_fileid_217_doa95_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.736,285,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,4.576077065926805,,text_fileid_217_doa285_spk1.txt,0.3055555555555556,11,36,5.383208318252844,3.996267276620333,-1.3869410416325114,4.051237892367718,4.577866595451577,0.5266287030838592,1.2126604318618774,1.3878631591796875,0.17520272731781006,WENT INTO THE HUT AND SQUATTING DOWN BY THE FIRE BEGAN TO WARM ITSELF AND THE PRIEST WITH RENEWED FERVOUR RECITED HIS PRAYERS AND STRUCK HIS BELL BEFORE THE IMAGE OF BUDDHA LOOKING STRAIGHT BEFORE HIM,"went into the haka and squatting down by the fire began to alarm itself, and the priest with a burning fur coat recited his prayers and struck his belly for the image of the udon, looking straight for him.",0.13219712199997957,0.49693794399996705,0.2816440739999848,0.9107791399999314,0.007898967614721532,0.029692754780112754,0.016828637308794504,0.05442035970362879,1
218,mic_fileid_218_doa157_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,15.4425,157,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,4.155789674921103,,text_fileid_218_doa157_spk1.txt,0.38461538461538464,15,39,5.210198468908883,5.2196634686483,0.009464999739416946,5.016091234080996,4.155789701714757,-0.8603015323662389,1.4520350694656372,1.3798623085021973,-0.07217276096343994,AND IT TOOK ONLY A FEW MINUTES EVERY TWELVE HOURS I HAD A MOMENT WITH CARTER IN THE ISOLATION OF HIS CHART ROOM THIS VOYAGE GREGG I'M GETTING LIKE YOU TOO FANCIFUL WE'VE A NORMAL GROUP OF PASSENGERS APPARENTLY,"and it took only a few minutes of the 12 hours. I have a limited card and an isolation of the chart. This voyage, gradient, of getting like you, too fanciful, with normal group of passengers apparently.",0.12543033299999706,0.5769813900000145,0.25991436300000714,0.9623260860000187,0.00812241107333638,0.03736321126760657,0.016831106556581325,0.06231672889752428,1
219,mic_fileid_219_doa56_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,15.801625,56,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,5.468398707408752,,text_fileid_219_doa56_spk1.txt,0.45454545454545453,15,33,6.829838149598197,5.486019184967368,-1.3438189646308283,5.923015272595187,5.468398744476466,-0.4546165281187209,1.1648845672607422,1.2811223268508911,0.11623775959014893,THEY WERE SAD AND DOWNHEARTED IN ALL THAT MISERY THE POOR ATTORNEY HAD THE WORST OF IT MARY WAS FREE FROM HER STEPMOTHER'S ZEAL AND HER STEPMOTHER'S PERSECUTION AT ANY RATE AT NIGHT,"They were sat at down parts. In all that misery, the poor attorney had the most of it. May his grief for her stepmother seal and his stepmother's persecution enraged at night.",0.12301220200004082,0.548481613999968,0.28211053299997957,0.9536043489999884,0.0077847817550436,0.0347104562980053,0.0178532608513352,0.060348498904384096,1
220,mic_fileid_220_doa23_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.75725,237,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,5.284213168367304,,text_fileid_220_doa237_spk1.txt,0.3333333333333333,10,30,6.0091538720096915,5.834798832328123,-0.1743550396815685,5.347830439128069,5.284213342699795,-0.06361709642827407,1.737616777420044,1.6178326606750488,-0.11978411674499512,BUT TELL ME ALL ABOUT IT WHY DO YOU WISH TO KNOW ASKED CAVALCANTI WHAT DO YOU AGAIN DEFY ME NO THE FACT IS I HAVE FOUND MY FATHER WHAT,"So tell me all about it. Why do you wish to go? Have scabble gunty. What? Do you again define me? Yes. The fact is, I am found by a father. What?",0.1319562780000183,0.4930105400000002,0.2713208649999501,0.8962876829999686,0.007874578346686855,0.02942073072849067,0.01619125244296947,0.05348656151814699,1
221,mic_fileid_221_doa91_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,15.62125,220,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,2.97357328309289,,text_fileid_221_doa220_spk1.txt,0.6428571428571429,27,42,5.230313806587132,3.7053461411051725,-1.5249676654819595,4.365870641932749,2.9735733992554847,-1.3922972426772642,1.3892664909362793,1.1857519149780273,-0.20351457595825195,IT WAS BUT A LITTLE HELP THAT HE HAD TO MAKE OTHER THINGS OF THIS EARTH NOTHING CAN BE NEARER NOTHING THAN THIS EARTH AND YET HOW LITTLE OF THIS EARTH IS THE GREATEST MAN HE THINKS HE TREADS UPON THE EARTH,"It was brought over by the planet. To make other things visible, nothing could be more than new from this Earth. We need to have a little of this from the greatest known. We think sea trends upon the Earth.",0.10343942200000811,0.46200305800005026,0.30445561100003715,0.8698980910000955,0.006621712218933063,0.02957529378251102,0.01948983666480193,0.05568684266624601,1
222,mic_fileid_222_doa144_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.932875,144,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,0,2.619901896830428,,text_fileid_222_doa144_spk1.txt,0.358974358974359,14,39,5.613504461202607,3.033067798448183,-2.5804366627544235,4.541638721239963,2.620038482201122,-1.921600239038841,1.1947392225265503,1.162070870399475,-0.032668352127075195,YOU HAVE ASSASSINATED WELL I SHOULD SAY IF YOU HAD ME TAKEN TO A PRIVATE ROOM ONLY TO TELL ME THIS YOU MIGHT HAVE SAVED YOURSELF THE TROUBLE I KNOW ALL THESE THINGS BUT THERE ARE SOME WITH WHICH,"You have assassinated. Well, I should say that if you tried to return to a private room only with Jenny Griff's, you might have saved yourself the training. I know no more these things, but there are some of which in room.",0.12091035200000988,0.5490361039999812,0.2869479100000376,0.9568943660000286,0.007140568391369445,0.03242426959391014,0.016946201398169988,0.05651103938344957,1
223,mic_fileid_223_doa16_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,17.741,137,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,0,3.3473461543205967,,text_fileid_223_doa137_spk1.txt,0.8947368421052632,34,38,6.467125627801095,4.18396117805734,-2.2831644497437553,5.860722808621437,3.347346187813292,-2.5133766208081454,1.276724100112915,1.2296301126480103,-0.047093987464904785,AND SELDOM FAIL RADICALLY TO ALTER THE ENTIRE MORAL CONSTITUTION OF THOSE WHO ARE THEIR OBJECTS IT APPEARS THAT ABOUT ONE HUNDRED YEARS PRIOR TO MISTER ELLISON'S ATTAINMENT OF HIS MAJORITY THERE HAD DIED IN A REMOTE PROVINCE,"Some of those, technically, also the entire musical reputation of those who are the object of this. It appears that the 100 years' tiredness of Mr. L. has been very keen on this in the journey of the initial. There is no time in that remote province.",0.14311509700002034,0.658192616000008,0.35575088799998866,1.157058601000017,0.008066912631758094,0.03710008545177882,0.02005247099937933,0.06521946908291625,1
224,mic_fileid_224_doa124_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,17.403375,124,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,2.7850312000999944,,text_fileid_224_doa124_spk1.txt,0.6326530612244898,31,49,6.408464363382217,3.408154700979015,-3.000309662403202,6.037191337080485,2.7850327585639896,-3.2521585785164957,1.4679300785064697,1.3850520849227905,-0.0828779935836792,THEY WENT TO THE VAULTS AND ENGAGED A PRIVATE ROOM WHERE BREAKFAST WAS SERVED TO THEM HAS MY HAIR TURNED GREY ASKED REHNHJELM PASSING HIS HAND OVER HIS HAIR WHICH WAS DAMP AND CLUNG CLOSELY TO HIS SKULL NO OLD MAN THAT DOESN'T OFTEN HAPPEN EVEN I'M NOT GREY,"They went to the ball and they gave him the private room where practice was started. That is my character in gray. I was going to wear a sassy hand over his hair. With the damp concussive look on his shoulders. No, old man. That doesn't often happen to 100 people.",0.14027250399999502,0.6751119410000115,0.3213637629999653,1.1367482079999718,0.008060074784344704,0.03879201252630662,0.018465600091934195,0.06531768740258552,1
225,mic_fileid_225_doa14_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,14.81375,129,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,4.671164094419766,,text_fileid_225_doa129_spk1.txt,0.8918918918918919,33,37,4.172810368771113,5.216573546601493,1.04376317783038,2.9948921414582195,4.6718079205406635,1.676915779082444,1.0946035385131836,1.1998648643493652,0.10526132583618164,TO WHOM HE MADE KNOWN FULLY THE CHARACTER OF THE PLACE AND PEOPLE WHENCE HE HAD FLED THE DANGERS HE WAS EXPOSED TO FROM SLAVE HUNTERS AND THE STRONG HOPE HE CHERISHED OF REACHING FREE LAND SOON,The crew will den Owner and only chapter of space onlar iyma or eaisnthivsg whereheg to the insure,0.11312610800001721,2.5447509009999862,0.2558111399999916,2.913688148999995,0.007636561167835099,0.17178303272297601,0.017268493122942645,0.19668808701375376,1
