fileid,chunk_count,chunk_indices,chunk_clean_files,audio_start_sec,audio_end_sec,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,input_audio_type,reference_text,hypothesis_text,wer,edit_distance,ref_words,hypothesis_text_cleaned,wer_cleaned,edit_distance_cleaned,ref_words_cleaned
170,5,"1,2,3,4,5",clean_fileid_170_doa133_spk1_1.wav|clean_fileid_170_doa133_spk1_2.wav|clean_fileid_170_doa133_spk1_3.wav|clean_fileid_170_doa133_spk1_4.wav|clean_fileid_170_doa133_spk1_5.wav,2936.0,2956.0,20.0,133,text_fileid_170_doa133_spk1.txt,clean_spk1,AND NOT HAVE MARRIED THE MOTHER OF THE PROUD PRINCESS WHO CAUSED HIM ENDLESS TROUBLE UNTIL HER DEATH MY DAY IS PAST SAID HE AND HE GAVE UP HIS CROWN TO HIS SON AMEER ALI WHO WENT ONCE MORE AND CALLED TO THE FOREST FAIRY TO PROVIDE HIM WITH A QUEEN TO SHARE HIS THRONE,"And not have married the mother of the proud princess who caused an endless trouble until her death. My days passed , said he, and he gave up his crown to his son, Amir Ali , who went once more and called to the forest fairy to provide him with a queen to share his throne. [BLANK _",0.10909090909090909,6,55,"And not have married the mother of the proud princess who caused an endless trouble until her death. My days passed, said he, and he gave up his crown to his son, Amir Ali, who went once more and called to the forest fairy to provide him with a queen to share his throne. BLANK _",0.10909090909090909,6,55
171,4,"1,2,3,4",clean_fileid_171_doa238_spk1_1.wav|clean_fileid_171_doa238_spk1_2.wav|clean_fileid_171_doa238_spk1_3.wav|clean_fileid_171_doa238_spk1_4.wav,2956.0,2972.0,16.0,238,text_fileid_171_doa238_spk1.txt,clean_spk1,STILL IF HE IS TO BE IN THE GROVE TO NIGHT I MAY AS WELL BE THERE ALSO WHAT DISGUISE IS HE IN A FARM LABORER'S THE BEST HE COULD ADOPT ABOUT HERE WITH LARGE BLACK WHISKERS HE IS STOPPING ABOUT THREE MILES OFF HE SAID,"Still, if he is to be in the grove tonight , I may as well be there also . What disguise is he in ? A farm laborer's the best he could adopt about here with large black whiskers. He is stopping about three miles off, he said.",0.043478260869565216,2,46,"Still, if he is to be in the grove tonight, I may as well be there also. What disguise is he in? A farm laborer's the best he could adopt about here with large black whiskers. He is stopping about three miles off, he said.",0.043478260869565216,2,46
172,5,"1,2,3,4,5",clean_fileid_172_doa236_spk1_1.wav|clean_fileid_172_doa236_spk1_2.wav|clean_fileid_172_doa236_spk1_3.wav|clean_fileid_172_doa236_spk1_4.wav|clean_fileid_172_doa236_spk1_5.wav,2972.0,2992.0,20.0,236,text_fileid_172_doa236_spk1.txt,clean_spk1,WE WERE YET ALMOST AFRAID TO BELIEVE THAT WE WERE AT LAST TO ESCAPE INTO THE GENIAL COUNTRY OF WHICH WE HAVE HEARD SO MANY GLOWING DESCRIPTIONS AND DREADED AGAIN TO FIND SOME VAST INTERIOR LAKE WHOSE BITTER WATERS WOULD BRING US DISAPPOINTMENT,We were yet almost afraid to believe that we were at last to escape into the genial country of which we have heard so many glowing descriptions and read it again to find some fast interior leg whose bitter waters would bring us disappointment. [BLANK,0.11627906976744186,5,43,We were yet almost afraid to believe that we were at last to escape into the genial country of which we have heard so many glowing descriptions and read it again to find some fast interior leg whose bitter waters would bring us disappointment. BLANK,0.11627906976744186,5,43
173,5,"1,2,3,4,5",clean_fileid_173_doa146_spk1_1.wav|clean_fileid_173_doa146_spk1_2.wav|clean_fileid_173_doa146_spk1_3.wav|clean_fileid_173_doa146_spk1_4.wav|clean_fileid_173_doa146_spk1_5.wav,2992.0,3012.0,20.0,146,text_fileid_173_doa146_spk1.txt,clean_spk1,THE APPEARANCE OF THE CHART WAS INCREDIBLE TO THE SURVIVING MUTINEERS THEY LEAPED UPON IT LIKE CATS UPON A MOUSE IT WENT FROM HAND TO HAND ONE TEARING IT FROM ANOTHER AND BY THE OATHS AND THE CRIES AND THE CHILDISH LAUGHTER WITH WHICH THEY ACCOMPANIED THEIR EXAMINATION,"The appearance of the chart was incredible to the surviving mutineers. They leaped upon it like cats upon a mouse. It went from hand to hand, one tearing it from another, and by the oaths and the cries and the childish laughter with which they accompanied their examination .",0.0,0,48,"The appearance of the chart was incredible to the surviving mutineers. They leaped upon it like cats upon a mouse. It went from hand to hand, one tearing it from another, and by the oaths and the cries and the childish laughter with which they accompanied their examination.",0.0,0,48
174,4,"1,2,3,4",clean_fileid_174_doa166_spk1_1.wav|clean_fileid_174_doa166_spk1_2.wav|clean_fileid_174_doa166_spk1_3.wav|clean_fileid_174_doa166_spk1_4.wav,3012.0,3028.0,16.0,166,text_fileid_174_doa166_spk1.txt,clean_spk1,THE GRAVEYARD WAS A MILE OUTSIDE THE VILLAGE A SANDY PLAIN WHERE A FEW STUNTED PINES TRANSPLANTED FROM THE WOODS NEAR IT STRUGGLED TO KEEP ALIVE AS WE TURNED FROM THE STREET INTO THE LANE WHICH LED TO IT,"The graveyard was a mile outside the village. A sandy plain where a few stunted pines transplant ed from the woods near it struggled to keep alive. As we turned from the street into the lane , which led to it,",0.05128205128205128,2,39,"The graveyard was a mile outside the village. A sandy plain where a few stunted pines transplant ed from the woods near it struggled to keep alive. As we turned from the street into the lane, which led to it,",0.05128205128205128,2,39
175,5,"1,2,3,4,5",clean_fileid_175_doa144_spk1_1.wav|clean_fileid_175_doa144_spk1_2.wav|clean_fileid_175_doa144_spk1_3.wav|clean_fileid_175_doa144_spk1_4.wav|clean_fileid_175_doa144_spk1_5.wav,3028.0,3048.0,20.0,144,text_fileid_175_doa144_spk1.txt,clean_spk1,MADAME DE VILLEFORT SIGHED HER NERVES GAVE WAY AND SHE SUNK ON THE CARPET THE KING'S ATTORNEY SEEMED TO EXPERIENCE A SENSATION OF PITY HE LOOKED UPON HER LESS SEVERELY AND BOWING TO HER SAID SLOWLY,"Madame de Villaforte's side . Her nerves gave way and she sunk on the carpet. The King's attorneys seem to experience a sensation of pity. He looked upon her less severely and bowing to her , said slowly. [BLANK",0.1388888888888889,5,36,"Madame de Villaforte's side. Her nerves gave way and she sunk on the carpet. The King's attorneys seem to experience a sensation of pity. He looked upon her less severely and bowing to her, said slowly. BLANK",0.1388888888888889,5,36
176,4,"1,2,3,4",clean_fileid_176_doa208_spk1_1.wav|clean_fileid_176_doa208_spk1_2.wav|clean_fileid_176_doa208_spk1_3.wav|clean_fileid_176_doa208_spk1_4.wav,3048.0,3064.0,16.0,208,text_fileid_176_doa208_spk1.txt,clean_spk1,HE STOOD ASIDE EDGED A LITTLE INTO THE RAIN TO LET THE THRONG PASS A SMALL BOY RUSHED OUT SNIFFED IN THE DAMP FRESH AIR AND TURNED UP THE COLLAR OF HIS COAT CAME THREE OR FOUR COUPLES IN A GREAT HURRY,"_ he stood aside, edged a little into the rain to let the throng pass . A small boy rushed out, sniffed in the damp fresh air, and turned up the collar of his coat . Came three or four couples in a great hurry .",0.0,0,42,"_ he stood aside, edged a little into the rain to let the throng pass. A small boy rushed out, sniffed in the damp fresh air, and turned up the collar of his coat. Came three or four couples in a great hurry.",0.0,0,42
177,5,"1,2,3,4,5",clean_fileid_177_doa288_spk1_1.wav|clean_fileid_177_doa288_spk1_2.wav|clean_fileid_177_doa288_spk1_3.wav|clean_fileid_177_doa288_spk1_4.wav|clean_fileid_177_doa288_spk1_5.wav,3064.0,3084.0,20.0,288,text_fileid_177_doa288_spk1.txt,clean_spk1,THE SCHOOL AND THE NEIGHBOURING COTTAGES THIS DID GOOD FOR A TIME BUT WHEN THE AUTUMN DREW ON AND THE WEATHER BECAME MORE CHANGEABLE HER MOTHER'S IDEA OF THE UNHEALTHINESS OF THE PLACE INCREASED,"The school and the neighbouring carriages . This dip good for a time , but when the autumn drew on and the weather became more change able. Her mother's idea of the unhealthiness of the place increased .",0.11764705882352941,4,34,"The school and the neighbouring carriages. This dip good for a time, but when the autumn drew on and the weather became more change able. Her mother's idea of the unhealthiness of the place increased.",0.11764705882352941,4,34
178,4,"1,2,3,4",clean_fileid_178_doa331_spk1_1.wav|clean_fileid_178_doa331_spk1_2.wav|clean_fileid_178_doa331_spk1_3.wav|clean_fileid_178_doa331_spk1_4.wav,3084.0,3100.0,16.0,331,text_fileid_178_doa331_spk1.txt,clean_spk1,ALL WERE LOADED WITH PASSENGERS AND FREIGHT FOR NOME SCOUT BOATS HAD ALREADY BEEN SENT OUT TO INVESTIGATE AND FIND IF POSSIBLE A PASSAGE THROUGH THE ICE FIELDS,"All were loaded with passengers and freight, for gnome. Scout boats had already been sent out to investigate and find if possible a passage through the ice fields. [BLANK",0.07142857142857142,2,28,"All were loaded with passengers and freight, for gnome. Scout boats had already been sent out to investigate and find if possible a passage through the ice fields. BLANK",0.07142857142857142,2,28
179,4,"1,2,3,4",clean_fileid_179_doa359_spk1_1.wav|clean_fileid_179_doa359_spk1_2.wav|clean_fileid_179_doa359_spk1_3.wav|clean_fileid_179_doa359_spk1_4.wav,3100.0,3116.0,16.0,359,text_fileid_179_doa359_spk1.txt,clean_spk1,AND EXPRESSES HORROR RATHER THAN INDIGNATION ALIKE INVOLUNTARY IS THE GROAN THAT GOES WITH IT PROCEEDING FROM A SINGLE INDIVIDUAL WHOM ALL KNOW TO BE THE FATHER OF THE MURDERED MAN,"and expresses horror rather than indignation . that goes with it, proceeding from a single individual whom all know to be the father of the murdered man",0.16129032258064516,5,31,"and expresses horror rather than indignation. that goes with it, proceeding from a single individual whom all know to be the father of the murdered man",0.16129032258064516,5,31
180,3,"1,2,3",clean_fileid_180_doa273_spk1_1.wav|clean_fileid_180_doa273_spk1_2.wav|clean_fileid_180_doa273_spk1_3.wav,3116.0,3128.0,12.0,273,text_fileid_180_doa273_spk1.txt,clean_spk1,AND HER HEAD HER WORDS TURNED AMEER ALI PALE WITH HORROR BUT SHE REMINDED HIM THAT NO HARM HAD COME TO HER BEFORE AND AT LAST HE CONSENTED TO DO AS SHE BADE HIM,"And her head, her words turned Amir Ali pale with horror, but she reminded him that no harm had come to her before, and at last he consented to do as she b ade him.",0.08823529411764706,3,34,"And her head, her words turned Amir Ali pale with horror, but she reminded him that no harm had come to her before, and at last he consented to do as she b ade him.",0.08823529411764706,3,34
181,4,"1,2,3,4",clean_fileid_181_doa175_spk1_1.wav|clean_fileid_181_doa175_spk1_2.wav|clean_fileid_181_doa175_spk1_3.wav|clean_fileid_181_doa175_spk1_4.wav,3128.0,3144.0,16.0,175,text_fileid_181_doa175_spk1.txt,clean_spk1,NEARLY A YEAR WENT BY LADY ISABEL CARLYLE HAD SPENT IT ON THE CONTINENT THAT REFUGE FOR SUCH FUGITIVES NOW MOVING ABOUT FROM PLACE TO PLACE WITH HER COMPANION NOW STATIONARY AND ALONE QUITE HALF THE TIME,"Nearly a year went by. Lady Isabel Carlisle had spent it on the continent, that refuge for such fugitives. Now moving about from place to place with her companion, now stationary and alone. Quite health good time .",0.08108108108108109,3,37,"Nearly a year went by. Lady Isabel Carlisle had spent it on the continent, that refuge for such fugitives. Now moving about from place to place with her companion, now stationary and alone. Quite health good time.",0.08108108108108109,3,37
182,5,"1,2,3,4,5",clean_fileid_182_doa130_spk1_1.wav|clean_fileid_182_doa130_spk1_2.wav|clean_fileid_182_doa130_spk1_3.wav|clean_fileid_182_doa130_spk1_4.wav|clean_fileid_182_doa130_spk1_5.wav,3144.0,3164.0,20.0,130,text_fileid_182_doa130_spk1.txt,clean_spk1,IT HAD BEEN A GREAT DAY FOR THE FAMILIES OF THE NEIGHBORING FARMERS AND THEY DROVE HOMEWARD IN THE LATE AFTERNOON FULL OF ENTHUSIASM OVER THE ROYAL MANNER IN WHICH THEY HAD BEEN ENTERTAINED AND ADMIRATION FOR THE GIRLS WHO HAD PROVIDED THE FUN AND FEASTING,"It have been a great day for the families of the neighboring farmers , and they drove homeward in the late afternoon, full of enthusiasm over the royal manner in which they have been entertained, and admiration for the girls who have provided the fun and feasting. [BLANK",0.08695652173913043,4,46,"It have been a great day for the families of the neighboring farmers, and they drove homeward in the late afternoon, full of enthusiasm over the royal manner in which they have been entertained, and admiration for the girls who have provided the fun and feasting. BLANK",0.08695652173913043,4,46
183,4,"1,2,3,4",clean_fileid_183_doa59_spk1_1.wav|clean_fileid_183_doa59_spk1_2.wav|clean_fileid_183_doa59_spk1_3.wav|clean_fileid_183_doa59_spk1_4.wav,3164.0,3180.0,16.0,59,text_fileid_183_doa59_spk1.txt,clean_spk1,WHAT WAS TRUE THAT HER UNCLE MISTER WEISHAUPT'S FAMILY HAD BEEN MURDERED THAT NOT ONE MEMBER OF THE FAMILY HAD BEEN SPARED NAMELY MISTER WEISHAUPT HIMSELF AND HIS WIFE NEITHER OF THEM MUCH ABOVE SIXTY,"_ What was true? They're her uncle, Mr Weishaupt's family, had been murdered. That not one member of the family had been spared, namely , Mr. Weishaupt himself and his wife, neither of them much above sixty .",0.08571428571428572,3,35,"_ What was true? They're her uncle, Mr Weishaupt's family, had been murdered. That not one member of the family had been spared, namely, Mr. Weishaupt himself and his wife, neither of them much above sixty.",0.08571428571428572,3,35
184,4,"1,2,3,4",clean_fileid_184_doa260_spk1_1.wav|clean_fileid_184_doa260_spk1_2.wav|clean_fileid_184_doa260_spk1_3.wav|clean_fileid_184_doa260_spk1_4.wav,3180.0,3196.0,16.0,260,text_fileid_184_doa260_spk1.txt,clean_spk1,YOU MAY KNOW HIM BY A SUNKEN BROODING EYE CLOTHING MARRED BY MUCH TOBACCO AND A CHAFED AND TETCHY HUMOUR TOWARD THE HOUR OF FIVE P M HAVING BITTERLY SCHOOLED HIMSELF TO SEE MEN AS PARAGRAPHS WALKING,"You may know him by a sunken, brooding eye, clothing marked by much tobacco, and achieved in techie humor toward the hour of 5pm. Having bitterly schooled himself to see man as paragraphs walking.",0.2702702702702703,10,37,"You may know him by a sunken, brooding eye, clothing marked by much tobacco, and achieved in techie humor toward the hour of 5pm. Having bitterly schooled himself to see man as paragraphs walking.",0.2702702702702703,10,37
185,5,"1,2,3,4,5",clean_fileid_185_doa135_spk1_1.wav|clean_fileid_185_doa135_spk1_2.wav|clean_fileid_185_doa135_spk1_3.wav|clean_fileid_185_doa135_spk1_4.wav|clean_fileid_185_doa135_spk1_5.wav,3196.0,3216.0,20.0,135,text_fileid_185_doa135_spk1.txt,clean_spk1,YOU REMEMBER THE CUBAN LAND FRAUDS IN NEW YORK AND PORFORIO GOMEZ SHOOTING THE DETECTIVE AND HIM AND MAXIMO MOREZ GETTING CLEAR AWAY WITH TWO HUNDRED THOUSAND NO OF COURSE YOU DON'T WHY EVEN IN THE CITY PAPERS IT ONLY FILLED AN INCH OR TWO OF TYPE AND ANYWAY THE NAMES WERE HARD TO REMEMBER,"You remember the Cuban Lance frauds in New York and Perferio Gomez shooting the detective and him and Maximo Mores getting clear away with 200,000 ? No, of course you don't. Why even in the city papers it only filled an inch or two of type. In any way, the names were hard to remember.",0.16363636363636364,9,55,"You remember the Cuban Lance frauds in New York and Perferio Gomez shooting the detective and him and Maximo Mores getting clear away with 200,000? No, of course you don't. Why even in the city papers it only filled an inch or two of type. In any way, the names were hard to remember.",0.16363636363636364,9,55
186,3,"1,2,3",clean_fileid_186_doa169_spk1_1.wav|clean_fileid_186_doa169_spk1_2.wav|clean_fileid_186_doa169_spk1_3.wav,3216.0,3228.0,12.0,169,text_fileid_186_doa169_spk1.txt,clean_spk1,HAD TURNED AND DANCED ABOUT ENOUGH THEY ORDERED THEIR SERVANTS TO BEAT HIM WITH STICKS TO CHANGE THE COURSE OF HIS IDEAS OTHERS HIT THE LION THAT IS THEY GAILY STOPPED A PASSENGER,"Had turned and danced about enough they ordered their servants to beat him with sticks to change the course of his ideas . Others hit the loin. That is, the gaily-stopped passenger .",0.15151515151515152,5,33,"Had turned and danced about enough they ordered their servants to beat him with sticks to change the course of his ideas. Others hit the loin. That is, the gaily-stopped passenger.",0.15151515151515152,5,33
187,4,"1,2,3,4",clean_fileid_187_doa136_spk1_1.wav|clean_fileid_187_doa136_spk1_2.wav|clean_fileid_187_doa136_spk1_3.wav|clean_fileid_187_doa136_spk1_4.wav,3228.0,3244.0,16.0,136,text_fileid_187_doa136_spk1.txt,clean_spk1,HE WAS THUS AT EVERY MOMENT DURING THE DAY AND NIGHT IN FULL POSSESSION OF THE DEADLY POISON WITH WHICH HE COULD HAVE FULLY SATISFIED HIS CRAVING IT WAS A MORAL VICTORY WHEN HE FINALLY REACHED THE POINT AT WHICH HE WENT FOR SEVERAL WEEKS WITHOUT ANY DESIRE FOR MORPHINE,He was thus at every moment during the day and night in full possession of the deadly poison with which he could have fully satisfied his craving. It was a moral victory when he finally reached the point at which he went for several weeks without any desire for morph ine,0.04,2,50,He was thus at every moment during the day and night in full possession of the deadly poison with which he could have fully satisfied his craving. It was a moral victory when he finally reached the point at which he went for several weeks without any desire for morph ine,0.04,2,50
188,4,"1,2,3,4",clean_fileid_188_doa247_spk1_1.wav|clean_fileid_188_doa247_spk1_2.wav|clean_fileid_188_doa247_spk1_3.wav|clean_fileid_188_doa247_spk1_4.wav,3244.0,3260.0,16.0,247,text_fileid_188_doa247_spk1.txt,clean_spk1,THE PRIEST WHO YESTERDAY EVENING DIRECTED ME TO THIS VILLAGE ANSWERED MUSO I CALLED AT HIS ANJITSU ON THE HILL YONDER HE REFUSED ME LODGING BUT TOLD ME THE WAY HERE THE LISTENERS LOOKED AT EACH OTHER AS IN ASTONISHMENT,". village?"" answered Muso. ""I called it a zanjitsu on the hill yonder. He refused me lodging, but told me the way here. The listeners looked at each other as in astonishment.",0.3,12,40,". village?""answered Muso.""I called it a zanjitsu on the hill yonder. He refused me lodging, but told me the way here. The listeners looked at each other as in astonishment.",0.4,16,40
189,5,"1,2,3,4,5",clean_fileid_189_doa308_spk1_1.wav|clean_fileid_189_doa308_spk1_2.wav|clean_fileid_189_doa308_spk1_3.wav|clean_fileid_189_doa308_spk1_4.wav|clean_fileid_189_doa308_spk1_5.wav,3260.0,3280.0,20.0,308,text_fileid_189_doa308_spk1.txt,clean_spk1,I THINK I COULD HAVE DONE IT BUT THERE WAS ONLY THE CLIFF WALL SHEER AND WHITE AGAINST THAT NARROWEST WAY WITH NEVER CRANNY TO PUT A FINGER INTO THE WIND WAS BLOWING IN FRESH PUFFS AND THOUGH I DID NOT OPEN MY EYES,"I think I could have done it . But there was only the cliff wall , sheer and white, against that narrow sway, with never cranny to put a finger into. The wind was blowing in fresh puffs, and though I did not open my eyes. [BLANK",0.06818181818181818,3,44,"I think I could have done it. But there was only the cliff wall, sheer and white, against that narrow sway, with never cranny to put a finger into. The wind was blowing in fresh puffs, and though I did not open my eyes. BLANK",0.06818181818181818,3,44
190,5,"1,2,3,4,5",clean_fileid_190_doa96_spk1_1.wav|clean_fileid_190_doa96_spk1_2.wav|clean_fileid_190_doa96_spk1_3.wav|clean_fileid_190_doa96_spk1_4.wav|clean_fileid_190_doa96_spk1_5.wav,3280.0,3300.0,20.0,96,text_fileid_190_doa96_spk1.txt,clean_spk1,YET I CAN TEACH YOU HOW BEST TO ALLAY HER DISPLEASURE GO THEN AND VOLUNTARILY SURRENDER YOURSELF TO YOUR LADY AND SOVEREIGN AND TRY BY MODESTY AND SUBMISSION TO WIN HER FORGIVENESS AND PERHAPS HER FAVOR WILL RESTORE YOU THE HUSBAND YOU HAVE LOST,"Yet I can teach you how best to elate on this pleasure. Go then and voluntarily surrender yourself to your lady and sovereign, and try by modesty and submission to win her forgiveness, and perhaps her favor will restore you the husband you have lost. [BLANK",0.11363636363636363,5,44,"Yet I can teach you how best to elate on this pleasure. Go then and voluntarily surrender yourself to your lady and sovereign, and try by modesty and submission to win her forgiveness, and perhaps her favor will restore you the husband you have lost. BLANK",0.11363636363636363,5,44
191,5,"1,2,3,4,5",clean_fileid_191_doa313_spk1_1.wav|clean_fileid_191_doa313_spk1_2.wav|clean_fileid_191_doa313_spk1_3.wav|clean_fileid_191_doa313_spk1_4.wav|clean_fileid_191_doa313_spk1_5.wav,3300.0,3320.0,20.0,313,text_fileid_191_doa313_spk1.txt,clean_spk1,I WILL GIVE YOU LETTERS TO CONDE AND RECOLLECT THAT WHATEVER GENERAL YOU TAKE SERVICE UNDER YOU WILL FOLLOW HIM WITHOUT PRETENDING TO CALCULATE HOW FAR HIS MOVEMENTS MAY BE RIGHT OR WRONG THAT IS NOT YOUR AFFAIR,"I will give you letters to Kanda and recollect that whatever general you take service under , you will follow him without pretending to calculate how far his movements may be right or wrong . That is not your affair .",0.02631578947368421,1,38,"I will give you letters to Kanda and recollect that whatever general you take service under, you will follow him without pretending to calculate how far his movements may be right or wrong. That is not your affair.",0.02631578947368421,1,38
192,5,"1,2,3,4,5",clean_fileid_192_doa344_spk1_1.wav|clean_fileid_192_doa344_spk1_2.wav|clean_fileid_192_doa344_spk1_3.wav|clean_fileid_192_doa344_spk1_4.wav|clean_fileid_192_doa344_spk1_5.wav,3320.0,3340.0,20.0,344,text_fileid_192_doa344_spk1.txt,clean_spk1,BEFORE THE NEGOTIATION WAS COMPLETED IT BEGAN TO GROW A LITTLE DUSK I DID NOT HASTEN IT FOR I LIKED WELL ENOUGH TO SIT AND HEAR HER TALK I WAS AMUSED WITH THE SORT OF BUSINESS TALENT SHE DISPLAYED EDWARD COULD NOT HAVE SHOWN HIMSELF MORE PRACTICAL,"Before the negotiation was completed , it began to grow a little dus k. I did not hasten it, for I liked well enough to sit and hear her talk. I was amused with the sort of business talent she displayed."" Edward could not have shown himself more practical.",0.0425531914893617,2,47,"Before the negotiation was completed, it began to grow a little dus k. I did not hasten it, for I liked well enough to sit and hear her talk. I was amused with the sort of business talent she displayed.""Edward could not have shown himself more practical.",0.0851063829787234,4,47
193,5,"1,2,3,4,5",clean_fileid_193_doa110_spk1_1.wav|clean_fileid_193_doa110_spk1_2.wav|clean_fileid_193_doa110_spk1_3.wav|clean_fileid_193_doa110_spk1_4.wav|clean_fileid_193_doa110_spk1_5.wav,3340.0,3360.0,20.0,110,text_fileid_193_doa110_spk1.txt,clean_spk1,AT LENGTH HE RAISED HIS STIFFENED BODY AND STOOD UP DIZZY UP THE LITTLE WOODEN STAIRS HE WENT WHERE HE HAD NEVER BEEN BEFORE TO THE SMALL SQUARE LANDING ALMOST FILLED UP WITH THE GREAT CHEST FOR OAT CAKE HE BREATHED HARD FOR A MINUTE AND THEN KNOCKED AT THE DOOR OF SYLVIA'S ROOM,"At length he raised his stiffen body and stood up. Dizzy. Up the little wooden stairs he went, where he had never been before, to the small square landing almost filled up with the great chest for oat cake. He breathed hard for a minute and then knocked at the door of Silvio's room. [BLANK",0.05555555555555555,3,54,"At length he raised his stiffen body and stood up. Dizzy. Up the little wooden stairs he went, where he had never been before, to the small square landing almost filled up with the great chest for oat cake. He breathed hard for a minute and then knocked at the door of Silvio's room. BLANK",0.05555555555555555,3,54
194,4,"1,2,3,4",clean_fileid_194_doa285_spk1_1.wav|clean_fileid_194_doa285_spk1_2.wav|clean_fileid_194_doa285_spk1_3.wav|clean_fileid_194_doa285_spk1_4.wav,3360.0,3376.0,16.0,285,text_fileid_194_doa285_spk1.txt,clean_spk1,AND JACOB WE TOOK WITH US SOME OF THE BEST ANIMALS AND MY INTENTION WAS TO PROCEED AS RAPIDLY AS POSSIBLE TO THE HOUSE OF MISTER SUTTER AND RETURN TO MEET THE PARTY WITH A SUPPLY OF PROVISIONS AND FRESH ANIMALS,"And Jake, we took with us some of the best animals and my intention was to proceed as rapidly as possible to the house of Mr . Sutter and return to meet the party with the supply of provisions and fresh animals.",0.07317073170731707,3,41,"And Jake, we took with us some of the best animals and my intention was to proceed as rapidly as possible to the house of Mr. Sutter and return to meet the party with the supply of provisions and fresh animals.",0.07317073170731707,3,41
195,5,"1,2,3,4,5",clean_fileid_195_doa177_spk1_1.wav|clean_fileid_195_doa177_spk1_2.wav|clean_fileid_195_doa177_spk1_3.wav|clean_fileid_195_doa177_spk1_4.wav|clean_fileid_195_doa177_spk1_5.wav,3376.0,3396.0,20.0,177,text_fileid_195_doa177_spk1.txt,clean_spk1,YOU MIGHT WANT TO THINK IT OVER BEFORE ACCEPTING AS FOR ME I PASSED A HAND OVER MY BROW WHERE BEADS OF COLD SWEAT WERE BUSY FORMING LET'S THINK THIS OVER I SAID TO MYSELF AND LET'S TAKE OUR TIME,"You might want to think it over before accepting . As for me, I passed a hand over my brow , where a beat of cold sweat were busy forming. ""Let's take this over,"" I said to myself , ""and let's take our time .""",0.075,3,40,"You might want to think it over before accepting. As for me, I passed a hand over my brow, where a beat of cold sweat were busy forming.""Let's take this over,""I said to myself,""and let's take our time.""",0.225,9,40
196,4,"1,2,3,4",clean_fileid_196_doa357_spk1_1.wav|clean_fileid_196_doa357_spk1_2.wav|clean_fileid_196_doa357_spk1_3.wav|clean_fileid_196_doa357_spk1_4.wav,3396.0,3412.0,16.0,357,text_fileid_196_doa357_spk1.txt,clean_spk1,BUT THEY WENT AT IT WITH THAT MIXTURE OF RECKLESSNESS AND INDUSTRY THAT LIVES WHEN YOUTH IS IN A HOUSE AND YOUTH WAS IN THAT HOUSE THAT NIGHT THOUGH NOT ALL MAY HAVE ISOLATED THE TWO FACES AND HEARTS FROM WHICH IT FLAMED,"But they went at it with that mixture of recklessness and industry that lives when youth is in a house , and youth was in that house that night, though not all may have isolated the two faces and hearts from which it flamed .",0.0,0,43,"But they went at it with that mixture of recklessness and industry that lives when youth is in a house, and youth was in that house that night, though not all may have isolated the two faces and hearts from which it flamed.",0.0,0,43
197,4,"1,2,3,4",clean_fileid_197_doa318_spk1_1.wav|clean_fileid_197_doa318_spk1_2.wav|clean_fileid_197_doa318_spk1_3.wav|clean_fileid_197_doa318_spk1_4.wav,3412.0,3428.0,16.0,318,text_fileid_197_doa318_spk1.txt,clean_spk1,BEING A STRONG AND VIGOROUS VILLAIN HOWEVER HE CLUNG TENACIOUSLY TO HIS OAR AND EVEN UNBUCKLING HIS LEATHER BELT PASSED IT ROUND THE SLIP OF WOOD THAT WAS HIS SALVATION GIRDING HIMSELF TO IT AS FIRMLY AS HE WAS ABLE,"Being a strong and vigorous villain, however , he clung to nationsly to his oar, and even unbuckling his leather belt, passed it round the slip of wood that was his salvation , girding himself to it as firmly as he was able.",0.05,2,40,"Being a strong and vigorous villain, however, he clung to nationsly to his oar, and even unbuckling his leather belt, passed it round the slip of wood that was his salvation, girding himself to it as firmly as he was able.",0.05,2,40
198,5,"1,2,3,4,5",clean_fileid_198_doa109_spk1_1.wav|clean_fileid_198_doa109_spk1_2.wav|clean_fileid_198_doa109_spk1_3.wav|clean_fileid_198_doa109_spk1_4.wav|clean_fileid_198_doa109_spk1_5.wav,3428.0,3448.0,20.0,109,text_fileid_198_doa109_spk1.txt,clean_spk1,GENERAL WHEELER GUIDED BY THE CUBANS RECONNOITRED THIS TRAIL ON THE TWENTY THIRD OF JUNE AND WITH THE POSITION OF THE ENEMY FULLY EXPLAINED TO HIM RETURNED TO SIBONEY AND INFORMED GENERAL YOUNG AND COLONEL WOOD,"General Wheeler, guided by the Cubans. Reconnoitered this trail on the 23 rd of June and with the position of the enemy fully explained to him. Return to Cipone and inform General Young and Colonel Wood. (upbeat music )",0.2222222222222222,8,36,"General Wheeler, guided by the Cubans. Reconnoitered this trail on the 23 rd of June and with the position of the enemy fully explained to him. Return to Cipone and inform General Young and Colonel Wood. (upbeat music)",0.2222222222222222,8,36
